,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
28,7 Jacaranda Court," 445,000 ", Feb 2020,0," 254,000 ", Nov 2011, ,, 551 ,,3,1,1,Newcomb
29,34 Breadalbane Street," 515,000 ", 22 Feb 2020,1, ,, ,, 921 ,,3,0,0,Newcomb
30,8 Hinchcliff Crescent," 475,000 ", Feb 2020,0, ,, ,, 774 ,,3,1,1,Newcomb
31,4 Poplar Street," 451,000 ", Feb 2020,0, ,, ,, 694 ,,0,0,0,Newcomb
32,67 Neptune Avenue," 440,000 ", Feb 2020,0," 268,000 ", Aug 2015, ,, 563  ,  98 ,0,0,0,Newcomb
33,2/20 Wilsons Road," 430,000 ", Feb 2020,0, ,, ,, 229 ,,0,0,0,Newcomb
34,13 Cheltenham Road," 460,000 ", Feb 2020,0," 282,000 ", Jul 2012, ,, 591 ,,3,1,1,Newcomb
35,1/22-24 Lindsay Street," 289,000 ", Feb 2020,0, ,, 285 , Jan 2019, 92 ,,0,0,0,Newcomb
36,1/22 Lindsay Street," 289,000 ", Jan 2020,0," 218,000 ", Dec 2010, ,, 92 ,,0,0,0,Newcomb
37,1 Daphne Court," 495,000 ", Jan 2020,0," 407,000 ", Sep 2018, ,, 585 ,,4,1,4,Newcomb
38,3 Lindsay Street," 415,000 ", Jan 2020,0," 310,000 ", Nov 2017, ,, 547 ,,3,1,2,Newcomb
39,46 Anthony Street," 421,600 ", Dec 2019,0," 199,000 ", Aug 2004, ,, 779 ,,3,1,1,Newcomb
40,129 Helms Street," 460,000 ", Dec 2019,0," 53,500 ", Mar 1999, ,, 711  ,  103 ,1,1,0,Newcomb
41,35 Lucas Street," 490,000 ", Dec 2019,0," 342,000 ", Sep 2017, ,, 528 ,,3,1,3,Newcomb
42,2/41 Wilsons Road," 415,000 ", Dec 2019,0," 320,000 ", Nov 2012, ,, 243 ,,0,0,0,Newcomb
43,27 Lucas Street also known as 53 Andrew Street," 392,000 ", Dec 2019,0, ,, ,, ,,3,1,2,Newcomb
44,2/5-7 Lindel Street," 385,000 ", Dec 2019,0," 300,000 ", Nov 2016, ,, 267 ,,0,0,0,Newcomb
45,35 Mercury Crescent," 391,200 ", Nov 2019,0, ,, ,, 535 ,,0,0,0,Newcomb
46,7 Neptune Avenue," 440,000 ", Nov 2019,0, ,, ,, 527 ,,3,1,4,Newcomb
47,130 Portarlington Road," 340,000 ", Nov 2019,0," 75,000 ", Sep 1995, ,, 564 ,,3,1,1,Newcomb
48,4 Ruth Court," 428,000 ", Oct 2019,0," 216,000 ", Nov 2006, ,, 727  ,  110 ,3,1,3,Newcomb
49,23 Watsons Road," 402,000 ", Oct 2019,0," 295,000 ", Oct 2010, ,, 652 ,,3,1,1,Newcomb
50,3 Ivanhoe Court," 455,000 ", Oct 2019,0," 102,500 ", May 2001, ,, 711 ,,3,1,2,Newcomb
51,26 Lancaster Avenue," 500,000 ", Oct 2019,0," 79,000 ", Oct 2000, ,, 780 ,,3,2,4,Newcomb
52,1/11 Ivanhoe Court," 430,000 ", Oct 2019,0, ,, ,, 400 ,,3,1,2,Newcomb
53,6 Pluto Court," 382,500 ", Oct 2019,0, ,, 370 , Nov 2019, 619 ,,3,1,1,Newcomb
54,26 Wilsons Road," 382,000 ", Oct 2019,0, ,, ,, 660 ,,3,1,1,Newcomb
55,105 Helms Street," 886,000 ", Sep 2019,0, ,, ,," 2,382 ",,4,2,7,Newcomb
56,34 Watsons Road," 450,000 ", Sep 2019,0," 132,500 ", Sep 2015, ,, 593 ,,3,1,2,Newcomb
57,4/8 Hillford Street," 208,000 ", Sep 2019,0," 119,000 ", 2009, ,, 47 ,,1,1,1,Newcomb
58,2/49 Bellarine Highway," 457,700 ", Sep 2019,0," 133,000 ", Oct 2017, ,, 234 ,,0,0,0,Newcomb
59,9/7 Helms Street," 411,000 ", Sep 2019,0," 269,000 ", Oct 2008, ,, 367 ,,0,0,0,Newcomb
60,2/44 Bellarine Highway," 288,000 ", Sep 2019,0, ,, ,, 149 ,,0,0,0,Newcomb
61,55 Watsons Road," 415,000 ", Sep 2019,0, ,, ,, 628 ,,3,1,2,Newcomb
62,2 Acton Court," 482,000 ", Sep 2019,0," 290,000 ", Oct 2013, ,, 894 ,,3,1,1,Newcomb
63,97 Boundary Road," 525,000 ", Aug 2019,0," 250,000 ", Oct 2011, ,, 683  ,  197 ,4,2,3,Newcomb
64,7 Dorward Avenue," 489,000 ", 24 Aug 2019,1, ,, ,, 592 ,,3,1,1,Newcomb
65,24 Neptune Avenue," 390,000 ", Aug 2019,0," 275,000 ", Dec 2015, ,, 536  ,  127 ,3,1,2,Newcomb
66,63 Wilton Avenue," 430,000 ", Aug 2019,0, ,, ,, 658 ,,4,2,2,Newcomb
67,12 Wirth Court," 422,000 ", Aug 2019,0," 345,000 ", Jan 2016, ,, 573  ,  122 ,3,1,1,Newcomb
68,1/6 Tilly Court," 305,000 ", Aug 2019,0," 270,000 ", Aug 2017, ,, 169 ,,0,0,0,Newcomb
69,4/14-16 Lindsay Street," 215,000 ", Jul 2019,0," 210,000 ", Jul 2018, ,, 64 ,,0,0,0,Newcomb
70,132B Wilsons Road," 357,500 ", Jul 2019,0, ,, ,, 384 ,,0,0,0,Newcomb
71,60 Helms Street," 465,000 ", Jul 2019,0," 324,000 ", Dec 2010, ,, 822 ,,3,1,1,Newcomb
72,30 Wilton Avenue," 600,000 ", Jun 2019,0," 225,000 ", May 2004, ,, 655  ,  134 ,4,2,2,Newcomb
73,26 Watsons Road," 412,000 ", Jun 2019,0, ,, ,, 591 ,,3,1,1,Newcomb
74,111 Boundary Road," 370,000 ", Jun 2019,0," 259,900 ", Feb 2010, ,, 314  ,  85 ,2,2,1,Newcomb
75,13 Johnston Avenue," 425,700 ", Jun 2019,0," 285,000 ", Mar 2014, ,, 341 ,,2,2,2,Newcomb
76,65 Neptune Avenue," 390,000 ", Jun 2019,0, ,, 300 , Jan 2015, 533 ,,3,1,2,Newcomb
77,1/8 Poplar Street," 460,000 ", Jun 2019,0," 295,500 ", Jul 2017, ,, 300  ,  120 ,3,2,2,Newcomb
78,1/41 Miller Street," 380,000 ", May 2019,0, ,, 300 , Oct 2016, 296 ,,3,1,2,Newcomb
79,22 Gibbs Street," 375,000 ", May 2019,0," 186,000 ", Oct 2006, ,, 541 ,,2,1,3,Newcomb
80,43 Watsons Road," 485,000 ", May 2019,0, ,, ,, 628 ,,3,1,2,Newcomb
81,27 Veronica Avenue," 405,000 ", May 2019,0," 239,000 ", Nov 2008, ,, 535 ,,3,1,4,Newcomb
82,15 Breadalbane Street," 418,500 ", May 2019,0, ,, 320 , Aug 2019, 631 ,,4,1,1,Newcomb
83,134-136 PORTARLINGTON Road," 650,000 ", May 2019,0," 128,000 ", Feb 1999, ,," 1,447 ",,4,2,2,Newcomb
84,1/20 Wilsons Road," 357,500 ", May 2019,0, ,, 390 , May 2019, 275 ,,4,1,1,Newcomb
85,1-4/12 Hillford Street," 1,123,500 ", Apr 2019,0, ,, ,, ,,0,0,0,Newcomb
86,11 Charlotte Avenue," 330,000 ", Apr 2019,0," 265,000 ", Mar 2015, ,, 383 ,,3,1,0,Newcomb
87,43 Anthony Street," 429,000 ", Apr 2019,0," 194,000 ", Aug 2003, ,, 833 ,,3,1,1,Newcomb
88,48 Charles Street," 430,000 ", Apr 2019,0, ,, ,, 587 ,,3,1,2,Newcomb
89,5/29-31 Boundary Road," 334,000 ", Apr 2019,0," 235,000 ", Mar 2013, ,, 89 ,,0,0,0,Newcomb
90,9 Myrtle Avenue," 445,000 ", Apr 2019,0," 210,100 ", Jun 2003, ,, 673 ,,3,1,4,Newcomb
91,5/29 Boundary Road," 334,000 ", Apr 2019,0," 235,000 ", Mar 2013, ,, 89 ,,0,0,0,Newcomb
92,6/51-53 Helms Street," 350,000 ", Mar 2019,0," 245,000 ", Oct 2012, ,, 243 ,,0,0,0,Newcomb
93,2 Lancaster Avenue," 350,000 ", Mar 2019,0," 325,000 ", Nov 2014, ,, 120  ,  118 ,3,1,1,Newcomb
94,28 Glover Street," 500,000 ", Mar 2019,0, ,, ,, 724 ,,3,1,5,Newcomb
95,1 Myrtle Avenue," 462,000 ", Mar 2019,0," 139,000 ", Sep 2002, ,, 544 ,,4,2,5,Newcomb
96,118 Portarlington Road," 380,000 ", Mar 2019,0," 242,000 ", May 2014, ,, 535 ,,3,1,0,Newcomb
97,16 Neptune Avenue," 385,000 ", Mar 2019,0," 290,000 ", Apr 2017, ,, 539 ,,3,1,0,Newcomb
98,12A Brayshay Road," 416,000 ", Mar 2019,0," 337,000 ", Oct 2016, ,, 359 ,,3,2,1,Newcomb
99,2/3 Saltpan Place," 357,000 ", Feb 2019,0," 195,000 ", Jan 2005, ,, 178 ,,0,0,0,Newcomb
100,12 Portarlington Road," 570,000 ", Feb 2019,0," 240,000 ", Sep 2009, ,, 776 ,,3,2,1,Newcomb
101,28 Neptune Avenue," 460,000 ", 25 Feb 2019,1," 163,000 ", Dec 2005, ,, 535 ,,4,2,2,Newcomb
102,14 Carinya Avenue," 366,000 ", Feb 2019,0," 81,000 ", Feb 2000, ,, 621 ,,3,1,1,Newcomb
103,4/53 Anthony Street," 405,000 ", Feb 2019,0," 80,000 ", Jun 2005, ,, 355 ,,0,0,0,Newcomb
104,12 Cecil Court," 480,000 ", 09 Feb 2019,1, ,, 370 , Mar 2019," 1,176 ",,3,1,4,Newcomb
105,7 Brayshay Road," 475,000 ", Feb 2019,0," 310,000 ", Nov 2014, ,, 664  ,  128 ,3,1,2,Newcomb
106,17 Dorward Avenue," 400,000 ", Feb 2019,0, ,, ,, 588 ,,3,1,1,Newcomb
107,16 Bayfield Court," 527,000 ", Feb 2019,0," 89,000 ", Jul 2003, ,, 807  ,  260 ,3,2,1,Newcomb
108,9 Bayfield Court," 550,000 ", Jan 2019,0," 385,000 ", May 2007, ,, 848 ,,4,2,3,Newcomb
109,48 Anthony Street," 591,000 ", Jan 2019,0," 369,000 ", May 2016, ,, 777 ,,4,2,1,Newcomb
110,52 Anthony Street," 400,000 ", Jan 2019,0," 199,000 ", Feb 2000, ,, 771  ,  141 ,3,1,3,Newcomb
111,3 Pluto Court," 370,000 ", Jan 2019,0, ,, ,, 558 ,,2,1,1,Newcomb
112,8 Helms Street," 425,000 ", Jan 2019,0," 120,000 ", Apr 2002, ,, 625 ,,4,1,2,Newcomb
113,64 Wilton Avenue," 324,000 ", Dec 2018,0, ,, ,, 654 ,,0,0,0,Newcomb
114,2 Cecil Court," 460,000 ", Dec 2018,0," 232,000 ", Dec 2005, ,, 666  ,  176 ,4,1,2,Newcomb
115,1/23 Glover Street," 431,000 ", Dec 2018,0, ,, ,, 343 ,,0,0,0,Newcomb
116,2/11 Gibbs Street," 400,000 ", Dec 2018,0," 290,000 ", Sep 2013, ,, 255  ,  96 ,2,1,1,Newcomb
117,1/25 Boundary Road," 280,000 ", 19 Dec 2018,1," 189,000 ", Jul 2009, ,, 108  ,  85 ,0,0,0,Newcomb
118,2 Bain Court," 450,000 ", Dec 2018,0," 82,000 ", Jul 1989, ,, 739 ,,3,1,1,Newcomb
119,10 Dorcas Street," 347,500 ", Dec 2018,0," 195,000 ", Dec 2014, ,, 129 ,,0,0,0,Newcomb
120,26 Glover Street," 500,000 ", 01 Dec 2018,1," 305,000 ", May 2010, ,, 725 ,,3,1,3,Newcomb
121,2/8-10 Breadalbane Street," 410,000 ", Nov 2018,0," 271,000 ", Feb 2009, ,, 323 ,,3,1,2,Newcomb
122,1 Sally Court," 390,000 ", Nov 2018,0," 83,500 ", Sep 2000, ,, 535 ,,3,1,2,Newcomb
123,13 Poplar Street," 521,000 ", 24 Nov 2018,1, ,, 340 , Jan 2019, 692 ,,3,1,4,Newcomb
124,13a Hinchcliff Crescent," 470,000 ", Nov 2018,0, ,, ,, 363 ,,3,2,1,Newcomb
125,37 Wilton Avenue," 381,500 ", Nov 2018,0," 223,000 ", Nov 2007, ,, 356 ,,3,1,2,Newcomb
126,48 Wilsons Road," 405,000 ", Nov 2018,0, ,, ,, 672 ,,3,1,4,Newcomb
127,48 Willsons Road," 405,000 ", Nov 2018,0, ,, ,, ,,0,0,0,Newcomb
128,9 Ivy Street," 546,000 ", Nov 2018,0," 276,000 ", Jun 2012, ,, 639  ,  115 ,3,1,4,Newcomb
129,60 Wilton Avenue," 390,000 ", 17 Nov 2018,1, ,, ,, 656 ,,0,0,0,Newcomb
130,3 Ferry Grove," 502,500 ", Nov 2018,0, ,, 375 , Oct 2019, 703 ,,3,1,4,Newcomb
131,7/29-31 Boundary Road," 335,000 ", Nov 2018,0," 188,000 ", Oct 2012, ,, 91 ,,2,1,1,Newcomb
132,2 Murray Street," 410,000 ", Nov 2018,0," 320,000 ", Jan 2017, ,, 365 ,,2,1,1,Newcomb
133,7/29 Boundary Road," 335,000 ", Nov 2018,0," 188,000 ", Oct 2012, ,, 91 ,,0,0,0,Newcomb
134,124 Wilsons Road," 525,000 ", 03 Nov 2018,1," 290,000 ", Apr 2013, ,, 669  ,  6215 ,3,1,2,Newcomb
135,2/68 Watsons Road," 361,000 ", Oct 2018,0," 267,000 ", Oct 2013, ,, 166 ,,0,0,0,Newcomb
136,47 Mercury Crescent," 420,000 ", Oct 2018,0," 315,000 ", Jul 2016, ,, 827  ,  104 ,3,1,2,Newcomb
137,6 Andrew Street," 360,000 ", 13 Oct 2018,1," 230,000 ", Dec 2013, ,, 538 ,,3,1,3,Newcomb
138,15 Anthony Street," 465,000 ", Sep 2018,0," 274,000 ", Dec 2010, ,, 776  ,  119 ,3,1,2,Newcomb
139,2/126 Wilsons Road," 350,000 ", Sep 2018,0," 270,000 ", Apr 2013, ,, 205 ,,0,0,0,Newcomb
140,1 Glover Street," 501,000 ", Sep 2018,0," 52,000 ", Mar 1985, ,, 648 ,,3,1,2,Newcomb
141,12 Watsons Road," 551,000 ", Sep 2018,0," 300,000 ", Dec 2013, ,, 604 ,,4,1,2,Newcomb
142,14 Portarlington Road," 596,400 ", Sep 2018,0," 345,000 ", Feb 2008, ,, 819 ,,3,1,2,Newcomb
143,45 Andrew Street," 407,000 ", Sep 2018,0," 55,000 ", Dec 1987, ,, 543 ,,3,1,3,Newcomb
144,26 Gibbs Street," 411,000 ", Sep 2018,0," 162,000 ", Mar 2006, ,, 554 ,,3,1,1,Newcomb
145,18 Charlotte Avenue," 543,000 ", 15 Sep 2018,1," 74,000 ", Aug 2000, ,, 609 ,,2,1,1,Newcomb
146,118 Helms Street," 550,000 ", 10 Sep 2018,1," 355,000 ", Nov 2011, ,, 816  ,  157 ,3,2,2,Newcomb
147,6 Bain Court," 505,000 ", Sep 2018,0," 305,000 ", Apr 2011, ,, 721 ,,3,1,2,Newcomb
148,12a Cheltenham Road," 452,000 ", Sep 2018,0," 355,000 ", Oct 2016, ,, 252 ,,3,2,1,Newcomb
149,149 Bellarine Highway," 780,000 ", Sep 2018,0, ,, 300 , Dec 2018," 3,871 ",,0,0,0,Newcomb
150,1a Charles Street," 435,000 ", Aug 2018,0," 312,500 ", Apr 2013, ,, 267 ,,2,1,2,Newcomb
151,20 Charlotte Avenue," 436,000 ", 18 Aug 2018,1," 185,000 ", Aug 2003, ,, 613 ,,3,1,1,Newcomb
152,74 Bellarine Highway," 452,000 ", 04 Aug 2018,1," 190,000 ", Jun 2006, ,, 787 ,,2,1,6,Newcomb
153,2 Adzar Road," 540,000 ", 01 Aug 2018,1," 212,000 ", Feb 2000, ,, 706 ,,3,1,4,Newcomb
154,48 Richard Street," 473,300 ", Jul 2018,0," 305,000 ", Jul 2011, ,, 640 ,,4,2,3,Newcomb
155,17 Brayshay Road," 525,000 ", Jul 2018,0," 210,000 ", Dec 2005, ,, 664  ,  113 ,3,1,2,Newcomb
156,9/51 Helms Street," 440,000 ", Jul 2018,0," 330,000 ", Jan 2012, ,, 528 ,,0,0,0,Newcomb
157,13 Miller Street," 440,000 ", 14 Jul 2018,1," 190,000 ", Apr 2004, ,, 661 ,,3,1,2,Newcomb
158,22 Brayshay Road," 480,000 ", Jul 2018,0," 240,000 ", Jul 2011, ,, 664 ,,2,1,2,Newcomb
159,47 Pitman Street," 407,500 ", Jul 2018,0," 257,500 ", Dec 2012, ,, 395 ,,3,1,3,Newcomb
160,34 Hibiscus Crescent," 390,000 ", Jul 2018,0," 278,000 ", Jan 2014, ,, 536 ,,4,1,1,Newcomb
161,151 Boundary Road," 441,000 ", Jul 2018,0," 280,000 ", Dec 2011, ,, 596  ,  142 ,3,1,1,Newcomb
162,10 Pitman Street," 452,000 ", Jul 2018,0," 72,500 ", Apr 2000, ,, 592 ,,3,1,2,Newcomb
163,22 Wilton Avenue," 508,000 ", 30 Jun 2018,1, ,, 380 , Jan 2019, 654 ,,3,1,2,Newcomb
164,16 Charles Street," 462,500 ", 30 Jun 2018,1," 82,000 ", Jul 1993, ,, 594 ,,2,1,1,Newcomb
165,1/5-7 Lindel Street," 400,000 ", Jun 2018,0," 315,000 ", Aug 2014, ,, 267 ,,3,2,2,Newcomb
166,59 Brayshay Road," 470,000 ", Jun 2018,0, ,, ,, 669 ,,3,1,1,Newcomb
167,3 Baybreeze Close," 520,000 ", Jun 2018,0," 129,000 ", Sep 2005, ,, 610  ,  174 ,3,2,2,Newcomb
168,2/11 Ivanhoe Court," 345,000 ", Jun 2018,0, ,, ,, 258 ,,2,1,1,Newcomb
169,9/118 Bellarine Highway," 327,000 ", Jun 2018,0, ,, ,, ,,0,0,0,Newcomb
170,1/55 Anthony Street," 380,000 ", Jun 2018,0," 280,000 ", Jul 2015, ,, 365  ,  104 ,0,0,0,Newcomb
171,131 Wilsons Road," 470,000 ", Jun 2018,0," 210,000 ", Nov 2003, ,, 690 ,,3,2,2,Newcomb
172,12b Cheltenham Road," 455,000 ", Jun 2018,0, ,, ,, 242 ,,3,2,1,Newcomb
173,63 Neptune Avenue," 420,000 ", May 2018,0," 275,000 ", Apr 2012, ,, 534  ,  13 ,3,1,2,Newcomb
174,3/68 Bellarine Highway," 315,000 ", May 2018,0," 275,000 ", Jan 2017, ,, 194  ,  97 ,0,0,0,Newcomb
175,19 Cheltenham Road," 417,000 ", May 2018,0," 280,000 ", Mar 2009, ,, 309  ,  110 ,0,0,0,Newcomb
176,12 Carinya Avenue," 455,000 ", May 2018,0," 265,000 ", May 2016, ,, 586  ,  106 ,3,1,1,Newcomb
177,31 Watsons Road," 460,000 ", May 2018,0," 296,000 ", Oct 2013, ,, 661 ,,3,1,2,Newcomb
178,13 Lancaster Avenue," 488,000 ", May 2018,0," 132,500 ", Jan 2016, ,, 353 ,,2,1,1,Newcomb
179,9 Vega Court," 443,000 ", May 2018,0," 65,200 ", Oct 1986, ,, 602  ,  100 ,3,1,2,Newcomb
180,8 Cheltenham Road," 535,000 ", May 2018,0," 177,000 ", Apr 2005, ,, 773  ,  110 ,3,1,2,Newcomb
181,13 Saturn Street," 402,000 ", May 2018,0," 75,000 ", Sep 1991, ,, 534 ,,3,1,1,Newcomb
182,5/3 Rose Court," 190,000 ", May 2018,0," 132,000 ", Feb 2010, ,, 67 ,,1,1,1,Newcomb
183,93 Boundary Road," 495,000 ", 05 May 2018,1, ,, 500 , May 2019, 941 ,,3,2,1,Newcomb
184,6 Ising Street," 499,000 ", May 2018,0," 68,900 ", Feb 1986, ,, 711 ,,4,2,2,Newcomb
185,31 Wilton Avenue," 500,000 ", May 2018,0," 260,000 ", Feb 2012, ,, 656 ,,3,1,2,Newcomb
186,12 Banksia Court," 419,000 ", May 2018,0," 81,000 ", Jan 2001, ,, 557 ,,3,1,1,Newcomb
187,14 Charlotte Avenue," 650,000 ", May 2018,0," 395,100 ", Mar 2012, ,, 771  ,  179 ,4,1,2,Newcomb
188,7/133 Helms Street," 315,000 ", Apr 2018,0," 182,500 ", Jan 2008, ,, 157  ,  71 ,0,0,0,Newcomb
189,37 Anthony Street," 526,500 ", Apr 2018,0, ,, 380 , Jun 2019, 833 ,,3,1,2,Newcomb
190,18 Boronia Street," 506,000 ", Apr 2018,0," 187,000 ", Sep 2006, ,, 585 ,,3,1,1,Newcomb
191,3/20 Saturn Street," 325,000 ", Apr 2018,0," 210,000 ", Mar 2010, ,, 158 ,,0,0,0,Newcomb
192,7-8 Alma Court," 540,000 ", Apr 2018,0, ,, 370 , Apr 2019, 939 ,,3,1,4,Newcomb
193,10 Andrew Street," 425,000 ", Apr 2018,0," 120,000 ", Jun 2002, ,, 559  ,  100 ,3,2,4,Newcomb
194,3/6 Tilly Court," 240,000 ", Apr 2018,0," 180,000 ", May 2015, ,, 118 ,,0,0,0,Newcomb
195,2/17 Lancaster Avenue," 375,000 ", Apr 2018,0," 300,000 ", Mar 2012, ,, 336 ,,3,2,2,Newcomb
196,40 Coppards Road," 750,000 ", Mar 2018,0," 475,000 ", Sep 2006, ,," 4,053 ",,3,2,5,Newcomb
197,16 Andrew Street," 395,000 ", Mar 2018,0, ,, ,, 610 ,,3,1,1,Newcomb
198,1 & 3 Lindel Street," 950,000 ", Mar 2018,0, ,, ,, ,,4,2,1,Newcomb
199,34 Portarlington Road," 463,000 ", Mar 2018,0, ,, 340 , Aug 2015, 651 ,,3,2,3,Newcomb
200,35 Wilsons Road," 502,500 ", Mar 2018,0," 270,000 ", Aug 2009, ,, 628  ,  115 ,3,1,2,Newcomb
201,2/6 Hillford Street," 361,000 ", Mar 2018,0," 265,000 ", Aug 2012, ,, 207 ,,0,0,0,Newcomb
202,16 Lucas Street," 420,000 ", Mar 2018,0," 256,000 ", May 2014, ,, 576 ,,3,1,3,Newcomb
203,18 Lucas Street," 425,000 ", Mar 2018,0," 190,000 ", Mar 2013, ,, 576  ,  101 ,3,1,1,Newcomb
204,4/52-54 Wilton Avenue," 340,000 ", Mar 2018,0," 94,000 ", Jul 1989, ,, 178 ,,0,0,0,Newcomb
205,1 Cassia Court," 410,000 ", Mar 2018,0," 250,500 ", Apr 2016, ,, 604  ,  120 ,3,2,1,Newcomb
206,4 Bellarine Highway," 403,000 ", Mar 2018,0," 215,000 ", Jan 2004, ,, 610 ,,3,1,4,Newcomb
207,4 Cheltenham Road," 555,000 ", Mar 2018,0," 280,000 ", Sep 2007, ,, 762  ,  111 ,3,1,4,Newcomb
208,2/5 Charlotte Avenue," 365,000 ", Feb 2018,0, ,, 330 , Dec 2015, 154 ,,2,1,1,Newcomb
209,40 Wilsons Road," 472,500 ", Feb 2018,0," 275,000 ", Nov 2014, ,, 664 ,,4,1,1,Newcomb
210,33 Richard Street," 440,000 ", Feb 2018,0," 77,000 ", Apr 2001, ,, 544 ,,3,1,1,Newcomb
211,2/30 Breadalbane Street," 371,250 ", Jan 2018,0, ,, 340 , Nov 2018, 297 ,,3,1,1,Newcomb
212,45 Wilton Avenue," 471,000 ", Jan 2018,0, ,, 330 , Apr 2018, 656 ,,3,1,2,Newcomb
213,2/11 Greenwood Street," 435,000 ", Jan 2018,0, ,, ,, ,,3,2,1,Newcomb
214,3/25 Boundary Road," 286,500 ", Dec 2017,0," 165,000 ", Jul 2004, ,, 100 ,,0,0,0,Newcomb
215,25 Brayshay Road," 420,000 ", Dec 2017,0," 305,000 ", Jun 2008, ,, 641 ,,4,1,1,Newcomb
216,42 Helms Street," 469,000 ", 16 Dec 2017,1," 186,000 ", Jan 2005, ,, 808 ,,3,1,1,Newcomb
217,3/1 Fern Street," 355,000 ", 09 Dec 2017,1, ,, ,, 5 ,,0,0,0,Newcomb
218,11 Andrew Street," 355,000 ", 09 Dec 2017,1," 268,000 ", Oct 2012, ,, 544 ,,3,1,3,Newcomb
219,7/14-16 Lindsay Street," 192,000 ", Dec 2017,0," 116,000 ", Mar 2005, ,, 64 ,,0,0,0,Newcomb
220,1/30 Breadalbane Street," 321,150 ", Dec 2017,0, ,, 295 , May 2020, 282 ,,3,1,1,Newcomb
221,24 Watsons Road," 445,000 ", 06 Dec 2017,1," 310,000 ", Nov 2011, ,, 593  ,  109 ,3,1,1,Newcomb
222,4/2-4 Morpeth Street," 215,000 ", Nov 2017,0, ,, 210 , Feb 2017, 64 ,,0,0,0,Newcomb
