,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
40,14 Camden Road," 1,610,000 ", Mar 2020,0," 1,100,000 ", Oct 2015, ,, 781 ,,3,3,2,Newtown
41,143 Aberdeen Street," 745,000 ", 14 Mar 2020,1," 590,000 ", Dec 2015, 550 , Apr 2020, 459  ,  146 ,3,1,1,Newtown
42,6/133 Aberdeen Street," 439,000 ", Mar 2020,0," 270,000 ", Aug 2007, ,, 164 ,,2,1,1,Newtown
43,70 West Fyans Street," 610,000 ", Mar 2020,0," 286,000 ", Jul 2008, ,, 277  ,  122 ,3,2,0,Newtown
44,11 Vista Road," 935,000 ", 29 Feb 2020,1," 580,000 ", Dec 2012, ,," 1,067  ",  125 ,2,1,1,Newtown
45,"2, 1 Cairns Avenue"," 850,000 ", Feb 2020,0, ,, ,, ,,0,0,0,Newtown
46,Lot 2 1 Cairns Avenue," 850,000 ", Feb 2020,0, ,, ,, ,,0,0,0,Newtown
47,8 Stephen Street," 1,140,000 ", 22 Feb 2020,1, ,, ,, 694 ,,0,0,0,Newtown
48,8/2 Aphrasia Street," 260,500 ", Feb 2020,0," 185,000 ", Oct 2015, 105 , Aug 2004, 878 ,,0,0,0,Newtown
49,4/16-18 WEST FYANS Street," 325,000 ", Feb 2020,0," 188,500 ", Jul 2009, 180 , Sep 2007, 79 ,,2,1,1,Newtown
50,313 Pakington Street," 2,400,000 ", Feb 2020,0," 790,000 ", Aug 2006, ,, 775 ,,0,0,0,Newtown
51,3/35 Marshall Street," 524,000 ", Feb 2020,0," 251,000 ", Sep 2006, 295 , Sep 2017, 235 ,,0,0,0,Newtown
52,299 Pitfield-Scarsdale Road," 380,000 ", Feb 2020,0, ,, ,, ,,0,0,0,Newtown
53,109 Aberdeen Street," 890,000 ", 08 Feb 2020,1," 305,000 ", Apr 2005, 510 , Apr 2020, 543 ,,2,1,0,Newtown
54,16 Sharp Street," 1,170,000 ", Feb 2020,0," 815,000 ", Jun 2016, ,, 870  ,  187 ,4,2,3,Newtown
55,1/62 Bond Street," 445,000 ", Feb 2020,0," 53,000 ", Sep 1984, ,, 109 ,,0,0,0,Newtown
56,65 Bond Street," 615,000 ", Feb 2020,0," 410,000 ", Feb 2010, 395 , Apr 2011, 162 ,,2,1,1,Newtown
57,32 Mervyn Street," 1,004,999 ", Feb 2020,0, ,, ,, 662 ,,0,0,0,Newtown
58,42 Laurel Bank Parade," 1,560,000 ", Feb 2020,0," 838,000 ", Dec 2012, ,, 511  ,  322 ,4,1,1,Newtown
59,31 Fairview Avenue," 1,004,999 ", Feb 2020,0," 94,500 ", Apr 1997, ,, 477 ,,3,1,1,Newtown
60,5 Queens Road," 1,335,000 ", Jan 2020,0," 800,000 ", Oct 2007, ,, 901  ,  263 ,4,2,2,Newtown
61,299 Pitfield Scarsdale Road," 380,000 ", Jan 2020,0, ,, ,, ,,3,1,4,Newtown
62,Lot 12 Haywards Road," 210,000 ", Jan 2020,0," 160,000 ", Jun 2018, ,, ,,0,0,0,Newtown
63,Lot 1 Scarsdale Pitfield Road," 259,000 ", Jan 2020,0, ,, ,, ,,0,0,0,Newtown
64,C/A 1 Scarsdale-Pitfield Road," 259,000 ", Jan 2020,0, ,, ,, ,,0,0,0,Newtown
65,185 Minerva Road," 641,500 ", Jan 2020,0," 400,000 ", Jan 2014, ,, 591  ,  122 ,3,0,0,Newtown
66,32 Cumberland Street," 765,000 ", Jan 2020,0," 440,000 ", May 2012, 350 , Apr 2014, 256 ,,3,1,1,Newtown
67,26 Stinton Avenue," 1,225,000 ", Jan 2020,0," 1,100,000 ", Mar 2018, 290 , Mar 2006, 590  ,  178 ,3,2,2,Newtown
68,6 Chelmsford Avenue," 650,000 ", Dec 2019,0," 345,000 ", Mar 2009, ,, 317  ,  125 ,3,2,2,Newtown
69,6B Elcho Street," 765,000 ", Dec 2019,0, ,, 650 , Nov 2019, 528 ,,4,3,1,Newtown
70,113a Noble Street," 1,450,000 ", Dec 2019,0," 1,225,000 ", Sep 2012, ,," 1,013 ",,5,3,4,Newtown
71,2 Neiley Street," 902,000 ", Dec 2019,0, ,, ,, 760 ,,3,1,1,Newtown
72,16 Russell Street," 695,000 ", Dec 2019,0," 510,000 ", Jul 2015, 450 , Apr 2019, 326 ,,3,1,1,Newtown
73,7 Clarke Street," 1,530,000 ", Dec 2019,0," 936,000 ", Sep 2015, ,, 672 ,,4,3,1,Newtown
74,37 Fairview Avenue," 910,000 ", 14 Dec 2019,1," 79,500 ", Jul 1997, ,, 321 ,,3,1,1,Newtown
75,27 Cumberland Street," 685,000 ", Dec 2019,0," 158,500 ", Feb 2000, ,, 261 ,,2,2,2,Newtown
76,2A Neiley Street," 765,000 ", 07 Dec 2019,1, ,, 440 , Apr 2015, 305 ,,3,2,1,Newtown
77,48 Clarendon Street," 600,000 ", 07 Dec 2019,1," 417,500 ", Jun 2016, 430 , Nov 2018, 204 ,,2,1,1,Newtown
78,330 Shannon Avenue," 965,000 ", Dec 2019,0," 112,000 ", Aug 1988, ,, 926  ,  193 ,4,2,1,Newtown
79,3/94 Aphrasia Street," 230,000 ", Nov 2019,0," 195,000 ", Oct 2017, 240 , Feb 2019, 29 ,,0,0,0,Newtown
80,16 Elderslie Terrace," 1,180,000 ", Nov 2019,0," 651,000 ", Nov 2012, 530 , Sep 2014, 520  ,  219 ,4,2,2,Newtown
81,1/94 Aphrasia Street," 407,000 ", 23 Nov 2019,1," 205,000 ", Aug 2009, 320 , Feb 2012, 64 ,,0,0,0,Newtown
82,2/71 Clarke Street," 810,000 ", Nov 2019,0," 220,000 ", May 2010, ,, 727  ,  162 ,3,2,2,Newtown
83,4/11 Elcho Street," 220,000 ", Nov 2019,0," 105,000 ", Dec 2005, 220 , Sep 2019, 57 ,,0,0,0,Newtown
84,4 Woodstock Street," 565,000 ", Nov 2019,0, ,, ,, ,,2,1,2,Newtown
85,49 Bond Street," 1,350,000 ", 10 Nov 2019,1," 540,000 ", Sep 2011, 400 , Sep 2011, 490 ,,5,2,3,Newtown
86,11 Grant Street," 832,000 ", 09 Nov 2019,1, ,, 350 , Jan 2017, 677 ,,2,1,1,Newtown
87,4/199 Noble Street," 383,000 ", Nov 2019,0," 310,000 ", Oct 2015, 280 , Dec 2015, 99 ,,0,0,0,Newtown
88,1/67 Nicholas Street," 730,000 ", Nov 2019,0," 550,000 ", Jul 2013, ,, 270 ,,3,2,0,Newtown
89,250 Scarsdale-Pitfield Road," 370,000 ", Nov 2019,0, ,, ,," 2,022 ",,3,0,0,Newtown
90,13b Craigie Road," 585,000 ", Oct 2019,0," 481,000 ", Dec 2012, ,, 292 ,,3,2,2,Newtown
91,7/2 Aphrasia Street," 261,000 ", Oct 2019,0," 166,000 ", Aug 2007, 260 , Nov 2019, 878 ,,0,0,0,Newtown
92,12 Churchill Avenue," 612,500 ", 26 Oct 2019,1," 225,000 ", Apr 2006, ,, 392 ,,3,1,1,Newtown
93,82 Noble Street," 1,165,000 ", 26 Oct 2019,1," 525,000 ", Aug 2006, ,, 603 ,,4,2,2,Newtown
94,2/96 West Fyans Street," 612,000 ", Oct 2019,0," 460,000 ", Nov 2014, 440 , Oct 2014, 141 ,,2,2,1,Newtown
95,2A Huntingdon Street," 1,200,000 ", Oct 2019,0," 1,050,000 ", Aug 2014, 780 , Nov 2019, 266  ,  240 ,4,3,2,Newtown
96,45 Retreat Road," 1,550,000 ", Oct 2019,0," 810,000 ", Apr 2005, ,, 704 ,,5,3,2,Newtown
97,3/154 Skene Street," 390,000 ", Oct 2019,0," 305,000 ", Sep 2012, 330 , Nov 2019, 99 ,,0,0,0,Newtown
98,1/8-10 Elcho Street," 310,000 ", Oct 2019,0," 173,000 ", Apr 2010, 250 , Mar 2019," 1,494 ",,0,0,0,Newtown
99,152 West Fyans Street," 642,000 ", 19 Oct 2019,1," 60,790 ", Mar 1984, ,, 653 ,,3,2,2,Newtown
100,139 Skene Street," 1,125,000 ", 12 Oct 2019,1, ,, ,," 1,322 ",,3,1,2,Newtown
101,4/69A Camden Road," 350,000 ", Oct 2019,0," 127,000 ", Nov 2015, ,, 111 ,,0,0,0,Newtown
102,8 Vista Road," 830,000 ", 12 Oct 2019,1," 86,000 ", Apr 1997, ,, 741 ,,3,1,1,Newtown
103,3/33 Clarendon Street," 315,000 ", Oct 2019,0," 180,000 ", Aug 2007, ,, 634 ,,1,1,1,Newtown
104,12 Elcho Street," 770,000 ", Oct 2019,0," 155,000 ", Jan 2002, 310 , Jan 2016, 698  ,  140 ,3,1,4,Newtown
105,137 Skene Street," 671,000 ", 05 Oct 2019,1, ,, ,, 543 ,,3,1,0,Newtown
106,18 Ballater Avenue," 590,000 ", 05 Oct 2019,1," 257,500 ", Mar 2006, ,, 623  ,  102 ,2,1,1,Newtown
107,402 Shannon Avenue," 780,000 ", Sep 2019,0," 80,000 ", Aug 1997, ,, 697 ,,4,1,1,Newtown
108,35 Camden Road," 873,000 ", 21 Sep 2019,1, ,, ,, 784 ,,3,2,1,Newtown
109,38 Sandringham Parade," 648,000 ", Sep 2019,0," 610,000 ", Dec 2017, 350 , May 2012, 816 ,,3,2,2,Newtown
110,5 Louis Court," 590,000 ", Sep 2019,0," 585,000 ", Feb 2018, ,, 743 ,,0,0,0,Newtown
111,4 Cumberland Street," 940,000 ", Sep 2019,0," 575,000 ", Nov 2012, 390 , Aug 2009, 521 ,,3,1,2,Newtown
112,14 Chester Street," 736,000 ", 07 Sep 2019,1, ,, ,, 603 ,,0,0,0,Newtown
113,35 Sharp Street," 900,000 ", 07 Sep 2019,1," 535,000 ", Nov 2013, 520 , Mar 2020, 551 ,,3,2,3,Newtown
114,6/199 Noble Street," 410,000 ", Sep 2019,0," 358,500 ", Dec 2017, 360 , Dec 2019, 97 ,,0,0,0,Newtown
115,68 Bond Street," 586,000 ", 31 Aug 2019,1, ,, 300 , Nov 2019, 263 ,,2,1,0,Newtown
116,2/71 Marshall Street," 985,000 ", Aug 2019,0, ,, ,, 271 ,,3,2,2,Newtown
117,15 Blessington Street," 940,000 ", Aug 2019,0," 465,000 ", Apr 2015, 600 , Oct 2018, 324  ,  101 ,3,2,1,Newtown
118,74 Sandringham Parade," 650,000 ", Aug 2019,0, ,, ,, 689 ,,3,1,1,Newtown
119,2/304 Pakington Street," 640,000 ", Aug 2019,0," 152,500 ", Nov 1995, ,, 288 ,,2,1,1,Newtown
120,23 Hermitage Road," 1,365,000 ", Aug 2019,0," 120,000 ", May 1979, 750 , Nov 2019, 660 ,,4,2,2,Newtown
121,1/7 Churchill Avenue," 365,000 ", Aug 2019,0," 255,000 ", Mar 2015, 350 , Jul 2017, 234 ,,3,1,1,Newtown
122,114b Aphrasia Street," 522,000 ", Aug 2019,0, ,, ,, ,,0,0,0,Newtown
123,7 Bosanquet Avenue," 621,750 ", Aug 2019,0, ,, ,, 369 ,,3,2,1,Newtown
124,39 Saffron Street," 1,000,000 ", Jul 2019,0," 501,000 ", Sep 2015, 340 , Oct 2013, 420 ,,3,2,2,Newtown
125,73B Noble Street," 630,000 ", Jul 2019,0, ,, 550 , Apr 2019, 209 ,,3,2,1,Newtown
126,28/12-14 Balcombe Road," 825,000 ", 27 Jul 2019,1, ,, 500 , Mar 2017, ,,3,2,2,Newtown
127,4 John Place," 610,000 ", 27 Jul 2019,1, ,, ,, 147 ,,2,1,0,Newtown
128,309 Autumn Street," 720,000 ", 27 Jul 2019,1," 415,000 ", May 2012, ,, 665 ,,3,1,2,Newtown
129,66 Virginia Street," 1,820,000 ", Jul 2019,0," 1,425,000 ", Oct 2013, ,," 1,142 ",,4,3,4,Newtown
130,2/73 Marshall Street," 500,000 ", Jul 2019,0," 372,500 ", Jul 2010, 345 , Nov 2015, 123 ,,3,2,2,Newtown
131,317 Autumn Street," 535,000 ", Jul 2019,0," 393,500 ", Feb 2011, 380 , May 2018, 325  ,  107 ,3,1,1,Newtown
132,76 Saffron Street," 715,000 ", Jul 2019,0," 165,000 ", Mar 2008, 340 , Nov 2018, 390  ,  95 ,3,1,1,Newtown
133,40 George Street," 1,315,000 ", 10 Jul 2019,1," 1,125,000 ", Jul 2013, ,, 638 ,,4,2,1,Newtown
134,5 Vista Road," 871,000 ", 06 Jul 2019,1," 288,000 ", Dec 2001, 340 , Apr 2014, 831  ,  163 ,3,1,6,Newtown
135,5/155-157 Minerva Road," 269,000 ", Jul 2019,0," 205,000 ", Mar 2015, ,, 68 ,,0,0,0,Newtown
136,185 West Fyans Street," 640,000 ", Jun 2019,0, ,, ,, 757 ,,3,2,3,Newtown
137,48 Upper Skene Street," 656,000 ", 22 Jun 2019,1, ,, ,, 468 ,,3,1,0,Newtown
138,118 Skene Street," 800,000 ", 22 Jun 2019,1, ,, ,, 575 ,,3,2,2,Newtown
139,1/6 Huntingdon Street," 725,000 ", 22 Jun 2019,1," 350,000 ", Dec 2012, 490 , Aug 2019, 346 ,,3,2,2,Newtown
140,5/41-43 Buckingham Road," 280,000 ", Jun 2019,0," 191,500 ", Feb 2008, 245 , Sep 2012, 84 ,,0,0,0,Newtown
141,159 Minerva Road," 669,000 ", Jun 2019,0," 447,000 ", Sep 2014, 650 , Nov 2019, 374 ,,3,2,1,Newtown
142,21 Roebuck Street," 845,000 ", 08 Jun 2019,1," 80,000 ", Nov 1984, ,, 517 ,,4,2,2,Newtown
143,20 Manning Street," 680,000 ", Jun 2019,0," 450,000 ", Apr 2002, ,, 556 ,,3,2,1,Newtown
144,82 Balcombe Road," 840,000 ", Jun 2019,0," 620,000 ", Aug 2013, ,, 645  ,  176 ,3,2,1,Newtown
145,2/57 Fairview Avenue," 571,000 ", Jun 2019,0," 71,000 ", May 1985, ,, 130 ,,0,0,0,Newtown
146,44 Clarendon Street," 1,000,000 ", May 2019,0, ,, ,, 245 ,,3,3,2,Newtown
147,10 Whyte Court," 815,000 ", May 2019,0," 800,000 ", Oct 2015, 620 , Dec 2011, 694 ,,4,2,3,Newtown
148,27 Gairloch Grove," 820,000 ", 25 May 2019,1," 327,500 ", Jul 2003, 270 , Oct 2009, 690 ,,2,1,1,Newtown
149,11 Marshall Street," 689,000 ", May 2019,0," 515,000 ", Feb 2015, 290 , Jun 2009, 575  ,  105 ,3,1,2,Newtown
150,18 Buckland Avenue," 1,310,000 ", May 2019,0," 640,000 ", Feb 2007, 850 , Jul 2019, 766  ,  212 ,4,3,1,Newtown
151,12B Ballater Avenue," 1,064,000 ", May 2019,0, ,, 650 , Jan 2017, 303 ,,3,2,2,Newtown
152,34 Skene Street," 800,000 ", May 2019,0, ,, ,, 604 ,,0,0,0,Newtown
153,2/83 Camden Road," 230,000 ", May 2019,0," 177,000 ", Nov 2013, 225 , Jan 2018, 852  ,  52 ,0,0,0,Newtown
154,2/377 Autumn Street," 625,000 ", May 2019,0," 400,000 ", Oct 2013, 540 , May 2019, 259  ,  175 ,0,0,0,Newtown
155,13/12 Balcombe Road," 800,000 ", Apr 2019,0," 679,000 ", Jan 2015, ,," 9,857  ",  191 ,3,2,2,Newtown
156,13 Pleasant Street," 755,000 ", Apr 2019,0, ,, ,, 382 ,,4,1,1,Newtown
157,47 Clarke Street," 823,000 ", Apr 2019,0, ,, 370 , Jun 2016, 699 ,,3,1,1,Newtown
158,1/1 Holyrood Avenue," 338,000 ", Apr 2019,0," 235,000 ", Nov 2010, 250 , Apr 2015, 65 ,,0,0,0,Newtown
159,10 Cumberland Street," 1,175,000 ", Apr 2019,0," 295,000 ", Apr 1997, ,, 695  ,  200 ,4,2,3,Newtown
160,95 Camden Road," 792,250 ", Mar 2019,0," 190,000 ", Jul 1990, ,, 780 ,,4,2,2,Newtown
161,2A Stinton Avenue," 385,000 ", Mar 2019,0," 349,000 ", Jan 2016, 285 , Jul 2017, 897 ,,0,0,0,Newtown
162,22/12 Balcombe Road," 700,000 ", Mar 2019,0," 230,000 ", Dec 2013, 480 , Jul 2017, 320  ,  167 ,3,2,1,Newtown
163,6 Carmichael Avenue," 862,000 ", Mar 2019,0, ,, 580 , May 2019, 271 ,,3,2,2,Newtown
164,5 Warwick Street," 510,000 ", 23 Mar 2019,1, ,, 320 , Feb 2017, 552 ,,3,1,0,Newtown
165,9 Camden Road," 900,000 ", Mar 2019,0, ,, 700 , Nov 2019, 373 ,,3,2,5,Newtown
166,355 Autumn Street," 755,000 ", Mar 2019,0," 655,000 ", Jul 2013, 650 , Jan 2019, 602 ,,4,2,3,Newtown
167,25 Nantes Street," 1,750,000 ", Mar 2019,0," 905,000 ", Feb 2015, ,," 1,036  ",  310 ,5,2,3,Newtown
168,21 Blessington Street," 678,000 ", 16 Mar 2019,1," 415,250 ", Mar 2013, 400 , Mar 2019, 366 ,,3,1,1,Newtown
169,1C Carmichael Avenue," 660,000 ", Mar 2019,0," 120,000 ", Apr 2001, 370 , May 2019, 818 ,,4,1,2,Newtown
170,134 West Fyans Street," 612,000 ", Mar 2019,0," 306,000 ", Jul 2008, ,, 340  ,  117 ,3,1,0,Newtown
171,2/2A BALLATER Avenue," 370,000 ", Mar 2019,0," 74,000 ", Dec 1988, ,, 544 ,,0,0,0,Newtown
172,369 Shannon Avenue," 803,500 ", Mar 2019,0," 115,000 ", Nov 1993, ,, 505 ,,4,1,2,Newtown
173,2/4 Belfast Street," 562,000 ", 09 Mar 2019,1," 400,000 ", Apr 2010, 350 , Jul 2014, 213 ,,0,0,0,Newtown
174,27 Chadwick Street," 682,000 ", Mar 2019,0," 390,000 ", Jul 2004, 580 , Mar 2019, 215 ,,3,2,1,Newtown
175,63 Saffron Street," 650,000 ", 02 Mar 2019,1," 399,000 ", Jun 2013, ,, 225 ,,3,1,0,Newtown
176,6 Bond Street," 666,000 ", Feb 2019,0," 450,000 ", Dec 2009, 500 , Jun 2019, 419 ,,3,2,1,Newtown
177,2/33 Buckingham Road," 545,000 ", Feb 2019,0," 367,000 ", Aug 2012, 440 , May 2017, 415  ,  12 ,3,2,2,Newtown
178,4 Pinaroo Street," 605,000 ", Feb 2019,0," 445,000 ", May 2015, 450 , Jun 2019, 409 ,,4,1,1,Newtown
179,3/299 Autumn Street," 372,000 ", Feb 2019,0," 245,000 ", Jan 2012, 330 , Oct 2019, 101  ,  83 ,0,0,0,Newtown
180,40 Nantes Street," 950,000 ", 16 Feb 2019,1," 148,000 ", May 1991, 475 , Jul 2019, 763 ,,3,2,2,Newtown
181,8 Austin Terrace," 525,000 ", Feb 2019,0," 74,500 ", Jul 1995, 315 , Feb 2013, 206  ,  72 ,2,1,0,Newtown
182,34 Stinton Avenue," 740,000 ", Feb 2019,0," 690,000 ", May 2016, 490 , Jun 2017, 438 ,,3,2,2,Newtown
183,23 Craigie Road," 585,000 ", Feb 2019,0," 248,000 ", May 2005, 380 , Jun 2016, 689 ,,3,1,1,Newtown
184,15 Clarendon Street," 740,000 ", Jan 2019,0," 366,000 ", Nov 2007, 370 , Jan 2016, 420 ,,3,1,2,Newtown
185,3/16-18 West Fyans Street," 330,330 ", Jan 2019,0," 225,000 ", Aug 2015, 330 , Apr 2019, 77 ,,0,0,0,Newtown
186,10/199 Noble Street," 365,000 ", Jan 2019,0," 65,500 ", Apr 1988, 285 , Oct 2015, 103 ,,0,0,0,Newtown
187,45 Mervyn Street," 825,000 ", Jan 2019,0," 561,000 ", Jul 2014, 595 , Dec 2018, 561 ,,3,1,1,Newtown
188,59 George Street," 1,700,000 ", Jan 2019,0," 575,000 ", Mar 2016," 1,100 ", Dec 2018, 575 ,,4,2,2,Newtown
189,24 Virginia Street," 1,875,000 ", Jan 2019,0," 1,850,000 ", May 2016, 850 , Jan 2014, 514  ,  380 ,4,3,2,Newtown
190,59a Fairview Avenue," 1,015,000 ", Dec 2018,0," 863,000 ", Nov 2011, ,, 555 ,,4,2,2,Newtown
191,19 Camden Road," 730,000 ", Dec 2018,0," 370,000 ", Jul 2008, 420 , Apr 2019, 773  ,  130 ,3,1,2,Newtown
192,2/22 Stinton Avenue," 472,500 ", Dec 2018,0," 247,000 ", Jul 2006, 325 , Oct 2011, 113  ,  88 ,2,1,1,Newtown
193,4/133 Aberdeen Street," 460,000 ", Dec 2018,0," 340,000 ", Apr 2012, ,, 183 ,,0,0,0,Newtown
194,2/319 Autumn Street," 677,500 ", Dec 2018,0," 490,000 ", Jun 2016, ,, 440 ,,4,2,1,Newtown
195,6/11 Elcho Street," 185,000 ", Dec 2018,0," 105,000 ", Aug 2006, 185 , Dec 2015, 51 ,,0,0,0,Newtown
196,301b Pakington Street," 1,065,000 ", Dec 2018,0, ,, ,, 394 ,,3,2,2,Newtown
197,226 Pitfield-Scarsdale Road," 183,000 ", Dec 2018,0, ,, ,, ,,0,0,0,Newtown
198,136 Skene Street," 1,175,000 ", Dec 2018,0," 576,000 ", Nov 2004, ,, 662 ,,4,2,2,Newtown
199,2/4 Percy Street," 730,000 ", Dec 2018,0," 565,000 ", May 2014, ,, 402  ,  149 ,3,2,2,Newtown
200,233-235 West Fyans Street," 925,000 ", Dec 2018,0, ,, 500 , May 2020, 684 ,,3,1,1,Newtown
201,11 Braemar Court," 691,000 ", Dec 2018,0," 505,000 ", Sep 2016, ,, 636 ,,3,2,3,Newtown
202,1/379 Shannon Avenue," 280,000 ", Dec 2018,0," 195,000 ", Sep 2014, 245 , Nov 2017, 62  ,  42 ,1,1,1,Newtown
203,2c Stinton Avenue," 392,000 ", Dec 2018,0," 275,000 ", Dec 2008, 340 , Jun 2019, 169  ,  86 ,0,0,0,Newtown
204,53 Mervyn Street," 870,000 ", Dec 2018,0," 735,000 ", Jan 2016, ,, 278  ,  147 ,3,2,1,Newtown
205,17 Camden Road," 787,500 ", Dec 2018,0," 345,000 ", Nov 2002, 470 , Mar 2018, 728 ,,4,2,2,Newtown
206,8 Hollyrood Avenue," 549,000 ", Dec 2018,0, ,, ,, ,,0,0,0,Newtown
207,8 Holyrood Avenue," 549,000 ", 08 Dec 2018,1, ,, ,, 653 ,,3,1,1,Newtown
208,74 Noble Street," 1,075,000 ", 08 Dec 2018,1," 826,000 ", Jan 2016, ,, 643 ,,5,2,2,Newtown
209,1/52 Clarendon Street," 760,000 ", 08 Dec 2018,1," 733,600 ", Sep 2011, 420 , Jun 2012, 214 ,,3,2,1,Newtown
210,2/138 West Fyans Street," 273,000 ", Dec 2018,0," 200,000 ", Sep 2011, 295 , Dec 2018, 55 ,,0,0,0,Newtown
211,9/2 Aphrasia Street," 245,000 ", Dec 2018,0," 52,000 ", May 1997, 220 , Apr 2018, 878 ,,0,0,0,Newtown
