,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
61,2 Lansbury Crescent," 635,000 ", Jun 2020,0," 435,000 ", Oct 2011, ,, 675 ,,3,2,2,Highton
62,59 Stoneleigh Crescent," 1,012,000 ", Jun 2020,0," 194,000 ", Aug 2010, 650 , Jun 2020, 988  ,  270 ,0,0,0,Highton
63,5 Nelson Avenue," 582,000 ", 06 Jun 2020,1, ,, ,, 656 ,,3,0,0,Highton
64,5/3 Augustine Drive," 400,000 ", Jun 2020,0," 97,000 ", May 1992, 340 , Dec 2017, 204 ,,0,0,0,Highton
65,8 (Lot 695) Narrawong Avenue," 260,000 ", Jun 2020,0, ,, ,, ,,0,0,0,Highton
66,5 Elliott Avenue," 613,250 ", May 2020,0, ,, ,, 650 ,,3,1,2,Highton
67,1/1 Waddington Court," 469,000 ", May 2020,0," 130,040 ", Apr 1992, 340 , Jul 2013, 414 ,,0,0,0,Highton
68,31 Lansell Drive," 722,000 ", 23 May 2020,1," 485,000 ", Sep 2010, ,, 813  ,  205 ,4,2,2,Highton
69,4/114 South Valley Road," 565,000 ", May 2020,0, ,, ,, ,,0,0,0,Highton
70,11 Cuthbert Avenue," 500,000 ", May 2020,0, ,, ,, 589 ,,3,1,2,Highton
71,13 Huntly Close," 605,000 ", 14 May 2020,1," 153,000 ", Oct 1989, 380 , Oct 2014, 870 ,,3,2,1,Highton
72,8 Victory Way," 675,000 ", May 2020,0," 50,250 ", Aug 1996, 430 , Jan 2015, 671  ,  220 ,5,3,2,Highton
73,2 Rivington Court," 1,280,000 ", May 2020,0," 1,000,000 ", Apr 2015, ,, 650 ,,4,3,3,Highton
74,21 Montrose Place," 1,044,999 ", May 2020,0," 70,000 ", Oct 1998, ,, 676  ,  250 ,4,2,2,Highton
75,15 Pepperdine Way," 725,000 ", May 2020,0," 401,000 ", Apr 2009, ,, 791 ,,3,2,2,Highton
76,34 Remony Avenue," 745,000 ", May 2020,0, ,, ,," 1,087 ",,3,2,2,Highton
77,10 Glastonbury Drive," 641,000 ", May 2020,0," 163,000 ", Jun 1987, ,, 660 ,,4,0,0,Highton
78,206 Mt Pleasant Road," 790,000 ", May 2020,0," 442,500 ", Jul 2012, ,, 910 ,,4,2,2,Highton
79,2/3 Hillcrest Court," 516,000 ", Apr 2020,0," 295,000 ", Apr 2009, ,, 341 ,,0,0,0,Highton
80,14 Maidie Street," 635,000 ", Apr 2020,0," 56,000 ", Jul 1983, ,, 653 ,,3,2,2,Highton
81,7 Caudry Street," 780,000 ", Apr 2020,0," 182,000 ", Jan 2010, ,, 825  ,  212 ,0,0,0,Highton
82,2/54 Daly Boulevard," 457,000 ", Apr 2020,0," 270,000 ", Jan 2008, ,, 283 ,,0,0,0,Highton
83,3 Meadow Court," 1,225,000 ", Apr 2020,0," 355,000 ", Nov 2015, ,," 1,322 ",,0,0,0,Highton
84,82 Reigate Road," 665,000 ", Apr 2020,0," 565,000 ", Mar 2014, ,, 739 ,,3,3,4,Highton
85,161 Grantham Drive," 850,000 ", Apr 2020,0," 215,000 ", Jun 2012, ,, 720  ,  325 ,0,0,0,Highton
86,34 Cuthbert Avenue," 565,000 ", Apr 2020,0," 75,000 ", Apr 1987, ,, 590 ,,3,1,2,Highton
87,22 Strickland Avenue," 491,000 ", Apr 2020,0," 88,000 ", Aug 1996, ,, 589 ,,3,0,0,Highton
88,12 Lansell Drive," 695,000 ", Apr 2020,0," 177,000 ", Dec 1999, ,, 606 ,,4,2,2,Highton
89,2 Orchardview Court," 935,000 ", Apr 2020,0," 240,000 ", Aug 2009, 520 , Aug 2015, 933 ,,3,2,3,Highton
90,12 Maidie Street," 700,000 ", Mar 2020,0," 165,000 ", Mar 2000, ,, 656 ,,3,2,2,Highton
91,59 South Valley Road," 728,000 ", Mar 2020,0," 417,500 ", Oct 2014, ,, 594 ,,3,1,2,Highton
92,3 Oxbow Court," 240,000 ", Mar 2020,0, ,, ,, 363 ,,0,0,0,Highton
93,13-15 Clemont Street," 745,000 ", Mar 2020,0," 210,000 ", Jan 2017, ,, 700 ,,0,0,0,Highton
94,1/41 South Valley Road," 465,000 ", Mar 2020,0," 382,502 ", Mar 2015, 260 , Dec 2008, 293  ,  104 ,2,1,1,Highton
95,50 Reigate Road," 770,000 ", Mar 2020,0," 650,000 ", Jul 2016, ,, 790 ,,4,2,4,Highton
96,39 Wallaroo Way," 925,000 ", Mar 2020,0, ,, ,, 703 ,,0,0,0,Highton
97,8 Mosman Way," 290,000 ", Mar 2020,0," 139,000 ", Sep 2009, ,, 687 ,,0,0,0,Highton
98,8/114 South Valley Road," 560,000 ", Mar 2020,0, ,, ,, ,,0,0,0,Highton
99,4 Galloway Court," 750,000 ", Mar 2020,0, ,, ,, 511 ,,3,2,2,Highton
100,5 Kooyong Place," 587,500 ", 14 Mar 2020,1, ,, ,, 869 ,,0,0,0,Highton
101,7 Caroline Street," 700,000 ", 14 Mar 2020,1," 150,000 ", Mar 1990, ,, 717 ,,4,0,0,Highton
102,37 Lansell Drive," 744,000 ", 14 Mar 2020,1," 490,000 ", Oct 2014, 440 , Oct 2016, 570 ,,4,2,2,Highton
103,6-8 Jewell Place," 940,000 ", Mar 2020,0," 730,000 ", Nov 2012, ,, 633 ,,3,0,0,Highton
104,9 Cahill Court," 665,000 ", Mar 2020,0," 122,500 ", Nov 2002, ,, 722 ,,4,2,2,Highton
105,28 Leigh Road," 1,010,000 ", Mar 2020,0," 766,000 ", Dec 2017, ,, 642 ,,5,3,2,Highton
106,118 Grantham Drive," 910,000 ", Mar 2020,0," 730,000 ", Apr 2016, ,, 922  ,  300 ,4,4,2,Highton
107,22B St Cloud Court," 875,000 ", Mar 2020,0, ,, ,, ,,0,0,0,Highton
108,1/1 Triumph Court," 640,000 ", Mar 2020,0, ,, ,, ,,0,0,0,Highton
109,9 Fryers Road," 638,000 ", 07 Mar 2020,1," 255,000 ", Dec 2004, ,, 658 ,,3,0,0,Highton
110,68 Clydesdale Way," 915,000 ", Mar 2020,0," 250,000 ", May 2008, ,, 996 ,,4,2,0,Highton
111,39 Pepperdine Way," 905,000 ", 07 Mar 2020,1," 760,000 ", Dec 2018, ,, 657 ,,4,2,3,Highton
112,1/11 Patern Street," 545,000 ", Mar 2020,0, ,, 400 , Jan 2017, 239 ,,0,0,0,Highton
113,3/17 Jinjella Road," 520,000 ", Mar 2020,0," 345,000 ", Sep 2015, 430 , Jan 2020, 132 ,,0,0,0,Highton
114,50 Glastonbury Drive," 500,000 ", Mar 2020,0, ,, ,, 672 ,,0,0,0,Highton
115,11-13 Cara Road," 1,885,000 ", Feb 2020,0," 714,000 ", Dec 2015, ,, 785 ,,3,2,2,Highton
116,22 Shoubra Drive," 862,000 ", 22 Feb 2020,1, ,, ,," 1,045 ",,0,0,0,Highton
117,135 South Valley Road," 490,000 ", 22 Feb 2020,1, ,, ,, 654 ,,0,0,0,Highton
118,1/15 Waddington Court," 445,000 ", 22 Feb 2020,1," 131,000 ", Nov 1997, ,, 249 ,,0,0,0,Highton
119,9 Mcevoy Close," 490,000 ", Feb 2020,0," 266,500 ", Mar 2005, 375 , Dec 2015, 303  ,  108 ,3,1,1,Highton
120,4 Roncliffe Road," 808,000 ", Feb 2020,0," 520,000 ", Dec 2016, 410 , Jul 2012, 724  ,  135 ,3,1,1,Highton
121,4 Vaucluse Rise," 680,000 ", Feb 2020,0," 64,000 ", Apr 2000, ,, 703 ,,3,2,1,Highton
122,31 Pepperdine Way," 1,006,250 ", Feb 2020,0," 565,000 ", Mar 2005, ,, 911 ,,5,4,2,Highton
123,14 Orana Road," 1,250,000 ", Feb 2020,0," 245,000 ", Jun 2007, ,, 984 ,,0,0,0,Highton
124,39 Molesworth Drive," 845,000 ", Feb 2020,0," 162,000 ", Sep 2006, ,, 738 ,,0,0,0,Highton
125,12 Fryers Road," 580,000 ", 08 Feb 2020,1, ,, 350 , Apr 2011, 664 ,,3,1,0,Highton
126,5 Cuthbert Avenue," 624,000 ", 08 Feb 2020,1," 402,000 ", May 2015, ,, 590  ,  103 ,3,1,2,Highton
127,10 Fenland Court," 641,000 ", Feb 2020,0, ,, ,, 635 ,,0,0,0,Highton
128,15 Leigh Road," 697,000 ", Feb 2020,0," 386,000 ", Apr 2008, ,, 670 ,,3,2,2,Highton
129,3/12 Patern Street," 170,000 ", Jan 2020,0, ,, ,, 160 ,,0,0,0,Highton
130,9 Shetland Close," 1,170,000 ", Jan 2020,0," 106,000 ", Jun 2001, ,," 1,248 ",,0,0,0,Highton
131,8/6 Nelson Avenue," 373,000 ", Jan 2020,0," 199,000 ", Nov 2007, ,, 172  ,  77 ,0,0,0,Highton
132,12 Patern Street," 170,000 ", Jan 2020,0," 72,500 ", Mar 2011, ,, 766 ,,2,0,0,Highton
133,2-4 Esperence Crescent," 712,500 ", Jan 2020,0," 187,000 ", Nov 2009, 510 , Oct 2017, 807 ,,4,2,2,Highton
134,124 South Valley Road," 592,000 ", Jan 2020,0," 225,000 ", Jul 2008, ,, 327  ,  111 ,3,1,1,Highton
135,8 Rice Court," 580,000 ", Jan 2020,0," 112,000 ", Jun 2003, 460 , Nov 2018, 539  ,  153 ,0,0,0,Highton
136,37 Grantham Drive," 825,000 ", Jan 2020,0," 530,000 ", Apr 2012, ,, 725 ,,3,2,6,Highton
137,66 Mulquiney Crescent," 650,000 ", Jan 2020,0," 435,000 ", Jul 2011, 495 , Feb 2018, 759 ,,4,2,2,Highton
138,3/16 Montague Street," 450,000 ", Jan 2020,0," 60,000 ", Dec 2002, ,, 159 ,,0,0,0,Highton
139,13B BUCKLEY FALLS ROAD," 425,000 ", Jan 2020,0," 350,000 ", Feb 2017, ,, 577 ,,0,0,0,Highton
140,2/45 Vanessa Avenue," 433,000 ", Jan 2020,0," 190,100 ", Jul 2008, 260 , Dec 2015, 140  ,  64 ,0,0,0,Highton
141,2 Highpoint Crescent," 258,500 ", Jan 2020,0, ,, ,, 647 ,,0,0,0,Highton
142,14 Valencay Avenue," 815,000 ", Dec 2019,0," 178,000 ", Nov 2009, ,, 736  ,  226 ,0,0,0,Highton
143,21 Stoneleigh Crescent," 840,000 ", Dec 2019,0," 202,000 ", Apr 2012, ,, 725  ,  198 ,0,0,0,Highton
144,17 Porter Avenue," 540,000 ", Dec 2019,0, ,, ,, 589 ,,0,0,0,Highton
145,4/150 South Valley Road," 350,000 ", Dec 2019,0," 177,000 ", Apr 2002, 310 , Feb 2018, 307  ,  95 ,0,0,0,Highton
146,1 Villawood Court," 790,000 ", Dec 2019,0," 410,000 ", Aug 2009, ,, 699  ,  195 ,4,2,2,Highton
147,27 Strickland Avenue," 540,000 ", Dec 2019,0," 350,000 ", Jan 2012, 340 , May 2017, 589  ,  123 ,3,1,2,Highton
148,9-11 Mosman Way," 1,070,000 ", Dec 2019,0, ,, ,," 1,077 ",,0,0,0,Highton
149,30 St Cloud Court," 630,000 ", Dec 2019,0, ,, ,, 769 ,,0,0,0,Highton
150,50 Parkwood Drive," 795,000 ", Dec 2019,0," 92,000 ", May 2002, ,, 721 ,,4,2,0,Highton
151,16 Wynfield Drive," 715,000 ", Dec 2019,0, ,, ,, 649 ,,0,0,0,Highton
152,27 Grantham Drive," 902,000 ", Dec 2019,0," 767,000 ", Dec 2013, ,, 676 ,,5,4,2,Highton
153,73 Fogarty Avenue," 795,000 ", Dec 2019,0," 495,000 ", Sep 2010, ,, 703 ,,4,2,2,Highton
154,104 Belle Vue Avenue," 535,000 ", 14 Dec 2019,1, ,, ,, 681 ,,0,0,0,Highton
155,21 Aitkenside Avenue," 657,000 ", Dec 2019,0, ,, ,, 585 ,,0,0,0,Highton
156,8 Woolondoon Drive," 580,000 ", Dec 2019,0," 180,000 ", Dec 2013, 410 , Oct 2017, 407 ,,3,2,3,Highton
157,1/22 Elizabeth Street," 427,000 ", Dec 2019,0," 310,000 ", Aug 2016, 365 , Jan 2019, 863  ,  89 ,2,1,1,Highton
158,116 Mill Race Road," 1,350,000 ", Dec 2019,0, ,, ,, 805 ,,5,3,2,Highton
159,21 Daly Boulevard," 695,000 ", Dec 2019,0," 360,000 ", Apr 2007, ,, 722  ,  216 ,3,2,2,Highton
160,1 Merrick Court," 825,000 ", Dec 2019,0," 58,000 ", Jun 1996, ,, 965 ,,0,0,0,Highton
161,6 Thwaites Close," 595,000 ", Dec 2019,0," 420,000 ", Apr 2012, 440 , Apr 2016, 629 ,,3,2,2,Highton
162,11 Thwaites Close," 685,000 ", Dec 2019,0," 501,000 ", Mar 2014, 500 , Jun 2014, 525 ,,4,2,2,Highton
163,35 Montpellier Drive," 630,000 ", Dec 2019,0, ,, ,, 720 ,,0,0,0,Highton
164,39 Belle Vue Avenue," 725,000 ", 07 Dec 2019,1," 255,000 ", Oct 2007, ,, 656  ,  110 ,3,1,0,Highton
165,14 Koorong Court," 770,000 ", Dec 2019,0," 253,500 ", Nov 1998, ,, 813 ,,3,3,3,Highton
166,13 Majestic Drive," 285,500 ", Dec 2019,0, ,, ,, 857 ,,0,0,0,Highton
167,2 Senior Court," 540,000 ", Dec 2019,0," 330,000 ", Feb 2000, ,, 314 ,,0,0,0,Highton
168,6/157-159 Barrabool Road," 585,000 ", Dec 2019,0," 415,000 ", Apr 2012, 500 , Aug 2020, 235 ,,0,0,0,Highton
169,20 Arkana Avenue," 610,000 ", 30 Nov 2019,1, ,, ,, 761 ,,0,0,0,Highton
170,5 Oakview Court," 760,000 ", Nov 2019,0," 64,000 ", Mar 2000, ,," 1,167 ",,0,0,0,Highton
171,192 Mt Pleasant Road," 980,000 ", 30 Nov 2019,1," 415,000 ", Dec 2012, ,, 713  ,  220 ,5,2,2,Highton
172,69 Belle Vue Avenue," 550,000 ", Nov 2019,0," 330,000 ", Aug 2012, ,, 652 ,,3,1,2,Highton
173,2 Jalana Court," 729,500 ", Nov 2019,0," 150,000 ", Aug 1990, 550 , Feb 2020, 858  ,  204 ,4,2,1,Highton
174,32 Esperence Crescent," 690,000 ", Nov 2019,0," 191,000 ", Jul 2008, 570 , Feb 2018, 643  ,  221 ,0,0,0,Highton
175,31 Montpellier Drive," 760,000 ", Nov 2019,0," 750,000 ", Nov 2017, ,, 508 ,,0,0,0,Highton
176,15 Challambra Crescent," 845,000 ", Nov 2019,0," 605,000 ", Aug 2013, 330 , Nov 2005, 345 ,,4,3,4,Highton
177,10 Pepperdine Way," 810,000 ", 23 Nov 2019,1," 203,000 ", Apr 1993, ,, 824 ,,0,0,0,Highton
178,151 Stoneleigh Crescent," 955,000 ", Nov 2019,0, ,, ,, 512 ,,0,0,0,Highton
179,39 Bonsey Road," 665,000 ", Nov 2019,0," 550,000 ", Mar 2014, 240 , Sep 2005, 862  ,  174 ,4,2,1,Highton
180,6 Rice Court," 700,000 ", Nov 2019,0," 122,000 ", Mar 2003, ,, 834 ,,4,2,2,Highton
181,15 Northam Avenue," 530,000 ", Nov 2019,0," 278,000 ", Dec 2007, ,, 652 ,,3,3,1,Highton
182,3 Sweeney Court," 790,000 ", Nov 2019,0," 435,000 ", Mar 2004, ,," 1,239 ",,4,2,2,Highton
183,106 Thornhill Road," 550,000 ", Nov 2019,0, ,, ,, 671 ,,3,2,1,Highton
184,1 Cannes Court," 624,000 ", 09 Nov 2019,1," 70,250 ", Apr 1981, ,, 645 ,,3,2,2,Highton
185,33 Dunsmore Road," 637,500 ", 09 Nov 2019,1," 519,500 ", Oct 2015, 480 , Dec 2019, 677  ,  199 ,4,2,2,Highton
186,31 Gwyther Road," 610,000 ", 09 Nov 2019,1," 120,000 ", Sep 1988, ,, 734 ,,3,2,2,Highton
187,166 Thornhill Road," 1,150,000 ", 09 Nov 2019,1," 705,000 ", Sep 2016, ,," 2,291 ",,3,2,2,Highton
188,1 Badenoch Court," 820,000 ", Nov 2019,0," 525,000 ", Oct 2009, ,, 789  ,  226 ,3,2,2,Highton
189,132 MILL RACE Road," 645,000 ", Nov 2019,0," 262,000 ", Feb 2015, ,, 374 ,,3,2,2,Highton
190,4 Jellindale Court," 706,000 ", 02 Nov 2019,1," 65,000 ", Oct 1986, ,, 854 ,,0,0,0,Highton
191,10 Fryers Road," 525,000 ", Nov 2019,0," 256,000 ", Jan 2004, ,, 654 ,,4,2,2,Highton
192,19 Cedarville Close," 590,000 ", Nov 2019,0," 400,000 ", Mar 2011, 410 , Feb 2011, 944  ,  150 ,3,2,2,Highton
193,26B Grantham Drive," 250,000 ", Nov 2019,0, ,, ,, 300 ,,0,0,0,Highton
194,4/45 Vanessa Avenue," 400,000 ", Nov 2019,0," 195,000 ", Mar 2005, 335 , Aug 2016, 167 ,,0,0,0,Highton
195,1/60 Barwon Boulevard," 682,500 ", Oct 2019,0," 299,000 ", Apr 2002, 380 , Jul 2013, 249 ,,3,2,2,Highton
196,43-45 Hewat Drive," 655,000 ", Oct 2019,0," 331,000 ", Oct 2012, 340 , Jun 2013, 623 ,,5,1,1,Highton
197,58 Dryden Way," 270,000 ", Oct 2019,0, ,, ,, 546 ,,0,0,0,Highton
198,2/156 South Valley Road," 410,000 ", Oct 2019,0," 99,500 ", May 1993, ,, 364 ,,0,0,0,Highton
199,17 Exmoor Close," 635,000 ", Oct 2019,0," 534,000 ", Feb 2016, ,, 747  ,  152 ,3,2,2,Highton
200,10 Glenmire Street," 571,000 ", 26 Oct 2019,1," 150,000 ", Dec 2000, ,, 634 ,,3,2,2,Highton
201,13 Oakview Court," 502,000 ", Oct 2019,0," 325,000 ", Sep 2008, 280 , Apr 2007, 560  ,  143 ,3,2,2,Highton
202,23 Arkana Avenue," 588,000 ", 26 Oct 2019,1," 547,000 ", Sep 2018, 350 , Feb 2015, 613 ,,3,1,1,Highton
203,18 Roncliffe Road," 517,500 ", Oct 2019,0," 320,000 ", Dec 2013, 285 , Mar 2011, 343 ,,2,1,1,Highton
204,9 Strickland Avenue," 535,000 ", Oct 2019,0," 53,500 ", May 1984, ,, 589  ,  122 ,3,1,1,Highton
205,9 Lascelles Place," 805,000 ", 19 Oct 2019,1," 716,000 ", Feb 2018, ,, 722 ,,4,2,2,Highton
206,22 Granby Crescent," 655,000 ", 19 Oct 2019,1," 472,000 ", Oct 2010, ,, 735 ,,4,2,2,Highton
207,4 Woolondoon Drive," 895,000 ", Oct 2019,0," 215,000 ", May 2015, ,, 846 ,,4,2,2,Highton
208,12 Hillary Court," 650,000 ", Oct 2019,0," 415,000 ", May 2003, 550 , Aug 2020, 429 ,,3,2,2,Highton
209,36 Cuthbert Avenue," 540,000 ", Oct 2019,0," 295,000 ", Feb 2009, 390 , Nov 2018, 589  ,  104 ,3,1,1,Highton
210,1/59-69 Victory Way," 465,000 ", Oct 2019,0," 295,000 ", Aug 2011, 330 , Feb 2011, 201 ,,3,2,2,Highton
211,20 Aitkenside Avenue," 690,000 ", Oct 2019,0, ,, ,, 635 ,,4,2,2,Highton
212,5 Floreat Avenue," 610,000 ", Oct 2019,0," 473,000 ", Jun 2015, 480 , Nov 2019, 734  ,  163 ,4,2,2,Highton
213,1 Cedmar Avenue," 578,000 ", 05 Oct 2019,1, ,, 290 , Mar 2018, 771 ,,3,1,2,Highton
214,66 Belle Vue Avenue," 580,000 ", 05 Oct 2019,1, ,, ,, 701 ,,0,0,0,Highton
215,7 Bundoora Crescent," 782,000 ", 05 Oct 2019,1," 66,000 ", Sep 1981, ,, 697 ,,4,2,1,Highton
216,12 Pinecrest Drive," 610,000 ", Oct 2019,0," 335,000 ", Aug 2007, ,, 643 ,,4,2,2,Highton
217,27 Stoneleigh Crescent," 1,018,000 ", Oct 2019,0," 169,000 ", Feb 2000, 640 , Oct 2019, 725 ,,0,0,0,Highton
218,1 Melrose Avenue," 687,500 ", Oct 2019,0," 365,000 ", Jun 2008, ,, 840 ,,3,2,2,Highton
219,5 Woolondoon Drive," 660,000 ", Oct 2019,0," 188,000 ", Mar 2013, ,, 529  ,  168 ,3,2,2,Highton
