,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
28,10 Vintage Court," 640,000 ", Sep 2019,0," 102,000 ", Dec 2002, ,, 534 ,,0,0,0,Waurn Ponds
29,20 Willesden Drive," 680,000 ", Sep 2019,0," 53,500 ", Oct 2000, ,, 914  ,  230 ,0,0,0,Waurn Ponds
30,3 Mclaren Court," 1,010,000 ", Sep 2019,0," 185,000 ", Jun 2004, ,," 3,186  ",  291 ,4,2,7,Waurn Ponds
31,16 Pinot Street," 635,000 ", Aug 2019,0," 540,000 ", Nov 2016, ,, 531 ,,3,2,2,Waurn Ponds
32,38 Blackheath Mews," 785,000 ", Aug 2019,0," 153,500 ", Sep 2006, ,, 801  ,  293 ,4,2,2,Waurn Ponds
33,2 Bordeaux Drive," 695,000 ", Aug 2019,0," 395,000 ", May 2005, ,," 1,065 ",,4,2,2,Waurn Ponds
34,8 Bodega Street," 525,000 ", Aug 2019,0," 160,000 ", Jul 2012, 400 , Jun 2017, 375 ,,3,2,2,Waurn Ponds
35,12 Blackheath Mews," 750,000 ", 10 Aug 2019,1," 110,000 ", Dec 2003, ,, 789 ,,5,2,2,Waurn Ponds
36,9 Delgany Mews," 690,000 ", Aug 2019,0," 432,000 ", Feb 2008, 650 , Aug 2019, 798  ,  229 ,5,2,2,Waurn Ponds
37,1-2 Tuscan Court," 880,000 ", Jul 2019,0," 715,000 ", Dec 2015, ,," 1,404  ",  288 ,5,2,4,Waurn Ponds
38,1 Resolute Drive," 507,000 ", Jul 2019,0," 400,000 ", Jun 2016, 370 , Jul 2013, 450  ,  126 ,3,2,2,Waurn Ponds
39,14 RESOLUTE DRIVE," 540,000 ", Jun 2019,0," 307,000 ", Nov 2007, 280 , Dec 2005, 387 ,,5,2,1,Waurn Ponds
40,4 Muscat Place," 457,000 ", Jun 2019,0," 269,000 ", Oct 2004, 390 , Jun 2019, 358 ,,3,1,1,Waurn Ponds
41,10 Cottonwood Way," 570,000 ", Jun 2019,0," 170,000 ", Jan 2011, 460 , Feb 2017, 478 ,,5,2,2,Waurn Ponds
42,5 Merlot Street," 677,000 ", Jun 2019,0," 105,000 ", May 2003, ,, 613  ,  211 ,4,2,2,Waurn Ponds
43,24 The Vineyard," 549,990 ", Jun 2019,0," 382,500 ", Nov 2008, 450 , Sep 2016, 412 ,,3,2,2,Waurn Ponds
44,9 Carradale Street," 505,000 ", May 2019,0," 112,000 ", Nov 2004, 450 , Jun 2019, 454 ,,3,2,1,Waurn Ponds
45,7 Rene Street," 635,000 ", Apr 2019,0," 565,000 ", Oct 2017, ,, 512 ,,3,2,2,Waurn Ponds
46,45 Grange Park Drive," 300,000 ", Apr 2019,0, ,, ,, 404 ,,0,0,0,Waurn Ponds
47,41 Burgundy Drive," 630,000 ", Apr 2019,0," 480,000 ", Oct 2015, ,, 610 ,,4,2,3,Waurn Ponds
48,66 Ghazeepore Road," 655,000 ", Apr 2019,0," 119,000 ", Jun 2004, ,, 631 ,,4,2,2,Waurn Ponds
49,15 Chenin Mews," 530,000 ", Mar 2019,0, ,, ,, 447 ,,3,2,2,Waurn Ponds
50,26 Blackheath Mews," 655,000 ", Mar 2019,0," 465,000 ", Apr 2013, ,, 720  ,  191 ,4,2,2,Waurn Ponds
51,7 Sugargum Drive," 599,000 ", Feb 2019,0," 479,000 ", Feb 2015, 500 , Mar 2018, 674 ,,4,2,2,Waurn Ponds
52,2/55 Ironbark Street," 484,000 ", Feb 2019,0," 303,000 ", Apr 2009, 380 , Mar 2011, 318 ,,0,0,0,Waurn Ponds
53,5-6 McLaren Court," 1,115,000 ", Feb 2019,0," 175,000 ", May 2004, ,," 1,888 ",,6,2,5,Waurn Ponds
54,2 Banyan Court," 710,000 ", Feb 2019,0, ,, ,, 781 ,,5,2,2,Waurn Ponds
55,31 Tannin Way," 630,000 ", Feb 2019,0," 450,000 ", Feb 2014, 445 , Jan 2014, 569 ,,4,2,2,Waurn Ponds
56,5 Tree Street," 509,000 ", Jan 2019,0," 355,000 ", Jun 2011, 365 , Sep 2013, 360  ,  123 ,3,1,2,Waurn Ponds
57,20 Grange Park Drive," 1,300,000 ", 15 Dec 2018,1," 249,000 ", Mar 2009, ,," 3,551 ",,4,2,3,Waurn Ponds
58,33-34 Barossa Court," 1,290,000 ", Dec 2018,0," 620,000 ", Jul 2008, ,," 2,672 ",,5,3,10,Waurn Ponds
59,56 Ironbark Street," 660,000 ", Dec 2018,0," 152,500 ", Oct 2007, 550 , Aug 2020, 648 ,,4,2,2,Waurn Ponds
60,6 Mumm Street," 571,000 ", Dec 2018,0, ,, 420 , Sep 2015, 578 ,,4,2,2,Waurn Ponds
61,17 The Vineyard," 540,000 ", Oct 2018,0," 326,000 ", Jan 2009, 300 , May 2006, 376 ,,3,2,2,Waurn Ponds
62,28 Monterey Drive," 657,000 ", Sep 2018,0," 224,000 ", Nov 2000, ,, 733 ,,3,2,2,Waurn Ponds
63,25 Willesden Drive," 623,000 ", Sep 2018,0," 345,150 ", Aug 2006, 450 , Sep 2017, 927  ,  194 ,4,2,2,Waurn Ponds
64,16 Merlot Street," 635,000 ", Sep 2018,0," 99,000 ", May 2003, ,, 490 ,,4,2,2,Waurn Ponds
65,151 Lemins Road," 1,375,000 ", Aug 2018,0, ,, ,," 10,351 ",,4,2,4,Waurn Ponds
66,5 Ironbark Street," 566,000 ", Aug 2018,0," 450,000 ", Feb 2013, 430 , Sep 2018, 783 ,,3,2,2,Waurn Ponds
67,42 Oakwood Crescent," 625,000 ", Aug 2018,0," 360,000 ", Oct 2009, 570 , Apr 2009, 580 ,,6,2,2,Waurn Ponds
68,1 Ash Court," 447,000 ", Aug 2018,0," 296,000 ", May 2007, 390 , Sep 2018, 427  ,  135 ,3,2,1,Waurn Ponds
69,3/63 Oakwood Crescent," 465,000 ", Aug 2018,0," 329,500 ", May 2011, 330 , Aug 2015, 771  ,  105 ,0,0,0,Waurn Ponds
70,1/21 Ghazeepore Road," 530,000 ", Aug 2018,0," 185,000 ", Nov 2016, ,, 303 ,,0,0,0,Waurn Ponds
71,38-40 Ironbark Street," 615,000 ", Jul 2018,0," 479,500 ", Oct 2014, 450 , Jul 2014, 699 ,,4,2,2,Waurn Ponds
72,120 Rossack Drive," 720,000 ", Jul 2018,0," 147,000 ", Oct 2005, ,, 704  ,  704 ,4,2,2,Waurn Ponds
73,39-40 Ironbark Street," 615,000 ", Jul 2018,0, ,, ,, ,,0,0,0,Waurn Ponds
74,110 Lemins Road," 1,670,000 ", Jun 2018,0, ,, 650 , Jan 2019," 2,081 ",,0,0,0,Waurn Ponds
75,33 Oakwood Crescent," 670,000 ", Jun 2018,0," 442,000 ", Oct 2013, ,, 648  ,  24 ,4,2,2,Waurn Ponds
76,103 Ghazeeprore Road," 695,000 ", Jun 2018,0, ,, ,, ,,0,0,0,Waurn Ponds
77,103 Ghazeepore Road," 695,000 ", Jun 2018,0," 75,000 ", Oct 2001, ,, 949 ,,5,2,4,Waurn Ponds
78,11 Rene Street," 730,000 ", Jun 2018,0," 181,700 ", Nov 2014, ,, 460 ,,5,2,2,Waurn Ponds
79,15 Temt Terrace," 512,000 ", Jun 2018,0, ,, 450 , Dec 2016, ,,4,2,4,Waurn Ponds
80,132 Rossack Drive," 670,000 ", Jun 2018,0," 175,000 ", Jul 2009, ,, 630 ,,4,2,3,Waurn Ponds
81,30 Pethajohn Parade," 641,500 ", May 2018,0, ,, ,, ,,0,0,0,Waurn Ponds
82,10 Shiraz Drive," 525,000 ", May 2018,0," 440,000 ", Dec 2016, ,, 648 ,,3,2,2,Waurn Ponds
83,6 Bodega Street," 720,000 ", May 2018,0," 155,000 ", Jun 2012, 165 , Feb 2018, 359 ,,7,2,2,Waurn Ponds
84,6 Monterey Drive," 715,000 ", May 2018,0," 390,000 ", Dec 2009, ,, 743  ,  267 ,4,2,2,Waurn Ponds
85,9 Monterey Drive," 607,000 ", Apr 2018,0," 443,000 ", Oct 2015, ,, 750 ,,4,2,2,Waurn Ponds
86,16 Ghazeepore Road," 450,000 ", Apr 2018,0," 360,000 ", Nov 2013, 450 , Jun 2018, 495  ,  122 ,3,2,3,Waurn Ponds
87,9 Blackheath Mews," 457,500 ", Apr 2018,0," 290,000 ", Jul 2009, 330 , Nov 2014, 468  ,  107 ,3,1,1,Waurn Ponds
88,9 Kinsmead Street," 605,000 ", Apr 2018,0," 481,000 ", Sep 2016, ,, 794 ,,4,2,2,Waurn Ponds
89,8 Monterey Drive," 620,000 ", Mar 2018,0," 290,000 ", May 2007, 445 , Jun 2010, 771  ,  177 ,4,2,2,Waurn Ponds
90,5 Mica Court," 580,000 ", Mar 2018,0," 330,000 ", Jan 2007, 400 , Oct 2014, 565 ,,4,2,2,Waurn Ponds
91,15 Grange Park Drive," 907,000 ", Mar 2018,0," 114,000 ", Jun 2004, 650 , May 2018," 1,438 ",,0,0,0,Waurn Ponds
92,18 Tannin Way," 540,000 ", Feb 2018,0," 175,700 ", May 2014, ,, 446  ,  154 ,4,2,2,Waurn Ponds
93,25 Shiraz Drive," 647,000 ", Feb 2018,0," 500,000 ", Feb 2012, ,, 616  ,  210 ,4,2,2,Waurn Ponds
94,118 Rossack Drive," 675,000 ", Feb 2018,0," 147,000 ", Sep 2005, 490 , Nov 2015, 709  ,  226 ,4,2,2,Waurn Ponds
95,23 Grange Park Drive," 231,000 ", Jan 2018,0, ,, ,," 1,048 ",,0,0,0,Waurn Ponds
96,20 Peppertree Rise," 562,500 ", Jan 2018,0," 122,000 ", Jul 2005, 500 , Dec 2018, 596 ,,4,2,3,Waurn Ponds
97,3 Bordeaux Drive," 609,000 ", Jan 2018,0," 253,000 ", Mar 2003, ,, 935 ,,3,2,3,Waurn Ponds
98,26 Bodega Street," 605,000 ", Jan 2018,0," 200,000 ", Aug 2015, ,, 607 ,,4,2,2,Waurn Ponds
99,20 Viogner Place," 466,000 ", Jan 2018,0," 318,500 ", Jul 2010, ,, 398 ,,3,1,2,Waurn Ponds
100,3/15 Bourbon Way," 423,500 ", Jan 2018,0, ,, 400 , Nov 2015, 268 ,,3,1,2,Waurn Ponds
101,2/15 Bourbon Way," 465,000 ", Jan 2018,0, ,, 435 , Dec 2015, 253 ,,3,2,2,Waurn Ponds
102,5 Pine Court," 606,000 ", Jan 2018,0," 54,000 ", Mar 2001, ,, 749 ,,3,2,2,Waurn Ponds
103,65 Monterey Drive," 530,000 ", Dec 2017,0," 409,000 ", Apr 2012, ,, 480 ,,3,2,1,Waurn Ponds
104,Lot 2 Chablis Court," 190,000 ", Dec 2017,0, ,, ,, ,,0,0,0,Waurn Ponds
105,80 Paget Road," 1,150,000 ", Dec 2017,0, ,, ,," 20,483 ",,4,3,9,Waurn Ponds
106,6-jul Kia Court," 1,075,000 ", 16 Dec 2017,1, ,, ,, ,,5,2,5,Waurn Ponds
107,6 Kia Court," 1,075,000 ", 16 Dec 2017,1, ,, ,," 1,959 ",,5,2,5,Waurn Ponds
108,6-7 Kia Court," 1,075,000 ", 16 Dec 2017,1," 238,000 ", Mar 2005, 600 , Nov 2013," 1,962 ",,5,2,5,Waurn Ponds
109,5 Acacia Lane," 545,000 ", Dec 2017,0," 205,000 ", May 2001, ,, 700 ,,3,2,2,Waurn Ponds
110,9 Tigerlilly Lane," 517,000 ", Dec 2017,0," 203,000 ", Aug 2012, 450 , Nov 2019, 572  ,  173 ,4,2,2,Waurn Ponds
111,4 Elm Court," 495,000 ", 02 Dec 2017,1, ,, ,, 908 ,,3,2,2,Waurn Ponds
112,6 Carradale Street," 425,000 ", Dec 2017,0," 380,500 ", Nov 2016, 320 , Aug 2012, 320  ,  97 ,2,1,2,Waurn Ponds
113,5 Jasmin Court," 555,000 ", 29 Nov 2017,1, ,, 390 , Mar 2013, 736 ,,3,2,2,Waurn Ponds
114,24 CHABLIS Court," 250,000 ", Nov 2017,0," 209,000 ", Mar 2016, ,, 454 ,,0,0,0,Waurn Ponds
115,25 Merlot Street," 550,000 ", 23 Nov 2017,1," 124,000 ", Oct 2004, ,, 544  ,  165 ,4,2,2,Waurn Ponds
116,122 Rossack Drive," 660,000 ", Nov 2017,0," 147,000 ", Nov 2005, ,, 698  ,  306 ,4,2,2,Waurn Ponds
117,21 Malbec Loop," 526,000 ", Nov 2017,0," 405,000 ", Dec 2013, ,, 418  ,  417 ,3,2,2,Waurn Ponds
118,2/33 Shiraz Drive," 320,000 ", Nov 2017,0," 157,000 ", May 2002, 240 , Sep 2009, 178 ,,0,0,0,Waurn Ponds
119,51 Grange Park Drive," 291,000 ", Oct 2017,0, ,, ,, 576 ,,0,0,0,Waurn Ponds
120,23 Tannin Way," 632,000 ", Oct 2017,0," 200,000 ", Apr 2011, ,, 610 ,,4,2,2,Waurn Ponds
121,2 The Vineyard," 486,000 ", Oct 2017,0," 346,000 ", Nov 2012, ,, 659 ,,3,1,2,Waurn Ponds
122,2 Roaming Creek Court," 457,500 ", 23 Sep 2017,1," 287,500 ", Apr 2004, ,, 381 ,,3,2,2,Waurn Ponds
123,7 Hoop Court," 565,000 ", Sep 2017,0," 342,750 ", Dec 2004, ,, 522 ,,5,2,2,Waurn Ponds
124,12 Burgundy Drive," 640,000 ", 23 Sep 2017,1," 395,000 ", Aug 2010, 560 , Aug 2019, 748  ,  170 ,4,2,3,Waurn Ponds
125,2--17 Cabernet Court," 433,500 ", Sep 2017,0, ,, ,, ,,0,0,0,Waurn Ponds
126,2/3 Pine Court," 430,000 ", Sep 2017,0, ,, 400 , Jan 2019, 257 ,,0,0,0,Waurn Ponds
127,31 Shiraz Drive," 520,000 ", 09 Sep 2017,1," 463,500 ", Jul 2012, ,, 599 ,,3,2,2,Waurn Ponds
128,16 Burgundy Drive," 720,000 ", 02 Sep 2017,1, ,, ,, 700 ,,4,3,2,Waurn Ponds
129,2 Roaming Court," 457,000 ", Sep 2017,0, ,, ,, ,,0,0,0,Waurn Ponds
130,17 Cabernet Court," 433,000 ", Sep 2017,0," 305,000 ", Feb 2000, 350 , Jun 2012, 482 ,,3,2,2,Waurn Ponds
131,39 Monterey Drive," 585,000 ", Aug 2017,0," 309,000 ", Oct 2004, ,, 649  ,  176 ,3,2,2,Waurn Ponds
132,48 Ironbark Street," 420,000 ", Aug 2017,0," 142,500 ", Nov 2007, 430 , Jan 2019, 493  ,  128 ,3,1,2,Waurn Ponds
133,3/14 Huon Court," 426,000 ", Aug 2017,0, ,, 400 , Nov 2019, 354 ,,3,2,2,Waurn Ponds
134,60 Hams Road," 770,000 ", 05 Aug 2017,1, ,, ,," 1,000 ",,3,2,4,Waurn Ponds
135,7 Banyan Court," 548,000 ", Jul 2017,0," 392,500 ", Aug 2005, 550 , Jun 2019, 734 ,,5,2,2,Waurn Ponds
136,58 Willesden Drive," 300,000 ", Jul 2017,0," 132,000 ", Apr 2005, ,, 551 ,,0,0,0,Waurn Ponds
137,42 Shiraz Drive," 530,000 ", Jul 2017,0," 435,000 ", Aug 2011, ,, 620 ,,3,2,2,Waurn Ponds
138,22 Chablis Court," 247,500 ", Jun 2017,0, ,, ,, 447 ,,0,0,0,Waurn Ponds
139,1-21 Lemins Road," 1,800,000 ", Jun 2017,0," 1,690,500 ", Jan 2016, ,," 26,843 ",,5,3,4,Waurn Ponds
140,30 Monterey Drive," 651,000 ", May 2017,0," 54,000 ", Oct 2000, 530 , Aug 2017, 889 ,,5,2,2,Waurn Ponds
141,4 Katelyn Court," 580,000 ", May 2017,0," 530,000 ", Jan 2016, 600 , Oct 2017, 612 ,,4,2,2,Waurn Ponds
142,8 Tree Street," 510,000 ", May 2017,0," 175,000 ", May 2008, 470 , Jul 2016, 730 ,,4,2,2,Waurn Ponds
143,4 Semillion Place," 524,000 ", May 2017,0," 335,000 ", Mar 2007, ,, 504  ,  151 ,3,2,2,Waurn Ponds
144,25 Ironbark Street," 535,000 ", May 2017,0," 88,500 ", Nov 2002, ,, 737  ,  129 ,3,2,2,Waurn Ponds
145,15 Ghazeepore Road," 558,000 ", May 2017,0," 412,000 ", May 2009, 470 , Oct 2019, 742 ,,4,2,2,Waurn Ponds
146,114 Rossack Drive," 622,000 ", May 2017,0," 579,000 ", Jan 2014, 575 , Dec 2015, 680  ,  200 ,4,2,2,Waurn Ponds
147,2 Cork Place," 430,000 ", May 2017,0," 305,000 ", May 2008, ,, 400 ,,3,2,2,Waurn Ponds
148,60 Willesden Drive," 600,000 ", Apr 2017,0," 145,000 ", Nov 2005, 500 , Jun 2018, 694  ,  219 ,4,2,2,Waurn Ponds
149,2/21 Ghazeepore Road," 175,000 ", Apr 2017,0, ,, ,, 433 ,,0,0,0,Waurn Ponds
150,97 Ghazeepore Road," 558,880 ", Apr 2017,0," 542,000 ", Jul 2013, 600 , Mar 2013, 913  ,  224 ,4,2,6,Waurn Ponds
151,1-2 Alva Court," 430,000 ", Apr 2017,0," 243,250 ", Mar 2003, ,, 450 ,,3,2,4,Waurn Ponds
152,22 Ironbark Street," 520,000 ", Mar 2017,0," 65,000 ", Oct 2001, 450 , Jun 2018, 649 ,,3,2,2,Waurn Ponds
153,8 Viogner Place," 538,000 ", Mar 2017,0," 163,000 ", Jun 2009, ,, 658  ,  200 ,0,0,0,Waurn Ponds
154,18 Ghazeepore Road," 405,000 ", Mar 2017,0," 72,000 ", Nov 1999, 390 , Mar 2018, 503 ,,2,1,2,Waurn Ponds
155,4 Tigerlilly Lane," 640,000 ", Mar 2017,0," 144,000 ", Aug 2005, 500 , Jul 2012, 724  ,  215 ,0,0,0,Waurn Ponds
156,20 The Vineyard," 465,000 ", Mar 2017,0," 395,000 ", Feb 2011, 430 , Jun 2018, 439 ,,3,2,2,Waurn Ponds
157,26 Shiraz Drive," 492,000 ", Mar 2017,0," 317,000 ", Nov 2006, ,, 648 ,,3,2,2,Waurn Ponds
158,18 The Vineyard," 470,000 ", Mar 2017,0," 105,000 ", Sep 2003, ,, 453 ,,3,2,2,Waurn Ponds
159,53 Oakwood Crescent," 483,000 ", Mar 2017,0," 171,000 ", Nov 2009, 450 , Apr 2019, 658  ,  156 ,3,2,2,Waurn Ponds
160,2 Pine Court," 533,000 ", Mar 2017,0," 435,000 ", Jan 2011, ,, 831  ,  160 ,4,2,2,Waurn Ponds
161,4 Monterey Drive," 580,000 ", Mar 2017,0, ,, 490 , Dec 2010, 735 ,,4,2,2,Waurn Ponds
162,7 Blackheath Mews," 520,000 ", Feb 2017,0," 410,000 ", Nov 2014, 155 , Oct 2018, 480  ,  169 ,6,2,2,Waurn Ponds
163,4/1 Bourbon Way," 275,000 ", Feb 2017,0," 265,250 ", Sep 2012, 290 , Mar 2017, 246  ,  100 ,0,0,0,Waurn Ponds
164,5/15 Bourbon Way," 430,000 ", Feb 2017,0, ,, 435 , Oct 2014, 339 ,,3,2,3,Waurn Ponds
165,26 Semillion Place," 555,000 ", Feb 2017,0," 465,000 ", Jun 2007, ,, 584  ,  253 ,4,3,2,Waurn Ponds
166,145 Lemins Road," 1,055,000 ", Jan 2017,0," 840,000 ", Sep 2014, ,," 21,468 ",,4,3,8,Waurn Ponds
167,5 Mumm Street," 525,000 ", Jan 2017,0," 180,000 ", May 2014, ,, 453 ,,4,2,2,Waurn Ponds
168,33-35 Blackheath Mews," 480,000 ", Jan 2017,0," 170,500 ", Nov 2009, 430 , Apr 2014, 662 ,,4,2,2,Waurn Ponds
169,33 Blackheath Mews," 480,000 ", Jan 2017,0," 170,500 ", Nov 2009, 440 , Oct 2016, 662 ,,4,2,2,Waurn Ponds
170,14 Vintage Court," 516,500 ", Jan 2017,0," 325,000 ", May 2007, ,, 668  ,  142 ,4,2,2,Waurn Ponds
171,5 Banyan Court," 650,000 ", Jan 2017,0," 53,000 ", Dec 1998, ,, 845  ,  283 ,0,0,0,Waurn Ponds
172,530 Princes Highway," 1,500,000 ", Dec 2016,0, ,, ,, 92 ,,0,0,0,Waurn Ponds
173,30 Burgundy Drive," 707,000 ", Dec 2016,0," 560,000 ", Feb 2012, ,, 729 ,,4,2,4,Waurn Ponds
174,9 Cabernet Court," 403,000 ", Dec 2016,0," 345,000 ", Oct 2010, 340 , Nov 2013, 480 ,,3,1,1,Waurn Ponds
175,7 Merribell Drive," 434,000 ", Dec 2016,0," 385,000 ", May 2015, ,, 369  ,  114 ,2,1,1,Waurn Ponds
176,13 Alva Court," 530,000 ", Dec 2016,0," 435,000 ", Jun 2012, 460 , Aug 2014, 715  ,  197 ,4,2,2,Waurn Ponds
177,45 Peppertree Rise," 552,600 ", Dec 2016,0," 445,000 ", Feb 2012, 450 , Feb 2017, 712  ,  182 ,3,2,2,Waurn Ponds
178,60 Burgundy Drive," 530,000 ", 10 Dec 2016,1," 443,000 ", Dec 2011, ,, 657  ,  211 ,3,2,2,Waurn Ponds
179,22 Bodega Street," 680,000 ", Dec 2016,0," 202,500 ", Jan 2015, ,, 522 ,,7,2,2,Waurn Ponds
180,8-9 Traminer Court," 730,000 ", Dec 2016,0," 260,000 ", Dec 2007, 795 , Apr 2011," 2,089 ",,6,3,4,Waurn Ponds
181,8 Traminer Court," 730,000 ", Dec 2016,0," 260,000 ", Dec 2007, 795 , May 2011," 2,089 ",,6,3,4,Waurn Ponds
182,111 Ghazeepore Road," 635,000 ", 30 Nov 2016,1, ,, ,, 949  ,  246 ,3,2,2,Waurn Ponds
183,6-7 Champagne Court," 780,000 ", 26 Nov 2016,1, ,, ,," 1,940 ",,4,2,3,Waurn Ponds
184,6 Champagne Court," 780,000 ", 26 Nov 2016,1," 233,000 ", Dec 2005, ,," 1,952 ",,4,2,3,Waurn Ponds
185,112 Rossack Drive," 501,000 ", Nov 2016,0," 390,000 ", Jun 2006, ,, 544 ,,3,2,2,Waurn Ponds
186,37 Tannin Way," 490,000 ", Nov 2016,0," 187,500 ", Feb 2000, 480 , Oct 2019, 529  ,  20 ,4,2,2,Waurn Ponds
187,37 Burgundy Drive," 467,500 ", Nov 2016,0," 315,000 ", Dec 2003, ,, 572  ,  176 ,3,2,2,Waurn Ponds
188,50 Brumor Place," 1,275,000 ", Nov 2016,0, ,, ,," 12,140 ",,4,3,6,Waurn Ponds
189,22 Willesden Drive," 420,000 ", Nov 2016,0," 119,000 ", Dec 1995, 400 , Jan 2017, 769  ,  168 ,4,2,2,Waurn Ponds
190,5 Shiraz Drive," 418,000 ", Oct 2016,0," 369,000 ", Nov 2013, 370 , Jun 2012, 543  ,  15 ,3,2,4,Waurn Ponds
191,13 Kinsmead Street," 460,000 ", Oct 2016,0, ,, ,, 760 ,,3,2,2,Waurn Ponds
192,10 Bodega Street," 500,000 ", Oct 2016,0," 193,000 ", Dec 2013, ,, 465  ,  176 ,4,2,2,Waurn Ponds
193,5 Vintage Court," 560,000 ", Oct 2016,0," 470,000 ", Aug 2010, ,, 460 ,,3,2,2,Waurn Ponds
194,16-18 Grange Park Drive," 815,000 ", Oct 2016,0," 195,000 ", Jun 2004, 280 , May 2005," 1,792  ",  26 ,4,2,3,Waurn Ponds
195,12 Cortona Place," 430,000 ", Oct 2016,0," 170,000 ", Jun 2012, ,, 419  ,  150 ,3,2,2,Waurn Ponds
196,8 Maple Place," 467,000 ", Oct 2016,0," 378,000 ", Feb 2015, 285 , Apr 2007, 650 ,,4,2,2,Waurn Ponds
197,49 Ironbark Street," 600,000 ", Sep 2016,0," 150,000 ", Jan 2006, ,, 713  ,  27 ,4,2,2,Waurn Ponds
198,16 Blackheath Mews," 600,000 ", Sep 2016,0," 501,000 ", Mar 2013, ,, 737  ,  237 ,4,2,2,Waurn Ponds
199,1-3 Ghazeepore Road," 1,200,026 ", Sep 2016,0, ,, ,," 5,008 ",,3,1,0,Waurn Ponds
