,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
85,4 Helmer Crescent," 392,500 ", 12 Aug 2017,1," 298,000 ", Dec 2010, ,, 669 ,,2,1,4,Thomson
86,1/13-15 Carruthers Court," 368,000 ", Aug 2017,0," 71,050 ", May 2013, ,, 202 ,,3,2,1,Thomson
87,177 Carr Street," 310,000 ", Aug 2017,0, ,, 300 , Sep 2016, 271 ,,0,0,0,Thomson
88,13A Fagg Street," 341,000 ", Jul 2017,0, ,, 310 , Jun 2017, 398 ,,3,1,1,Thomson
89,6 Birdsey Street," 412,500 ", Jul 2017,0," 175,000 ", Sep 2004, ,, 669 ,,3,1,2,Thomson
90,13 Fagg Street," 341,000 ", Jul 2017,0," 205,000 ", Nov 2012, ,, 845 ,,2,1,1,Thomson
91,2/2 Martin Street," 184,000 ", Jul 2017,0," 118,000 ", Feb 2000, ,, 39 ,,0,0,0,Thomson
92,158 Boundary Road," 365,000 ", 17 Jun 2017,1," 300,000 ", Mar 2014, ,, 410  ,  152 ,3,1,1,Thomson
93,14B Carrington Street," 600,000 ", Jun 2017,0," 232,000 ", Jun 2014, ,, 384  ,  183 ,0,0,0,Thomson
94,36 Winstanley Road," 316,000 ", May 2017,0, ,, 320 , Jun 2018, 587 ,,2,1,2,Thomson
95,96 St Albans Road," 360,000 ", May 2017,0, ,, 320 , Aug 2017, 672 ,,3,1,2,Thomson
96,1/7 Helmer Crescent," 357,552 ", May 2017,0," 285,100 ", Feb 2000, ,, 332  ,  125 ,0,0,0,Thomson
97,181 Carr Street," 314,000 ", Apr 2017,0," 275,000 ", Oct 2012, ,, 256 ,,0,0,0,Thomson
98,3/6 Barling Court," 327,000 ", Apr 2017,0," 323,000 ", Jul 2014, ,, 222 ,,2,1,1,Thomson
99,1/18 Barnfather Street," 322,000 ", Apr 2017,0," 235,000 ", Jul 2008, ,, 284  ,  94 ,0,0,0,Thomson
100,1/4 Birdsey Street," 285,000 ", Apr 2017,0, ,, ,, 303 ,,3,1,0,Thomson
101,1/1 Callander Street," 322,000 ", Mar 2017,0," 315,000 ", May 2011, ,, 274  ,  93 ,2,1,1,Thomson
102,19 Carruthers Court," 315,000 ", Mar 2017,0," 215,000 ", Mar 2009, ,, 659 ,,3,1,1,Thomson
103,194A Ormond Road," 342,000 ", Feb 2017,0, ,, ,, 317 ,,2,1,1,Thomson
104,1/6 Bromley Street," 315,000 ", Feb 2017,0," 285,000 ", May 2012, ,, 286  ,  72 ,3,1,1,Thomson
105,1 Callander Street," 386,051 ", Feb 2017,0, ,, 340 , Mar 2017, 823 ,,3,1,2,Thomson
106,9 Kahle Court," 309,000 ", Dec 2016,0," 213,000 ", Jun 2007, ,, 588  ,  100 ,3,1,5,Thomson
107,70 Breakwater Road," 340,000 ", Dec 2016,0," 259,000 ", Aug 2013, ,, 487  ,  172 ,4,1,1,Thomson
108,8 Birdsey Street," 350,000 ", Nov 2016,0," 295,000 ", Aug 2015, ,, 669  ,  152 ,4,1,4,Thomson
109,6 Olney Avenue," 275,000 ", Nov 2016,0," 252,000 ", Oct 2010, ,, 526  ,  99 ,2,1,1,Thomson
110,24 Winstanley Road," 265,000 ", Oct 2016,0," 120,000 ", Jun 2002, ,, 554  ,  103 ,3,1,1,Thomson
111,6 Fagg Street," 485,000 ", 15 Oct 2016,1," 312,000 ", Feb 2011, ,," 1,049  ",  132 ,3,1,1,Thomson
112,9 Winstanley Road," 269,000 ", Oct 2016,0, ,, 330 , Jul 2017, 596 ,,3,1,1,Thomson
113,2/15 Robertson Road," 105,000 ", Sep 2016,0, ,, ,, ,,0,0,0,Thomson
114,2/15 Robertson Street," 105,000 ", Sep 2016,0, ,, 360 , Aug 2017, 230 ,,0,0,0,Thomson
115,11A Fagg Street," 300,000 ", Sep 2016,0," 235,000 ", Jul 2014, ,, 323 ,,2,1,1,Thomson
116,121 St Albans Road," 345,000 ", Aug 2016,0," 60,000 ", Aug 2003, ,, 535  ,  113 ,3,1,2,Thomson
117,1/102 St Albans Road," 250,000 ", Aug 2016,0," 182,500 ", Jan 2008, ,, 357  ,  85 ,3,1,2,Thomson
118,13 Robertson Street," 272,000 ", Aug 2016,0," 260,000 ", Mar 2014, ,, 613 ,,3,1,2,Thomson
119,25 Winstanley Road," 262,000 ", Aug 2016,0," 193,000 ", Oct 2004, ,, 541 ,,3,1,1,Thomson
120,1/17 Barnfather Street," 308,000 ", Aug 2016,0," 259,000 ", Apr 2011, ,, 300  ,  80 ,2,1,4,Thomson
121,2/4 Bromley Street," 105,000 ", Aug 2016,0, ,, ,, 670 ,,0,0,0,Thomson
122,1/4 Bromley Street," 300,000 ", Aug 2016,0, ,, 350 , Oct 2016, 299 ,,3,1,2,Thomson
123,4 Bromley Street," 105,000 ", Aug 2016,0, ,, 290 , Nov 2012, 669  ,  92 ,0,0,0,Thomson
124,170 Boundary Road," 345,000 ", Jul 2016,0," 275,000 ", Sep 2007, ,, 186 ,,3,1,2,Thomson
125,29 Helmer Crescent," 389,000 ", Jul 2016,0," 350,000 ", Apr 2012, ,, 733 ,,4,2,2,Thomson
126,51 Callander Street," 270,000 ", Jun 2016,0, ,, 320 , Sep 2016, 625  ,  98 ,3,1,2,Thomson
127,43 Breakwater Road," 259,000 ", Jun 2016,0," 151,500 ", Jan 2005, ,, 345 ,,3,1,2,Thomson
128,165 St Albans Road," 297,000 ", Jun 2016,0," 85,000 ", Sep 1992, ,, 534 ,,3,1,2,Thomson
129,21 Barnfather Street," 210,000 ", May 2016,0," 176,000 ", Aug 2007, ,, 424 ,,2,1,1,Thomson
130,1/21 Barnfather Street," 210,000 ", May 2016,0," 172,000 ", Mar 2008, ,, 300 ,,2,1,1,Thomson
131,97 St Albans Road," 308,000 ", May 2016,0," 50,000 ", Apr 1997, ,, 635 ,,3,1,2,Thomson
132,7 Birdsey Street," 332,000 ", Apr 2016,0," 69,700 ", Mar 1989, ,, 930 ,,3,1,2,Thomson
133,46 BREAKWATER Road," 340,000 ", Apr 2016,0, ,, 330 , Jun 2016, 408 ,,4,1,1,Thomson
134,4 Martin Street," 360,000 ", Apr 2016,0," 199,000 ", Mar 2007, ,, 348 ,,0,0,0,Thomson
135,11 Birdsey Street," 246,000 ", Mar 2016,0, ,, 260 , Jul 2010, 656 ,,3,1,4,Thomson
136,14 Olney Avenue," 275,000 ", Mar 2016,0, ,, ,, 570  ,  88 ,2,1,2,Thomson
137,188 Ormond Road," 310,000 ", Feb 2016,0," 64,000 ", Jan 1998, ,, 613 ,,2,0,0,Thomson
138,3 Bromley Street," 318,000 ", Jan 2016,0," 283,295 ", Aug 2012, ,, 669  ,  106 ,4,1,2,Thomson
139,10 Cranstoun Court," 290,000 ", Jan 2016,0," 67,000 ", Apr 1993, ,, 655 ,,2,1,2,Thomson
140,7 Robertson Street," 206,000 ", 19 Dec 2015,1," 55,000 ", Feb 2000, ,, 595 ,,2,1,1,Thomson
141,1/5 Fagg Street," 312,000 ", Dec 2015,0," 280,000 ", Oct 2011, ,, 410  ,  123 ,3,2,1,Thomson
142,86 St Albans Road," 340,000 ", 28 Nov 2015,1, ,, 335 , Nov 2018, 653 ,,3,1,1,Thomson
143,190 Ormond Road," 245,000 ", Nov 2015,0," 230,000 ", Mar 2008, ,, 651 ,,3,1,1,Thomson
144,16 Martin Street," 331,000 ", Nov 2015,0, ,, ,, 606 ,,3,1,1,Thomson
145,43 Godfrey Street," 300,000 ", Oct 2015,0," 179,000 ", Aug 2008, ,, 603  ,  90 ,2,1,2,Thomson
146,133 St Albans Road," 305,000 ", Oct 2015,0, ,, 280 , Jun 2017, 570 ,,3,1,1,Thomson
147,38 Tate Street," 260,000 ", Oct 2015,0, ,, 300 , Jan 2019, 665 ,,3,1,2,Thomson
148,45 Winstanley Road," 305,000 ", Sep 2015,0," 275,000 ", Jul 2013, ,, 568  ,  107 ,3,1,1,Thomson
149,17 Helmer Crescent," 270,000 ", Sep 2015,0," 60,000 ", Mar 1995, ,, 739 ,,2,1,1,Thomson
150,65 Godfrey Street," 132,500 ", Sep 2015,0, ,, 385 , Feb 2019, 259 ,,3,1,3,Thomson
151,14a Martin Street," 308,000 ", Sep 2015,0, ,, ,, 405 ,,3,0,0,Thomson
152,8 Bromley Street," 285,000 ", Aug 2015,0," 156,000 ", Jul 2003, ,, 669 ,,2,1,2,Thomson
153,1/6 Barling Court," 320,000 ", Aug 2015,0, ,, ,, 328 ,,0,0,0,Thomson
154,51 Godfrey Street," 322,000 ", Jul 2015,0," 317,000 ", Jul 2011, ,, 633 ,,3,1,5,Thomson
155,11B Fagg Street," 290,000 ", Jun 2015,0," 93,000 ", Nov 1999, ,, 375 ,,0,0,0,Thomson
156,131 St Albans Road," 260,000 ", Jun 2015,0," 83,000 ", Nov 2001, ,, 553 ,,3,0,0,Thomson
157,145 St Albans Road," 255,000 ", Jun 2015,0," 84,500 ", Mar 2000, ,, 544 ,,3,1,2,Thomson
158,2 Tate Street," 292,000 ", Jun 2015,0," 170,000 ", Nov 2011, ,, 731 ,,2,1,0,Thomson
159,14 Robertson Street," 270,000 ", Jun 2015,0," 205,000 ", May 2009, ,, 591  ,  83 ,2,1,1,Thomson
160,94A St Albans Road," 260,000 ", May 2015,0, ,, 260 , Aug 2013, 348 ,,2,1,2,Thomson
161,15 Helmer Crescent," 275,000 ", May 2015,0, ,, 290 , Jun 2015, 770 ,,3,1,2,Thomson
162,26 Callander Street," 250,000 ", May 2015,0, ,, 320 , Jan 2018, 559  ,  93 ,3,1,0,Thomson
163,186 Ormond Road," 310,000 ", Apr 2015,0," 253,000 ", Jul 2013, ,, 613 ,,3,1,2,Thomson
164,70 St Albans Road," 330,000 ", Apr 2015,0, ,, 185 , Jul 2007, 704  ,  112 ,3,1,2,Thomson
165,143 St Albans Road," 260,000 ", Apr 2015,0," 79,000 ", Sep 1998, ,, 535 ,,3,1,1,Thomson
166,123 St Albans Road," 286,000 ", Apr 2015,0, ,, ,, 742 ,,3,1,1,Thomson
167,2/10 Birdsey Street," 309,000 ", Mar 2015,0," 99,000 ", Mar 2009, ,, 329  ,  116 ,3,1,1,Thomson
168,8 Breakwater Road," 337,000 ", Mar 2015,0," 266,000 ", Mar 2006, ,, 373 ,,3,1,2,Thomson
169,3/5 Barling Court," 340,000 ", Mar 2015,0," 310,000 ", Apr 2011, ,, 287 ,,0,0,0,Thomson
170,5/22A Godfrey Street," 265,000 ", Feb 2015,0, ,, ,," 1,262 ",,2,0,0,Thomson
171,15 Birdsey Street," 285,000 ", Jan 2015,0," 175,000 ", Sep 2006, ,, 669  ,  112 ,3,1,1,Thomson
172,110 St Albans Road," 265,000 ", Dec 2014,0, ,, ,, 593 ,,2,1,2,Thomson
173,23 Olney Avenue," 294,500 ", Dec 2014,0," 280,000 ", May 2010, ,, 534 ,,3,1,2,Thomson
174,142 Boundary Road," 215,000 ", 29 Nov 2014,1, ,, ,, 613 ,,2,1,0,Thomson
175,4/9 Carruthers Court," 305,000 ", Nov 2014,0, ,, ,, 185  ,  104 ,2,1,1,Thomson
176,80 St Albans Road," 355,000 ", Nov 2014,0," 86,000 ", Jan 1996, ,, 975 ,,5,2,5,Thomson
177,16 Helmer Crescent," 252,500 ", 21 Nov 2014,1, ,, ,, 669 ,,2,1,1,Thomson
178,26A Robertson Street," 310,000 ", Nov 2014,0, ,, ,, 312 ,,0,0,0,Thomson
179,39 Winstanley Road," 312,000 ", Nov 2014,0," 276,500 ", Apr 2011, ,, 535 ,,3,1,2,Thomson
180,26 Robertson Street," 310,000 ", Nov 2014,0," 175,000 ", Jun 2007, ,, 591 ,,2,1,1,Thomson
181,2/29 Breakwater Road," 310,000 ", Nov 2014,0," 220,000 ", Nov 2006, ,, 260  ,  92 ,0,0,0,Thomson
182,6 Tate Street," 240,000 ", Oct 2014,0, ,, ,, 410 ,,2,1,2,Thomson
183,34 Carrington Street," 402,000 ", Oct 2014,0, ,, ,," 1,207  ",  193 ,4,1,4,Thomson
184,72 Godfrey Street," 295,000 ", Oct 2014,0, ,, 260 , Jul 2014, 223 ,,2,1,1,Thomson
185,11 Breakwater Road," 315,000 ", Oct 2014,0, ,, 270 , Apr 2018, 721 ,,2,1,1,Thomson
186,16 Barnfather Street," 250,000 ", Oct 2014,0, ,, 270 , Mar 2016, 669 ,,2,1,1,Thomson
187,1/6 Tate Street," 240,000 ", Sep 2014,0," 205,000 ", Mar 2009, ,, 410  ,  78 ,0,0,0,Thomson
188,10 Robertson Street," 246,880 ", 13 Sep 2014,1, ,, 270 , Apr 2018, 591 ,,2,1,1,Thomson
189,24 Martin Street," 525,000 ", Sep 2014,0," 76,000 ", Oct 1998, ,, 530  ,  171 ,3,2,4,Thomson
190,13 Birdsey Street," 290,000 ", Aug 2014,0, ,, ,, 669  ,  125 ,3,1,1,Thomson
191,2/14A Bromley Street," 111,000 ", Aug 2014,0, ,, ,, 316 ,,0,0,0,Thomson
192,14a Bromley Street," 111,000 ", Aug 2014,0, ,, ,, 318 ,,0,0,0,Thomson
193,14 Bromley Street," 111,000 ", Aug 2014,0," 66,500 ", Feb 1999, ,, 318 ,,2,1,1,Thomson
194,4/13 Carruthers Court," 338,000 ", Aug 2014,0, ,, ,, 356  ,  141 ,3,2,1,Thomson
195,11 Fagg Street," 235,000 ", Jul 2014,0, ,, ,, 323 ,,3,1,2,Thomson
196,4 Callander Street," 244,000 ", Jun 2014,0," 137,500 ", Jul 2002, ,, 552 ,,3,1,2,Thomson
197,92 St Albans Road," 275,000 ", Jun 2014,0," 225,000 ", Aug 2008, ,, 675  ,  99 ,2,1,2,Thomson
198,161 Carr Street," 245,000 ", Jun 2014,0, ,, ,, 705  ,  93 ,2,1,1,Thomson
199,22 Winstanley Road," 242,000 ", 10 May 2014,1," 86,000 ", Dec 1992, ,, 564  ,  134 ,3,1,1,Thomson
200,139 Carr Street," 478,000 ", May 2014,0," 193,000 ", May 2004, ,, 582 ,,4,2,3,Thomson
201,1/31 Barnfather Street," 240,000 ", May 2014,0, ,, ,, 325 ,,2,0,0,Thomson
202,5/2 Martin Street," 150,000 ", May 2014,0," 117,000 ", Dec 2005, ,, 39  ,  41 ,0,0,0,Thomson
203,2/31 Barnfather Street," 300,000 ", Apr 2014,0, ,, ,, 500 ,,0,0,0,Thomson
204,52 Godfrey Street," 296,000 ", Mar 2014,0," 220,000 ", Mar 2008, ,, 618  ,  95 ,2,1,2,Thomson
205,160 Ormond Road," 315,000 ", Mar 2014,0," 313,000 ", Jun 2012, ,, 596  ,  120 ,3,1,2,Thomson
206,192 Ormond Road," 255,000 ", Feb 2014,0," 196,500 ", Mar 2009, ,, 428  ,  102 ,3,1,1,Thomson
207,17 Breakwater Road," 415,000 ", Feb 2014,0, ,, ,, 920 ,,3,1,0,Thomson
208,185 Carr Street," 490,000 ", Feb 2014,0," 155,000 ", Jun 2011, ,, 301  ,  199 ,4,2,2,Thomson
209,43 Olney Avenue," 289,000 ", Feb 2014,0," 185,900 ", Nov 2008, ,, 540  ,  115 ,3,1,1,Thomson
210,46 Godfrey Street," 335,000 ", Jan 2014,0, ,, 310 , Apr 2014, 867 ,,3,1,2,Thomson
211,11 Barnfather Street," 120,000 ", Jan 2014,0, ,, ,, 303 ,,2,1,0,Thomson
212,11B Barnfather Street," 120,000 ", Jan 2014,0, ,, ,, 323  ,  174 ,0,0,0,Thomson
213,2/5 Fagg Street," 280,000 ", Dec 2013,0," 78,000 ", Jun 2006, ,, 238 ,,0,0,0,Thomson
214,5 Callander Street," 309,000 ", Dec 2013,0, ,, 300 , Apr 2018, 591 ,,3,1,1,Thomson
215,64b Godfrey Street," 315,000 ", Oct 2013,0, ,, ,, 293 ,,3,1,0,Thomson
216,64 Godfrey Street," 315,000 ", Oct 2013,0, ,, ,, 608 ,,3,1,1,Thomson
217,2/105 St Albans Road," 300,000 ", Sep 2013,0, ,, ,, 221 ,,0,0,0,Thomson
218,15 Robertson Street," 281,800 ", Sep 2013,0," 168,000 ", Feb 2006, ,, 613 ,,2,1,2,Thomson
219,48 Godfrey Street," 310,000 ", Aug 2013,0, ,, 290 , Jan 2014, 770  ,  124 ,3,1,2,Thomson
220,137 Carr Street," 275,000 ", Aug 2013,0," 155,000 ", Sep 2001, ,, 674 ,,2,1,2,Thomson
221,12 Olney Avenue," 262,575 ", Aug 2013,0," 86,000 ", Feb 2001, ,, 539 ,,3,1,2,Thomson
222,87 St Albans Road," 270,000 ", Aug 2013,0, ,, 280 , Jun 2016, 635  ,  72 ,2,1,1,Thomson
223,5A Helmer Crescent," 308,500 ", Jul 2013,0, ,, ,, 309 ,,0,0,0,Thomson
224,2/7 Helmer Crescent," 319,000 ", Jul 2013,0, ,, ,, 518 ,,3,2,0,Thomson
225,2/22 Barnfather Street," 276,000 ", Jul 2013,0, ,, 330 , Sep 2011, 321 ,,0,0,0,Thomson
226,1/22 Barnfather Street," 285,000 ", Jul 2013,0," 282,400 ", Nov 2010, ,, 257 ,,2,1,2,Thomson
227,5 Helmer Crescent," 308,500 ", Jul 2013,0," 235,000 ", Apr 2011, ,, 310 ,,2,1,1,Thomson
228,60 St Albans Road," 726,000 ", Jul 2013,0," 92,000 ", Aug 1999, ,," 1,466 ",,0,0,0,Thomson
