,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
149,3 Trewheela Avenue," 700,000 ", Feb 2017,0," 677,500 ", Sep 2014, ,," 1,033 ",,6,2,5,Manifold Heights
150,33 Calder Street," 727,500 ", Feb 2017,0," 610,000 ", Sep 2014, 165 , Feb 2005, 428 ,,3,2,2,Manifold Heights
151,2/165 Church Street," 345,000 ", Feb 2017,0, ,, 330 , Mar 2016, 178 ,,2,2,1,Manifold Heights
152,25 Girton Crescent," 755,000 ", Jan 2017,0," 710,000 ", Oct 2013, 450 , May 2015, 680  ,  147 ,3,1,1,Manifold Heights
153,2/40-42 Calder Street," 248,000 ", Dec 2016,0, ,, 325 , Aug 2019, 87 ,,0,0,0,Manifold Heights
154,1 Oliver Street," 884,000 ", Dec 2016,0," 770,000 ", Dec 2013, ,, 719  ,  253 ,4,2,3,Manifold Heights
155,2/27 Roxby Street," 625,000 ", Dec 2016,0," 410,000 ", Dec 2009, 390 , Nov 2009, 230  ,  18 ,3,2,2,Manifold Heights
156,39 Lascelles Avenue," 567,000 ", Dec 2016,0, ,, 345 , Jun 2019, 608  ,  121 ,3,1,2,Manifold Heights
157,5/1-3 Roxby Street," 336,000 ", Dec 2016,0," 255,000 ", Nov 2010, 330 , Feb 2020, 102 ,,0,0,0,Manifold Heights
158,197 Shannon Avenue," 940,000 ", Dec 2016,0," 375,000 ", Jun 2006, ,, 339 ,,0,0,0,Manifold Heights
159,28 Sydenham Avenue," 825,000 ", 29 Nov 2016,1," 125,000 ", Nov 1999, ,, 599 ,,4,2,2,Manifold Heights
160,217 Church Street," 380,000 ", Nov 2016,0, ,, 400 , Feb 2020, 435 ,,3,1,2,Manifold Heights
161,5/362-364 Aberdeen Street," 280,000 ", Nov 2016,0," 83,500 ", May 1997, 160 , Nov 2004, 127 ,,0,0,0,Manifold Heights
162,12 Purrumbete Avenue," 750,000 ", Nov 2016,0, ,, 280 , Nov 2013, 995 ,,3,1,1,Manifold Heights
163,12 Malvern Grove," 400,000 ", Nov 2016,0," 256,000 ", Mar 2005, ,, 619  ,  115 ,3,0,0,Manifold Heights
164,12 Strachan Avenue," 910,125 ", Nov 2016,0," 382,000 ", Nov 2004, ,," 1,061  ",  205 ,4,2,0,Manifold Heights
165,4/6 Strachan Avenue," 262,000 ", Nov 2016,0," 206,000 ", Jul 2013, 300 , Feb 2017, 66  ,  66 ,2,1,1,Manifold Heights
166,3/165 Church Street," 360,000 ", Nov 2016,0, ,, 350 , Mar 2017, 169 ,,2,2,1,Manifold Heights
167,22 Lascelles Avenue," 870,000 ", Oct 2016,0," 350,000 ", Dec 2012, 270 , Jan 2013, 626  ,  222 ,4,3,1,Manifold Heights
168,241 Shannon Avenue," 420,000 ", 08 Oct 2016,1," 273,000 ", Feb 2008, 355 , Oct 2018, 621 ,,3,1,1,Manifold Heights
169,13 Longview Avenue," 1,083,800 ", Oct 2016,0," 505,000 ", Jun 2015, 600 , Aug 2017, 647  ,  213 ,3,1,1,Manifold Heights
170,17 Purrumbete Avenue," 750,000 ", Sep 2016,0," 405,000 ", Jun 2002, ,, 980 ,,3,3,3,Manifold Heights
171,12 Oliver Street," 5,600,000 ", 11 Sep 2016,1, ,, ,, 697 ,,3,1,2,Manifold Heights
172,4 Merton Grove," 645,050 ", Sep 2016,0," 327,000 ", Sep 2008, ,, 532  ,  139 ,3,2,1,Manifold Heights
173,34 Roxby Street," 620,000 ", Sep 2016,0, ,, ,, 790 ,,6,2,2,Manifold Heights
174,18A Calder Street," 740,000 ", Sep 2016,0, ,, ,, 338 ,,0,0,0,Manifold Heights
175,18 Calder Street," 740,000 ", Sep 2016,0," 292,500 ", Dec 2007, 270 , Nov 2012, 338  ,  232 ,0,0,0,Manifold Heights
176,1/165 Church Street," 335,000 ", Aug 2016,0, ,, 370 , Nov 2019, 213  ,  78 ,2,2,1,Manifold Heights
177,8/40-42 Calder Street," 247,500 ", Aug 2016,0, ,, 300 , Mar 2017, 74 ,,0,0,0,Manifold Heights
178,24 Sydenham Avenue," 583,050 ", Aug 2016,0," 315,000 ", Jun 2004, 485 , Sep 2016, 627 ,,3,2,2,Manifold Heights
179,1 Grundell Close," 351,000 ", Aug 2016,0, ,, ,, 250 ,,0,0,0,Manifold Heights
180,4/43 Shannon Avenue," 357,000 ", Aug 2016,0," 285,000 ", Sep 2008, 340 , Jul 2015, 210 ,,3,1,1,Manifold Heights
181,85 Shannon Avenue," 472,000 ", 30 Jul 2016,1," 300,000 ", May 2008, 370 , Sep 2017, 613  ,  132 ,3,1,2,Manifold Heights
182,5/9 Roxby Street," 330,000 ", Jul 2016,0," 268,000 ", Sep 2014, ,, 77 ,,2,1,1,Manifold Heights
183,16 Girton Crescent," 640,000 ", Jul 2016,0, ,, 500 , Aug 2018, 670 ,,5,2,3,Manifold Heights
184,14B Sydenham Avenue," 635,000 ", Jun 2016,0, ,, ,, 308 ,,3,2,2,Manifold Heights
185,5 Orr Street," 530,000 ", 04 Jun 2016,1," 255,000 ", Sep 2005, 350 , Dec 2016, 697  ,  131 ,3,1,1,Manifold Heights
186,1/46 Sydenham Avenue," 240,000 ", May 2016,0," 207,500 ", Feb 2000, 280 , Jun 2016, 85  ,  55 ,0,0,0,Manifold Heights
187,18 Sydenham Avenue," 876,000 ", May 2016,0," 52,000 ", Apr 1985, ,, 680 ,,4,2,3,Manifold Heights
188,183 Shannon Avenue," 548,500 ", 19 May 2016,1," 485,000 ", Apr 2013, 470 , Jan 2015, 249  ,  151 ,3,2,3,Manifold Heights
189,16 Lascelles Avenue," 715,000 ", May 2016,0," 319,000 ", Apr 2008, ,, 626  ,  174 ,3,2,2,Manifold Heights
190,2 Oliver Street," 640,000 ", May 2016,0," 356,750 ", Oct 2004, ,, 715 ,,3,2,5,Manifold Heights
191,20 Malvern Grove," 888,000 ", 07 May 2016,1," 415,000 ", Jul 2004, ,, 929 ,,4,3,7,Manifold Heights
192,51 Calder Street," 740,000 ", May 2016,0, ,, ,, 630 ,,4,2,2,Manifold Heights
193,14A Airey Avenue," 545,000 ", Apr 2016,0," 150,000 ", May 2009, ,, 306 ,,3,2,2,Manifold Heights
194,3 Grundell Close," 395,000 ", Apr 2016,0," 350,000 ", May 2012, 380 , Aug 2013, 495 ,,3,2,1,Manifold Heights
195,9 Narmbool Street," 600,000 ", Apr 2016,0, ,, 390 , Feb 2017, 697 ,,3,1,2,Manifold Heights
196,12 Central Avenue," 465,000 ", Apr 2016,0," 94,500 ", Feb 2000, ,, 627  ,  130 ,3,1,2,Manifold Heights
197,3 Sydenham Avenue," 525,000 ", Mar 2016,0," 82,000 ", Dec 1993, 410 , Aug 2018, 590 ,,3,2,4,Manifold Heights
198,7 Purrumbete Avenue," 765,000 ", Mar 2016,0," 405,000 ", Dec 2002, ,, 966  ,  160 ,4,2,2,Manifold Heights
199,1/9 Manifold Street," 230,000 ", Mar 2016,0," 165,000 ", Dec 2004, 265 , Feb 2019, 470 ,,2,1,1,Manifold Heights
