,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
58,865 Dickins Road," 1,250,000 ", Jul 2009,0," 527,500 ", Feb 2000, ,," 228,320 ",,0,0,0,Freshwater Creek
59,555 Mt Duneed Road," 650,000 ", Oct 2008,0, ,, 550 , Apr 2015," 80,606  ",  148 ,0,0,0,Freshwater Creek
60,205 Loutitt Bay Road," 655,000 ", Aug 2008,0, ,, ,," 84,122  ",  139 ,2,1,10,Freshwater Creek
61,525 Pettavel Road," 895,000 ", May 2007,0," 805,000 ", Dec 2003, ,," 65,457 ",,0,0,0,Freshwater Creek
62,735 Dickins Road," 850,000 ", Apr 2007,0, ,, ,," 190,563 ",,0,0,0,Freshwater Creek
63,445 Willowite Road," 550,000 ", Apr 2007,0," 80,000 ", Feb 1997, ,," 24,591 ",,3,2,4,Freshwater Creek
64,750 Dickins Road," 685,000 ", Dec 2006,0, ,, ,," 286,035 ",,5,3,3,Freshwater Creek
65,740 Dickins Road," 423,000 ", Nov 2006,0, ,, ,," 41,970  ",  103 ,0,0,0,Freshwater Creek
66,2145 Hendy Main Road," 800,000 ", Aug 2006,0, ,, ,," 64,968 ",,0,0,0,Freshwater Creek
67,575 Willowite Road," 1,100,000 ", Jul 2006,0, ,, ,," 846,171 ",,0,0,0,Freshwater Creek
68,1258 Blackgate Road," 725,000 ", Jun 2006,0, ,, ,," 535,060 ",,0,0,0,Freshwater Creek
69,1100 Anglesea Road," 1,200,000 ", Apr 2006,0, ,, ,," 343,949  ",  221 ,0,0,0,Freshwater Creek
70,270 Dickins Road," 745,000 ", Aug 2005,0," 157,000 ", Aug 1990, ,, ,,0,0,0,Freshwater Creek
71,1010 Anglesea Road," 650,000 ", May 2005,0, ,, ,," 17,331  ",  362 ,3,3,2,Freshwater Creek
72,535 Loutitt Bay Road," 570,000 ", Apr 2005,0, ,, ,, ,,0,0,0,Freshwater Creek
73,545 Pettavel Road," 580,000 ", Nov 2004,0, ,, ,," 61,500 ",,3,3,3,Freshwater Creek
74,515 Loutitt Bay Road," 701,250 ", Aug 2004,0, ,, ,," 162,555 ",,4,2,0,Freshwater Creek
75,760 Anglesea Road," 810,000 ", May 2003,0, ,, ,," 392,240 ",,0,0,0,Freshwater Creek
76,730 Dickins Road," 575,000 ", Apr 2003,0, ,, ,," 30,036  ",  202 ,3,2,9,Freshwater Creek
77,940 Hendy Main Road," 400,000 ", Dec 2002,0, ,, ,," 200,000 ",,0,0,0,Freshwater Creek
78,430 Hendy Main Road," 182,500 ", Aug 2002,0, ,, ,, ,,3,0,0,Freshwater Creek
79,785 Pettavel Road," 445,000 ", May 2002,0, ,, ,, ,,0,0,0,Freshwater Creek
80,520 Pettavel Road," 505,000 ", May 2002,0, ,, ,," 799,117 ",,5,3,3,Freshwater Creek
81,215 Bogans Lane," 375,000 ", Apr 2002,0, ,, ,," 46,731 ",,3,3,3,Freshwater Creek
82,1995 Hendy Main Road," 680,000 ", Jan 2002,0, ,, ,," 174,224 ",,5,0,0,Freshwater Creek
83,270 Bogans Lane," 435,000 ", Dec 2001,0, ,, ,," 18,742 ",,5,3,3,Freshwater Creek
84,1560 Blackgate Road," 377,650 ", Sep 2001,0, ,, ,," 559,337 ",,0,0,0,Freshwater Creek
85,460 Loutitt Bay Road," 323,800 ", Jun 2001,0, ,, ,," 29,908  ",  218 ,4,2,2,Freshwater Creek
86,515 Willowite Road," 310,000 ", Nov 2000,0, ,, ,," 258,967 ",,0,0,0,Freshwater Creek
87,1355A Blackgate Road," 275,000 ", Sep 2000,0, ,, 400 , Jul 2016," 234,699 ",,3,1,1,Freshwater Creek
88,1355 Blackgate Road," 275,000 ", Sep 2000,0, ,, 350 , Aug 2012," 234,700 ",,3,1,2,Freshwater Creek
89,740 Anglesea Road," 267,000 ", Jul 2000,0, ,, ,," 377,690 ",,0,0,0,Freshwater Creek
90,495 Pettavel Road," 292,500 ", Jun 2000,0, ,, ,," 53,937 ",,0,0,0,Freshwater Creek
91,585 Mt Duneed Road," 305,000 ", Jun 2000,0, ,, ,," 56,686 ",,3,3,3,Freshwater Creek
92,950 Dickins Road," 159,000 ", Feb 2000,0, ,, ,," 312,113 ",,0,0,0,Freshwater Creek
93,685 Pettavel Road," 685,000 ", Feb 2000,0," 210,000 ", Aug 1998, ,," 163,205 ",,3,0,0,Freshwater Creek
94,805 Dickins Road," 235,000 ", Feb 2000,0," 162,000 ", Jul 1998, ,," 40,976 ",,4,0,0,Freshwater Creek
95,275 Bogans Lane," 1,286,000 ", Feb 2000,0, ,, ,," 89,547 ",,0,0,0,Freshwater Creek
96,1855 Hendy Main Road," 275,000 ", Dec 1999,0," 105,000 ", Jul 1983, ,," 91,070 ",,0,0,0,Freshwater Creek
97,820 Pettavel Road," 178,000 ", Aug 1999,0, ,, ,," 292,167  ",  198 ,3,2,0,Freshwater Creek
98,155 Brushfields Road," 280,000 ", Jun 1999,0, ,, ,," 237,571 ",,3,3,3,Freshwater Creek
99,540 Brushfields Road," 95,000 ", Jan 1999,0, ,, ,," 58,000 ",,0,0,0,Freshwater Creek
100,560 Pettavel Road," 103,000 ", Sep 1998,0, ,, ,," 27,089  ",  336 ,5,3,3,Freshwater Creek
101,115 Brushfields Road," 51,330 ", Jul 1998,0, ,, ,," 205,929 ",,5,3,3,Freshwater Creek
102,250 Bogans Lane," 270,000 ", Jul 1998,0, ,, ,," 797,633 ",,3,2,0,Freshwater Creek
103,1435 Blackgate Road," 190,000 ", Jan 1998,0, ,, ,," 20,549  ",  175 ,3,2,4,Freshwater Creek
104,580 Loutitt Bay Road," 65,500 ", Dec 1997,0, ,, ,," 15,125  ",  161 ,0,0,0,Freshwater Creek
105,50 Mcintyres Road," 300,000 ", Oct 1996,0, ,, ,," 339,620 ",,0,0,0,Freshwater Creek
106,230 Dickins Road," 242,000 ", Sep 1996,0, ,, ,, ,,0,0,0,Freshwater Creek
107,735 Dickens Road," 325,000 ", May 1996,0, ,, ,, ,,0,0,0,Freshwater Creek
108,950 Mt Duneed Road," 65,000 ", Nov 1995,0, ,, ,," 27,104 ",,3,0,0,Freshwater Creek
109,1 Brushfields Road," 310,000 ", Jul 1995,0, ,, ,," 557,600 ",,0,0,0,Freshwater Creek
110,1280 Blackgate Road," 310,000 ", Jul 1995,0, ,, ,," 574,474 ",,2,1,2,Freshwater Creek
111,635 Mt Duneed Road," 170,000 ", Dec 1994,0, ,, ,," 40,542 ",,3,2,0,Freshwater Creek
112,105 Dickins Road," 145,000 ", May 1994,0, ,, ,, ,,0,0,0,Freshwater Creek
113,525 Mt Duneed Road," 225,000 ", Dec 1993,0, ,, ,," 56,470  ",  284 ,0,0,0,Freshwater Creek
114,1185 Brushfields Road," 226,000 ", Jul 1993,0, ,, ,, ,,0,0,0,Freshwater Creek
115,540 Loutitt Bay Road," 73,000 ", Nov 1992,0, ,, ,," 18,301 ",,0,0,0,Freshwater Creek
116,485 Loutitt Bay Road," 217,000 ", Nov 1992,0, ,, ,," 190,107 ",,0,0,0,Freshwater Creek
117,2245 Hendy Main Road," 193,000 ", Jul 1991,0, ,, 585 , May 2019," 15,940 ",,0,0,0,Freshwater Creek
118,50 Mcintyre Road," 398,000 ", Mar 1990,0, ,, ,, ,,0,0,0,Freshwater Creek
119,575 Pettavel Road," 97,500 ", Jul 1988,0, ,, ,," 55,545 ",,0,0,0,Freshwater Creek
120,575 Mt Duneed Road," 177,000 ", Oct 1984,0, ,, ,," 161,821 ",,0,0,0,Freshwater Creek
121,1935 Hendy Main Road," 51,500 ", Jul 1984,0, ,, ,," 165,227 ",,0,0,0,Freshwater Creek
122,335 Mt Duneed Road," 64,000 ", Mar 1984,0, ,, ,," 299,483 ",,0,0,0,Freshwater Creek
123,635 Pettavel Road," 69,000 ", Mar 1983,0, ,, ,," 165,580 ",,0,0,0,Freshwater Creek
