,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
78,23 Kinlock Street," 399,000 ", Mar 2019,0," 83,000 ", Mar 1994, ,, 552 ,,3,1,2,Bell Post Hill
79,11 Molloy Court," 592,000 ", Mar 2019,0," 101,000 ", Feb 2000, ,, 427  ,  137 ,3,1,2,Bell Post Hill
80,67 Kansas Avenue," 479,000 ", Feb 2019,0, ,, 370 , Mar 2019, 539 ,,3,1,4,Bell Post Hill
81,42 Kinlock Street," 390,000 ", Feb 2019,0," 84,500 ", Aug 1993, ,, 740 ,,2,1,0,Bell Post Hill
82,50 Rollins Road," 440,000 ", Feb 2019,0," 310,000 ", Oct 2013, ,, 589  ,  140 ,3,1,5,Bell Post Hill
83,72 Ruhamah Avenue," 452,500 ", Feb 2019,0," 251,000 ", May 2010, ,, 620  ,  102 ,3,1,3,Bell Post Hill
84,35 Darcy Crescent," 528,000 ", Feb 2019,0," 301,000 ", May 2007, ,, 558 ,,4,2,3,Bell Post Hill
85,38 Ward Street," 570,000 ", Jan 2019,0," 232,000 ", Nov 2008, ,, 585  ,  113 ,3,1,4,Bell Post Hill
86,90 Liston Street," 399,600 ", Jan 2019,0, ,, ,, 570 ,,3,1,2,Bell Post Hill
87,8 Wolseley Grove," 370,000 ", Jan 2019,0," 206,000 ", Jun 2008, ,, 653 ,,3,1,0,Bell Post Hill
88,20 Wolseley Grove," 352,500 ", Jan 2019,0, ,, ,, 641 ,,4,1,3,Bell Post Hill
89,15 Darriwill Street," 460,000 ", Dec 2018,0," 188,000 ", Aug 2002, ,, 626  ,  109 ,3,1,2,Bell Post Hill
90,71 Darriwill Street," 370,000 ", Dec 2018,0," 291,000 ", Feb 2013, ,, 630  ,  118 ,3,1,1,Bell Post Hill
91,84 Corinella Street," 554,000 ", 18 Dec 2018,1," 531,000 ", Sep 2017, ,, 627 ,,4,2,1,Bell Post Hill
92,27 Edison Road," 440,000 ", Dec 2018,0," 145,000 ", Mar 2002, ,, 535 ,,3,1,2,Bell Post Hill
93,71 Neil Street," 579,000 ", Dec 2018,0," 347,000 ", Aug 2017, ,, 633 ,,4,2,1,Bell Post Hill
94,22 Corinella Street," 537,000 ", Dec 2018,0, ,, 380 , Jan 2019, 752 ,,3,1,2,Bell Post Hill
95,20 Kansas Avenue," 490,000 ", Dec 2018,0, ,, 400 , Jan 2019, 538 ,,4,1,3,Bell Post Hill
96,13 Neil Street," 575,500 ", Dec 2018,0," 365,000 ", Nov 2008, ,, 656 ,,4,2,4,Bell Post Hill
97,44 Braund Avenue," 410,000 ", Dec 2018,0," 69,000 ", Feb 2000, ,, 578 ,,4,1,1,Bell Post Hill
98,18 Kansas Avenue," 335,000 ", Dec 2018,0, ,, ,, ,,0,0,0,Bell Post Hill
99,16 Rushden Close," 531,000 ", 01 Dec 2018,1, ,, ,, 642 ,,4,2,2,Bell Post Hill
100,42 Ernest Street," 486,000 ", Nov 2018,0, ,, ,, 776 ,,3,1,1,Bell Post Hill
101,6 Chanel Avenue," 630,000 ", Nov 2018,0," 125,000 ", Nov 1985, ,," 1,074 ",,5,3,2,Bell Post Hill
102,153 Anakie Road," 566,000 ", Nov 2018,0," 353,000 ", Jan 2005, ,, 644 ,,4,2,2,Bell Post Hill
103,7 Darriwill Street," 587,000 ", Nov 2018,0, ,, ,, 623 ,,3,2,4,Bell Post Hill
104,16 Rollins Road," 400,000 ", 24 Nov 2018,1," 105,000 ", Sep 2003, ,, 534 ,,3,1,2,Bell Post Hill
105,18 Corinella Street," 550,000 ", Nov 2018,0, ,, ,, 655 ,,4,2,4,Bell Post Hill
106,7 Fairy Street," 605,000 ", Nov 2018,0," 405,000 ", Nov 2016, ,, 537 ,,2,1,1,Bell Post Hill
107,30 Newton Avenue," 445,000 ", Nov 2018,0," 195,000 ", Dec 2005, ,, 535  ,  140 ,3,1,2,Bell Post Hill
108,2 Cardiff Street," 525,000 ", Oct 2018,0," 405,000 ", Jun 2008, ,, 555  ,  159 ,4,2,2,Bell Post Hill
109,21 Newton Avenue," 515,123 ", Oct 2018,0," 244,000 ", Jul 2005, ,, 529 ,,4,2,3,Bell Post Hill
110,54 Fairy Street," 507,000 ", Oct 2018,0," 71,500 ", Apr 1986, ,, 636 ,,3,1,4,Bell Post Hill
111,27 Kinlock Street," 513,500 ", 13 Oct 2018,1, ,, ,, 617 ,,3,1,1,Bell Post Hill
112,30 Kansas Avenue," 425,000 ", 13 Oct 2018,1, ,, 320 , Feb 2013, 531 ,,3,1,1,Bell Post Hill
113,16 Darriwill Street," 500,000 ", Oct 2018,0," 327,000 ", Apr 2011, ,, 544  ,  146 ,3,1,1,Bell Post Hill
114,29 Quinn Street," 431,000 ", 11 Oct 2018,1, ,, ,, 439 ,,3,2,2,Bell Post Hill
115,23 Kansas Avenue," 530,000 ", 06 Oct 2018,1," 336,500 ", Jul 2013, ,, 529 ,,3,1,1,Bell Post Hill
116,169 Anakie Road," 482,500 ", Sep 2018,0," 265,000 ", Dec 2013, ,, 569 ,,4,1,8,Bell Post Hill
117,3B Neil Street," 445,000 ", Sep 2018,0, ,, 390 , Mar 2019, 310 ,,3,1,2,Bell Post Hill
118,1/21 Fordview Crescent," 350,000 ", Sep 2018,0," 239,000 ", Jun 2016, ,, 217 ,,0,0,0,Bell Post Hill
119,31 Braund Avenue," 481,000 ", Sep 2018,0," 65,500 ", Apr 1988, ,, 631 ,,3,1,5,Bell Post Hill
120,15 Hosie Avenue," 335,000 ", 08 Sep 2018,1, ,, ,, 566 ,,0,0,0,Bell Post Hill
121,77 Ernest Street Street," 438,000 ", Sep 2018,0, ,, ,, ,,4,1,3,Bell Post Hill
122,77 Ernest Street," 438,000 ", 08 Sep 2018,1," 330,500 ", Mar 2013, ,, 642 ,,3,1,1,Bell Post Hill
123,86 Neil Street," 510,000 ", 08 Sep 2018,1," 97,500 ", Apr 1997, ,, 626 ,,3,1,3,Bell Post Hill
124,41 Darcy Crescent," 550,000 ", 07 Sep 2018,1," 215,500 ", May 2002, ,, 555 ,,3,2,5,Bell Post Hill
125,12 Fordview Crescent," 457,500 ", Sep 2018,0," 230,250 ", Oct 2007, ,, 560 ,,3,1,1,Bell Post Hill
126,9 Peter Street," 515,000 ", 01 Sep 2018,1," 310,000 ", Dec 2009, ,, 612 ,,3,1,1,Bell Post Hill
127,61 Corinella Street," 402,000 ", Aug 2018,0," 265,900 ", Jul 2009, ,, 626 ,,3,1,2,Bell Post Hill
128,89 Neil Street," 425,000 ", 11 Aug 2018,1, ,, ,, 647 ,,3,1,2,Bell Post Hill
129,57 Kinlock Street," 133,000 ", Aug 2018,0, ,, 335 , Jul 2017, 625  ,  102 ,2,2,1,Bell Post Hill
130,74A Ernest Street," 345,000 ", Aug 2018,0, ,, ,, ,,2,1,0,Bell Post Hill
131,17 Molloy Court," 557,500 ", Aug 2018,0," 146,000 ", May 2005, ,, 440 ,,3,2,1,Bell Post Hill
132,52 Jedda Street," 620,000 ", Aug 2018,0, ,, ,, 596 ,,4,2,4,Bell Post Hill
133,14 Darriwill Street," 530,000 ", Aug 2018,0," 300,000 ", Sep 2016, ,, 544  ,  115 ,3,2,1,Bell Post Hill
134,60 Darriwill Street," 475,000 ", Jul 2018,0, ,, ,, 543 ,,3,1,4,Bell Post Hill
135,45 Rollins Road," 372,000 ", 14 Jul 2018,1," 59,000 ", Feb 2000, ,, 532 ,,3,2,2,Bell Post Hill
136,9 Eagleview Crescent," 540,000 ", Jul 2018,0," 314,000 ", Jan 2006, ,, 781  ,  221 ,4,1,1,Bell Post Hill
137,89 Darriwell Street," 485,000 ", Jul 2018,0, ,, ,, ,,0,0,0,Bell Post Hill
138,89 Darriwill Street," 485,000 ", Jul 2018,0," 300,000 ", Jul 2009, ,, 616  ,  171 ,3,1,1,Bell Post Hill
139,101 Corinella Street," 398,000 ", Jul 2018,0," 240,000 ", Apr 2014, ,, 300  ,  104 ,2,1,1,Bell Post Hill
140,47 Rollins Road," 450,000 ", Jun 2018,0," 295,000 ", Nov 2010, ,, 581 ,,4,2,1,Bell Post Hill
141,68 Ernest Street," 361,000 ", Jun 2018,0, ,, ,, 648 ,,3,1,2,Bell Post Hill
142,20 Darriwill Street," 455,000 ", Jun 2018,0," 192,000 ", Jul 2003, ,, 543 ,,3,1,1,Bell Post Hill
143,223 Anakie Road," 450,000 ", Jun 2018,0, ,, ,, 586 ,,3,1,5,Bell Post Hill
144,22 Darriwill Street," 417,500 ", Jun 2018,0," 150,000 ", Sep 2005, ,, 536 ,,3,1,2,Bell Post Hill
145,1/102 Ernest Street," 410,000 ", Jun 2018,0, ,, ,, 308 ,,0,0,0,Bell Post Hill
146,50 Braund Avenue," 487,500 ", May 2018,0," 330,300 ", May 2016, ,, 576  ,  145 ,2,1,1,Bell Post Hill
147,58 Kansas Avenue," 505,000 ", May 2018,0," 330,000 ", Jan 2014, ,, 536  ,  121 ,4,2,1,Bell Post Hill
148,113 Liston Street," 520,000 ", 12 May 2018,1," 330,000 ", Apr 2013, ,, 639  ,  131 ,3,1,2,Bell Post Hill
149,8 Kinlock Street," 517,000 ", 12 May 2018,1," 304,250 ", Jun 2014, ,, 624  ,  125 ,3,1,2,Bell Post Hill
150,93 Braund Avenue," 515,000 ", 28 Apr 2018,1," 95,500 ", Aug 1985, ,, 632 ,,1,1,1,Bell Post Hill
151,23 Newton Avenue," 451,000 ", Apr 2018,0," 290,000 ", Apr 2012, ,, 530  ,  136 ,3,1,2,Bell Post Hill
152,7b Chanel Avenue," 420,311 ", Apr 2018,0, ,, 350 , Oct 2015, 320 ,,3,1,1,Bell Post Hill
153,30 Cardiff Street," 540,000 ", Apr 2018,0," 316,000 ", Nov 2009, ,, 556  ,  168 ,3,2,1,Bell Post Hill
154,2/57 Rollins Road," 381,000 ", Apr 2018,0," 232,500 ", May 2005, ,, 305 ,,2,1,1,Bell Post Hill
155,34 Newton Avenue," 435,000 ", 07 Apr 2018,1, ,, 360 , Jun 2018, 539 ,,3,1,2,Bell Post Hill
156,13 Darriwill Street," 503,000 ", Apr 2018,0, ,, 395 , Jul 2018, 619 ,,4,2,2,Bell Post Hill
157,5 Eagleview Crescent," 657,500 ", Apr 2018,0," 570,000 ", Aug 2014, ,, 950  ,  282 ,6,3,2,Bell Post Hill
158,43 Corinella Street," 500,000 ", Mar 2018,0," 247,000 ", Jul 2008, ,, 624 ,,3,1,1,Bell Post Hill
159,99 Corinella Street," 165,000 ", Mar 2018,0, ,, 210 , May 2009, 328 ,,3,1,0,Bell Post Hill
160,10 Neil Street," 585,000 ", Mar 2018,0," 175,000 ", Sep 2001, ,, 651 ,,1,1,1,Bell Post Hill
161,1/14-16 Wolseley Grove," 187,000 ", Mar 2018,0," 130,000 ", Dec 2014, ,," 1,299 ",,0,0,0,Bell Post Hill
162,95 Ernest Street," 516,000 ", Mar 2018,0," 168,000 ", Jun 2001, ,, 637 ,,4,2,5,Bell Post Hill
163,33 Edison Road," 470,000 ", Mar 2018,0," 287,000 ", Mar 2014, ,, 534  ,  106 ,3,1,1,Bell Post Hill
164,40 Liston Street," 586,000 ", 24 Feb 2018,1," 395,000 ", Jul 2014, ,, 643  ,  214 ,3,2,4,Bell Post Hill
165,54 Ruhamah Avenue," 530,000 ", 24 Feb 2018,1," 380,000 ", Nov 2010, ,, 619 ,,3,2,1,Bell Post Hill
166,32 Braund Avenue," 500,000 ", Feb 2018,0," 317,000 ", Oct 2009, ,, 631  ,  204 ,4,2,3,Bell Post Hill
167,68 Fairy Street," 502,500 ", Feb 2018,0," 315,000 ", Jun 2010, ,, 632  ,  126 ,3,1,4,Bell Post Hill
168,10 Piccadilly Close," 460,000 ", Feb 2018,0," 117,000 ", Oct 1993, ,, 697 ,,3,2,6,Bell Post Hill
169,30 Liston Street," 530,000 ", Feb 2018,0," 340,000 ", Feb 2012, ,, 646  ,  143 ,3,1,4,Bell Post Hill
170,73 Ruhamah Avenue," 471,000 ", Feb 2018,0," 328,000 ", May 2012, ,, 620 ,,3,1,2,Bell Post Hill
171,123 Anakie Road," 422,000 ", Feb 2018,0," 329,000 ", May 2014, ,, 410  ,  139 ,3,1,1,Bell Post Hill
172,14 Dane Avenue," 412,500 ", Feb 2018,0," 62,000 ", Dec 1995, ,, 720 ,,0,0,0,Bell Post Hill
173,32 Ward Street," 512,000 ", Feb 2018,0," 83,000 ", Oct 1999, ,, 578 ,,3,1,2,Bell Post Hill
174,75 Fairy Street," 520,000 ", 03 Feb 2018,1," 280,000 ", Dec 2006, ,, 619 ,,5,3,2,Bell Post Hill
175,21 Edison Road," 435,000 ", Jan 2018,0," 270,000 ", Jul 2010, ,, 524 ,,3,1,1,Bell Post Hill
176,17 Harcombe Street," 535,051 ", Jan 2018,0," 379,990 ", Mar 2012, ,, 579  ,  227 ,4,2,1,Bell Post Hill
177,73 Jedda Street," 440,000 ", Jan 2018,0," 336,000 ", Nov 2014, ,, 696 ,,3,1,4,Bell Post Hill
178,1/2 Jedda Street," 413,000 ", Jan 2018,0," 310,000 ", Jun 2011, ,, 299  ,  136 ,0,0,0,Bell Post Hill
179,99 Ernest Street," 445,000 ", Dec 2017,0," 335,000 ", Oct 2014, ,, 647  ,  162 ,3,2,8,Bell Post Hill
180,48 Ernest Street," 476,250 ", Dec 2017,0," 268,500 ", Oct 2005, ,, 579  ,  190 ,4,2,4,Bell Post Hill
181,5 Dane Avenue," 735,000 ", Dec 2017,0, ,, ,, 743 ,,4,2,3,Bell Post Hill
182,118B Rollins Road," 428,000 ", Dec 2017,0, ,, ,, 312 ,,3,2,2,Bell Post Hill
183,36 Darriwill Street," 400,000 ", 16 Dec 2017,1," 165,000 ", Oct 2001, ,, 541  ,  148 ,3,1,2,Bell Post Hill
184,42 Beauford Avenue," 421,000 ", 16 Dec 2017,1," 80,000 ", Mar 1988, ,, 617 ,,3,1,2,Bell Post Hill
185,6 Molloy Court," 506,000 ", Dec 2017,0," 333,000 ", Dec 2006, ,, 439 ,,3,2,4,Bell Post Hill
186,79 Ruhamah Avenue," 425,000 ", 09 Dec 2017,1, ,, 320 , Mar 2018, 629 ,,3,1,1,Bell Post Hill
187,65 Corinella Street," 440,000 ", Dec 2017,0, ,, ,, 633 ,,3,1,3,Bell Post Hill
188,48 Kinlock Street," 399,000 ", Dec 2017,0, ,, ,, 568 ,,3,1,1,Bell Post Hill
189,126 Rollins Road," 525,000 ", 02 Dec 2017,1," 143,000 ", Jan 2000, ,, 684 ,,3,2,4,Bell Post Hill
190,84 Darriwill Street," 430,000 ", Nov 2017,0," 50,000 ", Aug 1984, ,, 541 ,,3,1,3,Bell Post Hill
191,62 Ernest Street," 429,000 ", Nov 2017,0," 270,000 ", Jul 2014, ,, 640 ,,3,1,2,Bell Post Hill
192,63 Fairy Street," 405,000 ", 25 Nov 2017,1, ,, 380 , May 2019, 626 ,,3,1,2,Bell Post Hill
193,42A Braund Avenue," 419,000 ", Nov 2017,0, ,, 385 , Mar 2017, 411 ,,3,2,2,Bell Post Hill
194,69 Braund Avenue," 490,000 ", 18 Nov 2017,1," 405,000 ", Aug 2015, ,, 626  ,  110 ,3,2,4,Bell Post Hill
195,80 Darriwill Street," 417,000 ", 18 Nov 2017,1," 270,000 ", Sep 2010, ,, 537  ,  140 ,3,1,1,Bell Post Hill
196,24 Ruhamah Avenue," 535,000 ", 11 Nov 2017,1," 370,000 ", Oct 2012, ,, 625  ,  207 ,4,2,6,Bell Post Hill
197,41 Dane Avenue," 697,000 ", Nov 2017,0," 594,000 ", Jan 2015, ,, 761  ,  335 ,5,2,2,Bell Post Hill
198,41 Kinlock Street," 455,000 ", Nov 2017,0," 357,500 ", Oct 2014, ,, 749  ,  108 ,3,1,2,Bell Post Hill
199,41 Kansas Avenue," 485,000 ", 28 Oct 2017,1," 68,000 ", Oct 1986, ,, 641 ,,3,1,7,Bell Post Hill
200,2/2 Jedda Street," 376,500 ", Oct 2017,0, ,, 330 , Aug 2018, 339 ,,3,1,2,Bell Post Hill
201,11 Cardiff Street," 310,000 ", Oct 2017,0," 52,000 ", Jul 1994, ,, 558 ,,0,0,0,Bell Post Hill
202,38 Newton Avenue," 500,000 ", Oct 2017,0," 372,000 ", Aug 2016, ,, 532 ,,4,2,2,Bell Post Hill
203,10 Cardiff Street," 575,000 ", Oct 2017,0," 335,000 ", Oct 2003, ,, 557  ,  278 ,3,2,3,Bell Post Hill
204,42 Jedda Street," 428,500 ", Oct 2017,0," 295,000 ", Jul 2013, ,, 776  ,  133 ,3,1,2,Bell Post Hill
205,8 Fordview Crescent," 431,500 ", Oct 2017,0," 267,500 ", Jul 2010, ,, 562  ,  113 ,3,1,1,Bell Post Hill
206,139 Anakie Road," 425,000 ", Sep 2017,0," 325,000 ", Dec 2013, ,, 676  ,  111 ,3,1,2,Bell Post Hill
207,2 Ruhamah Avenue," 465,000 ", 23 Sep 2017,1," 126,500 ", Nov 2013, ,, 632 ,,3,1,4,Bell Post Hill
208,5 Kinlock Street," 400,000 ", Sep 2017,0," 189,000 ", Nov 2003, ,, 622 ,,3,1,1,Bell Post Hill
209,91 Ruhamah Avenue," 482,400 ", 09 Sep 2017,1," 362,500 ", Jul 2014, ,, 628  ,  179 ,4,2,1,Bell Post Hill
210,55 Corinella Street," 531,000 ", Sep 2017,0," 54,000 ", Feb 2000, ,, 633 ,,4,2,2,Bell Post Hill
