,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
107,7/44 Myers Street," 520,000 ", Dec 2018,0, ,, 450 , Feb 2019, 48 ,,0,0,0,Geelong
108,16 Henry Street," 586,000 ", 15 Dec 2018,1, ,, ,, 421 ,,2,1,0,Geelong
109,303/64 Eastern Beach Road," 1,100,000 ", 15 Dec 2018,1, ,, 620 , Feb 2019, ,,0,0,0,Geelong
110,303/64-66 Eastern Beach Road," 1,100,000 ", 15 Dec 2018,1, ,, ,, ,,0,0,0,Geelong
111,103 Swanston Street," 888,000 ", Dec 2018,0," 375,000 ", Jan 2005, ,, 456 ,,3,2,1,Geelong
112,6 Richmond Street," 722,500 ", 15 Dec 2018,1," 558,000 ", Oct 2014, ,, 523  ,  121 ,3,2,2,Geelong
113,73 Swanston Street," 637,000 ", Dec 2018,0," 420,000 ", Nov 2012, 395 , Nov 2016, 427  ,  139 ,3,2,2,Geelong
114,301/120 Brougham Street," 830,000 ", Dec 2018,0," 650,000 ", Apr 2012, 590 , Jul 2012, 934  ,  135 ,0,0,0,Geelong
115,8/73-75 Maud Street," 467,500 ", 01 Dec 2018,1," 230,000 ", Apr 2006, 300 , Oct 2016, 218 ,,0,0,0,Geelong
116,8/73 Maud Street," 467,500 ", 01 Dec 2018,1," 230,000 ", Apr 2006, ,, 218 ,,0,0,0,Geelong
117,6/44 Myers Street," 512,500 ", Nov 2018,0, ,, 450 , Dec 2018, 48 ,,0,0,0,Geelong
118,19 Pevensey Crescent," 1,890,000 ", Nov 2018,0," 825,000 ", May 2003, 850 , Jan 2019," 1,124 ",,4,3,3,Geelong
119,2/79 McKillop Street," 789,000 ", Nov 2018,0," 660,000 ", Jan 2016, 475 , Apr 2009, 239  ,  211 ,3,2,2,Geelong
120,12 Western Beach Road," 1,190,000 ", Nov 2018,0," 825,000 ", Dec 2003, 750 , Mar 2020, 210 ,,3,2,2,Geelong
121,5/35 Mundy Street," 430,000 ", Nov 2018,0," 215,000 ", Apr 2009, 280 , Apr 2017, 184 ,,0,0,0,Geelong
122,301/8 Gheringhap Street," 390,000 ", Nov 2018,0," 358,000 ", May 2011, 320 , Aug 2017, 774 ,,0,0,0,Geelong
123,85 Maud Street," 1,520,000 ", Nov 2018,0," 116,000 ", Dec 1991, ,, 447 ,,5,2,4,Geelong
124,72 Bellerine Street," 1,950,000 ", 17 Nov 2018,1, ,, ,, 751 ,,0,0,0,Geelong
125,125 Mckillop Street," 780,000 ", 17 Nov 2018,1," 60,000 ", Dec 1996, ,, 512 ,,3,1,2,Geelong
126,1-6/72 Bellerine Street," 1,950,000 ", 17 Nov 2018,1," 1,510,000 ", Dec 2014, 300 , Oct 2016, ,,0,0,0,Geelong
127,193 Kilgour Street," 907,000 ", 17 Nov 2018,1," 480,000 ", Oct 2010, 600 , Jul 2019, 480  ,  165 ,4,2,2,Geelong
128,112/6-8 Eastern Beach Road," 412,000 ", Nov 2018,0, ,, 360 , Dec 2010, ,,1,1,1,Geelong
129,2/27 Richmond Crescent," 555,000 ", Nov 2018,0," 442,500 ", Dec 2012, 455 , Jan 2019, 226 ,,2,2,2,Geelong
130,6/17 The Esplanade," 543,000 ", Nov 2018,0," 375,000 ", Nov 2013, 300 , Oct 2013," 1,046 ",,0,0,0,Geelong
131,213 Myers Street," 520,000 ", Nov 2018,0," 362,500 ", Jun 2010, 420 , Jan 2020, 269 ,,2,1,1,Geelong
132,22/61 Brougham Street," 1,400,000 ", Oct 2018,0," 725,000 ", Dec 1998, ,, 829  ,  174 ,0,0,0,Geelong
133,6 Davison Place," 710,000 ", Oct 2018,0," 195,000 ", Aug 2010, ,, 166 ,,2,1,1,Geelong
134,19/61 Brougham Street," 935,000 ", 27 Oct 2018,1," 330,000 ", Sep 1996, 500 , Mar 2005, 829 ,,0,0,0,Geelong
135,109 Maud Street," 670,000 ", Oct 2018,0," 570,000 ", Dec 2016, 410 , Nov 2018, 412 ,,3,1,3,Geelong
136,19 Board Place," 815,000 ", 13 Oct 2018,1," 440,000 ", May 2009, ,, 434 ,,3,1,0,Geelong
137,77 Little Myers Street," 635,000 ", 13 Oct 2018,1," 84,000 ", Aug 1997, ,, 161 ,,3,1,1,Geelong
138,4/50 Eastern Beach Road," 499,000 ", Oct 2018,0," 312,000 ", Dec 2011, 365 , Jan 2017," 1,187 ",,0,0,0,Geelong
139,135 Verner Street," 990,000 ", Oct 2018,0," 521,000 ", Sep 2016, 310 , Feb 2012, 542 ,,3,1,1,Geelong
140,403/120 Brougham Street," 975,000 ", Oct 2018,0," 750,000 ", May 2013, ,, 934  ,  123 ,0,0,0,Geelong
141,371 Ryrie Street," 1,637,500 ", Oct 2018,0," 1,450,000 ", Mar 2015, 600 , Jul 2015," 1,154  ",  267 ,4,2,2,Geelong
142,364 Ryrie Street," 815,000 ", Oct 2018,0," 400,000 ", Sep 2006, 510 , Jan 2019, 169 ,,3,1,2,Geelong
143,13 Sydney Avenue," 1,300,000 ", Oct 2018,0," 682,500 ", Jun 2011, ,, 574  ,  196 ,3,2,2,Geelong
144,1 Pevensey Crescent," 1,475,000 ", Sep 2018,0," 710,000 ", Feb 2004, ,, 455 ,,3,2,1,Geelong
145,703/8 Gheringhap Street," 480,000 ", Sep 2018,0," 415,000 ", Nov 2014, 425 , Apr 2016, 774 ,,0,0,0,Geelong
146,100 Swanston Street," 660,000 ", Sep 2018,0," 390,500 ", Nov 2012, 250 , Sep 2007, 324  ,  119 ,3,1,1,Geelong
147,14 Brownbill Street," 790,000 ", 15 Sep 2018,1," 79,000 ", Sep 1988, 575 , Mar 2020, 465 ,,2,2,1,Geelong
148,172 Bellerine Street," 670,000 ", 15 Sep 2018,1," 422,000 ", Mar 2012, 450 , Jan 2019, 287 ,,3,1,2,Geelong
149,1/140 Gheringhap Street," 600,000 ", Sep 2018,0," 432,000 ", Jun 2007, ,, 119 ,,3,2,1,Geelong
150,24 Park Street," 1,120,000 ", 08 Sep 2018,1, ,, 320 , Jul 2020, 767 ,,4,2,2,Geelong
151,5 Vincent Avenue," 1,260,000 ", Sep 2018,0," 1,150,000 ", Feb 2017, ,, 562 ,,4,2,2,Geelong
152,160 Gheringhap Street," 595,000 ", 01 Sep 2018,1," 340,000 ", Dec 2009, 340 , Jan 2011, 221  ,  127 ,3,2,1,Geelong
153,504/8 Gheringhap Street," 720,000 ", Aug 2018,0," 583,000 ", Apr 2014, 600 , Nov 2018, 774  ,  116 ,3,2,1,Geelong
154,304/8 Mclarty Place," 555,000 ", Aug 2018,0," 420,000 ", Nov 2014, ,, 565  ,  86 ,2,1,1,Geelong
155,6/141 Yarra Street," 520,000 ", Aug 2018,0," 510,000 ", Aug 2012, 430 , Mar 2015, 323 ,,0,0,0,Geelong
156,102/64-66 Eastern Beach Road," 980,000 ", 25 Aug 2018,1," 771,000 ", Nov 2008, 495 , Jan 2018, ,,0,0,0,Geelong
157,102/64 Eastern Beach Road," 980,000 ", 25 Aug 2018,1," 771,000 ", Nov 2008, 495 , Feb 2018," 2,538 ",,0,0,0,Geelong
158,6/141-143 Yarra Street," 520,000 ", Aug 2018,0," 510,000 ", Aug 2012, 430 , Mar 2015, 596 ,,2,2,1,Geelong
159,5/73-75 Maud Street," 441,000 ", 18 Aug 2018,1," 215,000 ", Mar 2007, 345 , Jun 2017, 204 ,,0,0,0,Geelong
160,5/73 Maud Street," 441,000 ", 18 Aug 2018,1," 215,000 ", Mar 2007, 335 , Jan 2018, 204 ,,0,0,0,Geelong
161,1 Stringers Lane," 1,130,000 ", Aug 2018,0," 65,000 ", Aug 1998, ,, 448 ,,3,2,2,Geelong
162,136 Fitzroy Street," 681,000 ", Aug 2018,0," 450,000 ", Jun 2016, ,, 391 ,,3,1,1,Geelong
163,4702/4 Yarra Street," 555,000 ", Aug 2018,0," 441,000 ", 2009, 395 , Feb 2008," 2,737 ",,0,0,0,Geelong
164,184 Garden Street," 730,000 ", 04 Aug 2018,1," 546,000 ", Apr 2011, 480 , Oct 2016, 359  ,  149 ,3,2,1,Geelong
165,2/11 York Street," 805,000 ", 04 Aug 2018,1," 580,000 ", Apr 2014, ,, 527 ,,3,3,1,Geelong
166,404/120 Brougham Street," 920,000 ", Aug 2018,0," 830,000 ", Mar 2011, ,, 934  ,  119 ,0,0,0,Geelong
167,402/100 Western Beach Road," 525,000 ", Jul 2018,0, ,, 450 , Jun 2019, 992 ,,0,0,0,Geelong
168,11 FAGGS Place," 640,000 ", 28 Jul 2018,1," 485,000 ", Dec 2015, 460 , Oct 2018, 154 ,,3,2,1,Geelong
169,601/120 Brougham Street," 1,310,000 ", Jun 2018,0," 1,000,000 ", Mar 2008, 300 , Jun 2012, 934 ,,2,2,1,Geelong
170,230 Verner Street," 720,000 ", Jun 2018,0, ,, ,, ,,0,0,0,Geelong
171,40 Bourke Crescent," 840,000 ", Jun 2018,0," 577,500 ", Sep 2014, 495 , Jul 2018, 285 ,,3,2,1,Geelong
172,3/37 Francis Street," 387,000 ", Jun 2018,0, ,, ,, ,,0,0,0,Geelong
173,4 Suttons Lane," 656,000 ", Jun 2018,0," 575,000 ", May 2017, 390 , Sep 2012, 272 ,,3,2,2,Geelong
174,151 Swanston Street," 581,000 ", Jun 2018,0," 272,500 ", Jun 2009, 335 , Nov 2015, 251 ,,2,1,1,Geelong
175,29 Faggs Place," 674,000 ", Jun 2018,0," 460,000 ", Jul 2013, ,, 155 ,,3,2,1,Geelong
176,16 Brownbill Street," 655,000 ", Jun 2018,0, ,, ,, 465 ,,3,1,1,Geelong
177,42 Mundy Street," 950,000 ", May 2018,0," 198,622 ", Jan 2004, ,, 210  ,  133 ,3,2,2,Geelong
178,3/35 Spring Street," 550,000 ", May 2018,0, ,, ,, ,,0,0,0,Geelong
179,5/154 Bellerine Street," 300,000 ", May 2018,0," 271,858 ", May 2014, 305 , Jan 2019, 999 ,,0,0,0,Geelong
180,402/8 Gheringhap Street," 350,000 ", May 2018,0," 338,000 ", Sep 2016, 320 , Mar 2017, 774  ,  54 ,0,0,0,Geelong
181,53 Little Ryrie Street," 810,000 ", May 2018,0, ,, ,, 159 ,,3,2,2,Geelong
182,148 Verner Street," 900,000 ", May 2018,0," 270,000 ", Aug 2005, 320 , Jan 2008, 435  ,  150 ,4,2,3,Geelong
183,141 Verner Street," 1,240,000 ", May 2018,0," 194,000 ", Jun 2000, 750 , Jul 2018, 516 ,,3,2,1,Geelong
184,410/6 Bellarine Street," 660,000 ", May 2018,0, ,, ,, ,,0,0,0,Geelong
185,410/6 Bellerine Street," 660,000 ", May 2018,0, ,, ,, ,,0,0,0,Geelong
186,71 Carr Street," 494,500 ", Apr 2018,0, ,, 320 , May 2018, 420 ,,3,1,1,Geelong
187,243 Bellerine Street," 745,000 ", Apr 2018,0," 135,000 ", Dec 1996, 430 , Jun 2019, 378 ,,3,2,1,Geelong
188,305/120 Brougham Street," 890,000 ", Apr 2018,0," 729,000 ", Mar 2012, 575 , Aug 2011, 934  ,  127 ,0,0,0,Geelong
189,17 McKillop Street," 560,000 ", 21 Apr 2018,1," 425,500 ", Sep 2013, 430 , Apr 2020, 217 ,,2,1,0,Geelong
190,304/8-10 McLarty Place," 480,000 ", Apr 2018,0," 420,000 ", Nov 2014, 420 , Feb 2020, 566 ,,0,0,0,Geelong
191,48 Eastern Beach Road," 4,000,000 ", Apr 2018,0," 1,300,000 ", Nov 2000, ,, 22 ,,5,3,3,Geelong
192,128 Verner Street," 500,000 ", Mar 2018,0, ,, ,, 336 ,,0,0,0,Geelong
193,302/16 The Esplanade South," 490,000 ", Mar 2018,0, ,, ,, ,,0,0,0,Geelong
194,5/151 Gheringhap Street," 398,500 ", Mar 2018,0," 210,500 ", Nov 2004, ,, 134 ,,2,1,1,Geelong
195,232 Myers Street," 580,000 ", Mar 2018,0, ,, ,, 354 ,,3,1,1,Geelong
196,13 Bourke Crescent," 800,000 ", Mar 2018,0, ,, ,, 567 ,,3,1,2,Geelong
197,4 McMillan Avenue," 445,000 ", Mar 2018,0," 295,000 ", Jun 2014, 360 , Sep 2018, 100 ,,0,0,0,Geelong
198,5 Richmond Place," 765,000 ", Mar 2018,0, ,, 600 , Feb 2019, 530 ,,4,2,2,Geelong
199,62 Swanston Street," 940,000 ", Mar 2018,0, ,, 410 , Dec 2019, 466 ,,3,1,1,Geelong
200,118 Corio Street," 1,525,000 ", Mar 2018,0, ,, ,, 198 ,,2,2,1,Geelong
201,104/8 McLarty Place," 455,000 ", Mar 2018,0, ,, ,, ,,0,0,0,Geelong
202,161 Verner Street," 1,420,000 ", Mar 2018,0," 319,000 ", Jun 2009, ,, 860  ,  327 ,0,0,0,Geelong
203,705/8 Gheringhap Street," 585,000 ", Mar 2018,0, ,, 495 , Jan 2019, 774 ,,2,2,1,Geelong
204,303/100 Western Beach Road," 575,000 ", Mar 2018,0," 490,000 ", Dec 2012, 560 , Apr 2018, 992 ,,0,0,0,Geelong
205,2/83 Maud Street," 720,000 ", Mar 2018,0," 527,500 ", May 2007, 485 , May 2018, 239 ,,3,2,2,Geelong
206,12/203 Little Malop Street," 461,000 ", 10 Mar 2018,1," 212,500 ", Sep 2005, 360 , Jul 2015, 106 ,,0,0,0,Geelong
207,22 Faggs Place," 810,000 ", Mar 2018,0," 770,000 ", Feb 2017, ,, 255 ,,3,2,2,Geelong
208,12/203-207 Little Malop Street," 461,000 ", Mar 2018,0," 360,000 ", Nov 2011, 360 , Jul 2015, 106 ,,2,2,1,Geelong
209,146 Garden Street," 750,000 ", Mar 2018,0," 333,000 ", Sep 2012, 260 , Jun 2010, 337  ,  115 ,3,2,1,Geelong
210,105/8-10 McLarty Place," 440,000 ", Mar 2018,0," 350,000 ", Feb 2017, 395 , Dec 2015, 566 ,,0,0,0,Geelong
