,address,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Cars,Suburb
81,6 Oriondo Way," 390,000 ", Mar 2018,0," 161,000 ", Nov 2011, ,, 300  ,  102 ,4,1,1,Marshall
82,8 Adair Court," 457,000 ", Mar 2018,0," 137,000 ", Jan 2010, 420 , Mar 2018, 361  ,  361 ,0,0,0,Marshall
83,20 Adair Court," 425,000 ", Mar 2018,0," 142,000 ", Feb 2000, ,, 364  ,  121 ,3,1,1,Marshall
84,5 Leghorn Way," 455,000 ", Mar 2018,0," 155,000 ", Mar 2012, 370 , Jul 2014, 378  ,  121 ,4,2,2,Marshall
85,11 Drews Road," 465,000 ", Feb 2018,0," 322,000 ", Apr 2012, 400 , Mar 2018, 669 ,,3,2,2,Marshall
86,5 Nikola Court," 455,000 ", Feb 2018,0," 142,500 ", Sep 2009, 360 , Jul 2013, 454  ,  124 ,3,2,1,Marshall
87,33 Oriondo Way," 430,000 ", Dec 2017,0," 172,000 ", Feb 2014, 430 , Jan 2020, 347 ,,4,2,2,Marshall
88,27 Basford Court," 435,000 ", Dec 2017,0," 400,000 ", Oct 2016, 400 , Feb 2018, 439 ,,3,2,2,Marshall
89,8 Speranza Court," 445,000 ", Nov 2017,0," 147,000 ", May 2010, ,, 350 ,,4,2,2,Marshall
90,18 Basford Court," 425,000 ", Nov 2017,0," 143,000 ", Jun 2014, ,, 388 ,,3,2,2,Marshall
91,16 Oriondo Way," 459,000 ", Oct 2017,0," 167,000 ", Jun 2011, 400 , Sep 2017, 357  ,  151 ,3,2,2,Marshall
92,44 Macfarlane Street," 375,000 ", Oct 2017,0," 155,000 ", May 2012, ,, 503 ,,2,2,2,Marshall
93,5 Marvins Place," 490,000 ", Oct 2017,0," 140,000 ", Jun 2009, ,, 577 ,,0,0,0,Marshall
94,24 Drews Road," 415,000 ", Oct 2017,0," 155,000 ", Jul 2012, 395 , Jun 2019, 337  ,  130 ,3,2,2,Marshall
95,24 Marvins Place," 439,000 ", Oct 2017,0," 145,000 ", Aug 2009, 410 , Apr 2015, 515 ,,3,2,2,Marshall
96,3/73-75 Marshalltown Road," 320,000 ", Sep 2017,0," 253,000 ", Aug 2015, ,, 164 ,,0,0,0,Marshall
97,3/73 Marshalltown Road," 320,000 ", Sep 2017,0," 253,000 ", Jul 2015, ,, 164 ,,0,0,0,Marshall
98,10 Werner Avenue," 472,000 ", Sep 2017,0," 139,800 ", Feb 2000, 410 , Nov 2017, 484  ,  182 ,4,2,2,Marshall
99,2/9 Krisanway Drive," 325,000 ", Sep 2017,0, ,, 310 , Aug 2016, 225 ,,0,0,0,Marshall
100,2/73 Marshalltown Road," 270,000 ", Sep 2017,0," 230,000 ", Jun 2010, 255 , Mar 2013, 164 ,,0,0,0,Marshall
101,2/73-75 Marshalltown Road," 270,000 ", Sep 2017,0," 230,000 ", Feb 2010, ,, 164 ,,0,0,0,Marshall
102,1/68 Marshalltown Road," 300,000 ", Aug 2017,0," 87,500 ", Jun 1996, ,, 183 ,,0,0,0,Marshall
103,17 Barwarre Road," 437,000 ", Aug 2017,0," 170,000 ", Mar 2012, ,, 480  ,  170 ,0,0,0,Marshall
104,10 Nikola Court," 460,000 ", Jul 2017,0," 380,000 ", Jul 2015, 430 , May 2013, 465  ,  161 ,4,2,2,Marshall
105,161-167 Reserve Road," 114,972 ", Jun 2017,0, ,, 350 , Nov 2018," 4,047 ",,3,1,1,Marshall
106,21 Orpington Crescent," 385,000 ", Jun 2017,0," 132,500 ", Feb 2000, 420 , Apr 2019, 299  ,  117 ,3,2,2,Marshall
107,13 Werner Avenue," 469,000 ", Jun 2017,0," 380,000 ", Jun 2010, 425 , May 2019, 481  ,  170 ,4,2,2,Marshall
108,2 Nikola Court," 407,500 ", May 2017,0," 144,900 ", Sep 2009, 380 , Jun 2018, 453  ,  127 ,3,2,2,Marshall
109,33 Marvins Place," 400,000 ", May 2017,0," 353,000 ", Apr 2011, 385 , Sep 2015, 700 ,,4,2,2,Marshall
110,1/191 Barwarre Road," 396,100 ", May 2017,0," 142,000 ", Aug 2009, ,, 399 ,,4,1,1,Marshall
111,19-20 Chambers Court," 391,000 ", Apr 2017,0," 286,000 ", May 2008, ,, 583 ,,0,0,0,Marshall
112,24 Werner Avenue," 434,000 ", Apr 2017,0," 139,800 ", Feb 2000, 395 , Apr 2016, 484 ,,3,2,2,Marshall
113,11 Nikola Court," 430,000 ", Apr 2017,0," 145,900 ", Jan 2009, 420 , May 2018, 465  ,  178 ,4,2,2,Marshall
114,16 Adair Court," 420,000 ", Apr 2017,0, ,, 400 , Jul 2018, 370 ,,3,2,2,Marshall
115,17-19 Oriondo Way," 412,000 ", Mar 2017,0," 164,000 ", May 2012, ,, 338 ,,3,2,2,Marshall
116,22 Marvins Place," 375,000 ", Mar 2017,0," 145,000 ", Sep 2009, ,, 450 ,,0,0,0,Marshall
117,12 Reedy Link," 425,000 ", Mar 2017,0," 305,801 ", Mar 2009, 400 , Jun 2017, 480 ,,3,2,2,Marshall
118,16 Grove Road," 460,000 ", Mar 2017,0, ,, ,, 708 ,,3,2,2,Marshall
119,13-15 Marvins Place," 450,000 ", Mar 2017,0," 150,000 ", Jul 2009, 410 , Jul 2011, 632 ,,4,2,2,Marshall
120,3 Minka Court," 381,000 ", Mar 2017,0," 336,000 ", Mar 2010, 450 , Jun 2020, 853 ,,0,0,0,Marshall
121,47 Barwarre Road," 420,000 ", Feb 2017,0," 142,000 ", Jul 2009, ,, 437  ,  173 ,0,0,0,Marshall
122,2-4 Basford Court," 364,000 ", Jan 2017,0," 307,000 ", Oct 2013, ,, 448 ,,3,1,1,Marshall
123,18 Werner Avenue," 395,000 ", Jan 2017,0," 147,000 ", Mar 2009, ,, 484 ,,4,1,1,Marshall
124,6/66 Station Road," 305,000 ", Jan 2017,0," 85,000 ", Feb 2000, ,, 243 ,,0,0,0,Marshall
125,15 Macfarlane Street," 412,750 ", Dec 2016,0," 154,000 ", Mar 2009, ,, 550  ,  150 ,3,2,2,Marshall
126,14/66 Station Road," 350,000 ", Dec 2016,0," 85,000 ", Feb 2000, ,, 188 ,,0,0,0,Marshall
127,6/64-68 Station Road," 305,000 ", Dec 2016,0, ,, ,, ,,2,1,0,Marshall
128,16/64-68 Station Road," 370,000 ", Dec 2016,0, ,, ,, ,,0,0,0,Marshall
129,6 Emilija Court," 307,000 ", Nov 2016,0," 275,000 ", May 2010, 300 , Dec 2015, 265  ,  96 ,2,1,1,Marshall
130,5 Priory Court," 470,000 ", Nov 2016,0," 440,000 ", Feb 2014, ,, 714 ,,4,2,2,Marshall
131,23 Basford Court," 357,000 ", Nov 2016,0," 140,000 ", Jun 2011, ,, 368  ,  128 ,3,2,2,Marshall
132,31 St Cuthberts Court," 455,000 ", Oct 2016,0," 125,000 ", Feb 2000, ,, 629  ,  229 ,4,2,3,Marshall
133,13 Macfarlane Street," 440,000 ", Oct 2016,0," 159,000 ", Jul 2009, ,, 530  ,  168 ,4,2,2,Marshall
134,1/3 Inala Court," 270,000 ", Sep 2016,0," 158,500 ", Sep 2002, 340 , Nov 2019, 363 ,,0,0,0,Marshall
135,10 Marvins Place," 368,000 ", Sep 2016,0," 145,000 ", Jun 2009, 370 , Jul 2016, 496 ,,3,2,2,Marshall
136,5 Liam Lane," 426,500 ", Sep 2016,0," 366,000 ", Jul 2009, ,," 2,272  ",  158 ,3,2,5,Marshall
137,28 Macfarlane Street," 355,000 ", Sep 2016,0," 325,000 ", Aug 2012, 410 , Feb 2020, 377  ,  114 ,3,2,1,Marshall
138,14 Orpington Crescent," 161,000 ", Aug 2016,0," 150,000 ", Jan 2012, ,, 374  ,  185 ,0,0,0,Marshall
139,153 Barwarre Road," 275,000 ", Aug 2016,0, ,, ,, 145 ,,3,1,1,Marshall
140,2 Inala Court," 408,000 ", Aug 2016,0," 58,500 ", Apr 1983, 420 , Oct 2017," 1,392  ",  163 ,4,2,2,Marshall
141,18 Marvins Place," 390,000 ", Aug 2016,0, ,, 375 , Aug 2015, 487 ,,3,2,2,Marshall
142,3/10 Oriondo Way," 325,000 ", Jul 2016,0," 156,000 ", Jan 2012, ,, 353 ,,0,0,0,Marshall
143,27 Krisanway Drive," 350,000 ", Jul 2016,0," 122,900 ", Mar 2009, ,, 331  ,  131 ,3,2,1,Marshall
144,3 Barwarre Road," 425,000 ", Jul 2016,0," 172,500 ", Jun 2012, 460 , Aug 2018, 544 ,,4,2,2,Marshall
145,9 Emilija Court," 425,000 ", May 2016,0," 143,000 ", Dec 2008, ,, 482 ,,3,2,2,Marshall
146,62-80 Horseshoe Bend Road," 1,310,000 ", May 2016,0," 635,000 ", Feb 2011, 540 , Oct 2017," 48,400 ",,0,0,0,Marshall
147,12 Ardeche Lane," 177,000 ", May 2016,0," 172,500 ", May 2012, ,, 526 ,,0,0,0,Marshall
148,35 Werner Avenue," 395,000 ", May 2016,0," 372,800 ", May 2013, ,, 481  ,  143 ,4,2,2,Marshall
149,52 Marshalltown Road," 175,000 ", May 2016,0, ,, ,, 480 ,,0,0,0,Marshall
150,Lot 23 232-270 Barwon Heads Road," 170,000 ", May 2016,0, ,, ,, ,,0,0,0,Marshall
151,76 Station Road," 395,000 ", May 2016,0, ,, ,, 399 ,,0,0,0,Marshall
152,23 272-280 Barwarre Road 'Barwarre Estate Stage 7'," 170,000 ", May 2016,0, ,, ,, 416 ,,0,0,0,Marshall
153,Lot 23," 170,000 ", May 2016,0, ,, ,, 416 ,,0,0,0,Marshall
154,14 Badminton Court," 454,000 ", May 2016,0," 180,000 ", May 2014, ,, 480  ,  209 ,4,2,2,Marshall
155,22 Adair Court," 360,000 ", May 2016,0," 168,000 ", Nov 2010, ,, 464 ,,3,2,2,Marshall
156,9 Esme Court," 165,000 ", Apr 2016,0, ,, 390 , Jan 2017, 386  ,  137 ,3,2,2,Marshall
157,Lot 25 9 Esme Court," 165,000 ", Apr 2016,0, ,, ,, ,,0,0,0,Marshall
158,25 272-280 Barwarre Road 'Barwarre Estate Stage 7'," 165,000 ", Apr 2016,0, ,, ,, 386 ,,0,0,0,Marshall
159,"Lot 25, 232-270 Esme Court"," 165,000 ", Apr 2016,0, ,, ,, 386 ,,0,0,0,Marshall
160,6 St Cuthberts Court," 340,000 ", Apr 2016,0," 100,000 ", Aug 2005, 330 , Jul 2015, 374  ,  120 ,3,2,4,Marshall
161,26B MACFARLANE Street," 179,500 ", Apr 2016,0, ,, 425 , Nov 2018, 407 ,,0,0,0,Marshall
162,6 Krisanway Drive," 446,000 ", Mar 2016,0, ,, ,, 580  ,  168 ,4,2,2,Marshall
163,16 MORETTI Court," 171,500 ", Mar 2016,0, ,, 400 , Apr 2018, 301 ,,0,0,0,Marshall
164,24 Basford Court," 429,000 ", Mar 2016,0, ,, ,, ,,4,2,2,Marshall
165,440 Barwon Heads Road," 912,000 ", 19 Mar 2016,1, ,, ,, ,,0,0,0,Marshall
166,17 MORETTI Court," 171,500 ", Feb 2016,0, ,, 410 , Dec 2019, 301 ,,0,0,0,Marshall
167,125 Barwarre Road," 422,000 ", Feb 2016,0," 141,000 ", Mar 2009, 500 , Jul 2015, 471 ,,4,2,3,Marshall
168,11 Grove Road," 377,000 ", Feb 2016,0," 347,500 ", Feb 2010, ,, 450  ,  120 ,3,1,2,Marshall
169,1-2 Speranza Court," 342,500 ", Feb 2016,0, ,, 350 , Jan 2016, 381 ,,3,2,2,Marshall
170,11 Werner Avenue," 440,000 ", Feb 2016,0," 150,500 ", Mar 2009, ,, 534  ,  183 ,4,2,2,Marshall
171,5 MORETTI Court," 184,000 ", Feb 2016,0, ,, 420 , Sep 2016, 470 ,,4,2,2,Marshall
172,39 Werner Avenue," 445,000 ", Feb 2016,0," 148,500 ", Oct 2009, ,, 534  ,  201 ,4,2,2,Marshall
173,14-15 MORETTI Court," 176,500 ", Jan 2016,0, ,, 370 , Sep 2017, 374 ,,4,2,2,Marshall
174,3/70-72 Marshalltown Road," 285,000 ", Jan 2016,0," 90,500 ", Jun 2000, ,, 229 ,,0,0,0,Marshall
175,Lot 3 Stage 2Macfarlane Street," 174,000 ", Jan 2016,0, ,, ,, 548 ,,0,0,0,Marshall
176,4 MORETTI Court," 175,000 ", Jan 2016,0, ,, ,, 410 ,,2,1,1,Marshall
177,9 ALLEGRO Court," 169,000 ", Jan 2016,0, ,, 400 , Dec 2017, 319 ,,2,1,0,Marshall
178,19 MORETTI Court," 171,000 ", Jan 2016,0, ,, ,, 347 ,,0,0,0,Marshall
179,12 MORETTI Court," 175,000 ", Jan 2016,0, ,, 440 , Sep 2019, 362 ,,4,2,2,Marshall
180,L315 Moretti Court," 166,500 ", Jan 2016,0, ,, ,, 364 ,,0,0,0,Marshall
181,L309 Moretti Court," 172,250 ", Jan 2016,0, ,, ,, 410 ,,0,0,0,Marshall
182,L307 Moretti Court," 171,000 ", Jan 2016,0, ,, ,, 380 ,,0,0,0,Marshall
183,L316 Moretti Court," 172,250 ", Jan 2016,0, ,, ,, 363 ,,0,0,0,Marshall
184,32 MacFarlane Street," 346,000 ", Dec 2015,0," 145,000 ", Apr 2010, 400 , Jan 2019, 358  ,  114 ,3,1,1,Marshall
185,18 MORETTI Court," 171,500 ", Dec 2015,0, ,, 395 , Sep 2016, 316 ,,4,2,2,Marshall
186,20 MORETTI Court," 171,000 ", Dec 2015,0, ,, ,, 380 ,,0,0,0,Marshall
187,8 MORETTI Court," 175,000 ", Dec 2015,0, ,, 410 , May 2019, 372 ,,4,2,2,Marshall
188,39 Marshalltown Road," 315,000 ", Dec 2015,0," 135,000 ", Jul 2003, 360 , Mar 2016, 641  ,  123 ,3,1,2,Marshall
189,7 Moretti Court," 173,500 ", Dec 2015,0, ,, 390 , Dec 2017, 304 ,,4,2,2,Marshall
190,Lot 10 232-270 Barwon Heads Road," 172,500 ", Dec 2015,0, ,, ,, ,,0,0,0,Marshall
191,Lot 10," 172,500 ", Dec 2015,0, ,, ,, 542 ,,0,0,0,Marshall
192,10 232-270 Barwon Heads Road," 172,500 ", Dec 2015,0, ,, ,, 542 ,,0,0,0,Marshall
193,2/76 Marshalltown Road," 303,000 ", Dec 2015,0, ,, ,, 205  ,  106 ,0,0,0,Marshall
194,16 Reedy Link," 379,000 ", Nov 2015,0," 305,000 ", Sep 2009, ,, 467  ,  117 ,3,1,2,Marshall
195,25 Basford Court," 384,000 ", Nov 2015,0," 143,000 ", Jun 2014, ,, 404  ,  114 ,3,2,1,Marshall
196,1-3 Grove Road," 420,000 ", Nov 2015,0, ,, ,, 624 ,,3,2,2,Marshall
197,21 Carlina Court," 380,000 ", Nov 2015,0," 175,000 ", Jan 2011, 380 , Jan 2016, 451 ,,3,2,2,Marshall
198,2-4 St Cuthberts Court," 386,000 ", Nov 2015,0, ,, 420 , Oct 2018, 678 ,,4,2,2,Marshall
199,10 MORETTI Court," 165,000 ", Nov 2015,0, ,, ,, 367 ,,0,0,0,Marshall
200,3 ALLEGRO Court," 168,000 ", Nov 2015,0, ,, 360 , Mar 2018, 343 ,,4,2,1,Marshall
201,8/66 Station Road," 334,000 ", Nov 2015,0," 85,000 ", Feb 2000, ,, 205 ,,0,0,0,Marshall
202,2 St Cuthberts Court," 386,000 ", Nov 2015,0," 110,000 ", Jun 2005, ,, 679  ,  164 ,4,2,2,Marshall
203,7 Tamala Avenue," 305,000 ", Oct 2015,0," 235,000 ", Feb 2000, ,, 656  ,  121 ,3,1,1,Marshall
204,19 Grove Road," 348,500 ", Oct 2015,0," 130,000 ", Aug 2008, ,, 450  ,  115 ,3,1,2,Marshall
205,74 Station Road," 450,000 ", Oct 2015,0, ,, ,," 1,318 ",,3,1,1,Marshall
206,13 St Cuthberts Court," 225,000 ", Oct 2015,0," 116,500 ", Aug 2004, ,, 741 ,,0,0,0,Marshall
207,L317 Moretti Court," 175,000 ", Oct 2015,0, ,, ,, 300 ,,0,0,0,Marshall
208,Lot 1 Macfarlane Street," 169,000 ", Oct 2015,0, ,, ,, 359 ,,0,0,0,Marshall
209,Lot 2 Macfarlane Street," 169,000 ", Oct 2015,0, ,, ,, 356 ,,0,0,0,Marshall
210,321-329 Barwon Heads Road," 710,000 ", Oct 2015,0, ,, 380 , Jan 2016," 27,868 ",,3,1,4,Marshall
211,9-11 Orphington Crescent," 360,000 ", Sep 2015,0, ,, ,, 301 ,,4,0,0,Marshall
212,12 Leghorn Way," 360,000 ", Sep 2015,0," 132,500 ", Jan 2012, 380 , Sep 2016, 301  ,  116 ,3,2,4,Marshall
213,282-284 Barwon Heads Road," 545,000 ", Sep 2015,0, ,, ,," 2,259 ",,4,2,4,Marshall
214,15-16 Carlina Court," 375,000 ", Aug 2015,0, ,, 430 , Dec 2017, 412 ,,4,2,2,Marshall
215,14/272-280 Barwarre Road," 183,000 ", Aug 2015,0, ,, ,, ,,0,0,0,Marshall
216,13 Oriondo Way," 372,000 ", Aug 2015,0," 167,000 ", Jun 2011, 370 , Nov 2014, 359  ,  152 ,3,2,2,Marshall
217,38 232-270 Barwon Heads Road," 149,000 ", Aug 2015,0, ,, ,, 381 ,,0,0,0,Marshall
