Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
3/1 Wandana Drive,"185,000",Feb 2017,"68,500",Nov 2001,,185,Mar 2016,121,,,,,Wandana Heights,29
40 James Cook Drive,"630,000",Jan 2017,"535,000",May 2015,,,,"1,000",209,4,2,2,Wandana Heights,29
23 Sunderland Road,"485,000",Jan 2017,"335,000",Feb 2007,,,,306,,3,2,2,Wandana Heights,29
2/57 Grosvenor Drive,"367,000",Dec 2016,,,,320,Jul 2014,624,,3,2,2,Wandana Heights,29
52 James Cook Drive,"570,000",Dec 2016,,,,,,"1,062",,4,2,2,Wandana Heights,29
98 Cityview Drive,"765,000",Nov 2016,"55,000",May 1993,,,,"5,490",,5,2,5,Wandana Heights,29
1 Bent Road,"536,500",Nov 2016,"94,000",Apr 1987,,,,678,170,3,2,2,Wandana Heights,29
53 Wandana Drive,"650,000",Nov 2016,,,,,,"1,390",,5,2,2,Wandana Heights,29
16 Stanfield Drive,"575,000",Nov 2016,"145,000",Oct 2005,,,,611,185,,,,Wandana Heights,29
22 Grosvenor Drive,"700,000",Nov 2016,"260,000",Jan 2010,,560,Nov 2016,980,234,4,3,2,Wandana Heights,29
1/10 Nireeda Court,"360,000",Nov 2016,"130,000",May 1999,,,,331,,,,,Wandana Heights,29
4 Pall Mall,"875,000",Nov 2016,"650,000",Sep 2008,,,,"2,535",,4,3,2,Wandana Heights,29
71 Wandana Drive,"565,000",Oct 2016,"500,000",Dec 2009,,,,"1,000",,4,2,2,Wandana Heights,29
29 Wandana Drive,"670,000",Sep 2016,"310,000",Oct 2012,,,,"1,000",243,4,2,6,Wandana Heights,29
14 Greenfinch Way,"640,000",Sep 2016,,,,,,876,262,4,2,2,Wandana Heights,29
46 Brolga Crescent,"456,000",Sep 2016,"123,000",Jun 1996,,260,May 2005,711,173,4,2,2,Wandana Heights,29
57 James Cook Drive,"620,000",Sep 2016,"172,500",May 1995,,,,"1,023",,4,2,3,Wandana Heights,29
190 Wandana Drive,"930,001",Aug 2016,"840,000",Oct 2010,1.0,,,"36,542",,4,2,7,Wandana Heights,29
3 Greenfinch Way,"320,000",Jul 2016,"285,000",May 2008,,340,Apr 2010,755,113,2,1,1,Wandana Heights,29
4 Hargrave Crescent,"631,000",Jul 2016,"582,000",Feb 2014,,,,"1,200",207,4,2,2,Wandana Heights,29
12 Madeline Drive,"465,000",Jul 2016,"415,000",Jul 2014,,,,435,149,3,2,2,Wandana Heights,29
3 Florence Court,"310,002",Jun 2016,"255,000",May 2012,,,,937,,,,,Wandana Heights,29
72 Wandana Drive,"620,000",Jun 2016,,,,575,Dec 2018,502,,3,2,2,Wandana Heights,29
28 Wandana Drive,"685,000",Jun 2016,,,,630,Jan 2021,"1,215",,5,3,2,Wandana Heights,29
21 James Cook Drive,"615,000",May 2016,"481,000",Mar 2010,,525,Oct 2012,"1,070",,3,2,2,Wandana Heights,29
27 Brolga Crescent,"530,000",May 2016,"435,000",Oct 2013,,430,Jul 2015,694,166,3,2,2,Wandana Heights,29
36 Sunderland Road,"665,000",May 2016,"615,000",Jun 2010,,,,"1,137",,4,2,3,Wandana Heights,29
51 Wandana Drive,"580,000",May 2016,"386,000",Feb 2007,,,,"1,205",209,4,2,2,Wandana Heights,29
121 Grosvenor Drive,"710,000",May 2016,"650,000",Nov 2010,,600,Aug 2014,"1,004",281,4,3,2,Wandana Heights,29
8 Xavier Court,"500,000",May 2016,"477,500",Dec 2012,,475,Feb 2012,343,174,,,,Wandana Heights,29
6 Greenfinch Way,"540,000",May 2016,"460,500",Apr 2013,,450,Dec 2011,843,210,4,2,2,Wandana Heights,29
61 James Cook Drive,"590,000",Apr 2016,"555,000",Oct 2012,,,,"1,002",,4,3,2,Wandana Heights,29
1/3 Stirling Court,"346,000",Apr 2016,"340,000",Apr 2013,,345,Jun 2013,213,,,,,Wandana Heights,29
54 Wandana Drive,"500,000",Apr 2016,,,,460,Jan 2016,754,,3,2,2,Wandana Heights,29
4 Kristy Place,"550,000",Mar 2016,"61,000",Apr 2002,,,,474,193,,,,Wandana Heights,29
69 Wandana Drive,"579,000",Mar 2016,,,,,,"1,140",295,4,2,2,Wandana Heights,29
1 Lucalbyn Court,"575,000",Feb 2016,"550,000",Feb 2011,,520,Aug 2009,829,222,4,3,2,Wandana Heights,29
6 Canterbury Court,"585,000",Feb 2016,"470,000",Oct 2007,,,,805,270,4,2,2,Wandana Heights,29
2 Lapin Grove,"595,000",Jan 2016,"240,000",Jul 2012,,,,766,236,4,2,2,Wandana Heights,29
77 Grosvenor Drive,"660,000",Jan 2016,"599,000",Jul 2014,,,,996,,4,2,2,Wandana Heights,29
83 Grosvenor Drive,"720,000",Dec 2015,,,,,,990,295,4,3,2,Wandana Heights,29
1 Farrer Close,"638,000",Dec 2015,"560,000",Mar 2013,,,,"1,583",,4,2,2,Wandana Heights,29
3 Greenway Court,"502,000",Dec 2015,"195,000",Dec 1999,,395,Aug 2013,"1,012",202,4,2,2,Wandana Heights,29
104 Grosvenor Drive,"775,000",Nov 2015,"223,000",May 2007,,,,727,,,,,Wandana Heights,29
38 Cityview Drive,"455,000",Nov 2015,"425,000",Aug 2012,,,,"4,254",,,,,Wandana Heights,29
5 Regency Close,"675,000",Nov 2015,"454,500",Oct 2002,,,,849,,3,3,2,Wandana Heights,29
12 Stanfield Drive,"582,500",Nov 2015,"512,000",Jul 2010,,,,621,244,4,2,2,Wandana Heights,29
84 Grosvenor Drive,"737,500",Nov 2015,"592,000",Dec 2012,,,,"1,010",,5,2,2,Wandana Heights,29
37 James Cook Drive,"525,000",Nov 2015,"293,000",Feb 2003,,,,"1,208",,4,2,2,Wandana Heights,29
11 Sunderland Road,"628,000",Nov 2015,"565,000",Dec 2011,,,,460,191,3,2,2,Wandana Heights,29
131 Grosvenor Drive,"655,000",Nov 2015,"389,000",Mar 2002,,,,"1,368",353,4,2,2,Wandana Heights,29
18 Wandana Drive,"625,000",Oct 2015,"325,000",Mar 2003,,,,737,,3,2,4,Wandana Heights,29
17 Sunderland Road,"395,000",Sep 2015,"317,000",Jun 2007,,,,360,,,,,Wandana Heights,29
52 Brolga Crescent,"540,000",Sep 2015,"505,000",Feb 2014,,,,712,219,4,2,1,Wandana Heights,29
2 Greenfinch Way,"595,000",Sep 2015,"170,000",Jun 2007,,,,824,273,4,2,2,Wandana Heights,29
47B Sunderland Road,"390,000",Sep 2015,,,,400,May 2019,302,,,,,Wandana Heights,29
25 Xavier Court,"680,002",Sep 2015,"215,000",Oct 2009,,,,710,,4,2,3,Wandana Heights,29
49 Wandana Drive,"600,000",Sep 2015,"432,000",Oct 2006,,550,Oct 2014,"1,325",,4,2,7,Wandana Heights,29
1/3 Wandana Drive,"140,000",Sep 2015,,,,,,64,,,,,Wandana Heights,29
2/47 Sunderland Road,"390,000",Aug 2015,"180,000",Apr 2006,,,,302,,,,,Wandana Heights,29
10 Greenfinch Way,"610,000",Jul 2015,"124,000",Oct 2003,,550,Aug 2017,678,182,4,2,2,Wandana Heights,29
2/1 Grosvenor Drive,"198,000",Jul 2015,,,,,,366,,,,,Wandana Heights,29
2 Stirling Court,"500,000",Jun 2015,,,,560,Oct 2019,"1,035",193,3,2,2,Wandana Heights,29
60 Wandana Drive,"520,000",Jun 2015,"465,750",Sep 2008,,550,Aug 2019,673,,4,2,2,Wandana Heights,29
97-99 Grosvenor Drive,"861,000",Jun 2015,,,,,,"2,386",,4,3,6,Wandana Heights,29
Lot 8 17 Lapin Grove,"185,250",May 2015,,,,,,584,,,,,Wandana Heights,29
1 Grosvenor Drive,"198,000",May 2015,"130,000",Mar 1990,,,,365,,,,,Wandana Heights,29
89 Grosvenor Drive,"390,000",May 2015,"340,000",Jul 2013,,,,946,,,,,Wandana Heights,29
8 Dione Mews,"535,000",May 2015,"59,000",Mar 2002,,,,537,,3,2,2,Wandana Heights,29
12 Lapin Grove,"185,000",May 2015,,,,,,585,,,,,Wandana Heights,29
17 Lapin Grove,"185,000",May 2015,,,,,,585,148,,,,Wandana Heights,29
57 Wandana Drive,"615,000",May 2015,"484,800",Apr 2009,,,,"1,122",,4,3,2,Wandana Heights,29
6-10 City View Drive,"1,075,000",Apr 2015,,,,,,"4,165",,4,2,3,Wandana Heights,29
6 Cityview Drive,"1,075,000",Apr 2015,"100,000",Feb 2000,,,,"4,165",317,4,2,3,Wandana Heights,29
20 Lapin Grove,"255,000",Apr 2015,"252,000",Jan 2014,,,,522,,,,,Wandana Heights,29
1/36 Wandana Drive,"349,000",Apr 2015,"110,000",Oct 1997,,360,Mar 2018,315,,,,,Wandana Heights,29
9 Nireeda Court,"500,000",Mar 2015,"212,500",Aug 2000,,,,453,,4,2,2,Wandana Heights,29
8 Chisholm Close,"640,000",Feb 2015,,,,,,"1,300",228,4,3,2,Wandana Heights,29
7 Regency Close,"460,000",Feb 2015,"87,000",Oct 2000,,,,"1,026",214,3,2,2,Wandana Heights,29
7 Stanfield Drive,"590,000",Jan 2015,"83,000",Oct 1999,,,,"1,000",254,5,3,2,Wandana Heights,29
5 Sholden Court,"580,000",Jan 2015,"552,000",May 2005,,,,950,335,5,2,2,Wandana Heights,29
21 Grosvenor Drive,"800,000",Dec 2014,"54,000",May 1988,,,,"1,664",,5,3,3,Wandana Heights,29
16 Trafalgar Square,"1,040,000",Dec 2014,,,,,,"1,431",,4,3,2,Wandana Heights,29
60-62 City View Drive,"1,475,100",Dec 2014,,,,,,"3,210",,5,3,2,Wandana Heights,29
60 Cityview Drive,"1,475,100",Dec 2014,,,,,,"3,210",,5,3,2,Wandana Heights,29
20 Wandana Drive,"465,000",Nov 2014,,,,,,736,184,4,2,2,Wandana Heights,29
16-18 City View Drive,"1,250,000",Nov 2014,,,,,,"4,036",,5,2,4,Wandana Heights,29
16 Cityview Drive,"1,250,000",Nov 2014,"1,050,000",Apr 2004,,,,"4,036",,5,2,4,Wandana Heights,29
12-14 Brolga Crescent,"520,000",Oct 2014,,,,,,679,,3,2,3,Wandana Heights,29
12 Brolga Crescent,"520,000",Oct 2014,,,,,,"1,330",,3,2,2,Wandana Heights,29
63-65 Sunderland Road,"400,000",Sep 2014,"75,000",May 1999,,,,800,,3,,,Wandana Heights,29
61 Wandana Drive,"678,000",26 Sep 2014,"470,000",Jan 2008,1.0,460,Nov 2012,"1,022",,3,2,2,Wandana Heights,29
59 Grosvenor Drive,"594,500",Sep 2014,"520,000",Aug 2009,,550,Aug 2008,757,285,6,2,2,Wandana Heights,29
63 Sunderland Road,"400,000",Sep 2014,,,,,,800,188,3,1,,Wandana Heights,29
10 Wandana Drive,"629,000",Aug 2014,,,,,,986,,4,2,2,Wandana Heights,29
15 Henderson Drive,"670,000",Aug 2014,"615,000",Dec 2012,,,,962,285,4,2,2,Wandana Heights,29
12 Greenfinch Way,"257,500",Aug 2014,"220,000",Sep 2010,,,,755,,,,,Wandana Heights,29
8 Grosvenor Drive,"465,000",Jul 2014,"360,000",Dec 2012,,,,714,,3,1,2,Wandana Heights,29
126 Wandana Drive,"575,000",Jul 2014,,,,,,"1,470",,4,2,2,Wandana Heights,29
39 Sunderland Road,"515,000",Jul 2014,,,,,,647,,4,2,3,Wandana Heights,29
126-128 Wandana Drive,"575,000",Jul 2014,"480,000",Dec 2008,,,,"1,470",,4,2,2,Wandana Heights,29
11 Lapin Grove,"185,000",Jul 2014,,,,585,Nov 2020,550,,,,,Wandana Heights,29
4 Greenway Court,"675,000",Jul 2014,"246,000",Dec 2000,,"635,000",May 2014,"2,496",313,4,3,2,Wandana Heights,29
12 Hargrave Crescent,"507,000",Jun 2014,,,,,,"1,207",173,3,2,,Wandana Heights,29
42 James Cook Drive,"512,000",Jun 2014,,,,,,999,,3,2,4,Wandana Heights,29
6 Florence Court,"545,000",Jun 2014,,,,,,600,,4,2,2,Wandana Heights,29
13 Sunderland Road,"530,000",Jun 2014,"441,000",May 2009,,530,Apr 2019,392,198,3,2,2,Wandana Heights,29
8 Hargrave Crescent,"590,000",May 2014,,,,,,"1,229",,3,2,2,Wandana Heights,29
19 Lapin Grove,"192,000",May 2014,,,,,,548,,,,,Wandana Heights,29
25 Lapin Grove,"150,000",May 2014,,,,,,408,,,,,Wandana Heights,29
28 Sunderland Road,"625,000",Apr 2014,"552,000",Jun 2012,,,,872,223,4,2,2,Wandana Heights,29
51 Grosvenor Drive,"625,000",Apr 2014,,,,,,"1,871",,4,3,2,Wandana Heights,29
29 Brolga Crescent,"355,000",Apr 2014,"325,000",Jan 2010,1.0,340,Oct 2012,679,145,4,2,1,Wandana Heights,29
10 Lapin Grove,"240,000",Mar 2014,"220,000",Jun 2012,,,,585,,,,,Wandana Heights,29
7 Lapin Grove,"197,000",Mar 2014,,,,,,549,165,,,,Wandana Heights,29
4 Stirling Court,"500,000",Feb 2014,"325,000",Feb 2004,,395,Jun 2018,840,,3,2,2,Wandana Heights,29
21-23 Lapin Grove,"165,000",Feb 2014,,,,,,402,,,,,Wandana Heights,29
79 Grosvenor Drive,"686,000",Jan 2014,"567,500",Apr 2005,,490,Apr 2011,988,324,4,2,2,Wandana Heights,29
2 Regency Close,"525,000",Dec 2013,,,,,,802,169,3,2,2,Wandana Heights,29
4 Trafalgar Square,"639,000",Dec 2013,"365,000",Jun 2001,,,,"1,075",,4,3,3,Wandana Heights,29
10 Sholden Court,"330,000",Dec 2013,,,,,,"1,153",,,,,Wandana Heights,29
9 Lapin Grove,"200,000",Dec 2013,,,,,,550,,,,,Wandana Heights,29
8-9 Sholden Court,"720,000",Nov 2013,,,,,,"1,306",,4,3,3,Wandana Heights,29
