Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
7 Finchaven Street,"603,000",Dec 2020,"315,000",Jul 2019,,260,Aug 2012,373,,3,1,1,Herne Hill,14
18 Hilltop Street,"680,000",Dec 2020,"449,000",Oct 2016,1.0,420,Jan 2021,640,121,2,1,1,Herne Hill,14
9 Dundas Street,"585,000",Dec 2020,"416,000",Mar 2018,,380,Aug 2018,483,,3,1,,Herne Hill,14
54 Fraser Street,"600,000",Dec 2020,"118,000",Apr 2001,,,,499,,2,1,1,Herne Hill,14
116 McCurdy Road,"585,000",Dec 2020,"252,000",Sep 2008,,,,616,,4,1,2,Herne Hill,14
3/14 Everett Close,"312,000",Dec 2020,,,,260,Nov 2018,70,,,,,Herne Hill,14
339 Church Street,"586,000",Dec 2020,"347,500",Dec 2015,,,,764,763,3,1,2,Herne Hill,14
75B McCurdy Road,"482,000",Dec 2020,,,,,,282,,,,,Herne Hill,14
43 Kedleston Road,"665,000",Nov 2020,"320,000",Dec 2012,,300,Jul 2012,539,129,3,1,4,Herne Hill,14
21B Norwood Street,"667,500",Nov 2020,"481,500",Mar 2016,,,,397,,3,2,2,Herne Hill,14
105 Minerva Road,"879,000",Nov 2020,"380,000",Aug 2006,,,,716,,3,1,2,Herne Hill,14
9 Maurice Street,"663,000",Nov 2020,"220,000",Feb 2004,,,,678,,3,1,1,Herne Hill,14
14 Rix Street,"210,000",Nov 2020,,,,,,174,,,,,Herne Hill,14
40 Derby Road,"1,004,999",Nov 2020,"400,000",Mar 2014,,370,Mar 2014,806,147,4,2,3,Herne Hill,14
18 Graylea Avenue,"650,000",Nov 2020,"310,000",Sep 2006,,,,581,,3,2,2,Herne Hill,14
12 Matlock Street,"625,000",Nov 2020,"71,595",Apr 1998,,,,609,,3,1,1,Herne Hill,14
1/6-8 Stafford Street,"408,000",Nov 2020,"255,000",Dec 2009,,290,May 2018,219,,2,1,1,Herne Hill,14
3/62 Kedleston Road,"245,000",Oct 2020,"139,600",Jan 2009,,,,93,,,,,Herne Hill,14
7 Ingrid Court,"663,000",Oct 2020,,,,,,554,,,,,Herne Hill,14
300 Autumn Street,"454,000",Oct 2020,,,,,,220,,2,1,2,Herne Hill,14
380a Autumn Street,"751,000",Oct 2020,,,,,,,,4,2,1,Herne Hill,14
2/19 Wirksworth Street,"230,000",Oct 2020,,,,180,Nov 2018,560,,,,,Herne Hill,14
1/1 Rix Street,"480,000",Sep 2020,"441,000",Sep 2018,1.0,,,223,,,,,Herne Hill,14
11 Panorama Road,"665,000",Sep 2020,,,,,,614,,3,1,1,Herne Hill,14
3/376 Autumn Street,"365,000",Sep 2020,"245,000",Mar 2015,,340,Sep 2020,100,,,,,Herne Hill,14
4/56 Hennessy Avenue,"290,000",Aug 2020,,,,,,122,,,,,Herne Hill,14
44 Maurice Street,"810,000",Aug 2020,"493,000",Dec 2016,,,,660,,3,1,4,Herne Hill,14
4/16 Stafford Street,"250,000",Aug 2020,"166,500",Nov 2009,,230,Jun 2019,68,,,,,Herne Hill,14
3 Karoomba Avenue,"562,000",Aug 2020,"87,500",Apr 1995,,320,Apr 2017,771,,3,1,4,Herne Hill,14
9 Bonview Avenue,"760,000",Aug 2020,"416,000",Nov 2013,,,,725,178,4,2,3,Herne Hill,14
3/19 Wirksworth Street,"240,000",Aug 2020,,,,180,May 2016,560,,,,,Herne Hill,14
6 Panorama Road,"600,000",Aug 2020,"60,500",May 1987,,,,580,,3,1,1,Herne Hill,14
28 Cole Street,"530,000",Aug 2020,"342,500",Jun 2012,,,,305,,3,2,2,Herne Hill,14
41 Itkeston Street,"585,000",Aug 2020,"400,000",Mar 2016,,,,562,,3,1,1,Herne Hill,14
378 Autumn Street,"515,000",Jul 2020,"345,000",Jun 2015,,300,Jul 2015,493,,3,1,2,Herne Hill,14
2/13 Fraser Street,"490,000",Jul 2020,"379,000",Mar 2017,,,,943,,2,1,1,Herne Hill,14
19 Karoomba Avenue,"764,000",Jul 2020,"640,000",Jun 2017,1.0,,,877,,3,1,1,Herne Hill,14
21 Ashbourne Street,"631,000",04 Jul 2020,,,1.0,,,729,,,,,Herne Hill,14
40 Hennessy Avenue,"587,000",Jun 2020,"105,000",Sep 1998,,385,Mar 2017,604,,3,1,1,Herne Hill,14
2 Muxworthy Avenue,"530,000",Jun 2020,"310,000",May 2012,1.0,310,Jan 2015,286,,3,1,1,Herne Hill,14
3/36 Heytesbury Street,"721,500",Jun 2020,,,,,,212,,,,,Herne Hill,14
5 Bakewell Street,"715,000",Jun 2020,,,,,,609,,3,1,1,Herne Hill,14
136 McCurdy Road,"340,000",Jun 2020,"310,000",Apr 2018,,,,618,,,,,Herne Hill,14
48 Maurice Street,"565,000",May 2020,"556,400",Oct 2018,,320,Dec 2018,675,,3,1,4,Herne Hill,14
12 Edinburgh Avenue,"645,000",May 2020,"525,000",Jan 2010,,,,581,,3,,,Herne Hill,14
7 Muxworthy Avenue,"780,000",May 2020,"238,000",Jan 2007,,,,511,140,4,1,2,Herne Hill,14
57 Itkeston Street,"651,000",May 2020,"255,000",Dec 2006,,,,532,128,3,1,2,Herne Hill,14
35 Maurice Street,"515,000",May 2020,"268,000",Jun 2010,,330,Jun 2019,664,,2,1,2,Herne Hill,14
3/26 Fraser Street,"275,000",May 2020,"157,000",Aug 2015,,220,Nov 2017,76,,,,,Herne Hill,14
41 Rix Street,"580,000",Apr 2020,"420,000",Mar 2016,,270,Oct 2009,437,150,4,1,2,Herne Hill,14
5 Marlborough Street,"580,000",Apr 2020,"428,100",Jan 2016,,235,Sep 2007,466,,3,2,2,Herne Hill,14
13 Derby Road,"465,000",21 Mar 2020,,,1.0,,,618,,,,,Herne Hill,14
1 Norwood Street,"650,000",Mar 2020,"306,000",Mar 2010,,,,556,110,3,1,4,Herne Hill,14
1/376 Autumn Street,"419,000",14 Mar 2020,"169,000",Nov 2008,1.0,,,98,,,,,Herne Hill,14
4/20 Heytesbury Street,"265,000",Mar 2020,,,,,,768,,,,,Herne Hill,14
3/81 Heytesbury Street,"269,000",Feb 2020,"195,000",May 2012,,240,Jul 2019,80,,,,,Herne Hill,14
11 Graylea Avenue,"565,000",Feb 2020,"280,000",Jan 2008,,,,628,,4,2,3,Herne Hill,14
52 Itkeston Street,"525,000",22 Feb 2020,,,1.0,,,608,,,,,Herne Hill,14
19 Ashbourne Street,"640,000",22 Feb 2020,,,1.0,,,731,,,,,Herne Hill,14
43 Rix Street,"645,000",25 Jan 2020,"397,000",Feb 2018,1.0,,,432,,2,1,1,Herne Hill,14
2/126 McCurdy Road,"490,000",Jan 2020,,,,,,261,,,,,Herne Hill,14
4 Azilemot Avenue,"475,000",Jan 2020,"390,000",Nov 2015,1.0,,,429,98,3,1,6,Herne Hill,14
26 Castleton Road,"605,000",Jan 2020,"96,500",Aug 1992,,,,697,,,,,Herne Hill,14
19 Graylea Avenue,"412,000",Jan 2020,,,,320,Sep 2016,380,,3,1,1,Herne Hill,14
1/42 Itkeston Street,"500,000",Jan 2020,,,,400,Aug 2019,345,,3,1,1,Herne Hill,14
251 Church Street,"520,000",Jan 2020,"143,000",Sep 2001,,360,Nov 2018,579,,3,1,2,Herne Hill,14
13 Maurice Street,"505,000",Dec 2019,"290,000",Dec 2012,,,,678,90,,,,Herne Hill,14
71 Graylea Avenue,"410,000",Dec 2019,,,,,,614,,,,,Herne Hill,14
15 Staverly Road,"495,000",14 Dec 2019,,,1.0,,,538,,,,,Herne Hill,14
316 Autumn Street,"700,000",14 Dec 2019,,,1.0,,,713,,,,,Herne Hill,14
36 Maurice Street,"723,000",Dec 2019,"218,000",May 2006,,,,664,185,3,1,1,Herne Hill,14
32 Knight Avenue,"675,000",Dec 2019,"520,000",Oct 2014,,,,313,172,3,2,2,Herne Hill,14
130 Mccurdy Road,"440,000",Dec 2019,"300,000",Feb 2016,,290,Sep 2010,622,,3,1,1,Herne Hill,14
33 McCurdy Road,"590,000",Nov 2019,"485,000",May 2016,,,,25,,3,2,2,Herne Hill,14
5 Ashbourne Street,"400,000",Nov 2019,"155,000",Nov 2003,,,,672,,3,1,1,Herne Hill,14
21 Bakewell Street,"520,000",Nov 2019,"109,000",Sep 1998,,350,Dec 2018,731,,3,1,2,Herne Hill,14
7 Ashbourne Street,"445,000",Nov 2019,,,,,,671,,3,1,1,Herne Hill,14
6/368 Autumn Street,"291,290",21 Nov 2019,"180,000",Feb 2000,1.0,300,Feb 2020,84,,,,,Herne Hill,14
8/368-372 Autumn Street,"290,000",Nov 2019,"242,000",Jul 2016,,,,81,,,,,Herne Hill,14
64 Graylea Avenue,"636,000",16 Nov 2019,"385,000",Oct 2015,1.0,,,581,,4,2,1,Herne Hill,14
40 McCurdy Road,"532,500",Nov 2019,"355,000",Aug 2012,,,,604,134,3,1,2,Herne Hill,14
4 Perry Court,"602,500",06 Nov 2019,"82,000",Apr 1997,1.0,370,Jan 2020,713,,3,1,2,Herne Hill,14
7 Derby Road,"530,000",Nov 2019,"360,000",Sep 2010,,360,Apr 2010,530,,3,2,2,Herne Hill,14
2/40 Maurice Street,"520,000",Oct 2019,,,,,,204,,,,,Herne Hill,14
22 Panorama Road,"560,000",Oct 2019,"350,000",Dec 2014,1.0,320,Aug 2019,656,,3,1,1,Herne Hill,14
2/15 Maurice Street,"680,000",Oct 2019,,,,,,179,,3,2,2,Herne Hill,14
324 Autumn Street,"1,305,000",Oct 2019,"937,000",Nov 2016,,,,714,,4,2,2,Herne Hill,14
2/39 Graylea Avenue,"295,000",Oct 2019,"210,000",May 2013,,,,178,,2,1,1,Herne Hill,14
8 Muxworthy Avenue,"585,000",Oct 2019,,,,,,514,,,,,Herne Hill,14
145 Minerva Road,"612,500",Oct 2019,"288,000",Mar 2013,1.0,,,393,123,3,1,1,Herne Hill,14
19 Maurice Street,"510,000",Oct 2019,"170,000",Oct 2003,,,,660,130,3,1,1,Herne Hill,14
6/14-16 Hennessy Avenue,"255,000",Sep 2019,"190,000",Sep 2012,,215,Mar 2016,110,,,,,Herne Hill,14
7 Beckley Street,"555,000",21 Sep 2019,"352,500",Mar 2013,1.0,380,Nov 2019,589,,3,1,2,Herne Hill,14
24 Matlock Street,"510,000",Sep 2019,"340,000",Sep 2014,,340,Sep 2014,483,174,4,2,1,Herne Hill,14
14 Dundas Street,"380,000",Aug 2019,"69,950",Mar 2000,,,,530,,3,1,1,Herne Hill,14
360 Autumn Street,"750,000",Aug 2019,"155,000",Aug 1994,,,,"1,348",250,4,2,2,Herne Hill,14
54 Heytesbury Street,"441,000",Aug 2019,,,,,,523,,3,1,2,Herne Hill,14
5/16 Stafford Street,"240,000",Aug 2019,"170,000",May 2010,,210,Apr 2016,68,68,,,,Herne Hill,14
37 Finchaven Street,"643,000",Jul 2019,,,,,,689,,3,1,5,Herne Hill,14
70 McCurdy Road,"370,000",Jul 2019,,,,,,,,,,,Herne Hill,14
13 Great Britain Street,"540,000",Jul 2019,"295,000",Nov 2011,,295,Mar 2012,601,94,3,1,1,Herne Hill,14
2 Grace Court,"593,222",Jul 2019,"54,000",Feb 2000,,440,Aug 2019,807,164,5,3,8,Herne Hill,14
118 McCurdy Road,"595,000",Jul 2019,,,,,,617,,3,2,3,Herne Hill,14
72 McCurdy Road,"430,000",Jul 2019,,,,,,,,3,1,1,Herne Hill,14
5 Cole Street,"485,000",Jul 2019,"453,000",Apr 2017,1.0,345,Dec 2017,352,,3,1,1,Herne Hill,14
8 Rankin Road,"765,000",Jul 2019,"446,000",Jul 2009,,,,291,,3,2,2,Herne Hill,14
1/30 Matlock Street,"290,000",Jul 2019,"245,000",Aug 2016,,250,May 2012,77,,,,,Herne Hill,14
34 Heytesbury Street,"520,000",Jul 2019,,,,,,787,,4,2,1,Herne Hill,14
46 Heytesbury Street,"415,000",Jun 2019,"307,000",Apr 2014,,295,Sep 2017,453,84,2,1,1,Herne Hill,14
7 Joyce Parade,"512,500",Jun 2019,"342,500",Jul 2011,,,,670,143,4,1,6,Herne Hill,14
35 Finchaven Street,"570,000",May 2019,,,,,,686,,3,1,3,Herne Hill,14
1c Colville Court,"495,000",May 2019,,,,400,Jun 2019,559,,4,1,1,Herne Hill,14
23 Ashbourne Street,"600,000",May 2019,"370,000",Aug 2014,,380,Nov 2019,731,101,3,1,1,Herne Hill,14
1 Panorama Road,"570,000",May 2019,,,,370,Jul 2018,613,,2,1,1,Herne Hill,14
17 Castleton Road,"665,000",04 May 2019,"115,000",Feb 2000,1.0,,,606,,3,2,2,Herne Hill,14
3 Heytesbury Street,"565,000",May 2019,,,,500,May 2019,578,,6,2,1,Herne Hill,14
1/11 Douglass Street,"282,000",Apr 2019,"157,000",Dec 2007,,150,Sep 2007,67,,,,,Herne Hill,14
23 Castleton Road,"515,000",Apr 2019,"125,000",Jul 2001,,440,Jun 2019,606,190,4,2,1,Herne Hill,14
87 Heytesbury Street,"502,500",Apr 2019,,,,,,561,,3,1,1,Herne Hill,14
3 Stewart Street,"570,000",Apr 2019,"75,000",Nov 1994,,360,Jun 2019,454,105,3,1,1,Herne Hill,14
4/26 Fraser Street,"237,500",Apr 2019,"127,000",Jul 2008,,220,Jun 2017,97,,,,,Herne Hill,14
1/368 Autumn Street,"298,000",Apr 2019,"242,000",Jun 2016,,270,Dec 2017,82,,,,,Herne Hill,14
299 Church Street,"618,000",Apr 2019,"405,000",Jun 2015,,390,Oct 2010,664,140,3,2,2,Herne Hill,14
15 Derby Road,"455,000",06 Apr 2019,,,1.0,,,601,,3,1,2,Herne Hill,14
15 Itkeston Street,"510,000",Apr 2019,"381,000",Oct 2013,,330,Dec 2013,518,120,3,1,1,Herne Hill,14
1/36 Heytesbury Street,"660,000",Mar 2019,,,,,,297,,,,,Herne Hill,14
16 Panorama Road,"677,000",23 Mar 2019,"364,000",Dec 2009,1.0,380,May 2017,580,168,3,1,1,Herne Hill,14
17 Wirksworth Street,"540,000",22 Mar 2019,"369,000",Nov 2015,1.0,285,Jan 2013,539,107,3,1,2,Herne Hill,14
34-36 Ashbourne Street,"520,000",Mar 2019,"340,000",Oct 2013,1.0,370,Apr 2019,620,,3,1,2,Herne Hill,14
2/15 Buxton Road,"225,000",Mar 2019,"200,000",Oct 2017,,220,Oct 2017,65,,,,,Herne Hill,14
31 Bakewell Street,"608,000",16 Mar 2019,"210,000",Jan 2005,1.0,410,Dec 2016,555,112,2,2,1,Herne Hill,14
94 McCurdy Road,"535,000",Mar 2019,,,,,,735,,3,1,1,Herne Hill,14
15 Karoomba Avenue,"558,500",Mar 2019,,,,,,876,,4,1,2,Herne Hill,14
16 Edinburgh Avenue,"400,000",09 Feb 2019,,,1.0,,,572,,,,,Herne Hill,14
6 Bonview Avenue,"540,000",Feb 2019,,,,420,Feb 2019,721,,3,2,8,Herne Hill,14
6/18 Bakewell Street,"190,000",Feb 2019,"110,000",Aug 2016,,150,May 2018,"1,007",,,,,Herne Hill,14
15 Roscommon Place,"608,000",Jan 2019,"325,000",May 2013,,430,Feb 2019,442,104,3,1,2,Herne Hill,14
17 Turkeith Avenue,"540,000",Dec 2018,"465,000",Dec 2017,,,,580,123,4,1,4,Herne Hill,14
27 Maurice Street,"590,000",08 Dec 2018,"400,000",Aug 2015,1.0,,,664,133,3,1,3,Herne Hill,14
1/40 Maurice Street,"530,000",Dec 2018,,,,,,302,,3,2,2,Herne Hill,14
394 Autumn Street,"675,000",Dec 2018,,,,,,"1,059",,3,2,3,Herne Hill,14
21 Rix Street,"645,000",Dec 2018,"390,000",Mar 2013,,,,663,,3,2,4,Herne Hill,14
2/376 Autumn Street,"319,500",Dec 2018,"205,000",Apr 2016,,300,Apr 2019,85,,,,,Herne Hill,14
19 Fraser Street,"880,000",01 Dec 2018,"270,000",May 2006,1.0,650,Nov 2016,983,,3,3,2,Herne Hill,14
84 Mccurdy Road,"560,000",Nov 2018,"415,000",Jun 2016,,,,604,,3,2,2,Herne Hill,14
2 Trevor Court,"571,000",Nov 2018,"360,000",Dec 2009,,,,481,,3,1,2,Herne Hill,14
19 Derby Road,"480,000",Nov 2018,,,,400,Feb 2019,555,,4,1,2,Herne Hill,14
2/35-37 Fraser Street,"280,000",Nov 2018,"230,000",Aug 2017,,290,Feb 2019,87,,2,1,1,Herne Hill,14
19 Norwood Street,"750,000",Nov 2018,"351,000",Sep 2011,,,,835,126,3,3,2,Herne Hill,14
6/10-12 Norwood Street,"245,000",Nov 2018,"143,500",Nov 2006,,220,Apr 2018,91,,,,,Herne Hill,14
296 Autumn Street,"512,500",Nov 2018,"83,500",Aug 1994,,225,Apr 2007,456,,2,1,1,Herne Hill,14
1/35-37 Fraser Street,"285,000",Nov 2018,"190,000",Dec 2012,,300,Jun 2020,88,,,,,Herne Hill,14
295 Church Street,"520,000",Nov 2018,,,,,,663,,3,1,2,Herne Hill,14
42 Ashbourne Street,"550,000",27 Oct 2018,,,1.0,,,832,,4,2,1,Herne Hill,14
121 Minerva Road,"661,000",27 Oct 2018,"270,000",Feb 2000,1.0,250,Aug 2006,591,151,3,2,2,Herne Hill,14
40 Fraser Street,"585,000",Oct 2018,"135,000",Mar 2002,,,,478,,3,2,2,Herne Hill,14
58 Heytesbury Street,"503,000",Oct 2018,"405,000",Jul 2017,,360,Mar 2019,516,100,3,1,2,Herne Hill,14
8 Stewart Street,"610,000",Oct 2018,"307,000",Aug 2007,,,,523,140,3,1,,Herne Hill,14
2/364 Autumn Street,"365,000",Oct 2018,"224,000",Aug 2007,,290,Jan 2017,181,90,,,,Herne Hill,14
27 Kedleston Road,"590,000",Oct 2018,"400,000",Mar 2013,,,,552,131,3,1,2,Herne Hill,14
2/56 Hennessy Avenue,"238,500",Oct 2018,,,,230,Oct 2018,,,,,,Herne Hill,14
1 Stafford Street,"425,000",Sep 2018,"300,000",Nov 2013,1.0,,,470,108,3,1,2,Herne Hill,14
3 Azilemot Avenue,"561,000",15 Sep 2018,"395,000",Jun 2011,1.0,480,Apr 2020,599,,4,2,2,Herne Hill,14
4 Ashbourne Street,"510,000",Sep 2018,"416,000",Dec 2015,,,,182,,,,,Herne Hill,14
4/368 Autumn Street,"335,000",Sep 2018,"73,500",Jul 1998,,,,84,,,,,Herne Hill,14
22 Kedleston Road,"557,000",Sep 2018,"345,000",Sep 2014,,370,Jun 2017,573,,4,2,2,Herne Hill,14
15 Everett Close,"506,000",18 Aug 2018,"108,000",Jan 2000,1.0,370,Dec 2020,542,,3,1,2,Herne Hill,14
2/40 Heytesbury Street,"405,000",Aug 2018,"357,500",Feb 2016,,350,Nov 2018,203,105,,,,Herne Hill,14
3 Beckley Street,"504,000",11 Aug 2018,"273,000",May 2012,1.0,,,429,118,3,1,1,Herne Hill,14
2 Colville Court,"610,000",28 Jul 2018,"395,000",Apr 2015,1.0,480,Sep 2018,561,244,4,3,2,Herne Hill,14
134 Mccurdy Road,"419,000",Jul 2018,"300,000",Jul 2010,,300,Aug 2015,217,,3,1,2,Herne Hill,14
273 Church Street,"560,000",21 Jul 2018,"330,000",Apr 2015,1.0,320,Dec 2015,677,,3,1,4,Herne Hill,14
5/7 Stafford Street,"415,000",21 Jul 2018,"245,000",Mar 2009,1.0,300,Jun 2017,151,70,,,,Herne Hill,14
23 Hennessy Avenue,"555,000",21 Jul 2018,"302,000",Jul 2012,1.0,,,604,,3,2,2,Herne Hill,14
10 Marlborough Street,"550,000",Jul 2018,"330,000",Jan 2011,,350,Oct 2017,600,131,3,1,2,Herne Hill,14
3/26 Wirksworth Street,"215,500",Jul 2018,"159,000",Apr 2010,,190,Jan 2017,84,53,1,1,1,Herne Hill,14
263 Church Street,"410,500",Jul 2018,"290,000",May 2011,,300,Apr 2019,682,,2,1,1,Herne Hill,14
2/134 McCurdy Road,"495,000",Jun 2018,,,,375,Sep 2017,166,,3,2,2,Herne Hill,14
10/9 Finchaven Street,"220,000",Jun 2018,"155,000",May 2013,,260,Aug 2013,756,60,2,1,1,Herne Hill,14
17 Norwood Street,"682,000",Jun 2018,"385,000",May 2012,,390,Mar 2014,835,,3,1,3,Herne Hill,14
17 Panorama Road,"587,000",Jun 2018,"85,000",Dec 1997,,450,Feb 2021,614,,3,1,3,Herne Hill,14
4/9 Finchaven street,"200,000",Jun 2018,"180,000",Jul 2010,,230,Jan 2017,756,60,,,,Herne Hill,14
9 Joyce Parade,"617,000",Jun 2018,"410,000",Aug 2016,,350,Jul 2018,"1,020",111,3,1,2,Herne Hill,14
5 Harvey Avenue,"565,000",Jun 2018,"375,000",Oct 2014,1.0,335,Jul 2018,746,,3,1,2,Herne Hill,14
39 Norwood Street,"526,000",Jun 2018,,,,380,Aug 2018,504,,3,1,3,Herne Hill,14
47 Rix Street,"525,000",Jun 2018,"100,000",Aug 2016,,,,686,,3,1,3,Herne Hill,14
17A Ashbourne Street,"468,000",Jun 2018,,,,,,252,,2,1,1,Herne Hill,14
27 Staverly Road,"475,000",Jun 2018,,,,,,552,,3,1,,Herne Hill,14
49 Finchaven Street,"583,500",Jun 2018,"270,000",Jun 2011,,350,May 2019,786,130,3,1,2,Herne Hill,14
2/27 Rix Street,"250,000",May 2018,"210,000",Apr 2015,,240,Apr 2014,80,,,,,Herne Hill,14
3 McCurdy Road,"525,000",May 2018,"383,000",Sep 2016,1.0,,,847,,3,1,3,Herne Hill,14
12 Fraser Street,"707,500",May 2018,"540,000",Nov 2013,,,,767,206,3,2,2,Herne Hill,14
10 Fraser Street,"466,000",May 2018,"370,000",Oct 2016,,,,767,,,,,Herne Hill,14
4 Knight Avenue,"626,500",May 2018,"54,000",Oct 1987,,400,Aug 2019,714,110,3,1,2,Herne Hill,14
2/10 Bonview Avenue,"314,000",May 2018,"59,000",Mar 1988,,,,180,,,,,Herne Hill,14
338 Autumn Street,"468,000",May 2018,,,,,,632,,3,1,1,Herne Hill,14
27 Knight Avenue,"420,000",May 2018,,,,,,651,,,,,Herne Hill,14
7/35-37 Fraser Street,"295,000",May 2018,"165,000",Oct 2016,,250,May 2016,79,,,,,Herne Hill,14
29 Derby Road,"625,000",May 2018,"415,000",Dec 2016,,,,710,,3,1,2,Herne Hill,14
309 Church Street,"492,500",May 2018,"275,000",Aug 2013,,290,Jul 2012,299,,2,1,1,Herne Hill,14
25 Hunt Road,"390,000",May 2018,,,,,,912,,,,,Herne Hill,14
9 Norwood Street,"539,000",05 May 2018,,,1.0,,,492,,3,1,3,Herne Hill,14
Lot 208/355 Church Street,"392,777",May 2018,,,,,,,,,,,Herne Hill,14
37 Douglass Street,"550,000",May 2018,"357,000",Feb 2014,,345,Jan 2016,578,125,3,1,2,Herne Hill,14
6 Castleton Road,"573,500",Apr 2018,"235,000",Jun 2006,,365,Oct 2019,697,,3,1,2,Herne Hill,14
8/6-8 Stafford Street,"240,000",Apr 2018,"187,000",Feb 2010,,230,Sep 2017,82,,,,,Herne Hill,14
4/157 Minerva Road,"225,000",Apr 2018,,,,,,,,,,,Herne Hill,14
17 Hennessy Avenue,"230,000",Apr 2018,,,,,,255,,,,,Herne Hill,14
6 Matlock Street,"550,000",14 Apr 2018,"307,000",Dec 2010,1.0,330,Aug 2013,609,,3,1,1,Herne Hill,14
3/15 Buxton Road,"215,000",Apr 2018,"132,000",Oct 2006,,220,May 2019,66,,,,,Herne Hill,14
2/25 Bakewell Street,"215,000",Apr 2018,"177,000",Aug 2011,,210,Oct 2016,70,,,,,Herne Hill,14
7/9 Finchaven Street,"220,000",Apr 2018,"201,000",Nov 2011,,230,Jun 2015,756,56,2,1,,Herne Hill,14
1 Heytesbury Street,"800,000",Apr 2018,"144,000",Nov 2001,,,,581,,1,1,1,Herne Hill,14
6 Perry Court,"580,000",Apr 2018,"237,000",Apr 2006,,365,Oct 2019,611,,2,1,1,Herne Hill,14
7 Rix Street,"614,000",Mar 2018,,,,,,671,,3,1,2,Herne Hill,14
39 Kedleston Road,"521,500",Mar 2018,"147,000",Aug 2001,,370,Nov 2018,586,,1,1,1,Herne Hill,14
9/6 Stafford Street,"235,000",Mar 2018,"190,500",Mar 2010,,235,Apr 2018,81,,,,,Herne Hill,14
40 Douglass Street,"627,500",Mar 2018,"236,500",Nov 2005,,395,Dec 2013,539,,3,2,3,Herne Hill,14
Lot 1 136 McCurdy Road,"260,000",Mar 2018,,,,,,,,,,,Herne Hill,14
Lot 1 136 MCurdy Road,"260,000",Mar 2018,,,,,,,,,,,Herne Hill,14
14 Matlock Street,"540,000",Mar 2018,"220,000",Oct 2011,,400,Nov 2019,609,163,3,1,2,Herne Hill,14
64 Heytesbury Street,"510,000",Mar 2018,"287,000",Jun 2012,,,,546,104,2,1,1,Herne Hill,14
6/8 Heytesbury Street,"212,500",Mar 2018,"192,000",Jul 2014,,220,May 2017,910,51,1,1,1,Herne Hill,14
3/11 Bakewell Street,"307,500",Mar 2018,"143,000",Feb 2005,,220,Jul 2011,63,60,,,,Herne Hill,14
1/31 Ashbourne Street,"430,000",Mar 2018,"320,000",Jun 2014,,395,Sep 2019,326,94,,,,Herne Hill,14
15a Maurice Street,"581,000",Mar 2018,,,,,,,,3,1,1,Herne Hill,14
Lot 216 Alira Way,"260,000",Mar 2018,,,,,,,,,,,Herne Hill,14
16 Maurice Street,"551,500",Mar 2018,,,,330,Dec 2018,678,,3,1,1,Herne Hill,14
18 Panorama Road,"579,000",Mar 2018,"189,000",Apr 2003,,300,Dec 2015,580,,3,1,2,Herne Hill,14
