Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
20 Malinda Crescent,"520,000",Jun 2020,"335,000",Apr 2013,,,,660,118,3,1,2,Bell Park,2
1 Malinda Crescent,"560,000",Jun 2020,"395,000",Mar 2017,,365,Jul 2015,798,160,3,2,4,Bell Park,2
20 Bruce Street,"480,000",May 2020,"282,500",Aug 2013,,360,Jul 2020,676,115,3,1,1,Bell Park,2
1/3 Tallinn Street,"455,000",May 2020,,,,,,,,,,,Bell Park,2
82 Mcclelland Street,"493,000",May 2020,"390,000",Nov 2016,,360,Aug 2017,610,116,3,1,1,Bell Park,2
2 Levoca Court,"475,000",May 2020,"317,500",Mar 2015,,295,Aug 2009,600,130,4,1,4,Bell Park,2
30 Hedgeley Road,"652,500",May 2020,"489,000",Oct 2015,,,,505,,4,2,3,Bell Park,2
2 Ralph Court,"555,000",May 2020,"335,000",Apr 2008,,,,549,,,,,Bell Park,2
123 Ballarat Road,"430,000",May 2020,"125,000",Aug 2005,,,,423,,,,,Bell Park,2
13 Malinda Crescent,"367,000",May 2020,"280,000",May 2016,,,,320,,,,,Bell Park,2
9B Elsie Street,"570,000",Apr 2020,,,,,,335,,,,,Bell Park,2
1/1a Maple Crescent,"340,000",Apr 2020,,,,,,270,,,,,Bell Park,2
56 Shannahan Drive,"470,000",Apr 2020,"145,002",Feb 2012,,,,607,123,,,,Bell Park,2
15 Hammersley Road,"510,000",Apr 2020,"291,000",Feb 2000,,310,Jul 2015,580,,3,2,2,Bell Park,2
24 Nanworen Crescent,"491,500",Mar 2020,"108,500",Oct 1999,,245,Jun 2011,726,,3,1,1,Bell Park,2
4/31 Libau Avenue,"272,000",14 Mar 2020,"250,000",Sep 2018,1.0,220,Apr 2016,116,,,,,Bell Park,2
3 Hastie Avenue,"585,000",Mar 2020,,,,,,701,,,,,Bell Park,2
62 Anakie Road,"405,000",Mar 2020,,,,,,653,,,,,Bell Park,2
2/38 Maple Crescent,"539,000",Mar 2020,,,,,,223,,,,,Bell Park,2
76 Bruce Street,"489,000",Mar 2020,,,,,,153,,,,,Bell Park,2
3/29 Deakin Street,"510,000",Feb 2020,,,,,,,,,,,Bell Park,2
17 Ashleigh Crescent,"620,000",Feb 2020,,,,,,673,,4,2,3,Bell Park,2
31 Ozone Crescent,"518,000",Feb 2020,"310,000",May 2009,,350,Mar 2013,658,,5,2,1,Bell Park,2
6 Willow Crescent,"470,100",Feb 2020,"59,500",Aug 1987,,,,651,,,,,Bell Park,2
1/180 Separation Street,"510,000",Feb 2020,"482,500",Oct 2018,,,,295,,,,,Bell Park,2
1/9 Deakin Street,"345,000",Feb 2020,,,,265,Nov 2018,289,,2,1,1,Bell Park,2
71 Nicholson Crescent,"360,000",Feb 2020,"280,000",Feb 2017,1.0,,,749,,2,1,,Bell Park,2
1/106 Anakie Road,"419,000",Jan 2020,,,,400,Oct 2018,312,,3,2,2,Bell Park,2
52 Furner Avenue,"461,050",Jan 2020,,,,,,315,,2,2,3,Bell Park,2
B/24 Thorburn Street,"422,500",Jan 2020,,,,,,,,,,,Bell Park,2
1/18 Yaraan Street,"550,000",Jan 2020,,,,,,308,,3,2,2,Bell Park,2
39 Tallinn Street,"486,000",Jan 2020,,,,,,625,,,,,Bell Park,2
1-2 Dena Court,"702,000",Dec 2019,"635,000",Feb 2017,,,,626,,4,2,2,Bell Park,2
96 McClelland Street,"531,000",14 Dec 2019,"430,000",Feb 2017,1.0,410,Oct 2018,604,145,3,1,7,Bell Park,2
2/52 McClelland Street,"460,000",Dec 2019,"370,000",Jan 2017,,345,Jun 2013,302,162,,,,Bell Park,2
12 Anakie Road,"370,000",07 Dec 2019,,,1.0,,,651,,,,,Bell Park,2
12 Banfield Street,"495,000",Dec 2019,,,,,,630,,,,,Bell Park,2
20 Jabone Terrace,"510,000",Dec 2019,,,,,,643,,,,,Bell Park,2
2/4 Levoca Court,"436,000",Dec 2019,,,,,,,,,,,Bell Park,2
1/28 Almana Street,"416,000",Nov 2019,"220,000",Nov 2017,,,,337,,,,,Bell Park,2
1/40 Elsie Street,"515,000",Nov 2019,"345,000",May 2013,,380,Oct 2018,287,,,,,Bell Park,2
7 Nambet Court,"477,000",Nov 2019,"326,000",Feb 2014,,,,658,148,3,1,2,Bell Park,2
2/34 Roma Street,"370,000",Oct 2019,"315,000",May 2017,,350,Jul 2017,151,,,,,Bell Park,2
181 Separation Street,"410,000",Oct 2019,,,,,,631,,3,1,,Bell Park,2
20 Libau Avenue,"490,000",Oct 2019,"68,000",Apr 1987,,,,758,,3,1,1,Bell Park,2
15 Furner Avenue,"455,000",Oct 2019,,,,,,662,,,,,Bell Park,2
1 Hughes Street,"435,000",Oct 2019,"350,000",Sep 2014,,440,Feb 2019,406,128,4,1,1,Bell Park,2
59 Shannahan Drive,"500,000",Oct 2019,"124,000",Jun 2008,,,,545,,3,2,4,Bell Park,2
31 Deakin Street,"420,500",Oct 2019,"135,158",May 2012,,420,Sep 2019,399,,4,1,1,Bell Park,2
2/23 Maple Crescent,"405,000",Oct 2019,"280,000",Jul 2014,,310,Nov 2013,651,98,,,,Bell Park,2
32 Tallinn Street,"520,000",Sep 2019,,,,350,Nov 2019,704,,3,1,1,Bell Park,2
52-54 Furner Avenue,"540,000",Sep 2019,"157,500",Jun 2016,,,,654,,,,,Bell Park,2
3/3-5 Elsie Street,"395,000",Sep 2019,"220,000",Jun 2007,,210,Dec 2006,274,125,,,,Bell Park,2
162 Anakie Road,"437,500",Sep 2019,"394,000",Jul 2017,,,,554,,3,1,2,Bell Park,2
142 Anakie Road,"350,000",Sep 2019,"76,000",Jan 1998,,265,Feb 2011,552,,3,1,1,Bell Park,2
54 Furner Avenue,"540,000",Sep 2019,"157,500",Jun 2016,,,,338,,,,,Bell Park,2
2/13 Roma Street,"500,000",Sep 2019,,,,,,,,,,,Bell Park,2
8 Jasmine Street,"480,000",Sep 2019,,,,350,Nov 2019,767,,3,1,2,Bell Park,2
50 Furner Avenue,"530,500",Sep 2019,"405,000",Nov 2015,,,,449,139,4,2,2,Bell Park,2
49 Libau Avenue,"485,000",Sep 2019,"300,000",Oct 2011,,350,Oct 2016,685,,4,1,2,Bell Park,2
48 Bruce Street,"471,500",Sep 2019,,,,,,342,,,,,Bell Park,2
9 Curtin Street,"475,555",Aug 2019,,,,,,676,,3,1,2,Bell Park,2
37A Yaraan Street,"530,000",Aug 2019,,,,,,287,,,,,Bell Park,2
3 Castle Court,"510,000",Aug 2019,"160,000",Feb 2000,,350,Nov 2019,778,94,3,1,14,Bell Park,2
1 Milan Street,"400,000",Aug 2019,"345,000",Oct 2016,,,,228,,,,,Bell Park,2
2/38 Yaraan Street,"370,000",Aug 2019,"260,000",Apr 2008,,,,224,,2,1,1,Bell Park,2
30 Ashleigh Crescent,"490,000",Aug 2019,"287,000",Jun 2009,,,,534,139,3,1,5,Bell Park,2
9-11 Ralph Court,"526,000",Aug 2019,,,,,,547,,3,2,2,Bell Park,2
18 Curtin Street,"500,000",10 Aug 2019,,,1.0,,,676,,3,1,4,Bell Park,2
47 Libau Avenue,"455,000",Aug 2019,"270,000",Oct 2011,,340,Jan 2017,692,,3,1,6,Bell Park,2
2/45-47 Bruce Street,"375,000",Jul 2019,,,,,,,,,,,Bell Park,2
27 Jabone Terrace,"520,000",Jul 2019,"360,000",Nov 2014,,,,652,,4,2,6,Bell Park,2
70 Mcclelland Street,"578,000",Jul 2019,"175,000",Sep 2001,,,,610,,4,2,4,Bell Park,2
2/3 Alcona Court,"585,000",Jul 2019,"215,000",Jun 2008,,,,305,228,,,,Bell Park,2
26 Malcolm Street,"420,000",20 Jul 2019,,,1.0,,,617,,2,1,3,Bell Park,2
4 Banfield Street,"445,000",Jul 2019,"250,001",May 2012,1.0,250,Sep 2016,630,117,3,1,1,Bell Park,2
22 Maple Crescent,"517,000",Jul 2019,"355,000",Oct 2012,1.0,360,Dec 2017,651,126,3,1,1,Bell Park,2
70 Nanworen Crescent,"435,000",Jul 2019,"223,000",Mar 2006,,380,Jul 2019,559,100,3,1,2,Bell Park,2
4A Tallinn Street,"365,000",Jul 2019,,,,360,Apr 2019,237,,,,,Bell Park,2
1/17 Hughes Street,"487,500",Jul 2019,,,,420,Jul 2019,351,,,,,Bell Park,2
1/6 Karlovac Court,"340,000",Jul 2019,,,,330,Nov 2019,309,,,,,Bell Park,2
8 Banfield Street,"652,000",Jun 2019,"159,000",May 2003,,495,Sep 2020,630,,1,1,1,Bell Park,2
2/5 Alvena Court,"356,000",Jun 2019,"220,000",Jan 2004,,250,Sep 2009,216,,,,,Bell Park,2
45 Libau Avenue,"518,000",Jun 2019,"74,000",Apr 1991,,,,646,,3,2,4,Bell Park,2
9a Elsie Street,"490,000",Jun 2019,,,,380,Aug 2015,294,,,,,Bell Park,2
16 Nicholson Crescent,"485,000",Jun 2019,"98,000",Oct 1988,,,,544,,3,2,2,Bell Park,2
25 Libau Avenue,"495,000",Jun 2019,"310,000",Mar 2013,,380,Jul 2019,630,117,3,1,5,Bell Park,2
6 Yaraan Street,"462,000",Jun 2019,"280,000",Mar 2011,,,,630,,4,2,4,Bell Park,2
1/252 Anakie Road,"265,000",May 2019,"245,000",Nov 2015,,,,137,77,2,1,1,Bell Park,2
2/17 Hughes Street,"490,000",May 2019,,,,,,240,,,,,Bell Park,2
29 Nicholson Crescent,"482,000",May 2019,,,,,,735,,4,2,2,Bell Park,2
3/3 Karlovac Court,"420,000",04 May 2019,"325,000",Jun 2016,1.0,,,951,148,3,2,2,Bell Park,2
7 Dural Court,"487,500",04 May 2019,"101,500",Jun 1989,1.0,400,Jul 2019,745,,3,1,2,Bell Park,2
11 Ozone Crescent,"405,000",Apr 2019,,,,310,Aug 2018,648,,3,1,1,Bell Park,2
33 Barton Street,"435,000",Apr 2019,,,,350,Oct 2019,650,,3,1,5,Bell Park,2
26 Deakin Street,"610,000",Apr 2019,"409,000",Mar 2011,,,,650,,4,2,3,Bell Park,2
111 Ballarat Road,"390,000",24 Apr 2019,"255,000",Oct 2013,1.0,,,433,135,2,1,1,Bell Park,2
44 Curtin Street,"415,000",Apr 2019,"195,000",Jun 2005,,340,Apr 2019,650,102,3,1,1,Bell Park,2
112 McClelland Street,"521,000",Apr 2019,,,,,,223,,3,2,1,Bell Park,2
47 Hedgeley Road,"500,000",Apr 2019,"125,000",Dec 2005,,410,May 2019,447,,3,2,2,Bell Park,2
1 Libau Avenue,"500,500",Apr 2019,,,,440,Apr 2019,257,,3,2,2,Bell Park,2
51 Deakin Street,"420,000",Mar 2019,"203,800",Aug 2007,,340,May 2019,660,,3,1,1,Bell Park,2
1/20 Vistula Avenue,"334,000",Mar 2019,"285,000",Aug 2015,,270,Oct 2012,408,,,,,Bell Park,2
6 Vistula Avenue,"447,000",23 Mar 2019,,,1.0,300,Sep 2019,649,,3,1,3,Bell Park,2
23 Furner Avenue,"510,000",Mar 2019,"250,000",Mar 2008,,390,Dec 2016,668,,7,2,2,Bell Park,2
7 McClelland Street,"455,000",Mar 2019,"354,000",May 2016,,380,May 2019,640,135,3,1,2,Bell Park,2
51 McClelland Street,"438,000",Feb 2019,"342,500",Jan 2012,,380,Mar 2019,326,,,,,Bell Park,2
36 Alicia Street,"355,500",Feb 2019,"160,000",Jul 2004,,270,Mar 2018,604,96,3,1,1,Bell Park,2
1/41-43 Malcolm Street,"400,000",Feb 2019,,,,300,Jul 2014,304,,,,,Bell Park,2
44 Bruce Street,"510,000",Feb 2019,"127,000",Apr 2001,,FFE,"Bruce Street,",650,,4,1,5,Bell Park,2
6a Milton Street,"360,000",Feb 2019,,,,,,295,,,,,Bell Park,2
3/41-43 Malcolm Street,"440,000",Feb 2019,,,,310,Jul 2016,254,,,,,Bell Park,2
2/23 Bruce Street,"486,000",Jan 2019,,,,420,Jun 2018,257,,,,,Bell Park,2
3/48 Shannahan Drive,"410,000",Jan 2019,"317,000",Jan 2017,,,,225,,,,,Bell Park,2
21 Kaunas Street,"530,000",Jan 2019,"225,000",May 2005,,420,Feb 2019,604,165,4,1,5,Bell Park,2
5 Thorburn Street,"428,000",Jan 2019,"280,000",Jan 2011,,295,Feb 2011,400,,3,1,1,Bell Park,2
1-3 Nandina Close,"700,000",Dec 2018,,,,,,664,,4,2,6,Bell Park,2
1/1 Blyth Street,"418,100",Dec 2018,"104,000",Sep 1994,,360,Jan 2019,325,,,,,Bell Park,2
2/53 Deakin Street,"430,000",Dec 2018,,,,,,231,,,,,Bell Park,2
35 Maple Crescent,"418,000",Dec 2018,,,,,,702,,4,1,1,Bell Park,2
13 Prestige Avenue,"705,000",Dec 2018,"94,800",Nov 2002,,,,616,,4,2,2,Bell Park,2
1 & 2/207 Separation Street,"475,000",Dec 2018,,,,,,,,,,,Bell Park,2
1/207 Separation Street,"475,000",Dec 2018,,,,,,277,,3,2,2,Bell Park,2
2/40 Elsie Street,"472,000",Nov 2018,"240,000",Jul 2010,,350,Jan 2014,331,,,,,Bell Park,2
29 Banfiled Street,"515,000",Nov 2018,,,,,,,,,,,Bell Park,2
29 Banfield Street,"515,000",24 Nov 2018,,,1.0,300,Jan 2019,665,,3,1,1,Bell Park,2
1/40 Deakin Street,"365,000",Nov 2018,,,,,,261,,2,1,1,Bell Park,2
2/40 Thorburn Street,"370,000",Nov 2018,"326,500",Jul 2017,,320,Jan 2018,209,115,2,1,2,Bell Park,2
152 Anakie Road,"432,000",Nov 2018,"345,000",Aug 2015,,,,556,111,3,1,1,Bell Park,2
44 Alicia Street,"504,000",Nov 2018,"213,000",Jul 2008,,,,604,133,3,1,4,Bell Park,2
6 Nandina Close,"520,000",Nov 2018,"355,000",Apr 2007,,490,Feb 2021,554,145,3,2,2,Bell Park,2
29 Bandfield Street,"515,000",Nov 2018,,,,,,,,,,,Bell Park,2
2A Alder Crescent,"320,000",Oct 2018,,,,,,299,,,,,Bell Park,2
2/19 Tallinn Street,"460,000",Oct 2018,"320,000",Dec 2009,,430,Jan 2021,335,,,,,Bell Park,2
4 Jasmine Street,"442,000",Oct 2018,"80,500",Jan 2001,,260,May 2014,596,,2,1,4,Bell Park,2
10 Bruce Street,"492,500",Oct 2018,"370,000",Mar 2017,,,,690,,3,1,3,Bell Park,2
2/104 Anakie Road,"256,500",Oct 2018,,,,,,210,,1,1,1,Bell Park,2
29 Malinda Crescent,"481,500",Oct 2018,"368,000",Feb 2016,,,,652,109,3,2,8,Bell Park,2
27 Vistula Avenue,"466,000",Oct 2018,,,,,,604,,3,1,2,Bell Park,2
2/25 Maple Crescent,"420,000",Oct 2018,"308,000",May 2015,,350,Nov 2016,225,,,,,Bell Park,2
167 Thompson Road,"482,000",Sep 2018,"226,000",Jun 2008,,,,700,185,4,1,3,Bell Park,2
8 Amaroo Court,"423,000",Sep 2018,"300,000",Jul 2014,1.0,420,Nov 2019,656,,3,1,5,Bell Park,2
17 Jabone Terrace,"507,500",15 Sep 2018,,,1.0,,,641,,4,1,2,Bell Park,2
27 Ozone Crescent,"590,000",Sep 2018,,,,,,647,,4,2,2,Bell Park,2
25 Tallinn Street,"495,000",Sep 2018,"70,000",Oct 2002,,,,623,,4,1,2,Bell Park,2
73 Malinda Crescent,"255,000",Sep 2018,"175,000",Dec 2011,,,,545,,,,,Bell Park,2
37 Elsie Street,"430,000",08 Sep 2018,,,1.0,,,617,,3,1,4,Bell Park,2
1/86 Anakie Road,"425,000",Sep 2018,"116,000",Dec 2009,,360,Apr 2018,318,,,,,Bell Park,2
1/19 Ozone Crescent,"367,000",Sep 2018,"59,000",Oct 1986,,,,242,,,,,Bell Park,2
11 Bellavista Road,"705,000",Sep 2018,"400,000",Jul 2007,,,,666,,4,2,2,Bell Park,2
2/8 Hughes Street,"435,000",Aug 2018,,,,,,164,,2,1,1,Bell Park,2
52 Hedgeley Road,"700,000",25 Aug 2018,"175,000",Nov 2005,1.0,,,756,7014,4,2,6,Bell Park,2
2/69 Malinda Crescent,"393,000",Aug 2018,"283,500",Jun 2013,,340,Jan 2018,371,123,2,1,2,Bell Park,2
23 Wattlepark Avenue Bell Park 3215,"492,500",Aug 2018,,,,,,"6,001",6001,3,1,6,Bell Park,2
23 Wattlepark Avenue,"492,500",Aug 2018,"115,500",Oct 1994,,,,646,,3,,,Bell Park,2
13 Dena Court,"648,000",04 Aug 2018,"510,000",May 2015,1.0,460,Nov 2018,540,,4,2,2,Bell Park,2
60 Anakie Road,"507,500",Jul 2018,"245,000",Nov 2012,,339,Aug 2016,652,,3,2,6,Bell Park,2
1/32 Vistula Avenue,"391,000",Jul 2018,"323,500",Aug 2016,,360,Sep 2018,249,,,,,Bell Park,2
92/28-36 Barton Street,"365,000",Jul 2018,,,,,,,,,,,Bell Park,2
7 Narebar Street,"415,500",Jul 2018,"266,000",Feb 2010,,360,Oct 2019,255,113,3,2,2,Bell Park,2
161 Separation Street,"436,000",Jul 2018,"81,000",Apr 2001,,340,Nov 2018,640,145,3,1,2,Bell Park,2
58 Thorburn Street,"475,000",Jul 2018,,,,360,Oct 2018,630,,3,1,5,Bell Park,2
34 Shannahan Drive,"332,100",Jul 2018,,,,245,Feb 2014,320,,,,,Bell Park,2
1/24 Hughes Street,"346,500",Jun 2018,"290,000",Mar 2015,,,,276,105,,,,Bell Park,2
10 Viola Close,"705,000",23 Jun 2018,"135,000",Mar 2004,1.0,,,670,240,4,2,4,Bell Park,2
7 Viola Close,"705,000",Jun 2018,"577,500",Jul 2014,,,,673,253,4,2,2,Bell Park,2
2 Narebar Street,"401,000",Jun 2018,"250,000",Oct 2008,,,,614,,3,1,2,Bell Park,2
6/1 Alcona Court,"150,000",Jun 2018,,,,,,123,,,,,Bell Park,2
45 Prestige Avenue,"760,000",02 Jun 2018,"107,000",Mar 2003,1.0,,,748,,3,2,2,Bell Park,2
40A Shannahan Drive,"183,000",May 2018,,,,395,Aug 2019,308,,,,,Bell Park,2
5/1 Alcona Court,"145,500",May 2018,"135,000",Feb 2017,,170,Nov 2016,109,,,,,Bell Park,2
4 Nambet Court,"463,000",May 2018,"88,000",Feb 2000,,370,Feb 2017,699,,4,2,2,Bell Park,2
17 Malcolm Street,"462,000",May 2018,"290,000",Dec 2011,,330,Sep 2018,626,131,3,2,3,Bell Park,2
49 Bruce Street,"400,000",May 2018,"265,000",Nov 2014,,,,333,,3,1,2,Bell Park,2
3 Blyth Street,"472,500",May 2018,,,,,,692,,3,1,1,Bell Park,2
105 Ballarat Road,"450,000",Apr 2018,"267,000",Mar 2012,,370,Apr 2019,697,122,3,1,1,Bell Park,2
1/3 Elsie Street,"421,000",Apr 2018,"175,000",Jun 2001,,,,243,,,,,Bell Park,2
2/4 Blyth Street,"435,000",Mar 2018,,,,340,Feb 2016,233,,,,,Bell Park,2
34 Blyth Street,"450,000",Mar 2018,,,,,,,,,,,Bell Park,2
3/4 Blyth Street,"450,000",Mar 2018,,,,380,Jan 2016,285,,,,,Bell Park,2
30 Willow Crescent,"435,000",Mar 2018,,,,330,Oct 2019,678,,4,2,1,Bell Park,2
3/211 Separation Street,"363,000",Mar 2018,"272,000",Apr 2013,,280,Apr 2011,251,109,,,,Bell Park,2
3/12 Castle Court,"389,000",Mar 2018,,,,410,Dec 2020,249,,,,,Bell Park,2
2/12 Castle Court,"389,000",Mar 2018,,,,,Rent Out!.,197,,,,,Bell Park,2
Lot 2 38-46 Shannahan Drive,"165,000",Mar 2018,,,,,,,,,,,Bell Park,2
10 Roma Street,"485,000",Mar 2018,,,,,,651,,3,1,2,Bell Park,2
3 Alvena Court,"408,000",Mar 2018,"269,000",Apr 2013,,265,Feb 2010,664,120,3,1,1,Bell Park,2
12 Roma Street,"380,000",Mar 2018,"271,000",Aug 2010,1.0,,,650,80,1,1,1,Bell Park,2
12 Ashleigh Crescent,"435,000",Feb 2018,"255,000",Oct 2008,,340,Jan 2019,585,,3,1,1,Bell Park,2
5 Almana Street,"490,000",24 Feb 2018,"62,000",Dec 1995,1.0,350,Jun 2018,613,,3,1,1,Bell Park,2
27 Ralph Court,"550,000",Feb 2018,"127,000",Jan 2007,,420,Sep 2016,573,,4,2,2,Bell Park,2
28 Hedgeley Road,"690,000",Feb 2018,"130,000",Jun 2004,,,,602,,4,2,5,Bell Park,2
61 Mcclelland Street,"520,000",Feb 2018,"392,000",Dec 2015,,360,Jun 2018,781,,3,1,1,Bell Park,2
