Address,Sell Price,Sell Date,Last Sell Price,Last Sell Date,Auction,Rent Amount PW,Rent Date,Land Size SQM,Building Size SQM,Bedrooms,Toilets,Car,Suburb,Suburb_Code
54 Station Street,"550,000",Aug 2010,,,,,,,,3,2,1,RippleSide,25
1/29 Victoria Street,"640,000",Aug 2010,,,,,,,,,,,RippleSide,25
33 Holden Avenue,"540,000",Jul 2010,,,,480,Apr 2019,615,,3,2,4,RippleSide,25
4/Lothian Street,"311,000",Jul 2010,,,,,,,,,,,RippleSide,25
3 Victoria Street,"495,000",07 Jul 2010,,,1.0,290,Apr 2010,367,,3,2,2,RippleSide,25
12/209 Melbourne Road,"265,000",May 2010,,,,260,Jul 2014,"2,076",,,,,RippleSide,25
2 Balmoral Crescent,"801,000",Mar 2010,,,,,,988,,3,1,1,RippleSide,25
21 Walker Street,"875,000",Feb 2010,"415,250",Feb 2008,,300,Oct 2006,490,,4,2,2,RippleSide,25
5 Morrison Place,"415,250",Feb 2010,,,,,,,,,,,RippleSide,25
8/24 St David Street,"275,000",Jan 2010,,,,,,178,,,,,RippleSide,25
27 Balmoral Crescent,"1,260,000",Nov 2009,,,,380,May 2010,856,,4,1,2,RippleSide,25
99 Wareemba Avenue,"403,000",Nov 2009,,,,,,936,,3,2,1,RippleSide,25
1 St. David Street,"512,500",Oct 2009,,,,,,620,,3,1,2,RippleSide,25
11 St David Street,"400,000",Oct 2009,,,,,,346,,3,1,2,RippleSide,25
12 St. David Street,"400,000",Aug 2009,,,,,,,,3,1,,RippleSide,25
25 Margaret Street,"268,000",Aug 2009,,,,500,Sep 2018,337,114,3,1,,RippleSide,25
14 Vautier Street,"512,500",Jun 2009,,,,,,396,235,4,2,2,RippleSide,25
3 Brigalow Place,"485,525",May 2009,,,,,,667,,3,2,1,RippleSide,25
52 Walker Street,"650,000",Apr 2009,,,,,,488,208,3,2,2,RippleSide,25
18 Edward Street,"400,000",Mar 2009,"300,000",Oct 2004,,350,Aug 2008,432,126,3,1,3,RippleSide,25
40 Edward Street,"400,000",Nov 2008,"260,000",Nov 2002,,240,Apr 2007,434,,3,1,1,RippleSide,25
50 Walker Street,"402,000",Nov 2008,"119,000",Mar 1997,,300,Aug 2012,488,,2,1,1,RippleSide,25
48 Margaret Street,"411,000",Sep 2008,"342,000",Mar 2003,,250,May 2005,428,,3,1,4,RippleSide,25
1A Holden Avenue,"640,000",Jul 2008,,,,,,739,,,,,RippleSide,25
2 Coots Court,"307,000",Jun 2008,,,,350,Mar 2014,386,,3,1,2,RippleSide,25
2 Edward Street,"307,000",Jun 2008,,,,,,387,,3,,,RippleSide,25
8/5-7 Victoria Street,"120,000",May 2008,,,,,,183,,,,,RippleSide,25
40 Margaret Street,"725,000",May 2008,,,,,,547,,3,2,1,RippleSide,25
1/29 Walker Street,"411,000",Mar 2008,,,,,,236,,,,,RippleSide,25
211a Melbourne Road,"330,000",Nov 2007,,,,,,535,,3,2,2,RippleSide,25
2 Margaret Street,"368,000",Nov 2007,,,,,,544,,3,1,2,RippleSide,25
21 Balmoral Crescent,"1,075,000",Oct 2007,,,,,,"1,035",176,4,2,3,RippleSide,25
34 Margaret Street,"160,000",Sep 2007,,,,,,328,,,,,RippleSide,25
44-46 Walker Street,"615,000",Aug 2007,"105,500",Oct 1988,,,,732,,,,,RippleSide,25
5 Liverpool Street,"220,000",Jul 2007,"119,500",Feb 1988,,,,488,,3,1,2,RippleSide,25
45 Margaret Street,"350,000",Jun 2007,"300,000",Nov 2005,,270,Aug 2016,49,138,3,1,1,RippleSide,25
14 Liverpool Street,"630,250",Jun 2007,"589,000",Feb 2006,,,,403,215,4,3,1,RippleSide,25
46 Victoria Street,"290,000",May 2007,"250,000",Oct 2005,,,,423,385,3,3,3,RippleSide,25
10 ST DAVID Street,"361,000",Feb 2007,,,,,,734,,3,1,2,RippleSide,25
159 Melbourne Road,"395,000",Jan 2007,,,,,,274,95,,,,RippleSide,25
38 Vautier Street,"470,000",Dec 2006,,,,,,613,,4,3,1,RippleSide,25
27 Vautier Street,"332,500",Dec 2006,,,,630,Oct 2016,613,218,3,1,2,RippleSide,25
53 Margaret Street,"435,000",Nov 2006,,,,,,202,,3,,,RippleSide,25
50 Margaret Street,"425,000",Nov 2006,,,,340,Aug 2005,207,,3,1,1,RippleSide,25
52 Margaret Street,"435,000",Nov 2006,,,,375,Aug 2005,203,,3,1,1,RippleSide,25
1 Liverpool Street,"346,000",Oct 2006,,,,,,249,,3,1,2,RippleSide,25
4/13 Balmoral Crescent,"830,000",Aug 2006,"505,000",Jul 2000,,500,May 2007,"1,852",,,,,RippleSide,25
3/5 Victoria Street,"330,000",May 2006,,,,,,146,,,,,RippleSide,25
3/5-7 Victoria Street,"330,000",May 2006,,,,395,Jan 2018,146,,,,,RippleSide,25
5 HOLDEN Avenue,"490,000",Apr 2006,"357,000",Oct 2004,,225,Oct 2006,238,,3,1,1,RippleSide,25
28 Margaret Street,"275,000",Apr 2006,"57,500",Nov 1987,,290,Jul 2014,422,,4,1,2,RippleSide,25
37 Holden Avenue,"429,000",Dec 2005,,,,,,581,,3,,,RippleSide,25
38 Walker Street,"306,000",Dec 2005,"55,500",Aug 1984,,,,488,187,4,1,3,RippleSide,25
23 Walker Street,"450,000",Oct 2005,,,,500,Sep 2012,494,,4,2,2,RippleSide,25
15 Balmoral Crescent,"1,625,000",Aug 2005,"370,000",Feb 1997,,,,"1,153",,3,2,2,RippleSide,25
15 Liverpool Street,"467,000",Aug 2005,,,,,,590,,3,2,1,RippleSide,25
13 Margaret Street,"257,000",May 2005,,,,430,Jan 2021,432,92,3,1,,RippleSide,25
