address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
115 Ghazeepore Road,Waurn Ponds,4,2,2,949,0,"$667,000 ",21-Mar-20,,,,,
24-26 Grange Park Drive,Waurn Ponds,5,3,4,1731,0,"$1,045,000 ",18-Jun-20,,,,,
4 Grenache Drive,Waurn Ponds,5,3,2,641,4,"$700,000 ",30-Oct-19,,,,,
30 Ironbark Street,Waurn Ponds,3,2,2,583,0,"$675,000 ",16-Jan-20,,,,,
1 Katelyn Court,Waurn Ponds,3,2,1,322,111.4836,"$530,000 ",5-Mar-20,,,,,
141 Lemins Road,Waurn Ponds,4,3,8,10117,0,"$1,560,000 ",10-Apr-19,,,,,
3 McLaren Court,Waurn Ponds,4,2,7,3186,291,"$1,010,000 ",3-Sep-19,,,,,
5-6 McLaren Court,Waurn Ponds,6,2,3,1885,0,"$1,115,000 ",23-Feb-19,,,,,
4 Merlot Street,Waurn Ponds,3,2,2,480,0,"$630,500 ",16-Dec-19,,,,,
5 Merlot Street,Waurn Ponds,0,2,2,612,0,"$677,000 ",13-Jun-19,,,,,
17 Merlot Street,Waurn Ponds,4,2,3,612,0,"$760,000 ",18-Dec-19,,,,,
15 Monterey Drive,Waurn Ponds,4,2,2,673,0,"$710,000 ",21-Dec-19,,,,,
34 Monterey Drive,Waurn Ponds,4,2,2,729,0,"$620,000 ",11-Oct-19,,,,,
49 Monterey Drive,Waurn Ponds,4,3,2,801,0,"$770,000 ",24-Nov-19,,,,,
50 Monterey Drive,Waurn Ponds,4,2,2,680,0,"$650,000 ",30-Oct-19,,,,,
51 Monterey Drive,Waurn Ponds,4,2,4,817,0,"$760,000 ",1-Feb-20,,,,,
8 Mumm Street,Waurn Ponds,4,2,2,577,19,"$550,000 ",14-Dec-19,,,,,
12 Mumm Street,Waurn Ponds,3,2,2,595,22,"$579,000 ",4-May-20,,,,,
4 Muscat Place,Waurn Ponds,3,1,1,357,0,"$457,000 ",1-Jun-19,,,,,
51 Oakwood Crescent,Waurn Ponds,3,2,1,313,0,"$480,000 ",23-Feb-20,,,,,
70 Paget Road,Waurn Ponds,4,2,4,20855,0,"$1,160,100 ",28-Oct-19,,,,,
33 Peppertree Rise,Waurn Ponds,4,2,2,677,0,"$590,000 ",13-Jun-19,,,,,
15 Pinot Street,Waurn Ponds,4,2,2,582,0,"$575,000 ",9-Jul-19,,,,,
16 Pinot Street,Waurn Ponds,3,2,2,531,0,"$635,000 ",22-Aug-19,,,,,
7 Rene Street,Waurn Ponds,3,2,2,513,216.62,"$635,000 ",12-Apr-19,,,,,
1 Resolute Drive,Waurn Ponds,3,2,2,450,0,"$507,000 ",25-Jun-19,,,,,
14 Resolute Drive,Waurn Ponds,5,2,1,387,0,"$540,000 ",28-Jun-19,,,,,
74 Rossack Drive,Waurn Ponds,4,2,2,612,0,"$575,000 ",1-Jun-20,,,,,
122 Rossack Drive,Waurn Ponds,4,2,2,699,362.3219,"$745,000 ",15-Apr-20,,,,,
32 Shiraz Drive,Waurn Ponds,3,1,1,356,0,"$460,000 ",27-Mar-20,,,,,
7 Sugargum Drive,Waurn Ponds,4,2,2,674,0,"$599,000 ",14-Feb-19,,,,,
6 Tannin Way,Waurn Ponds,4,2,2,524,0,"$545,000 ",11-Aug-20,,,,,
31 Tannin Way,Waurn Ponds,4,2,2,569,22,"$630,000 ",31-Jan-19,,,,,
43 Tannin Way,Waurn Ponds,3,2,2,457,0,"$520,000 ",20-Nov-19,,,,,
4 The Vineyard ,Waurn Ponds,4,2,2,740,0,"$740,000 ",12-Apr-19,,,,,
19 The Vineyard ,Waurn Ponds,3,2,1,386,0,"$520,000 ",9-May-20,,,,,
24 The Vineyard ,Waurn Ponds,3,2,2,412,0,"$549,990 ",1-Jun-19,,,,,
12-13 Traminer Court,Waurn Ponds,5,3,4,1680,0,"$1,510,000 ",23-Jan-19,,,,,
5 Tree Street,Waurn Ponds,3,1,2,360,0,"$509,000 ",12-Jan-19,,,,,
17 Tree Street,Waurn Ponds,3,2,2,399,0,"$575,500 ",18-Feb-20,,,,,
1-2 Tuscan Court,Waurn Ponds,5,2,4,1404,0,"$880,000 ",16-Jul-19,,,,,
7-8 Tuscan Court,Waurn Ponds,5,2,2,2382,0,"$1,025,000 ",3-Feb-20,,,,,
10 Vintage Court,Waurn Ponds,3,3,2,534,0,"$640,000 ",14-Sep-19,,,,,
6 Viogner Place,Waurn Ponds,4,2,2,797,199,"$575,000 ",17-Sep-19,,,,,
17 Viogner Place,Waurn Ponds,5,2,2,754,22,"$675,000 ",11-Oct-19,,,,,
19 Viogner Place,Waurn Ponds,3,1,2,357,0,"$475,000 ",8-Oct-19,,,,,
17 Willesden Drive,Waurn Ponds,3,2,2,766,0,"$615,000 ",7-Jul-20,,,,,
20 Willesden Drive,Waurn Ponds,5,2,2,914,0,"$680,000 ",5-Sep-19,,,,,
47 Willesden Drive,Waurn Ponds,5,2,2,659,0,"$705,000 ",4-Sep-19,,,,,
