address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
9B Elsie Street,Bell Park,3,2,2,315,0,"$570,000 ",24-Mar-20,,,,,
16 Elsie Street,Bell Park,3,1,0,630,0,"$495,000 ",29-Nov-19,,,,,
15 Furner Avenue,Bell Park,3,1,2,661,0,"$455,000 ",1-Oct-19,,,,,
23 Furner Avenue,Bell Park,7,2,2,668,0,"$510,000 ",5-Mar-19,,,,,
50 Furner Avenue,Bell Park,4,2,2,450,0,"$530,500 ",28-Aug-19,,,,,
52 Furner Avenue,Bell Park,2,2,3,315,0,"$461,050 ",18-Dec-19,,,,,
54 Furner Avenue,Bell Park,3,2,2,339,2270,"$540,000 ",17-Aug-19,,,,,
15 Hammersley Road,Bell Park,3,2,3,580,14,"$510,000 ",16-Mar-20,,,,,
3 Hastie Avenue,Bell Park,3,2,4,697,0,"$585,000 ",12-Mar-20,,,,,
30 Hedgeley Road,Bell Park,4,2,3,505,0,"$652,500 ",21-May-20,,,,,
40 Hedgeley Road,Bell Park,4,2,2,604,0,"$750,000 ",10-Jul-20,,,,,
47 Hedgeley Road,Bell Park,3,3,1,447,0,"$500,000 ",30-Mar-19,,,,,
20 Jabone Terrace,Bell Park,3,1,3,643,0,"$510,000 ",5-Dec-19,,,,,
27 Jabone Terrace,Bell Park,4,2,6,652,0,"$520,000 ",12-Jul-19,,,,,
8 Jasmine Street,Bell Park,3,1,2,767,0,"$480,000 ",6-Sep-19,,,,,
21 Karlovac Court,Bell Park,3,2,7,565,116,"$510,000 ",20-Jun-20,,,,,
2 Levoca Court,Bell Park,3,1,4,603,121,"$475,000 ",1-May-20,,,,,
20 Libau Avenue,Bell Park,3,1,1,758,0,"$490,000 ",28-Oct-19,,,,,
25 Libau Avenue,Bell Park,3,1,1,628,0,"$495,000 ",28-May-19,,,,,
45 Libau Avenue,Bell Park,3,2,4,646,0,"$518,000 ",31-May-19,,,,,
47 Libau Avenue,Bell Park,3,1,6,692,12,"$455,000 ",17-Jul-19,,,,,
49 Libau Avenue,Bell Park,4,1,2,685,0,"$485,000 ",5-Sep-19,,,,,
7 Malcolm Street,Bell Park,3,1,1,629,0,"$432,500 ",23-Dec-19,,,,,
13A Malcolm Street,Bell Park,3,0,0,344,0,"$227,500 ",31-Jan-19,,,,,
26 Malcolm Street,Bell Park,2,1,1,617,0,"$410,000 ",27-Jul-19,,,,,
1 Malinda Crescent,Bell Park,3,2,4,798,0,"$560,000 ",12-May-20,,,,,
13 Malinda Crescent,Bell Park,2,1,1,319,122,"$367,000 ",2-May-20,,,,,
20 Malinda Crescent,Bell Park,3,1,2,660,0,"$520,000 ",1-May-20,,,,,
23 Malinda Crescent,Bell Park,3,2,2,636,0,"$530,000 ",1-Jul-20,,,,,
22 Maple Crescent,Bell Park,3,1,1,650,0,"$515,000 ",7-Jun-19,,,,,
7 McClelland Street,Bell Park,3,1,1,651,135,"$455,000 ",14-Feb-19,,,,,
70 McClelland Street,Bell Park,4,2,1,609,0,"$578,000 ",19-Jul-19,,,,,
82 McClelland Street,Bell Park,3,1,1,609,0,"$493,000 ",25-May-20,,,,,
96 McClelland Street,Bell Park,3,1,3,603,0,"$530,000 ",14-Dec-19,,,,,
112 McClelland Street,Bell Park,3,2,1,223,0,"$521,000 ",30-Mar-19,,,,,
1 Milan Street,Bell Park,2,1,1,228,0,"$400,000 ",11-Aug-19,,,,,
1 Milton Street,Bell Park,3,2,1,483,0,"$560,000 ",3-Aug-20,,,,,
7 Nambet Court,Bell Park,3,1,2,658,0,"$477,000 ",3-Nov-19,,,,,
12 Nambet Court,Bell Park,3,2,2,650,0,"$465,000 ",16-Jul-20,,,,,
24 Nanworen Crescent,Bell Park,3,1,4,726,0,"$491,500 ",13-Mar-20,,,,,
54 Nanworen Crescent,Bell Park,3,2,2,561,0,"$525,000 ",3-Jul-20,,,,,
70 Nanworen Crescent,Bell Park,3,1,1,559,0,"$435,000 ",12-Jul-19,,,,,
16 Nicholson Crescent,Bell Park,3,2,1,544,0,"$485,000 ",4-Jun-19,,,,,
29 Nicholson Crescent,Bell Park,4,2,2,735,0,"$482,000 ",21-May-19,,,,,
71 Nicholson Crescent,Bell Park,2,1,1,748,0,"$360,000 ",19-Dec-19,,,,,
11 Ozone Crescent,Bell Park,3,1,1,649,0,"$405,000 ",30-Apr-19,,,,,
31 Ozone Crescent,Bell Park,3,2,4,650,0,"$518,000 ",7-Feb-20,,,,,
25 Prestige Avenue,Bell Park,4,2,4,631,0,"$715,000 ",15-May-20,,,,,
36 Prestige Avenue,Bell Park,4,2,2,683,278.7091,"$550,000 ",13-Jul-19,,,,,
68 Prestige Avenue,Bell Park,5,3,2,666,37.1612,"$732,000 ",23-Jan-20,,,,,
2 Ralph Court,Bell Park,3,2,2,549,0,"$555,000 ",27-Apr-20,,,,,
9-11 Ralph Court,Bell Park,3,2,2,547,0,"$526,000 ",12-Aug-19,,,,,
13A Roma Street,Bell Park,3,0,0,361,0,"$500,000 ",9-Sep-19,,,,,
13B Roma Street,Bell Park,3,0,0,290,0,"$493,000 ",26-Jun-19,,,,,
4 Samuel Close,Bell Park,4,2,6,823,195,"$666,000 ",23-Jun-20,,,,,
144 Separation Street,Bell Park,3,1,3,603,0,"$460,000 ",5-Jun-20,,,,,
181 Separation Street,Bell Park,3,1,0,631,0,"$410,000 ",28-Oct-19,,,,,
23 Shannahan Drive,Bell Park,4,2,2,676,185.8061,"$560,000 ",19-Nov-19,,,,,
56 Shannahan Drive,Bell Park,3,2,2,607,0,"$470,000 ",19-Apr-20,,,,,
59 Shannahan Drive,Bell Park,3,2,2,545,0,"$500,000 ",7-Oct-19,,,,,
9 Stella Court,Bell Park,3,2,0,585,0,"$500,000 ",8-Nov-19,,,,,
13 Stella Court,Bell Park,0,1,2,350,0,"$510,000 ",12-Jun-20,,,,,
24 Tallinn Street,Bell Park,3,1,1,604,0,"$431,000 ",11-Oct-19,,,,,
25 Tallinn Street,Bell Park,4,1,2,266,0,"$495,000 ",12-Dec-19,,,,,
39 Tallinn Street,Bell Park,3,1,1,627,0,"$486,000 ",12-Jan-20,,,,,
24A Thorburn Street,Bell Park,2,0,0,177,0,"$430,000 ",4-May-19,,,,,
24B Thorburn Street,Bell Park,2,0,0,180,0,"$422,500 ",3-Jan-20,,,,,
45A Thorburn Street,Bell Park,3,2,0,339,0,"$517,500 ",10-Jun-20,,,,,
45B Thorburn Street,Bell Park,3,0,0,291,0,"$520,000 ",25-Feb-20,,,,,
1/54 Thorburn Street,Bell Park,2,1,1,285,0,"$440,000 ",6-Apr-20,,,,,
67B Thorburn Street,Bell Park,3,0,0,280,0,"$485,000 ",18-Nov-19,,,,,
6 Vistula Avenue,Bell Park,3,1,3,651,0,"$447,000 ",23-Mar-19,,,,,
6 Willow Crescent,Bell Park,3,1,6,651,0,"$470,100 ",19-Feb-20,,,,,
6 Yaraan Street,Bell Park,4,2,4,630,0,"$462,000 ",14-May-19,,,,,
37A Yaraan Street,Bell Park,3,2,2,288,0,"$530,000 ",29-Aug-19,,,,,
44 Yaraan Street,Bell Park,4,1,1,618,0,"$410,000 ",8-Apr-20,,,,,
