address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
25 Darriwill Street,Bell Post Hill,3,1,3,623,139.3546,"$467,500 ",8-Jul-20,,,,,
51 Darriwill Street,Bell Post Hill,4,1,5,575,0,"$490,000 ",30-Oct-19,,,,,
67 Darriwill Street,Bell Post Hill,3,1,0,626,0,"$436,000 ",23-Aug-19,,,,,
83 Darriwill Street,Bell Post Hill,3,2,2,624,0,"$480,000 ",9-Sep-19,,,,,
87 Darriwill Street,Bell Post Hill,5,2,1,626,0,"$418,000 ",16-Oct-19,,,,,
98 Darriwill Street,Bell Post Hill,4,1,1,550,0,"$415,000 ",20-Apr-20,,,,,
6 Eagleview Crescent,Bell Post Hill,3,1,2,1045,0,"$620,000 ",21-Feb-20,,,,,
23 Edison Road,Bell Post Hill,0,2,2,522,0,"$605,000 ",11-Jul-20,,,,,
43 Edison Road,Bell Post Hill,3,2,2,538,0,"$450,000 ",28-Mar-19,,,,,
6 Ernest Street,Bell Post Hill,3,1,6,650,104.5,"$475,000 ",26-Mar-20,,,,,
27 Ernest Street,Bell Post Hill,4,1,1,643,0,"$375,000 ",23-May-19,,,,,
31 Ernest Street,Bell Post Hill,5,2,2,651,0,"$572,500 ",4-Jun-19,,,,,
72 Ernest Street,Bell Post Hill,4,2,3,657,0,"$470,000 ",23-Apr-20,,,,,
91 Ernest Street,Bell Post Hill,3,1,4,647,0,"$560,000 ",29-Feb-20,,,,,
100 Ernest Street,Bell Post Hill,3,2,1,647,0,"$510,000 ",17-Oct-19,,,,,
25 Fairy Street,Bell Post Hill,3,1,2,628,0,"$494,000 ",7-Aug-20,,,,,
34 Fairy Street,Bell Post Hill,3,1,1,636,0,"$508,500 ",16-May-20,,,,,
72 Fairy Street,Bell Post Hill,3,1,2,636,0,"$510,000 ",23-Jan-19,,,,,
88 Fairy Street,Bell Post Hill,3,1,1,634,0,"$490,000 ",25-Oct-19,,,,,
96 Fairy Street,Bell Post Hill,3,1,3,636,0,"$486,000 ",13-Jul-20,,,,,
8 Gotemba Road,Bell Post Hill,4,2,3,648,0,"$793,000 ",7-Mar-20,,,,,
12 Gotemba Road,Bell Post Hill,3,2,1,566,0,"$575,000 ",28-Jul-20,,,,,
13 Jedda Street,Bell Post Hill,4,2,2,705,0,"$515,000 ",24-Apr-19,,,,,
31 Jedda Street,Bell Post Hill,3,1,4,698,0,"$485,000 ",7-Jun-19,,,,,
38 Jedda Street,Bell Post Hill,2,1,1,643,950,"$430,000 ",2-Aug-19,,,,,
39B Jedda Street,Bell Post Hill,3,1,2,291,0,"$422,000 ",25-Sep-19,,,,,
60 Jedda Street,Bell Post Hill,3,1,1,645,645,"$427,500 ",19-Feb-20,,,,,
3 Kansas Avenue,Bell Post Hill,3,2,1,538,0,"$560,000 ",14-Nov-19,,,,,
5 Kansas Avenue,Bell Post Hill,4,1,2,555,0,"$370,000 ",7-Jul-20,,,,,
40 Kansas Avenue,Bell Post Hill,4,1,3,540,0,"$447,000 ",9-Apr-19,,,,,
45 Kansas Avenue,Bell Post Hill,3,1,1,540,0,"$452,500 ",13-May-19,,,,,
46 Kansas Avenue,Bell Post Hill,3,1,5,533,0,"$465,000 ",30-Apr-20,,,,,
67 Kansas Avenue,Bell Post Hill,3,1,3,539,0,"$479,000 ",16-Feb-19,,,,,
97 Kansas Avenue,Bell Post Hill,3,1,2,538,0,"$460,000 ",10-Oct-19,,,,,
16 Kinlock Street,Bell Post Hill,3,1,4,622,0,"$500,000 ",22-Jul-20,,,,,
23 Kinlock Street,Bell Post Hill,3,1,2,551,0,"$399,000 ",7-Mar-19,,,,,
30 Kinlock Street,Bell Post Hill,3,1,1,619,0,"$330,000 ",9-Oct-19,,,,,
38 Kinlock Street,Bell Post Hill,3,1,6,620,0,"$480,000 ",15-Feb-19,,,,,
42 Kinlock Street,Bell Post Hill,2,1,0,767,0,"$390,000 ",13-Feb-19,,,,,
49 Kinlock Street,Bell Post Hill,3,2,2,569,0,"$562,500 ",11-May-20,,,,,
80 Kinlock Street,Bell Post Hill,3,1,1,595,0,"$482,000 ",9-Sep-19,,,,,
31 Leila Crescent,Bell Post Hill,3,2,2,572,0,"$550,000 ",16-Apr-20,,,,,
44 Leila Crescent,Bell Post Hill,4,2,2,671,0,"$535,000 ",9-Apr-20,,,,,
34 Liston Street,Bell Post Hill,3,1,2,646,0,"$405,000 ",26-Jun-19,,,,,
71 Liston Street,Bell Post Hill,3,1,1,649,0,"$450,000 ",5-Feb-19,,,,,
90 Liston Street,Bell Post Hill,3,1,2,571,0,"$399,600 ",17-Jan-19,,,,,
11 Molloy Court,Bell Post Hill,3,2,2,427,0,"$592,000 ",1-Mar-19,,,,,
15 Molloy Court,Bell Post Hill,3,2,6,428,0,"$590,000 ",16-Apr-19,,,,,
19 Molloy Court,Bell Post Hill,3,2,3,440,0,"$640,000 ",11-Aug-20,,,,,
58 Neil Street,Bell Post Hill,3,1,0,623,0,"$460,000 ",21-Aug-19,,,,,
61 Neil Street,Bell Post Hill,3,1,4,633,0,"$441,000 ",16-Nov-19,,,,,
72 Neil Street,Bell Post Hill,3,1,1,623,0,"$457,500 ",23-May-20,,,,,
96 Neil Street,Bell Post Hill,3,1,3,631,0,"$455,000 ",9-Nov-19,,,,,
97 Neil Street,Bell Post Hill,3,1,3,646,0,"$550,000 ",7-May-20,,,,,
98A Neil Street,Bell Post Hill,3,2,2,306,0,"$515,000 ",1-Jun-20,,,,,
3 Newton Avenue,Bell Post Hill,3,1,2,543,0,"$420,000 ",24-Jul-19,,,,,
7 Newton Avenue,Bell Post Hill,3,1,2,539,0,"$460,000 ",17-Dec-19,,,,,
24 Newton Avenue,Bell Post Hill,4,2,1,527,0,"$477,000 ",6-Feb-20,,,,,
43 Newton Avenue,Bell Post Hill,3,1,2,542,0,"$432,000 ",9-Jun-20,,,,,
45 Newton Avenue,Bell Post Hill,2,1,5,535,13,"$484,092 ",19-Feb-20,,,,,
70 Newton Avenue,Bell Post Hill,5,3,8,849,120,"$850,000 ",4-Apr-20,,,,,
8 Peter Street,Bell Post Hill,3,2,2,656,0,"$638,000 ",14-Dec-19,,,,,
5 Pratt Court,Bell Post Hill,4,2,2,820,177,"$540,000 ",24-Jun-19,,,,,
10 Rita Court,Bell Post Hill,3,2,2,559,0,"$785,000 ",31-Jan-20,,,,,
49 Rollins Road,Bell Post Hill,3,1,3,558,0,"$468,000 ",20-Mar-19,,,,,
50 Rollins Road,Bell Post Hill,3,1,5,589,139.3546,"$440,000 ",4-Feb-19,,,,,
112 Rollins Road,Bell Post Hill,4,1,2,613,0,"$505,000 ",19-Feb-19,,,,,
115 Rollins Road,Bell Post Hill,4,2,6,825,0,"$525,000 ",27-May-19,,,,,
126 Rollins Road,Bell Post Hill,3,2,4,684,684,"$599,000 ",14-Feb-20,,,,,
130 Rollins Road,Bell Post Hill,4,2,2,677,186,"$575,000 ",22-Feb-20,,,,,
136 Rollins Road,Bell Post Hill,3,1,1,598,120.774,"$535,000 ",19-Mar-19,,,,,
1A Ruhamah Avenue,Bell Post Hill,3,2,2,213,0,"$575,000 ",15-Jul-19,,,,,
6 Ruhamah Avenue,Bell Post Hill,4,2,2,654,0,"$590,000 ",22-Jul-20,,,,,
49 Ruhamah Avenue,Bell Post Hill,3,1,1,625,0,"$485,000 ",5-Jun-20,,,,,
58 Ruhamah Avenue,Bell Post Hill,3,1,2,621,0,"$485,000 ",9-May-19,,,,,
61 Ruhamah Avenue,Bell Post Hill,3,1,3,629,0,"$445,000 ",31-May-19,,,,,
64 Ruhamah Avenue,Bell Post Hill,0,0,0,623,0,"$410,000 ",23-Jul-20,,,,,
72 Ruhamah Avenue,Bell Post Hill,3,1,3,620,0,"$452,500 ",31-Jan-19,,,,,
98 Ruhamah Avenue,Bell Post Hill,3,2,7,625,0,"$525,000 ",23-Apr-20,,,,,
6 Rushden Close,Bell Post Hill,3,1,4,595,0,"$485,000 ",30-Jul-19,,,,,
36 Tova Avenue,Bell Post Hill,0,0,0,594,0,"$320,000 ",25-Jun-20,,,,,
38 Ward Street,Bell Post Hill,3,1,4,585,0,"$570,000 ",23-Jan-19,,,,,
1 Wolseley Grove,Bell Post Hill,3,2,3,683,0,"$473,000 ",11-Jun-20,,,,,
8 Wolseley Grove,Bell Post Hill,3,1,0,653,149,"$370,000 ",10-Jan-19,,,,,
