address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
192 Barwarre Road,Grovedale,3,2,8,531,0,"$510,000 ",30-Jun-20,,,,,
216 Barwarre Road,Grovedale,3,1,2,381,0,"$489,000 ",27-Feb-20,,,,,
8 Beltana Street,Grovedale,3,1,1,553,0,"$452,500 ",20-Feb-19,,,,,
13 Beltana Street,Grovedale,3,1,2,638,0,"$438,000 ",8-Jan-19,,,,,
21 Beltana Street,Grovedale,4,2,1,635,0,"$440,000 ",21-Aug-19,,,,,
28 Beltana Street,Grovedale,3,1,2,569,0,"$392,000 ",3-Aug-19,,,,,
7 Benari Court,Grovedale,5,2,1,1106,0,"$580,000 ",5-Jul-19,,,,,
8 Beringa Avenue,Grovedale,3,1,5,658,0,"$480,000 ",13-Sep-19,,,,,
17 Beringa Avenue,Grovedale,3,1,1,686,0,"$450,500 ",30-Apr-19,,,,,
27 Beringa Avenue,Grovedale,3,2,3,630,0,"$510,000 ",13-Jul-20,,,,,
20 Bickford Road,Grovedale,4,2,2,653,0,"$545,000 ",10-Jan-19,,,,,
51 Bickford Road,Grovedale,4,1,1,653,0,"$467,000 ",31-Jul-19,,,,,
80 Bickford Road,Grovedale,3,2,2,653,0,"$560,000 ",24-Jan-20,,,,,
13 Bieske Road,Grovedale,4,2,4,665,0,"$600,000 ",18-Jun-20,,,,,
36 Bieske Road,Grovedale,3,2,2,587,0,"$442,500 ",24-Jun-19,,,,,
1/49 Bieske Road,Grovedale,3,1,2,289,0,"$425,000 ",14-Nov-19,,,,,
53 Bieske Road,Grovedale,3,2,2,775,0,"$530,000 ",14-Jun-19,,,,,
2 Binalong Court,Grovedale,4,3,2,742,0,"$715,000 ",17-Sep-19,,,,,
8 Binalong Court,Grovedale,3,1,2,596,0,"$545,500 ",16-Jul-20,,,,,
9 Binalong Court,Grovedale,3,2,2,532,0,"$492,000 ",13-Mar-19,,,,,
17 Birkenhead Drive,Grovedale,3,2,1,599,0,"$507,000 ",7-Apr-20,,,,,
1 Birrilee Court,Grovedale,3,2,3,723,0,"$460,000 ",31-Oct-19,,,,,
1 Blair Court,Grovedale,3,1,4,544,0,"$450,000 ",22-Mar-19,,,,,
9 Booral Court,Grovedale,3,1,0,642,0,"$435,000 ",8-Jan-20,,,,,
5 Bradley Place,Grovedale,4,2,2,812,0,"$620,000 ",24-Oct-19,,,,,
14 Brettim Boulevard,Grovedale,3,2,2,426,0,"$545,000 ",19-Sep-19,,,,,
16 Brettim Boulevard,Grovedale,3,2,2,342,0,"$540,000 ",16-Dec-19,,,,,
18 Brettim Boulevard,Grovedale,3,2,2,332,0,"$260,000 ",10-Feb-20,,,,,
31 Brettim Boulevard,Grovedale,3,2,0,322,0,"$545,000 ",26-Sep-19,,,,,
2 Briar Court,Grovedale,4,2,1,638,0,"$515,000 ",12-Feb-19,,,,,
26 Burdoo Drive,Grovedale,3,2,2,673,127,"$515,000 ",22-Mar-19,,,,,
48 Burdoo Drive,Grovedale,3,2,2,618,0,"$527,500 ",12-May-20,,,,,
87 Burdoo Drive,Grovedale,3,2,3,657,0,"$450,000 ",1-Nov-19,,,,,
103 Burdoo Drive,Grovedale,3,2,3,623,0,"$465,000 ",18-Jun-20,,,,,
107 Burdoo Drive,Grovedale,3,1,2,631,0,"$370,000 ",25-May-19,,,,,
134 Burdoo Drive,Grovedale,3,1,1,602,0,"$460,000 ",26-Jun-20,,,,,
11 Burke Court,Grovedale,3,2,2,652,0,"$525,000 ",22-Jan-20,,,,,
13 Burke Court,Grovedale,3,2,2,765,0,"$200,000 ",19-Oct-19,,,,,
1 Burleigh Drive,Grovedale,4,2,4,767,0,"$485,000 ",26-Nov-19,,,,,
22 Burleigh Drive,Grovedale,3,1,1,648,0,"$445,000 ",1-May-19,,,,,
23 Burleigh Drive,Grovedale,3,2,2,667,0,"$415,000 ",26-Jul-19,,,,,
25 Burleigh Drive,Grovedale,3,2,2,675,184,"$585,000 ",31-Aug-20,,,,,
31 Burleigh Drive,Grovedale,3,2,2,667,0,"$525,000 ",18-Nov-19,,,,,
44 Burleigh Drive,Grovedale,3,1,0,650,0,"$400,000 ",27-Aug-19,,,,,
19-20 Cadarga Court,Grovedale,3,2,2,658,0,"$665,000 ",21-Jan-20,,,,,
8 Camira Court,Grovedale,3,2,2,861,0,"$535,000 ",16-Oct-19,,,,,
14 Camira Court,Grovedale,4,2,2,698,0,"$600,000 ",28-Jun-20,,,,,
1 Carnarvon Drive,Grovedale,4,1,3,639,0,"$425,000 ",16-Aug-19,,,,,
14 Carnarvon Drive,Grovedale,4,3,1,577,0,"$518,000 ",20-Jul-20,,,,,
16 Carnarvon Drive,Grovedale,3,1,2,584,0,"$455,000 ",18-Jul-19,,,,,
18 Carnarvon Drive,Grovedale,3,1,1,592,0,"$400,000 ",1-Aug-19,,,,,
19 Carnarvon Drive,Grovedale,3,1,2,677,0,"$477,500 ",12-Jun-19,,,,,
16 Carstairs Close,Grovedale,3,2,2,646,0,"$538,500 ",6-Nov-19,,,,,
22 Carstairs Close,Grovedale,4,2,4,722,0,"$620,000 ",25-Jun-19,,,,,
27 Carstairs Close,Grovedale,3,1,1,406,0,"$451,000 ",24-Jul-20,,,,,
28 Carstairs Close,Grovedale,3,1,1,416,0,"$435,000 ",20-Sep-19,,,,,
9 Church Street,Grovedale,3,2,4,655,0,"$530,000 ",4-Oct-19,,,,,
25 Church Street,Grovedale,3,1,2,664,0,"$430,000 ",8-May-19,,,,,
42 Church Street,Grovedale,3,1,2,668,0,"$470,000 ",28-May-19,,,,,
54 Church Street,Grovedale,4,2,4,3194,0,"$1,050,000 ",3-Jul-19,,,,,
81 Church Street,Grovedale,3,1,2,682,0,"$415,000 ",28-Aug-19,,,,,
154 Church Street,Grovedale,4,2,2,656,0,"$590,000 ",4-Mar-20,,,,,
9 Clementine Court,Grovedale,3,2,2,480,0,"$535,000 ",17-Jul-19,,,,,
15-16 Clementine Court,Grovedale,3,2,2,505,0,"$550,000 ",16-Oct-19,,,,,
2 Clover Court,Grovedale,3,2,2,641,0,"$592,000 ",22-Jun-19,,,,,
13 Coolalie Court,Grovedale,0,0,0,674,0,"$375,000 ",10-Jun-20,,,,,
5 Corowa Court,Grovedale,4,2,4,1000,0,"$602,500 ",25-Mar-20,,,,,
11 Coventry Court,Grovedale,4,1,2,822,0,"$473,000 ",2-Jul-20,,,,,
13 Dalyston Street,Grovedale,3,2,2,727,0,"$520,000 ",18-Oct-19,,,,,
7 Daventry Avenue,Grovedale,3,1,1,624,0,"$475,000 ",15-Jun-20,,,,,
5-7 Dennys Court,Grovedale,3,2,2,417,0,"$558,000 ",21-Mar-19,,,,,
18 Diaz Drive,Grovedale,3,2,3,563,17,"$575,000 ",26-Jul-19,,,,,
20 Diaz Drive,Grovedale,3,2,2,563,208.83,"$605,000 ",28-Jul-20,,,,,
22 Diaz Drive,Grovedale,3,2,2,563,0,"$587,000 ",10-Jul-19,,,,,
29 Diaz Drive,Grovedale,4,2,2,543,0,"$575,000 ",23-Apr-20,,,,,
40 Diaz Drive,Grovedale,4,2,2,570,0,"$600,000 ",21-Jun-20,,,,,
11 Doolin Close,Grovedale,3,2,2,428,0,"$507,500 ",13-Apr-19,,,,,
21 Dublin Drive,Grovedale,3,2,2,727,0,"$550,000 ",23-May-19,,,,,
34 Dublin Drive,Grovedale,3,2,2,622,0,"$510,000 ",5-Mar-19,,,,,
7 Dunkeld Court,Grovedale,4,2,2,477,0,"$535,000 ",26-Mar-19,,,,,
1 Dunowie Court,Grovedale,3,2,2,758,0,"$565,000 ",18-Oct-19,,,,,
3 Durban Court,Grovedale,3,1,1,676,0,"$466,000 ",1-May-20,,,,,
20 Edna Way,Grovedale,4,2,2,642,0,"$590,000 ",6-Dec-19,,,,,
8 Eldine Court,Grovedale,3,2,2,694,0,"$525,000 ",9-Jul-20,,,,,
2 Elinbank Drive,Grovedale,3,2,2,601,0,"$490,000 ",9-Jul-20,,,,,
5 Ellen Close,Grovedale,4,2,2,579,188,"$600,000 ",21-Jan-19,,,,,
12 Ellesby Court,Grovedale,4,2,2,581,0,"$570,000 ",17-Jan-20,,,,,
4 Ellett Court,Grovedale,1,2,3,650,0,"$665,000 ",20-May-20,,,,,
3 Emile Place,Grovedale,3,1,1,364,0,"$425,000 ",16-Apr-19,,,,,
1/1 Emmy Court,Grovedale,3,1,1,330,0,"$492,500 ",24-Sep-19,,,,,
6 Erindale Court,Grovedale,3,1,2,851,0,"$535,000 ",22-Jan-20,,,,,
11 Euroka Court,Grovedale,4,2,4,649,228,"$575,000 ",14-Jun-20,,,,,
7 Felix Street,Grovedale,3,1,1,557,0,"$483,000 ",19-Jan-20,,,,,
20 Felix Street,Grovedale,3,2,2,626,0,"$429,000 ",31-Jan-20,,,,,
22 Felix Street,Grovedale,3,2,2,639,0,"$430,000 ",31-May-19,,,,,
3 Fontaine Street,Grovedale,3,1,4,647,0,"$485,000 ",7-Feb-19,,,,,
18 Fontaine Street,Grovedale,3,2,2,680,0,"$556,500 ",21-Aug-19,,,,,
24 Fontaine Street,Grovedale,3,2,4,730,0,"$590,000 ",28-Feb-20,,,,,
6 Fulham Court,Grovedale,3,2,3,659,0,"$505,000 ",11-Aug-19,,,,,
6 Garie Court,Grovedale,4,1,2,690,0,"$515,000 ",12-Apr-19,,,,,
7 Geejayar Rise,Grovedale,3,2,2,512,0,"$569,000 ",28-Nov-19,,,,,
9 Geejayar Rise,Grovedale,4,2,2,447,0,"$542,500 ",22-Jun-19,,,,,
7 Gloucester Street,Grovedale,4,2,3,553,0,"$450,000 ",2-Apr-20,,,,,
15 Gloucester Street,Grovedale,3,1,1,591,0,"$427,500 ",16-Feb-19,,,,,
42 Gloucester Street,Grovedale,3,2,2,620,0,"$427,000 ",12-Jun-19,,,,,
45 Gloucester Street,Grovedale,4,2,4,836,170,"$530,000 ",22-May-20,,,,,
56 Gloucester Street,Grovedale,4,2,2,774,0,"$530,000 ",8-Apr-20,,,,,
58 Gloucester Street,Grovedale,3,2,2,737,0,"$470,000 ",11-Jul-20,,,,,
61 Gloucester Street,Grovedale,3,2,4,658,0,"$490,000 ",24-Feb-20,,,,,
70 Gloucester Street,Grovedale,4,2,2,647,0,"$572,500 ",24-Apr-19,,,,,
25 Greenville Drive,Grovedale,3,2,2,656,0,"$531,000 ",29-May-19,,,,,
30 Greenville Drive,Grovedale,3,1,3,626,0,"$515,000 ",18-Sep-19,,,,,
36 Greenville Drive,Grovedale,3,1,1,614,0,"$440,000 ",24-May-19,,,,,
43 Greenville Drive,Grovedale,3,1,4,674,0,"$520,000 ",16-Jul-20,,,,,
48 Greenville Drive,Grovedale,3,1,1,613,0,"$508,500 ",22-Oct-19,,,,,
50 Greenville Drive,Grovedale,5,2,2,613,0,"$420,000 ",25-Oct-19,,,,,
68 Greenville Drive,Grovedale,3,2,2,624,0,"$469,000 ",2-Jun-20,,,,,
11 Griffith Street,Grovedale,3,1,2,604,0,"$420,000 ",3-Apr-19,,,,,
18 Griffith Street,Grovedale,4,2,2,732,0,"$550,000 ",18-Nov-19,,,,,
135 Grove Road,Grovedale,3,1,4,1323,0,"$715,000 ",1-Aug-20,,,,,
208 Grove Road,Grovedale,3,2,2,648,0,"$637,655 ",12-Jun-20,,,,,
1/15 Hansen Drive,Grovedale,2,1,1,146,0,"$360,000 ",19-Jul-19,,,,,
16 Hansen Drive,Grovedale,4,2,2,744,0,"$475,500 ",4-Jun-19,,,,,
51 Hansen Drive,Grovedale,4,2,2,672,0,"$630,000 ",29-Apr-19,,,,,
1 Hartwick Court,Grovedale,4,2,2,733,0,"$582,000 ",4-Dec-19,,,,,
5 Hartwick Court,Grovedale,4,2,4,843,0,"$625,000 ",1-Feb-19,,,,,
27 Hewitt Drive,Grovedale,4,2,2,860,0,"$585,000 ",16-May-19,,,,,
30-32 Hewitt Drive,Grovedale,3,2,1,628,0,"$450,000 ",16-Dec-19,,,,,
59 Heyers Road,Grovedale,3,1,5,1283,0,"$575,100 ",25-Oct-19,,,,,
90 Heyers Road,Grovedale,2,0,1,696,0,"$408,000 ",22-Nov-19,,,,,
94 Heyers Road,Grovedale,3,1,4,640,0,"$500,000 ",10-Jul-19,,,,,
115 Heyers Road,Grovedale,4,2,2,588,0,"$500,000 ",2-Mar-19,,,,,
123 Heyers Road,Grovedale,4,2,1,591,184,"$460,000 ",19-Dec-19,,,,,
133 Heyers Road,Grovedale,3,2,2,649,0,"$545,000 ",23-Mar-20,,,,,
152 Heyers Road,Grovedale,3,2,1,632,0,"$545,000 ",19-Jun-19,,,,,
176 Heyers Road,Grovedale,3,1,1,631,0,"$472,000 ",16-Jan-19,,,,,
189 Heyers Road,Grovedale,2,2,2,708,0,"$632,500 ",11-Jun-20,,,,,
200 Heyers Road,Grovedale,2,1,1,215,0,"$405,000 ",9-Jul-19,,,,,
202 Heyers Road,Grovedale,4,2,4,700,0,"$728,000 ",7-May-20,,,,,
16 Highfield Drive,Grovedale,3,1,1,589,0,"$500,000 ",8-Mar-20,,,,,
18 Hindle Street,Grovedale,3,2,6,928,0,"$580,000 ",20-Jun-20,,,,,
44 Hindle Street,Grovedale,4,1,4,997,0,"$515,000 ",7-Jun-19,,,,,
17 Hollows Court,Grovedale,4,2,3,658,0,"$657,500 ",19-Jun-20,,,,,
23 Hollows Court,Grovedale,3,1,1,362,139,"$450,000 ",2-Jul-19,,,,,
6 Hovell Court,Grovedale,5,2,4,987,200,"$650,000 ",22-Feb-20,,,,,
11 Hyndford Court,Grovedale,3,2,2,626,0,"$562,500 ",27-Mar-20,,,,,
11 Illouera Avenue,Grovedale,4,3,2,703,0,"$515,000 ",25-Jan-19,,,,,
18 Illouera Avenue,Grovedale,3,1,1,691,0,"$470,000 ",14-Jan-19,,,,,
20 Illouera Avenue,Grovedale,3,2,0,708,0,"$565,000 ",8-Feb-20,,,,,
7 Jackson Court,Grovedale,3,2,2,395,0,"$455,000 ",3-Jun-20,,,,,
5 Janmar Court,Grovedale,4,2,4,658,0,"$723,000 ",23-Mar-20,,,,,
6 Janmar Court,Grovedale,4,2,2,665,0,"$639,000 ",15-Jan-19,,,,,
9 Jenolan Avenue,Grovedale,3,2,2,796,0,"$552,000 ",4-May-20,,,,,
14 Jenolan Avenue,Grovedale,4,2,2,645,0,"$500,000 ",1-Mar-19,,,,,
2 Jutland Court,Grovedale,3,1,1,607,102.1933,"$481,000 ",8-Feb-19,,,,,
15 Kana Street,Grovedale,3,2,2,542,0,"$495,000 ",1-Mar-19,,,,,
17 Kana Street,Grovedale,3,1,2,543,0,"$475,000 ",5-Mar-20,,,,,
18 Kana Street,Grovedale,4,2,5,533,0,"$420,000 ",3-May-19,,,,,
36 Kana Street,Grovedale,3,1,1,582,0,"$425,000 ",28-Jul-19,,,,,
38 Kana Street,Grovedale,4,1,4,581,162,"$610,000 ",27-Nov-19,,,,,
13 Karana Avenue,Grovedale,3,2,0,583,0,"$370,000 ",12-Mar-19,,,,,
15 Karana Avenue,Grovedale,3,1,2,591,9.2903,"$433,000 ",22-Aug-19,,,,,
23 Karana Avenue,Grovedale,3,1,1,585,0,"$477,500 ",5-Sep-19,,,,,
29 Karana Avenue,Grovedale,4,2,2,586,0,"$505,501 ",9-Jul-19,,,,,
39 Karana Avenue,Grovedale,4,1,1,608,0,"$424,505 ",18-Apr-19,,,,,
6 Kerger Court,Grovedale,3,1,2,932,0,"$497,000 ",15-Nov-19,,,,,
3 Killarney Avenue,Grovedale,3,2,2,500,0,"$582,000 ",10-Mar-20,,,,,
19 Killarney Avenue,Grovedale,4,2,1,421,191,"$480,000 ",20-Nov-19,,,,,
23 Killarney Avenue,Grovedale,3,1,2,449,0,"$496,000 ",23-Jan-20,,,,,
26 Killarney Avenue,Grovedale,3,2,2,447,0,"$496,000 ",18-May-19,,,,,
5 Kurrajong Court,Grovedale,4,2,6,650,0,"$585,000 ",6-Mar-19,,,,,
6 Landra Court,Grovedale,3,2,2,647,0,"$490,000 ",31-Aug-19,,,,,
1 Langham Court,Grovedale,3,2,4,650,0,"$560,000 ",28-May-20,,,,,
2 Langham Court,Grovedale,3,1,1,650,0,"$545,000 ",9-Feb-20,,,,,
8 Langham Court,Grovedale,3,1,2,714,0,"$480,000 ",5-Aug-20,,,,,
2 Lansdowne Court,Grovedale,3,2,1,660,0,"$535,000 ",18-Dec-19,,,,,
6 Lansdowne Court,Grovedale,4,2,2,660,0,"$520,000 ",3-Jul-20,,,,,
19 Lansdowne Court,Grovedale,3,1,3,646,0,"$430,000 ",18-Mar-19,,,,,
7 Lawson Court,Grovedale,5,2,2,548,0,"$115,000 ",18-Sep-19,,,,,
1 Lewis Court,Grovedale,3,1,2,323,0,"$436,800 ",14-Dec-19,,,,,
15 Lewis Court,Grovedale,3,1,2,699,0,"$530,000 ",10-Aug-20,,,,,
2 Longueville Lane,Grovedale,3,2,2,639,0,"$530,000 ",8-Jun-20,,,,,
6B Loris Close,Grovedale,3,2,0,357,0,"$407,000 ",10-Jul-19,,,,,
13 Luther Avenue,Grovedale,2,1,2,386,103,"$410,000 ",15-Mar-19,,,,,
11 Mahogany Close,Grovedale,2,1,1,365,0,"$410,000 ",10-Jan-19,,,,,
6 Malkeith Court,Grovedale,4,2,2,620,0,"$576,000 ",12-Dec-19,,,,,
4 Mandama Avenue,Grovedale,3,1,2,576,0,"$495,000 ",14-Dec-19,,,,,
7 Manet Avenue,Grovedale,5,2,2,700,0,"$672,500 ",9-Sep-19,,,,,
20 Manet Avenue,Grovedale,4,2,2,664,0,"$645,000 ",27-Sep-19,,,,,
30 Manet Avenue,Grovedale,3,2,2,665,140,"$570,000 ",4-Jun-20,,,,,
9 Maramba Avenue,Grovedale,3,2,2,625,0,"$510,000 ",9-Apr-19,,,,,
11 Maramba Avenue,Grovedale,4,2,1,624,0,"$615,000 ",26-Aug-20,,,,,
5 Marlee Court,Grovedale,4,2,2,1007,0,"$552,500 ",9-Aug-19,,,,,
99 Marshalltown Road,Grovedale,4,1,1,439,0,"$400,000 ",28-May-20,,,,,
2/11 Matthews Street,Grovedale,3,2,2,414,0,"$479,000 ",17-Mar-20,,,,,
16 Matthews Street,Grovedale,3,1,1,313,130,"$422,000 ",14-Aug-19,,,,,
1 Mayrah Court,Grovedale,3,1,0,719,0,"$400,000 ",28-Oct-19,,,,,
5 Mayrah Court,Grovedale,4,2,1,670,0,"$450,000 ",9-Sep-19,,,,,
4 Mayton Court,Grovedale,3,1,1,802,0,"$445,000 ",12-Feb-19,,,,,
87 Meadowvale Drive,Grovedale,4,2,2,725,0,"$730,000 ",13-Mar-20,,,,,
12 Michael Court,Grovedale,4,2,2,512,0,"$500,000 ",9-Apr-20,,,,,
23 Michael Court,Grovedale,4,2,2,566,186,"$555,000 ",24-Dec-19,,,,,
27 Michael Court,Grovedale,4,2,2,652,0,"$530,000 ",22-Mar-19,,,,,
4 Milverton Court,Grovedale,3,2,2,690,0,"$580,000 ",22-Oct-19,,,,,
5 Moira Lane,Grovedale,3,2,2,531,108,"$505,000 ",21-Aug-19,,,,,
4 Moona Court,Grovedale,4,1,2,826,0,"$520,000 ",1-Feb-19,,,,,
8 Moona Court,Grovedale,3,1,2,653,0,"$525,000 ",21-Nov-19,,,,,
5 Moruya Drive,Grovedale,4,2,1,741,162,"$548,000 ",1-Mar-20,,,,,
12 Moruya Drive,Grovedale,4,2,2,702,0,"$615,000 ",30-Apr-19,,,,,
13 Moruya Drive,Grovedale,3,2,2,698,0,"$482,500 ",30-Apr-19,,,,,
35 Moruya Drive,Grovedale,4,2,2,640,0,"$547,000 ",24-Feb-20,,,,,
37 Moruya Drive,Grovedale,3,2,2,673,0,"$527,500 ",3-Jun-19,,,,,
55 Moruya Drive,Grovedale,4,2,4,682,130.0643,"$540,000 ",23-Dec-19,,,,,
58 Moruya Drive,Grovedale,4,2,3,761,0,"$520,000 ",12-Dec-19,,,,,
65 Moruya Drive,Grovedale,3,2,2,716,0,"$511,000 ",4-May-20,,,,,
66 Moruya Drive,Grovedale,3,2,1,707,0,"$517,000 ",5-Feb-19,,,,,
73B Moruya Drive,Grovedale,3,2,1,398,0,"$455,000 ",7-Aug-19,,,,,
76 Moruya Drive,Grovedale,3,2,2,634,0,"$553,000 ",25-Nov-19,,,,,
79 Moruya Drive,Grovedale,2,1,1,696,0,"$472,500 ",11-Sep-19,,,,,
95 Moruya Drive,Grovedale,4,2,2,637,0,"$520,000 ",7-Jun-19,,,,,
8 Mulholland Crescent,Grovedale,4,2,2,695,0,"$630,000 ",27-Dec-19,,,,,
17 Mulholland Crescent,Grovedale,3,1,2,601,0,"$472,500 ",14-Nov-19,,,,,
19 Mulholland Crescent,Grovedale,3,2,2,599,0,"$472,500 ",1-Sep-20,,,,,
23 Mulholland Crescent,Grovedale,3,2,1,605,147,"$385,000 ",13-Dec-19,,,,,
8 Mura Court,Grovedale,3,1,3,600,0,"$465,000 ",9-Sep-19,,,,,
8 Muscovy Drive,Grovedale,0,2,2,395,129.3,"$500,000 ",7-May-19,,,,,
12 Muscovy Drive,Grovedale,3,1,2,400,0,"$468,000 ",17-Feb-19,,,,,
19 Muscovy Drive,Grovedale,3,0,0,685,0,"$590,000 ",14-Feb-20,,,,,
30 Muscovy Drive,Grovedale,4,2,2,541,0,"$590,000 ",25-Jul-19,,,,,
3 Nevett Court,Grovedale,3,1,2,698,0,"$560,000 ",19-Mar-20,,,,,
5 Nevett Court,Grovedale,3,1,4,676,0,"$515,000 ",6-Feb-19,,,,,
11 Niblett Court,Grovedale,3,2,2,591,167,"$505,000 ",16-Aug-19,,,,,
30 Param Street,Grovedale,3,2,2,651,0,"$545,000 ",15-Nov-19,,,,,
38 Param Street,Grovedale,3,2,2,654,0,"$580,000 ",21-Oct-19,,,,,
12 Parkgate Lane,Grovedale,3,1,2,830,0,"$445,000 ",30-May-19,,,,,
2 Parkview Court,Grovedale,3,1,1,677,0,"$494,000 ",1-May-20,,,,,
7 Patonga Crescent,Grovedale,3,0,0,599,0,"$385,000 ",8-Aug-19,,,,,
10 Patonga Crescent,Grovedale,3,2,2,572,0,"$480,000 ",19-Jun-20,,,,,
13 Perennial Rise,Grovedale,4,3,1,659,0,"$590,000 ",23-Jul-19,,,,,
21 Perennial Rise,Grovedale,3,2,3,695,0,"$675,000 ",27-Nov-19,,,,,
23 Perennial Rise,Grovedale,4,2,0,694,0,"$750,000 ",27-Nov-19,,,,,
10 Peter Street,Grovedale,3,1,3,653,0,"$415,000 ",5-Mar-20,,,,,
27 Peter Street,Grovedale,3,2,2,478,0,"$485,000 ",19-Jun-19,,,,,
34 Peter Street,Grovedale,3,1,1,649,0,"$505,000 ",17-Feb-20,,,,,
78 Peter Street,Grovedale,3,1,2,532,0,"$435,000 ",2-Sep-19,,,,,
5 Pethajohn Parade,Grovedale,4,2,2,689,186,"$665,000 ",18-Oct-19,,,,,
21 Pethajohn Parade,Grovedale,3,2,2,689,0,"$635,000 ",4-Feb-20,,,,,
27 Pethajohn Parade,Grovedale,4,2,2,660,0,"$735,000 ",25-Jun-19,,,,,
60 Pethajohn Parade,Grovedale,3,2,2,625,0,"$556,000 ",30-Oct-19,,,,,
80 Pethajohn Parade,Grovedale,3,2,2,650,0,"$622,500 ",20-Feb-19,,,,,
10 Petkell Parade,Grovedale,5,3,2,666,0,"$775,000 ",21-Nov-19,,,,,
9 Pickerall Avenue,Grovedale,4,2,2,627,0,"$617,000 ",22-May-19,,,,,
25 Pickerall Avenue,Grovedale,3,2,3,652,0,"$602,000 ",14-Mar-20,,,,,
15 Pioneer Road,Grovedale,3,1,2,779,100,"$470,000 ",18-Oct-19,,,,,
17 Pioneer Road,Grovedale,4,2,3,612,0,"$507,100 ",18-Feb-20,,,,,
21 Pioneer Road,Grovedale,3,1,1,604,0,"$451,500 ",26-Aug-19,,,,,
22 Pioneer Road,Grovedale,4,2,3,547,0,"$410,000 ",18-Jul-19,,,,,
32 Pioneer Road,Grovedale,3,1,2,568,0,"$410,000 ",21-Nov-19,,,,,
38 Pioneer Road,Grovedale,2,1,2,570,0,"$435,000 ",29-Mar-20,,,,,
46 Pioneer Road,Grovedale,3,1,1,563,0,"$420,000 ",15-Mar-19,,,,,
48 Pioneer Road,Grovedale,3,1,2,562,0,"$375,000 ",9-Aug-19,,,,,
77 Pioneer Road,Grovedale,3,1,1,587,0,"$397,500 ",1-Feb-19,,,,,
78 Pioneer Road,Grovedale,4,2,1,582,0,"$485,000 ",18-Nov-19,,,,,
79 Pioneer Road,Grovedale,3,1,2,606,0,"$422,500 ",22-Mar-19,,,,,
82 Pioneer Road,Grovedale,3,2,0,572,0,"$367,500 ",11-Feb-19,,,,,
93 Pioneer Road,Grovedale,4,2,1,542,0,"$470,000 ",24-Apr-19,,,,,
132 Pioneer Road,Grovedale,4,2,3,681,0,"$462,000 ",23-Mar-19,,,,,
4 Pit Street,Grovedale,3,2,2,357,0,"$515,000 ",16-Dec-19,,,,,
14 Polley Court,Grovedale,3,2,2,650,157.9352,"$513,000 ",3-Jul-20,,,,,
11 Portsmouth Crescent,Grovedale,3,1,2,578,0,"$440,000 ",25-May-20,,,,,
2 Raphael Court,Grovedale,4,2,2,655,0,"$535,000 ",25-Sep-19,,,,,
8 Raphael Court,Grovedale,4,2,2,906,0,"$585,000 ",22-Jan-20,,,,,
1 Rau Court,Grovedale,4,2,2,643,0,"$550,000 ",6-Feb-19,,,,,
