address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
13 Great Britain Street,House,3,1,1,602,0,"$540,000 ",28-Jul-19,,,,,
40 Hennessy Avenue,House,4,2,2,604,0,"$587,000 ",15-Jun-20,,,,,
3 Heytesbury Street,House,6,2,1,580,0,"$565,000 ",2-May-19,,,,,
5 Heytesbury Street,House,4,1,2,591,0,"$535,000 ",12-Dec-19,,,,,
34 Heytesbury Street,House,4,1,1,787,0,"$520,000 ",5-Jul-19,,,,,
46 Heytesbury Street,House,3,1,1,453,0,"$415,000 ",21-Jun-19,,,,,
54 Heytesbury Street,House,3,1,2,523,0,"$441,000 ",12-Aug-19,,,,,
87 Heytesbury Street,House,3,1,1,562,0,"$502,500 ",9-Apr-19,,,,,
22 Hilltop Street,House,3,1,4,662,0,"$310,000 ",17-Feb-20,,,,,
15 Itkeston Street,House,3,1,1,518,0,"$510,000 ",2-Apr-19,,,,,
41 Itkeston Street,House,3,1,1,562,0,"$585,000 ",7-Aug-20,,,,,
48 Itkeston Street,House,3,1,0,731,0,"$480,000 ",29-Jan-20,,,,,
52 Itkeston Street,House,3,1,2,608,0,"$525,000 ",22-Feb-20,,,,,
57 Itkeston Street,House,3,1,3,532,128,"$651,000 ",20-May-20,,,,,
7 Joyce Parade,House,4,1,1,671,0,"$512,500 ",1-Jun-19,,,,,
3 Karoomba Avenue,House,3,1,4,771,0,"$562,000 ",20-Aug-20,,,,,
15 Karoomba Avenue,House,4,1,2,877,0,"$558,500 ",9-Mar-19,,,,,
19 Karoomba Avenue,House,3,1,1,878,0,"$764,000 ",13-Jun-20,,,,,
32 Knight Avenue,House,3,2,2,313,188,"$675,000 ",30-Oct-19,,,,,
5 Marlborough Street,House,3,2,2,466,0,"$580,000 ",8-Apr-20,,,,,
24 Matlock Street,House,3,2,1,483,166,"$510,000 ",2-Sep-19,,,,,
13 Maurice Street,House,2,2,1,678,90,"$505,000 ",21-Dec-19,,,,,
19 Maurice Street,House,3,2,1,660,0,"$510,000 ",1-Oct-19,,,,,
35 Maurice Street,House,2,1,1,664,0,"$515,100 ",7-May-20,,,,,
36 Maurice Street,House,3,2,2,664,0,"$723,000 ",14-Dec-19,,,,,
47A Maurice Street,House,2,1,1,292,0,"$320,000 ",18-Sep-19,,,,,
48 Maurice Street,House,3,1,4,678,0,"$565,000 ",26-May-20,,,,,
33 McCurdy Road,House,2,2,2,223,9,"$590,000 ",11-Nov-19,,,,,
40 McCurdy Road,House,3,1,2,602,147,"$532,500 ",6-Nov-19,,,,,
88 McCurdy Road,House,3,1,0,604,0,"$500,000 ",4-Feb-20,,,,,
94 McCurdy Road,House,3,1,1,736,0,"$535,000 ",13-Mar-19,,,,,
118 McCurdy Road,House,3,2,2,617,0,"$595,000 ",30-Jul-19,,,,,
130 McCurdy Road,House,3,1,1,623,0,"$440,000 ",12-Nov-19,,,,,
63 Minerva Road,House,3,1,0,505,0,"$445,500 ",21-May-20,,,,,
145 Minerva Road,House,3,1,1,397,0,"$612,500 ",2-Oct-19,,,,,
2 Muxworthy Avenue,House,3,1,1,527,0,"$530,000 ",25-Jun-20,,,,,
6 Muxworthy Avenue,House,3,1,0,520,0,"$400,000 ",24-Sep-19,,,,,
7 Muxworthy Avenue,House,3,2,2,511,0,"$780,000 ",21-May-20,,,,,
8 Muxworthy Avenue,House,3,1,1,513,0,"$585,000 ",26-Sep-19,,,,,
1 Norwood Street,House,3,1,1,556,0,"$650,000 ",18-Mar-20,,,,,
1 Panorama Road,House,2,1,2,613,0,"$570,000 ",2-May-19,,,,,
6 Panorama Road,House,2,3,2,580,0,"$600,000 ",22-Jul-20,,,,,
16 Panorama Road,House,3,1,1,580,0,"$677,000 ",23-Mar-19,,,,,
22 Panorama Road,House,3,1,1,657,0,"$560,000 ",9-Oct-19,,,,,
4 Perry Court,House,3,1,2,713,0,"$602,500 ",6-Nov-19,,,,,
8 Rankin Road,House,3,2,2,291,0,"$765,000 ",18-Jul-19,,,,,
41 Rix Street,House,3,1,1,437,150,"$580,000 ",1-Apr-20,,,,,
43 Rix Street,House,3,2,1,433,0,"$645,000 ",25-Jan-20,,,,,
15 Roscommon Place,House,3,1,1,442,0,"$608,000 ",22-Jan-19,,,,,
15 Staverly Road,House,3,1,1,538,0,"$495,000 ",14-Dec-19,,,,,
3 Stewart Street,House,3,1,1,454,0,"$570,000 ",20-Apr-19,,,,,
17 Wirksworth Street,House,3,1,2,539,0,"$540,000 ",21-Mar-19,,,,,
