address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
57 Grafton Street,St Albans Park,3,1,1,648,0,"$420,000 ",30-Oct-19,,,,,
64 Grafton Street,St Albans Park,3,1,2,500,0,"$425,500 ",5-Apr-20,,,,,
25 Homestead Drive,St Albans Park,3,2,2,629,0,"$476,000 ",10-Oct-19,,,,,
27 Homestead Drive,St Albans Park,3,1,1,640,0,"$446,000 ",18-Feb-19,,,,,
62-64 Homestead Drive,St Albans Park,4,2,4,729,0,"$540,000 ",6-Dec-19,,,,,
81 Homestead Drive,St Albans Park,4,2,2,725,0,"$610,000 ",21-Jan-20,,,,,
92 Homestead Drive,St Albans Park,4,2,3,666,0,"$530,000 ",22-Jul-19,,,,,
96 Homestead Drive,St Albans Park,3,3,3,684,0,"$505,000 ",7-Jul-19,,,,,
122-124 Homestead Drive,St Albans Park,6,2,4,2210,0,"$819,000 ",21-Jun-19,,,,,
7 Jenna Court,St Albans Park,3,2,2,673,0,"$465,000 ",11-Mar-20,,,,,
18-20 Langer Drive,St Albans Park,3,2,1,2782,270,"$760,000 ",15-Jun-20,,,,,
30 Mayfield Crescent,St Albans Park,4,2,3,877,0,"$670,000 ",11-Oct-19,,,,,
12 Meadenhall Drive,St Albans Park,2,1,1,398,0,"$402,500 ",5-Mar-20,,,,,
16 Meadenhall Drive,St Albans Park,3,1,3,648,0,"$400,000 ",19-Feb-19,,,,,
36 Meadenhall Drive,St Albans Park,3,2,2,688,0,"$415,000 ",22-May-19,,,,,
1 Nada Close,St Albans Park,3,1,2,589,0,"$430,000 ",17-Feb-20,,,,,
1-3 Newhaven Avenue,St Albans Park,4,2,2,575,0,"$510,000 ",28-Aug-19,,,,,
2 Newhaven Avenue,St Albans Park,2,2,2,354,0,"$430,000 ",16-Mar-19,,,,,
10 Nivek Court,St Albans Park,3,2,3,610,0,"$540,000 ",25-Jan-19,,,,,
6 Ottoman Court,St Albans Park,3,1,4,574,0,"$356,000 ",13-Sep-19,,,,,
25 Paramount Crescent,St Albans Park,4,2,4,581,0,"$530,000 ",5-Aug-20,,,,,
40 Paramount Crescent,St Albans Park,3,1,3,418,0,"$412,000 ",14-Aug-19,,,,,
49 Paramount Crescent,St Albans Park,3,2,2,430,0,"$435,000 ",4-Jan-19,,,,,
51 Paramount Crescent,St Albans Park,3,2,2,433,0,"$420,000 ",5-Sep-19,,,,,
41 Paratone Crescent,St Albans Park,3,2,2,729,0,"$500,000 ",9-Sep-19,,,,,
52 Paratone Crescent,St Albans Park,3,2,4,684,0,"$545,000 ",7-Feb-20,,,,,
62 Paratone Crescent,St Albans Park,3,2,2,399,113,"$483,000 ",20-Feb-19,,,,,
7 Pinder Court,St Albans Park,3,1,1,613,0,"$400,000 ",14-Jun-19,,,,,
17 Pinder Court,St Albans Park,3,1,2,774,0,"$387,000 ",8-Aug-19,,,,,
29 Pinder Court,St Albans Park,3,2,4,777,0,"$505,000 ",19-Jun-19,,,,,
36 Pinder Court,St Albans Park,3,1,2,654,0,"$445,000 ",24-Feb-20,,,,,
4 Ranken Lane,St Albans Park,3,2,1,380,0,"$425,000 ",13-Jun-19,,,,,
10 Roseview Way,St Albans Park,3,2,4,757,0,"$622,000 ",10-Feb-20,,,,,
20 Roseview Way,St Albans Park,3,2,2,777,0,"$210,000 ",22-Jan-20,,,,,
23-25 Roseview Way,St Albans Park,4,2,6,928,0,"$626,000 ",20-Jul-19,,,,,
8 Saintly Way,St Albans Park,2,1,0,424,0,"$300,000 ",14-May-19,,,,,
26 St Albans Street,St Albans Park,4,2,2,589,0,"$500,000 ",3-Jun-20,,,,,
62 St Albans Street,St Albans Park,2,1,2,679,0,"$410,500 ",18-Oct-19,,,,,
63 St Albans Street,St Albans Park,3,1,3,568,0,"$450,000 ",2-Dec-19,,,,,
64 St Albans Street,St Albans Park,4,1,2,665,0,"$405,000 ",18-Oct-19,,,,,
16 St James Street,St Albans Park,3,2,2,413,0,"$470,000 ",28-Feb-19,,,,,
24 St James Street,St Albans Park,3,1,1,650,0,"$300,000 ",13-Mar-20,,,,,
27 St James Street,St Albans Park,3,1,2,590,0,"$405,000 ",16-Nov-19,,,,,
4 Strathmore Court,St Albans Park,3,1,2,659,0,"$422,000 ",19-May-19,,,,,
6 Strathmore Court,St Albans Park,3,1,1,792,0,"$455,000 ",2-Jul-20,,,,,
9 Strathmore Court,St Albans Park,3,1,2,681,0,"$412,000 ",28-Mar-19,,,,,
8-9 Tabess Court,St Albans Park,3,2,2,771,0,"$565,000 ",15-Jun-19,,,,,
9 Taminga Mews,St Albans Park,3,2,4,505,0,"$495,000 ",9-May-20,,,,,
7 Tantalla Court,St Albans Park,4,2,3,665,0,"$540,000 ",20-May-19,,,,,
14A Townsend Road,St Albans Park,3,1,1,769,0,"$415,000 ",31-Aug-20,,,,,
52 Townsend Road,St Albans Park,3,1,2,862,0,"$395,000 ",17-Jul-19,,,,,
23 Westmoreland Street,St Albans Park,3,1,4,768,0,"$442,000 ",31-Oct-19,,,,,
35 Westmoreland Street,St Albans Park,3,2,3,669,0,"$488,000 ",11-Mar-20,,,,,
262 Wilsons Road,St Albans Park,3,1,2,1213,0,"$290,500 ",26-Oct-19,,,,,
311 Wilsons Road,St Albans Park,3,1,1,673,0,"$469,000 ",17-Mar-20,,,,,
53-55 Woods Road,St Albans Park,3,2,6,3007,238,"$175,000 ",3-Oct-19,,,,,
