address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
7 Myrtle Avenue,Newcomb,4,1,5,673,0,"$491,500 ",3-Jul-19,,,,,
9 Myrtle Avenue,Newcomb,3,1,4,673,0,"$445,000 ",8-Apr-19,,,,,
7 Neptune Avenue,Newcomb,3,1,4,528,0,"$440,000 ",5-Nov-19,,,,,
16 Neptune Avenue,Newcomb,3,1,2,539,0,"$385,000 ",13-Mar-19,,,,,
24 Neptune Avenue,Newcomb,3,1,1,536,0,"$390,000 ",1-Aug-19,,,,,
28 Neptune Avenue,Newcomb,4,2,1,534,0,"$460,000 ",25-Feb-19,,,,,
50 Neptune Avenue,Newcomb,4,1,4,660,0,"$475,000 ",14-Jun-19,,,,,
61 Neptune Avenue,Newcomb,3,1,1,535,0,"$388,500 ",15-Apr-19,,,,,
65 Neptune Avenue,Newcomb,3,1,2,535,0,"$390,000 ",4-Apr-19,,,,,
67 Neptune Avenue,Newcomb,3,1,4,563,0,"$440,000 ",10-Feb-20,,,,,
7 Newland Street,Newcomb,3,1,3,700,0,"$479,000 ",4-Mar-20,,,,,
16 Pitman Street,Newcomb,3,1,2,596,0,"$480,000 ",2-Apr-20,,,,,
34 Pitman Street,Newcomb,3,1,1,758,124,"$445,000 ",27-Mar-20,,,,,
48 Pitman Street,Newcomb,3,2,4,838,0,"$520,000 ",22-Feb-19,,,,,
55 Pitman Street,Newcomb,3,1,2,427,0,"$400,000 ",13-Jan-20,,,,,
6 Pluto Court,Newcomb,3,1,1,619,0,"$382,500 ",26-Sep-19,,,,,
4 Poplar Street,Newcomb,3,2,1,695,0,"$451,000 ",13-Feb-20,,,,,
12 Portarlington Road,Newcomb,3,2,1,776,0,"$570,000 ",11-Feb-19,,,,,
114 Portarlington Road,Newcomb,3,2,2,534,0,"$435,000 ",1-Apr-20,,,,,
118 Portarlington Road,Newcomb,3,1,0,535,0,"$380,000 ",1-Mar-19,,,,,
130 Portarlington Road,Newcomb,3,1,1,564,0,"$340,000 ",18-Nov-19,,,,,
4 Ruth Court,Newcomb,3,1,3,727,14,"$428,000 ",11-Oct-19,,,,,
3 Saturn Street,Newcomb,3,1,2,556,0,"$355,000 ",5-May-20,,,,,
27 Veronica Avenue,Newcomb,3,1,4,535,0,"$405,000 ",27-Apr-19,,,,,
11 Watsons Road,Newcomb,3,1,2,604,0,"$525,000 ",24-Sep-19,,,,,
23 Watsons Road,Newcomb,3,1,1,652,0,"$402,000 ",24-Oct-19,,,,,
26 Watsons Road,Newcomb,3,1,1,593,0,"$412,000 ",21-Jun-19,,,,,
34 Watsons Road,Newcomb,3,1,2,593,0,"$450,000 ",11-Sep-19,,,,,
43 Watsons Road,Newcomb,3,1,2,628,0,"$485,000 ",14-May-19,,,,,
55 Watsons Road,Newcomb,3,1,2,628,0,"$415,000 ",18-Aug-19,,,,,
57 Watsons Road,Newcomb,3,1,1,627,0,"$318,000 ",24-Apr-19,,,,,
18 Wilsons Road,Newcomb,3,1,2,664,0,"$430,000 ",19-Mar-20,,,,,
26 Wilsons Road,Newcomb,3,1,1,660,0,"$382,000 ",1-Oct-19,,,,,
132B Wilsons Road,Newcomb,2,1,1,384,0,"$357,500 ",24-Jul-19,,,,,
139 Wilsons Road,Newcomb,3,1,2,743,0,"$370,000 ",11-Feb-19,,,,,
26 Wilton Avenue,Newcomb,3,1,2,655,0,"$390,000 ",5-Dec-19,,,,,
30 Wilton Avenue,Newcomb,4,2,2,655,0,"$600,000 ",22-Jun-19,,,,,
39 Wilton Avenue,Newcomb,3,1,1,396,109,"$420,000 ",4-Jun-20,,,,,
41 Wilton Avenue,Newcomb,3,1,1,657,0,"$476,000 ",28-Mar-20,,,,,
62 Wilton Avenue,Newcomb,2,1,1,655,0,"$500,000 ",21-Mar-20,,,,,
63 Wilton Avenue,Newcomb,4,2,2,659,0,"$430,000 ",6-Aug-19,,,,,
12 Wirth Court,Newcomb,3,1,1,573,0,"$422,000 ",6-Aug-19,,,,,
