address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
48 Barwon Boulevard,Highton,4,2,2,884,0,"$760,000 ",14-Jul-20,,,,,
8 Baum Crescent,Highton,3,1,2,880,0,"$672,356 ",6-May-20,,,,,
28 Baum Crescent,Highton,4,2,2,713,0,"$610,000 ",24-Apr-19,,,,,
2 Bayview Court,Highton,3,2,2,701,0,"$775,000 ",4-Feb-19,,,,,
37 Belle Vue Avenue,Highton,3,1,2,709,139.3546,"$610,000 ",1-Aug-19,,,,,
38 Belle Vue Avenue,Highton,2,1,2,737,0,"$490,000 ",23-Sep-19,,,,,
39 Belle Vue Avenue,Highton,3,2,1,656,0,"$725,000 ",7-Dec-19,,,,,
56 Belle Vue Avenue,Highton,3,1,3,765,0,"$601,000 ",1-Aug-20,,,,,
59 Belle Vue Avenue,Highton,3,1,1,552,112,"$669,000 ",7-Mar-20,,,,,
66 Belle Vue Avenue,Highton,3,1,2,700,0,"$580,000 ",5-Oct-19,,,,,
72 Belle Vue Avenue,Highton,4,2,2,651,0,"$706,000 ",29-Jan-19,,,,,
101 Belle Vue Avenue,Highton,3,2,1,706,0,"$675,000 ",10-Aug-19,,,,,
104 Belle Vue Avenue,Highton,3,1,3,681,0,"$535,000 ",14-Dec-19,,,,,
112 Belle Vue Avenue,Highton,3,2,2,677,0,"$559,000 ",16-Jan-20,,,,,
14 Bennett Street,Highton,3,1,1,680,0,"$672,500 ",26-Aug-20,,,,,
4 Berry Court,Highton,3,2,0,799,0,"$502,500 ",9-Jan-19,,,,,
7 Bonsey Road,Highton,4,1,2,727,0,"$650,000 ",18-Apr-20,,,,,
13 Bonsey Road,Highton,3,2,2,490,0,"$750,000 ",22-Jan-20,,,,,
14 Bonsey Road,Highton,3,1,1,887,0,"$710,000 ",31-Mar-20,,,,,
26 Bonsey Road,Highton,3,1,3,665,0,"$500,000 ",30-Jan-19,,,,,
37 Bonsey Road,Highton,4,2,3,859,196,"$860,000 ",23-Mar-19,,,,,
14 Brassey Avenue,Highton,5,3,2,778,0,"$940,000 ",30-Apr-19,,,,,
1 Bundoora Crescent,Highton,3,2,2,862,0,"$800,000 ",21-Oct-19,,,,,
2 Bundoora Crescent,Highton,4,2,2,746,0,"$596,000 ",21-Sep-19,,,,,
7 Bundoora Crescent,Highton,4,2,2,623,0,"$782,000 ",5-Oct-19,,,,,
3 Burdekin Road,Highton,4,2,2,744,0,"$740,000 ",20-Sep-19,,,,,
9 Cahill Court,Highton,4,2,2,722,0,"$665,000 ",11-Mar-20,,,,,
1 Cannes Court,Highton,4,2,2,645,0,"$624,000 ",9-Nov-19,,,,,
4 Cannes Court,Highton,3,2,2,648,0,"$570,000 ",2-Mar-19,,,,,
14 Cannes Court,Highton,3,2,1,665,0,"$290,000 ",5-Feb-20,,,,,
2/4 Cara Road,Highton,3,2,2,300,0,"$610,000 ",13-Mar-19,,,,,
11-13 Cara Road,Highton,5,2,2,1582,0,"$1,885,000 ",11-Feb-20,,,,,
14 Cara Road,Highton,4,2,2,844,0,"$755,000 ",12-Jun-19,,,,,
21 Cara Road,Highton,3,2,2,817,0,"$756,000 ",17-Jun-20,,,,,
22 Cara Road,Highton,4,3,2,829,0,"$970,000 ",15-Jun-20,,,,,
27 Cara Road,Highton,3,2,2,837,0,"$735,000 ",6-Aug-19,,,,,
43 Cara Road,Highton,3,2,2,687,0,"$595,000 ",27-Jun-20,,,,,
5 Caroline Street,Highton,4,2,3,717,0,"$730,000 ",18-Jul-19,,,,,
6 Caroline Street,Highton,3,1,1,962,0,"$598,000 ",22-Feb-19,,,,,
7 Caroline Street,Highton,3,2,4,717,0,"$700,000 ",14-Mar-20,,,,,
1 Carroll Road,Highton,4,3,2,977,0,"$900,000 ",13-May-19,,,,,
2/11 Carroll Road,Highton,4,2,4,611,0,"$1,030,000 ",23-Feb-19,,,,,
32 Carroll Road,Highton,3,2,2,500,0,"$815,000 ",15-Jun-20,,,,,
7 Caudry Street,Highton,3,2,2,825,287,"$780,000 ",24-Apr-20,,,,,
12 Caudry Street,Highton,3,2,2,805,0,"$676,000 ",16-Jan-19,,,,,
17 Cedarville Close,Highton,3,2,2,350,0,"$510,000 ",8-Mar-19,,,,,
19 Cedarville Close,Highton,3,2,2,945,0,"$590,000 ",13-Dec-19,,,,,
1 Cedmar Avenue,Highton,3,1,2,772,0,"$578,000 ",5-Oct-19,,,,,
6 Cedmar Avenue,Highton,4,2,2,685,245,"$695,000 ",12-Jul-19,,,,,
15 Challambra Crescent,Highton,4,3,4,998,0,"$845,000 ",20-Nov-19,,,,,
5 Cheam Walk,Highton,5,1,2,676,0,"$620,000 ",23-Mar-19,,,,,
9 Clemont Street,Highton,4,2,2,804,0,"$806,000 ",12-Jun-19,,,,,
21 Clifford Street,Highton,4,2,2,580,0,"$750,000 ",11-Jul-19,,,,,
8 Clydesdale Way,Highton,4,2,2,645,0,"$825,000 ",22-Feb-20,,,,,
14 Clydesdale Way,Highton,4,2,2,708,0,"$733,800 ",29-May-20,,,,,
68 Clydesdale Way,Highton,4,2,4,996,0,"$915,000 ",26-Feb-20,,,,,
70 Clydesdale Way,Highton,3,2,3,996,0,"$1,055,000 ",18-Nov-19,,,,,
6 Cobden Street,Highton,3,1,1,658,0,"$485,000 ",3-Jul-19,,,,,
20 Crestmoor Drive,Highton,3,2,2,748,0,"$452,000 ",7-Mar-19,,,,,
5 Cuthbert Avenue,Highton,3,1,2,589,0,"$624,000 ",8-Feb-20,,,,,
9 Cuthbert Avenue,Highton,4,1,1,589,0,"$500,500 ",26-Jul-19,,,,,
11 Cuthbert Avenue,Highton,3,1,2,589,0,"$500,000 ",15-May-20,,,,,
34 Cuthbert Avenue,Highton,3,1,1,589,0,"$565,000 ",18-Mar-20,,,,,
36 Cuthbert Avenue,Highton,3,1,1,589,0,"$540,000 ",7-Oct-19,,,,,
21 Daly Boulevard,Highton,4,2,2,722,0,"$695,000 ",4-Dec-19,,,,,
24 Daly Boulevard,Highton,4,2,3,619,0,"$720,000 ",6-Jul-19,,,,,
61 Daly Boulevard,Highton,3,2,2,612,0,"$613,000 ",26-Jun-20,,,,,
67 Daly Boulevard,Highton,4,2,2,647,0,"$565,000 ",12-Apr-19,,,,,
18 Dartmoor Drive,Highton,4,2,6,846,0,"$935,000 ",21-Jan-20,,,,,
2 Desmond Street,Highton,3,1,1,1003,0,"$630,000 ",5-Aug-20,,,,,
3 Donnington Court,Highton,3,2,6,874,0,"$735,000 ",8-Jan-19,,,,,
12 Dryden Way,Highton,3,2,2,368,0,"$750,000 ",13-Dec-19,,,,,
35 Dryden Way,Highton,4,2,2,647,0,"$767,000 ",19-Jul-19,,,,,
16 Duggan Court,Highton,3,2,1,711,0,"$640,000 ",11-Jul-20,,,,,
3-4 Dumfries Court,Highton,3,2,2,762,0,"$645,000 ",21-Mar-19,,,,,
3 Dunsmore Road,Highton,4,2,2,706,0,"$830,000 ",29-Feb-20,,,,,
10 Dunsmore Road,Highton,3,1,1,679,0,"$550,000 ",4-Jun-20,,,,,
20 Dunsmore Road,Highton,4,2,2,656,0,"$630,000 ",25-Jan-19,,,,,
33 Dunsmore Road,Highton,4,2,3,677,0,"$637,500 ",9-Nov-19,,,,,
5 East Kirkby Court,Highton,5,2,2,837,0,"$771,000 ",23-Feb-19,,,,,
5 Elliott Avenue,Highton,3,1,2,652,0,"$613,250 ",29-May-20,,,,,
8 Elliott Avenue,Highton,4,2,2,647,0,"$585,000 ",14-May-20,,,,,
30 Elliott Avenue,Highton,3,1,3,651,0,"$550,000 ",6-Jul-19,,,,,
23 Esperence Crescent,Highton,5,3,2,670,0,"$920,000 ",7-Jan-19,,,,,
29 Esperence Crescent,Highton,4,2,2,670,0,"$765,000 ",30-Mar-19,,,,,
32 Esperence Crescent,Highton,4,2,2,643,0,"$690,000 ",15-Nov-19,,,,,
3 Ettric Way,Highton,3,2,2,362,128,"$560,000 ",27-Jun-20,,,,,
6 Ettric Way,Highton,4,2,0,561,0,"$840,000 ",14-Jul-20,,,,,
23 Evwick Crescent,Highton,3,1,2,622,0,"$500,000 ",9-Sep-19,,,,,
17 Exmoor Close,Highton,3,2,2,748,0,"$635,000 ",17-Oct-19,,,,,
10 Fenland Court,Highton,1,2,4,635,0,"$641,000 ",5-Feb-20,,,,,
2A Fernhill Drive,Highton,4,1,3,778,0,"$550,000 ",9-Jan-19,,,,,
5 Floreat Avenue,Highton,4,2,3,734,0,"$610,000 ",19-Sep-19,,,,,
21 Fogarty Avenue,Highton,4,2,2,684,0,"$686,000 ",8-Feb-19,,,,,
56 Fogarty Avenue,Highton,3,2,4,678,0,"$620,000 ",9-Sep-19,,,,,
72 Fogarty Avenue,Highton,4,2,2,936,0,"$795,000 ",27-Oct-19,,,,,
73 Fogarty Avenue,Highton,3,2,2,703,0,"$795,000 ",16-Dec-19,,,,,
96 Fogarty Avenue,Highton,4,2,2,665,0,"$815,000 ",23-Jun-20,,,,,
9 Foymount Crescent,Highton,4,2,2,639,325,"$920,000 ",26-Apr-20,,,,,
11-13 Frogmore Way,Highton,5,2,2,781,0,"$980,000 ",29-Apr-19,,,,,
9 Fryers Road,Highton,3,2,2,658,0,"$638,000 ",7-Mar-20,,,,,
10 Fryers Road,Highton,4,2,2,654,0,"$525,000 ",31-Oct-19,,,,,
12 Fryers Road,Highton,3,1,2,665,0,"$580,000 ",8-Feb-20,,,,,
13 Fryers Road,Highton,4,2,3,642,0,"$580,000 ",31-Jan-19,,,,,
14 Fryers Road,Highton,3,1,2,946,0,"$460,000 ",27-May-19,,,,,
4 Galloway Court,Highton,3,2,2,512,0,"$750,000 ",14-Mar-20,,,,,
14 Galloway Court,Highton,4,2,2,466,0,"$685,000 ",26-Jul-19,,,,,
6 Garvey Court,Highton,4,2,2,615,0,"$575,000 ",8-Apr-19,,,,,
19 Garvey Court,Highton,3,2,2,418,0,"$550,000 ",3-Dec-19,,,,,
10 Glastonbury Drive,Highton,4,2,3,660,0,"$641,000 ",26-Apr-20,,,,,
48 Glastonbury Drive,Highton,4,2,4,650,234,"$700,000 ",6-Dec-19,,,,,
10 Glenmire Street,Highton,3,1,1,634,0,"$571,000 ",26-Oct-19,,,,,
22 Granby Crescent,Highton,4,2,2,734,0,"$655,000 ",19-Oct-19,,,,,
27 Grantham Drive,Highton,5,4,2,675,50,"$897,000 ",22-Nov-19,,,,,
37 Grantham Drive,Highton,4,2,6,725,0,"$825,000 ",23-Jan-20,,,,,
118 Grantham Drive,Highton,4,4,2,921,464.5152,"$910,000 ",25-Feb-20,,,,,
133 Grantham Drive,Highton,3,2,2,680,0,"$710,000 ",7-May-20,,,,,
138 Grantham Drive,Highton,4,2,2,770,0,"$742,000 ",26-Mar-19,,,,,
161 Grantham Drive,Highton,4,2,2,720,0,"$850,000 ",14-Mar-20,,,,,
7 Gwyther Road,Highton,4,2,2,726,0,"$740,000 ",10-Feb-20,,,,,
20 Gwyther Road,Highton,4,1,1,721,0,"$550,000 ",19-Jan-19,,,,,
31 Gwyther Road,Highton,4,3,2,734,0,"$610,000 ",9-Nov-19,,,,,
21 Helena Street,Highton,3,1,1,667,0,"$680,000 ",21-Mar-20,,,,,
3 Hendriks Court,Highton,2,2,1,654,0,"$225,000 ",12-Dec-19,,,,,
7 Hendriks Court,Highton,4,2,1,654,0,"$485,000 ",15-Feb-19,,,,,
8 Hendriks Court,Highton,3,1,2,654,0,"$580,000 ",1-May-19,,,,,
11 Hewat Drive,Highton,4,2,2,741,0,"$664,000 ",25-Jun-19,,,,,
31 Hewat Drive,Highton,8,8,2,755,0,"$955,000 ",28-Aug-19,,,,,
43-45 Hewat Drive,Highton,5,1,1,625,0,"$655,000 ",26-Oct-19,,,,,
14 Highett Road,Highton,4,3,2,691,0,"$760,000 ",8-Apr-20,,,,,
28 Highett Road,Highton,5,2,2,739,0,"$990,000 ",8-May-20,,,,,
10 Highland Way,Highton,5,3,2,817,0,"$785,000 ",29-Apr-19,,,,,
19 Highland Way,Highton,4,2,3,961,0,"$872,000 ",21-Jan-19,,,,,
27 Highland Way,Highton,5,2,2,865,0,"$1,000,000 ",30-May-19,,,,,
41-43 Highland Way,Highton,4,2,2,1009,0,"$940,000 ",19-Sep-19,,,,,
57 Highland Way,Highton,4,2,3,490,0,"$860,000 ",28-Apr-20,,,,,
73 Highland Way,Highton,5,3,3,559,0,"$1,120,000 ",25-May-19,,,,,
6-8 Hill Park Place,Highton,3,2,2,675,0,"$720,000 ",14-Feb-19,,,,,
12 Hillary Court,Highton,3,2,2,429,0,"$650,000 ",18-Sep-19,,,,,
4 Horizon Court,Highton,5,2,2,683,0,"$642,000 ",25-Jan-19,,,,,
30 Horizon Court,Highton,4,2,2,650,0,"$815,000 ",9-Feb-19,,,,,
6 Huntly Close,Highton,4,2,2,777,0,"$725,000 ",27-Jul-20,,,,,
7 Huntly Close,Highton,3,2,2,796,153,"$625,000 ",24-Jul-19,,,,,
13 Huntly Close,Highton,0,1,1,870,0,"$605,000 ",15-May-20,,,,,
5 Hutcheson Avenue,Highton,3,1,1,651,0,"$479,000 ",20-Jun-19,,,,,
6 Hutcheson Avenue,Highton,5,3,2,652,0,"$735,000 ",26-Sep-19,,,,,
12 Idwall Court,Highton,3,2,4,368,0,"$520,000 ",29-Jun-19,,,,,
2 Jalana Court,Highton,4,2,5,863,0,"$720,500 ",30-Nov-19,,,,,
11 Jessica Way,Highton,4,2,2,718,0,"$940,000 ",20-Sep-19,,,,,
13 Jessica Way,Highton,4,2,4,719,0,"$635,000 ",11-May-19,,,,,
6-8 Jewell Place,Highton,4,2,2,633,0,"$940,000 ",13-Mar-20,,,,,
11 Jewell Place,Highton,4,2,2,406,0,"$910,000 ",21-Sep-19,,,,,
4 Jinjella Road,Highton,3,2,2,810,0,"$716,000 ",11-Apr-19,,,,,
20 Jinjella Road,Highton,5,3,2,750,0,"$884,000 ",8-Aug-20,,,,,
9 Kelty Court,Highton,1,1,0,568,0,"$748,000 ",19-Feb-19,,,,,
12 Kennedy Grove,Highton,3,1,1,585,0,"$570,000 ",11-Jul-20,,,,,
9 Keram Crescent,Highton,4,2,2,922,0,"$820,000 ",15-Nov-19,,,,,
1 Kinther Court,Highton,3,1,1,609,0,"$517,500 ",15-Feb-19,,,,,
7 Kinther Court,Highton,4,1,3,629,0,"$525,000 ",5-Apr-19,,,,,
1 Knollbrook Close,Highton,3,2,2,565,0,"$575,000 ",25-Jul-20,,,,,
15 Knollbrook Close,Highton,3,2,2,826,0,"$730,000 ",14-Jul-20,,,,,
17 Knollbrook Close,Highton,3,2,2,839,0,"$648,500 ",21-Mar-19,,,,,
7 Konrads Crescent,Highton,3,1,3,655,0,"$515,000 ",29-May-19,,,,,
14 Koorong Court,Highton,5,2,2,813,0,"$770,000 ",18-Nov-19,,,,,
6 Kooyong Place,Highton,4,3,2,859,0,"$930,000 ",1-Mar-19,,,,,
8 Kooyong Place,Highton,4,2,0,887,0,"$700,000 ",15-Aug-19,,,,,
66 Kyeema Avenue,Highton,6,2,2,980,0,"$720,000 ",15-Apr-19,,,,,
2 Lambhill Crescent,Highton,3,2,2,673,0,"$702,000 ",13-Apr-19,,,,,
5 Lambhill Crescent,Highton,3,1,1,700,0,"$612,000 ",17-Aug-20,,,,,
2 Lansbury Crescent,Highton,4,2,2,675,0,"$635,000 ",1-Jun-20,,,,,
15 Lansbury Crescent,Highton,4,2,2,663,0,"$720,000 ",14-Jan-20,,,,,
12 Lansell Drive,Highton,4,2,2,606,0,"$695,000 ",7-Apr-20,,,,,
31 Lansell Drive,Highton,4,2,2,813,0,"$722,000 ",23-May-20,,,,,
37 Lansell Drive,Highton,4,2,2,570,0,"$744,000 ",14-Mar-20,,,,,
12B Larcombe Street,Highton,3,2,2,430,0,"$635,000 ",19-Jun-19,,,,,
49 Larcombe Street,Highton,4,2,2,805,0,"$792,000 ",1-Jun-19,,,,,
5 Lascelles Place,Highton,3,2,2,736,0,"$763,500 ",25-May-19,,,,,
9 Lascelles Place,Highton,4,2,2,722,0,"$805,000 ",19-Oct-19,,,,,
1/7 Leigh Road,Highton,3,2,2,310,0,"$605,000 ",10-Jun-20,,,,,
15 Leigh Road,Highton,4,2,2,670,0,"$697,000 ",5-Feb-20,,,,,
28 Leigh Road,Highton,5,3,2,642,0,"$1,010,000 ",11-Mar-20,,,,,
49 Leigh Road,Highton,3,2,2,472,0,"$680,000 ",14-Aug-20,,,,,
55 Leigh Road,Highton,3,2,2,607,0,"$725,000 ",26-Sep-19,,,,,
64 Leigh Road,Highton,5,2,2,636,0,"$815,000 ",19-Feb-19,,,,,
90 Leigh Road,Highton,4,2,2,705,0,"$825,000 ",26-Aug-20,,,,,
5 Leilani Court,Highton,4,3,2,793,0,"$778,000 ",18-May-19,,,,,
1A Lichen Grove,Highton,3,1,2,733,0,"$530,000 ",27-Apr-19,,,,,
2 Lichen Grove,Highton,3,1,1,1010,0,"$729,000 ",13-Apr-19,,,,,
3-5 Lichen Grove,Highton,5,3,3,1804,0,"$1,390,000 ",3-Apr-20,,,,,
4 Lichen Grove,Highton,3,1,3,1012,0,"$710,000 ",1-Aug-20,,,,,
14 Lichen Grove,Highton,2,1,1,810,0,"$520,000 ",16-Feb-19,,,,,
8 Linton Lane,Highton,4,2,1,852,0,"$670,000 ",12-Apr-20,,,,,
7 Lipizzaner Court,Highton,4,3,2,672,0,"$720,000 ",18-Jul-19,,,,,
10 Lipizzaner Court,Highton,4,2,4,562,0,"$980,000 ",2-Jul-20,,,,,
12 Lipizzaner Court,Highton,3,2,2,512,0,"$525,000 ",26-Jun-19,,,,,
10 Lochgoin Mews,Highton,3,2,2,1106,353,"$1,450,000 ",31-Oct-19,,,,,
19 Lochgoin Mews,Highton,4,2,2,713,0,"$725,000 ",22-Jan-19,,,,,
2 Maidie Street,Highton,4,2,1,1060,0,"$868,000 ",18-Sep-19,,,,,
12 Maidie Street,Highton,4,2,2,656,0,"$700,000 ",21-Mar-20,,,,,
14 Maidie Street,Highton,4,2,2,653,0,"$635,000 ",25-Mar-20,,,,,
11 Marcus Street,Highton,4,2,1,667,148,"$650,000 ",14-Apr-20,,,,,
7 Marlyn Court,Highton,3,3,3,1091,0,"$955,000 ",23-Jun-20,,,,,
7 Mawarra Court,Highton,4,2,2,993,325,"$1,300,000 ",20-Aug-19,,,,,
15 Mawarra Court,Highton,4,2,2,822,0,"$810,000 ",22-Jun-19,,,,,
3 Meadow Court,Highton,4,2,2,1322,0,"$1,225,000 ",26-Mar-20,,,,,
1 Melrose Avenue,Highton,3,2,2,840,0,"$687,500 ",5-Oct-19,,,,,
8 Melrose Avenue,Highton,3,1,2,660,0,"$599,000 ",29-Jan-19,,,,,
3 Mercia Close,Highton,3,2,2,348,0,"$620,000 ",26-Nov-19,,,,,
1 Merrick Court,Highton,4,2,2,965,0,"$825,000 ",20-Nov-19,,,,,
116 Mill Race Road,Highton,5,3,2,807,0,"$1,350,000 ",13-Dec-19,,,,,
132 Mill Race Road,Highton,3,2,2,374,0,"$645,000 ",24-Oct-19,,,,,
6 Molesworth Drive,Highton,5,2,2,715,0,"$835,000 ",13-Jul-19,,,,,
8 Molesworth Drive,Highton,3,2,2,686,0,"$610,000 ",21-Jan-19,,,,,
24 Molesworth Drive,Highton,3,1,1,287,0,"$445,000 ",28-Jan-19,,,,,
32 Molesworth Drive,Highton,4,2,2,719,0,"$790,000 ",18-Jun-20,,,,,
39 Molesworth Drive,Highton,5,2,2,738,0,"$845,000 ",11-Feb-20,,,,,
26 Montague Street,Highton,3,2,1,612,0,"$710,000 ",11-Feb-19,,,,,
21 Montpellier Drive,Highton,4,2,3,597,0,"$655,000 ",9-Jul-19,,,,,
31 Montpellier Drive,Highton,5,2,2,508,0,"$760,000 ",22-Nov-19,,,,,
35 Montpellier Drive,Highton,3,3,3,719,0,"$630,000 ",22-Nov-19,,,,,
7 Montril Court,Highton,4,2,2,633,0,"$665,000 ",17-Jun-19,,,,,
21 Montrose Place,Highton,4,2,2,676,0,"$1,045,000 ",6-May-20,,,,,
22 Montrose Place,Highton,4,2,2,952,0,"$930,000 ",15-Jul-20,,,,,
65 Montrose Place,Highton,4,3,3,1054,0,"$1,350,000 ",22-Jul-19,,,,,
16 Moreton Bay Drive,Highton,3,1,2,593,0,"$692,000 ",11-Jul-20,,,,,
20 Moreton Bay Drive,Highton,3,1,1,612,0,"$490,000 ",25-Aug-20,,,,,
49 Moreton Bay Drive,Highton,3,1,1,590,0,"$645,000 ",10-Sep-19,,,,,
9 Morley Crescent,Highton,4,2,2,849,0,"$815,000 ",24-Sep-19,,,,,
1 Mosman Way,Highton,3,2,2,485,0,"$705,000 ",7-Feb-19,,,,,
9-11 Mosman Way,Highton,6,4,5,1077,0,"$1,070,000 ",19-Dec-19,,,,,
161 Mount Pleasant Road,Highton,4,2,2,595,0,"$745,000 ",27-Aug-20,,,,,
192 Mount Pleasant Road,Highton,4,2,2,713,0,"$980,000 ",30-Nov-19,,,,,
203 Mount Pleasant Road,Highton,3,2,3,820,0,"$627,000 ",9-Mar-19,,,,,
206 Mount Pleasant Road,Highton,4,2,3,910,0,"$790,000 ",29-Apr-20,,,,,
274 Mount Pleasant Road,Highton,3,1,1,586,0,"$525,000 ",15-Jun-19,,,,,
39 Mulquiney Crescent,Highton,3,2,2,720,0,"$615,000 ",20-Jan-20,,,,,
59 Mulquiney Crescent,Highton,5,2,2,770,0,"$753,000 ",13-Apr-19,,,,,
66 Mulquiney Crescent,Highton,4,2,2,759,0,"$650,000 ",10-Jan-20,,,,,
82 Mulquiney Crescent,Highton,3,1,1,272,0,"$535,000 ",13-Mar-19,,,,,
84 Mulquiney Crescent,Highton,3,2,2,345,0,"$529,000 ",19-Aug-19,,,,,
17 Nedlands Drive,Highton,4,2,2,729,0,"$770,000 ",1-Jul-20,,,,,
5 Nelson Avenue,Highton,3,1,2,658,0,"$582,000 ",6-Jun-20,,,,,
14A Nelson Avenue,Highton,3,2,2,470,0,"$630,000 ",16-Nov-19,,,,,
14B Nelson Avenue,Highton,3,2,2,348,0,"$675,000 ",13-Dec-19,,,,,
107 North Valley Road,Highton,3,2,2,655,222.9673,"$700,000 ",3-Jan-19,,,,,
115 North Valley Road,Highton,3,2,2,652,0,"$690,000 ",4-Jan-19,,,,,
8 Northam Avenue,Highton,4,1,2,650,0,"$538,000 ",15-Aug-19,,,,,
15 Northam Avenue,Highton,3,1,2,652,0,"$530,000 ",21-Oct-19,,,,,
18 Northam Avenue,Highton,4,1,1,650,0,"$483,000 ",6-Feb-19,,,,,
11 Northbridge Road,Highton,3,2,2,357,0,"$620,000 ",12-Jun-20,,,,,
9 Oakbank Avenue,Highton,3,3,2,726,216,"$780,000 ",23-Sep-19,,,,,
10 Oakbank Avenue,Highton,4,3,2,665,297.2897,"$840,000 ",4-Apr-19,,,,,
11 Oakhill Avenue,Highton,5,4,2,1001,323.7,"$1,200,000 ",13-Oct-19,,,,,
5 Oakview Court,Highton,4,2,2,1166,0,"$760,000 ",8-Nov-19,,,,,
6 Oakview Court,Highton,4,2,2,766,0,"$685,000 ",7-Feb-19,,,,,
8 Oakview Court,Highton,6,2,6,1543,0,"$940,000 ",9-Feb-19,,,,,
13 Oakview Court,Highton,3,2,2,560,0,"$502,000 ",24-Sep-19,,,,,
13 Odriscol Court,Highton,4,2,0,722,0,"$615,000 ",15-Aug-19,,,,,
14 Orana Road,Highton,4,3,2,983,0,"$1,250,000 ",18-Feb-20,,,,,
2 Orchardview Court,Highton,4,2,2,934,0,"$935,000 ",11-Mar-20,,,,,
15 Oxbow Court,Highton,0,0,0,1700,0,"$685,000 ",10-Feb-19,,,,,
15 Palmerston Place,Highton,5,2,2,834,0,"$860,000 ",12-Feb-19,,,,,
19 Parkwood Drive,Highton,3,2,2,700,0,"$600,000 ",30-Nov-19,,,,,
33-35 Parkwood Drive,Highton,4,2,2,734,0,"$665,000 ",11-Jun-19,,,,,
50 Parkwood Drive,Highton,4,3,2,721,0,"$795,000 ",4-Dec-19,,,,,
52 Parkwood Drive,Highton,4,2,2,680,0,"$715,000 ",17-Sep-19,,,,,
22 Patern Street,Highton,3,1,3,766,0,"$720,000 ",6-Aug-20,,,,,
10 Pepperdine Way,Highton,4,2,2,824,0,"$810,000 ",23-Nov-19,,,,,
15 Pepperdine Way,Highton,4,2,2,791,0,"$725,000 ",6-May-20,,,,,
31 Pepperdine Way,Highton,5,3,2,911,0,"$1,006,250 ",13-Feb-20,,,,,
39 Pepperdine Way,Highton,4,2,3,658,0,"$905,000 ",7-Mar-20,,,,,
7 Percy Jones Court,Highton,4,2,4,912,0,"$822,000 ",13-Jul-20,,,,,
12 Pinecrest Drive,Highton,4,2,2,643,0,"$610,000 ",5-Oct-19,,,,,
17 Porter Avenue,Highton,3,1,2,589,0,"$540,000 ",21-Dec-19,,,,,
36 Porter Avenue,Highton,2,1,2,589,0,"$521,000 ",15-Jul-20,,,,,
54 Porter Avenue,Highton,3,1,2,589,0,"$568,000 ",28-Jan-19,,,,,
62 Porter Avenue,Highton,3,1,2,589,0,"$465,000 ",16-Apr-19,,,,,
37 Province Boulevard,Highton,4,2,2,745,0,"$830,000 ",11-Feb-19,,,,,
64 Province Boulevard,Highton,4,2,2,657,0,"$752,000 ",4-Sep-20,,,,,
69 Province Boulevard,Highton,4,3,2,630,336,"$791,000 ",2-Feb-19,,,,,
108 Province Boulevard,Highton,3,2,2,313,0,"$715,000 ",1-Jul-19,,,,,
