address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
355 Autumn Street,Newtown,4,2,3,602,0,"$755,000 ",16-Mar-19,,,,,
361 Autumn Street,Newtown,3,2,3,603,0,"$790,000 ",28-Mar-20,,,,,
72 Balcombe Road,Newtown,3,1,1,787,0,"$708,000 ",31-Aug-19,,,,,
82 Balcombe Road,Newtown,3,2,1,645,0,"$840,000 ",2-Jun-19,,,,,
12B Ballater Avenue,Newtown,3,2,2,303,0,"$1,064,000 ",18-Apr-19,,,,,
18 Ballater Avenue,Newtown,0,0,1,631,0,"$590,000 ",5-Oct-19,,,,,
25 Ballater Avenue,Newtown,3,1,2,718,0,"$700,000 ",11-Jul-20,,,,,
8 Bayswater Road,Newtown,2,1,1,533,0,"$625,000 ",5-Sep-19,,,,,
15 Belfast Street,Newtown,3,2,2,688,0,"$925,000 ",22-Oct-19,,,,,
36 Belfast Street,Newtown,3,2,1,786,252,"$1,230,000 ",13-Sep-19,,,,,
15 Blessington Street,Newtown,3,2,1,324,0,"$940,000 ",12-Aug-19,,,,,
21 Blessington Street,Newtown,3,1,1,366,0,"$678,000 ",16-Mar-19,,,,,
6 Bond Street,Newtown,3,2,1,419,0,"$666,000 ",28-Feb-19,,,,,
49 Bond Street,Newtown,5,2,3,502,0,"$1,350,000 ",10-Nov-19,,,,,
68 Bond Street,Newtown,2,1,1,260,0,"$586,000 ",31-Aug-19,,,,,
7 Bosanquet Avenue,Newtown,3,2,1,369,0,"$621,750 ",22-Jul-19,,,,,
94 Buckingham Road,Newtown,4,3,2,884,0,"$975,000 ",21-Mar-20,,,,,
18 Buckland Avenue,Newtown,4,3,1,767,0,"$1,310,000 ",17-May-19,,,,,
9 Camden Road,Newtown,6,2,2,919,0,"$900,000 ",15-Mar-19,,,,,
14 Camden Road,Newtown,4,3,2,782,0,"$1,610,000 ",14-Mar-20,,,,,
35 Camden Road,Newtown,3,1,2,786,0,"$873,000 ",21-Sep-19,,,,,
43 Camden Road,Newtown,3,1,2,1403,0,"$950,000 ",21-May-19,,,,,
95 Camden Road,Newtown,4,2,2,725,0,"$792,250 ",31-Mar-19,,,,,
1C Carmichael Avenue,Newtown,4,1,2,818,0,"$660,000 ",13-Mar-19,,,,,
6 Carmichael Avenue,Newtown,3,2,2,272,0,"$862,000 ",23-Mar-19,,,,,
27 Chadwick Street,Newtown,3,2,1,213,0,"$682,000 ",1-Mar-19,,,,,
3 Chelmsford Avenue,Newtown,4,2,2,818,0,"$860,000 ",3-Jul-20,,,,,
14 Chester Street,Newtown,3,0,0,604,0,"$736,000 ",7-Sep-19,,,,,
12 Churchill Avenue,Newtown,3,1,1,387,0,"$612,500 ",26-Oct-19,,,,,
13 Churchill Avenue,Newtown,3,1,2,360,0,"$445,000 ",22-Aug-20,,,,,
48 Clarendon Street,Newtown,2,1,1,203,204.3867,"$600,000 ",7-Dec-19,,,,,
66 Clarendon Street,Newtown,4,1,1,382,0,"$840,000 ",13-Nov-19,,,,,
1 Clarke Street,Newtown,4,2,2,681,0,"$1,025,000 ",12-Apr-19,,,,,
7 Clarke Street,Newtown,5,3,2,661,262,"$1,530,000 ",16-Dec-19,,,,,
47 Clarke Street,Newtown,3,1,1,700,0,"$823,000 ",12-Apr-19,,,,,
38 Cook Street,Newtown,4,2,1,678,0,"$890,000 ",13-Jul-20,,,,,
48 Cook Street,Newtown,4,2,1,678,0,"$890,000 ",23-Dec-19,,,,,
LOT 11 Craigie Road,Newtown,2,0,0,1357,0,"$357,000 ",2-Apr-20,,,,,
10/22-26 Craigie Road,Newtown,2,1,1,96,0,"$357,000 ",2-Apr-20,,,,,
23 Craigie Road,Newtown,3,1,3,690,0,"$585,000 ",31-Jan-19,,,,,
32 Craigie Road,Newtown,2,1,1,741,0,"$755,000 ",25-Jul-20,,,,,
4 Cumberland Street,Newtown,3,1,2,521,120.774,"$940,000 ",10-Sep-19,,,,,
10 Cumberland Street,Newtown,4,2,3,693,0,"$1,175,000 ",6-Apr-19,,,,,
27 Cumberland Street,Newtown,2,1,2,261,0,"$685,000 ",10-Dec-19,,,,,
31 Cumberland Street,Newtown,2,1,0,475,0,"$661,000 ",8-Feb-19,,,,,
32 Cumberland Street,Newtown,3,1,1,256,0,"$765,000 ",8-Jan-20,,,,,
39 Cumberland Street,Newtown,4,2,2,387,0,"$1,080,000 ",25-Jun-20,,,,,
6A Elcho Street,Newtown,4,3,1,406,0,"$765,000 ",18-Dec-19,,,,,
6B Elcho Street,Newtown,4,3,1,269,0,"$755,000 ",19-Jul-19,,,,,
12 Elcho Street,Newtown,3,1,1,698,1300.6426,"$770,000 ",4-Oct-19,,,,,
16 Elderslie Terrace,Newtown,4,2,2,520,0,"$1,180,000 ",25-Nov-19,,,,,
16 Fairmont Road,Newtown,3,1,2,709,0,"$750,000 ",22-Feb-19,,,,,
19 Fairmont Road,Newtown,3,1,0,667,0,"$801,000 ",25-Oct-19,,,,,
31 Fairview Avenue,Newtown,3,2,1,477,0,"$1,005,000 ",1-Feb-20,,,,,
37 Fairview Avenue,Newtown,5,2,2,321,0,"$910,000 ",14-Dec-19,,,,,
59 Fairview Avenue,Newtown,4,2,2,489,0,"$1,525,000 ",28-Feb-19,,,,,
82 Fairview Avenue,Newtown,4,2,2,1018,0,"$1,900,000 ",24-May-19,,,,,
89 Fairview Avenue,Newtown,4,2,1,562,0,"$915,000 ",1-Feb-19,,,,,
3 Fernery Grove,Newtown,3,1,2,541,0,"$800,000 ",24-Apr-20,,,,,
5 Fernery Grove,Newtown,4,3,2,583,0,"$1,650,000 ",19-Aug-19,,,,,
1 Fernleigh Street,Newtown,3,1,1,432,0,"$650,000 ",2-Jul-20,,,,,
2 Fordham Street,Newtown,3,2,3,614,0,"$1,270,000 ",7-Dec-19,,,,,
8 Frank Street,Newtown,4,2,2,383,315.8703,"$1,425,000 ",8-Mar-19,,,,,
12 Frank Street,Newtown,4,0,0,419,0,"$1,550,000 ",30-Jan-20,,,,,
16A Frank Street,Newtown,4,2,2,423,315.8703,"$1,500,000 ",17-Jan-20,,,,,
27 Gairloch Grove,Newtown,2,1,1,690,0,"$820,000 ",25-May-19,,,,,
40 George Street,Newtown,4,2,1,638,0,"$1,315,000 ",10-Jul-19,,,,,
59 George Street,Newtown,4,2,2,575,0,"$1,700,000 ",10-Jan-19,,,,,
11 Grant Street,Newtown,2,1,1,677,0,"$832,000 ",9-Nov-19,,,,,
25 Grant Street,Newtown,4,2,3,671,0,"$1,425,000 ",4-Apr-19,,,,,
1 Heathfield Court,Newtown,3,2,2,761,0,"$846,500 ",4-Apr-19,,,,,
23 Hermitage Road,Newtown,4,2,2,660,0,"$1,365,000 ",25-Jul-19,,,,,
2A Huntingdon Street,Newtown,4,3,2,266,0,"$1,200,000 ",4-Oct-19,,,,,
12 Huntingdon Street,Newtown,4,2,2,819,0,"$2,225,000 ",5-Jun-20,,,,,
15 Huntingdon Street,Newtown,4,2,2,372,0,"$975,000 ",10-Aug-19,,,,,
4 Jackman Road,Newtown,3,2,2,725,0,"$930,000 ",26-Jun-20,,,,,
304 Latrobe Terrace,Newtown,3,1,1,490,0,"$600,000 ",13-Jun-20,,,,,
408 Latrobe Terrace,Newtown,0,0,0,426,0,"$925,000 ",11-Dec-19,,,,,
454-456 Latrobe Terrace,Newtown,2,1,0,478,0,"$715,000 ",23-May-20,,,,,
21 Laurel Bank Parade,Newtown,4,1,3,505,0,"$1,170,000 ",25-Nov-19,,,,,
38 Laurel Bank Parade,Newtown,3,1,1,563,0,"$940,000 ",22-Jun-20,,,,,
42 Laurel Bank Parade,Newtown,4,3,1,511,0,"$1,560,000 ",1-Feb-20,,,,,
16 Layton Crescent,Newtown,5,2,2,1956,0,"$2,720,000 ",21-Nov-19,,,,,
7 Louis Court,Newtown,5,3,2,923,0,"$1,650,000 ",21-Jan-20,,,,,
20 Manning Street,Newtown,3,2,1,556,0,"$680,000 ",8-Jun-19,,,,,
3 Marshall Street,Newtown,4,1,2,457,0,"$825,000 ",30-May-20,,,,,
11 Marshall Street,Newtown,3,2,2,543,0,"$689,000 ",11-May-19,,,,,
68 Marshall Street,Newtown,3,1,1,602,0,"$983,000 ",6-Aug-19,,,,,
1/71 Marshall Street,Newtown,3,2,2,274,0,"$1,000,000 ",6-May-19,,,,,
1 Mayfair Drive,Newtown,4,4,2,913,0,"$2,450,000 ",11-Oct-19,,,,,
1-3 Melville Avenue,Newtown,5,3,4,1486,0,"$1,620,000 ",30-May-20,,,,,
29 Mervyn Street,Newtown,4,2,4,1033,0,"$1,300,000 ",4-May-19,,,,,
32 Mervyn Street,Newtown,3,1,1,664,0,"$1,005,000 ",1-Feb-20,,,,,
45 Mervyn Street,Newtown,3,1,2,561,0,"$825,000 ",16-Jan-19,,,,,
6 Miles Street,Newtown,5,2,2,730,0,"$1,525,000 ",28-Jun-19,,,,,
159 Minerva Road,Newtown,4,2,2,374,0,"$650,000 ",30-May-19,,,,,
167 Minerva Road,Newtown,3,1,3,523,0,"$660,000 ",30-Sep-19,,,,,
185 Minerva Road,Newtown,3,1,1,591,122,"$641,500 ",8-Jan-20,,,,,
12 Nantes Street,Newtown,5,2,3,1480,0,"$2,280,000 ",8-Mar-19,,,,,
14 Nantes Street,Newtown,4,0,0,684,0,"$1,000,000 ",15-Mar-20,,,,,
15 Nantes Street,Newtown,5,3,2,1221,0,"$3,175,000 ",13-Jun-20,,,,,
25 Nantes Street,Newtown,5,2,3,1036,39,"$1,750,000 ",16-Mar-19,,,,,
40 Nantes Street,Newtown,3,1,2,763,0,"$950,000 ",16-Feb-19,,,,,
2 Neiley Street,Newtown,3,1,1,762,0,"$902,000 ",17-Dec-19,,,,,
2A Neiley Street,Newtown,3,2,2,305,0,"$765,000 ",7-Dec-19,,,,,
8 Neiley Street,Newtown,4,1,2,766,0,"$810,000 ",5-Jun-20,,,,,
59 Nicholas Street,Newtown,3,1,2,565,0,"$906,000 ",13-Mar-20,,,,,
65 Nicholas Street,Newtown,4,2,0,686,0,"$884,000 ",7-Jul-19,,,,,
77 Nicholas Street,Newtown,5,4,4,809,0,"$1,685,000 ",5-Jun-19,,,,,
83 Nicholas Street,Newtown,2,1,1,370,0,"$790,000 ",30-Mar-20,,,,,
1/116 Nicholas Street,Newtown,3,1,2,352,0,"$670,000 ",21-May-20,,,,,
41 Noble Street,Newtown,3,2,5,422,267,"$960,000 ",7-Jul-20,,,,,
72 Noble Street,Newtown,4,1,0,669,0,"$750,000 ",26-Apr-19,,,,,
80A Noble Street,Newtown,3,2,2,272,0,"$870,000 ",24-Mar-20,,,,,
82 Noble Street,Newtown,4,2,2,602,0,"$1,165,000 ",26-Oct-19,,,,,
108 Noble Street,Newtown,3,2,1,618,0,"$950,000 ",20-May-20,,,,,
109 Noble Street,Newtown,5,3,0,1636,0,"$3,900,000 ",6-Aug-19,,,,,
113A Noble Street,Newtown,5,3,3,847,0,"$1,450,000 ",18-Dec-19,,,,,
119 Noble Street,Newtown,3,1,2,508,0,"$880,000 ",20-Jun-20,,,,,
188 Noble Street,Newtown,5,3,2,1302,0,"$3,800,000 ",24-Feb-19,,,,,
4/199 Noble Street,Newtown,2,1,1,99,0,"$383,000 ",7-Nov-19,,,,,
210 Noble Street,Newtown,5,3,2,1402,0,"$3,550,000 ",21-May-19,,,,,
255 Noble Street,Newtown,5,2,2,779,0,"$1,530,000 ",21-Aug-20,,,,,
276 Pakington Street,Newtown,3,1,1,700,0,"$1,335,000 ",3-Feb-20,,,,,
4 Pinaroo Street,Newtown,4,1,1,409,0,"$605,000 ",26-Feb-19,,,,,
13 Pleasant Street,Newtown,4,1,1,384,0,"$755,000 ",16-Apr-19,,,,,
5 Queens Road,Newtown,4,3,2,901,0,"$1,335,000 ",27-Jan-20,,,,,
10 Read Street,Newtown,3,1,2,832,0,"$695,000 ",4-Sep-19,,,,,
29 Retreat Road,Newtown,3,2,2,402,0,"$965,000 ",4-Jun-19,,,,,
45 Retreat Road,Newtown,5,3,2,680,0,"$1,550,000 ",24-Oct-19,,,,,
21 Roebuck Street,Newtown,4,2,2,517,0,"$845,000 ",8-Jun-19,,,,,
29 Roebuck Street,Newtown,3,1,2,387,0,"$835,000 ",14-Jan-20,,,,,
34 Roebuck Street,Newtown,2,2,1,414,0,"$898,000 ",30-May-20,,,,,
35 Roebuck Street,Newtown,5,3,2,1306,278.7,"$2,210,000 ",12-Nov-19,,,,,
45 Roebuck Street,Newtown,5,2,2,521,0,"$1,410,000 ",20-Mar-20,,,,,
16 Russell Street,Newtown,3,1,1,326,0,"$695,000 ",16-Dec-19,,,,,
36 Russell Street,Newtown,4,2,2,275,0,"$1,030,000 ",1-Jul-20,,,,,
14 Saffron Street,Newtown,3,1,1,409,0,"$755,000 ",29-Mar-19,,,,,
39 Saffron Street,Newtown,11,2,1,420,0,"$1,000,000 ",30-Jul-19,,,,,
63 Saffron Street,Newtown,3,1,0,225,0,"$650,000 ",2-Mar-19,,,,,
76 Saffron Street,Newtown,3,1,1,389,0,"$715,000 ",13-Jul-19,,,,,
38 Sandringham Parade,Newtown,3,2,2,816,0,"$648,000 ",17-Sep-19,,,,,
58 Sandringham Parade,Newtown,4,2,2,425,0,"$740,000 ",27-Mar-19,,,,,
74 Sandringham Parade,Newtown,3,1,1,690,0,"$650,000 ",15-Aug-19,,,,,
330 Shannon Avenue,Newtown,4,2,2,917,0,"$965,000 ",29-Nov-19,,,,,
357 Shannon Avenue,Newtown,3,2,2,793,0,"$895,000 ",21-Jun-19,,,,,
369 Shannon Avenue,Newtown,4,1,2,760,0,"$803,500 ",11-Mar-19,,,,,
402 Shannon Avenue,Newtown,3,2,2,697,0,"$780,000 ",24-Sep-19,,,,,
1 Sharp Street,Newtown,3,2,2,560,0,"$1,250,000 ",13-Mar-20,,,,,
16 Sharp Street,Newtown,4,2,3,881,0,"$1,170,000 ",7-Dec-19,,,,,
35 Sharp Street,Newtown,3,2,3,551,0,"$900,000 ",7-Sep-19,,,,,
14 Sherbourne Terrace,Newtown,3,1,1,264,0,"$486,000 ",2-Jun-20,,,,,
15 Sherbourne Terrace,Newtown,3,2,2,412,0,"$520,000 ",4-Jul-19,,,,,
42 Sherbourne Terrace,Newtown,3,1,1,254,0,"$565,000 ",9-Dec-19,,,,,
58 Sherbourne Terrace,Newtown,2,1,2,133,72,"$445,000 ",23-Feb-20,,,,,
100A Skene Street,Newtown,3,2,2,291,0,"$972,500 ",4-Jan-20,,,,,
103 Skene Street,Newtown,3,2,2,433,0,"$1,150,000 ",29-Jan-20,,,,,
109 Skene Street,Newtown,3,2,2,530,0,"$783,000 ",11-Mar-19,,,,,
114 Skene Street,Newtown,3,1,0,439,0,"$802,000 ",14-Aug-20,,,,,
117 Skene Street,Newtown,4,2,5,953,0,"$1,650,000 ",11-Apr-20,,,,,
118 Skene Street,Newtown,3,2,2,575,0,"$800,000 ",22-Jun-19,,,,,
136 Skene Street,Newtown,4,2,1,606,202,"$1,260,000 ",15-May-20,,,,,
137 Skene Street,Newtown,3,1,0,543,0,"$671,000 ",5-Oct-19,,,,,
139 Skene Street,Newtown,3,1,2,1320,0,"$1,125,000 ",12-Oct-19,,,,,
8 Stephen Street,Newtown,3,1,2,694,0,"$1,140,000 ",22-Feb-20,,,,,
24 Stinton Avenue,Newtown,3,1,2,590,0,"$855,000 ",22-Aug-20,,,,,
26 Stinton Avenue,Newtown,3,2,2,590,0,"$1,225,000 ",13-Dec-19,,,,,
33 Stinton Avenue,Newtown,3,1,2,622,0,"$1,061,000 ",30-Mar-20,,,,,
34A Stinton Avenue,Newtown,3,2,2,413,0,"$780,000 ",23-Dec-19,,,,,
5 Sylvan Court,Newtown,3,2,2,697,0,"$230,000 ",3-Jun-19,,,,,
7 Talbot Street,Newtown,4,1,4,620,0,"$985,000 ",4-May-20,,,,,
16 Upper Skene Street,Newtown,4,2,2,586,0,"$1,330,000 ",7-Feb-20,,,,,
35 Upper Skene Street,Newtown,4,2,1,525,0,"$1,360,000 ",7-Jul-20,,,,,
42 Upper Skene Street,Newtown,3,1,2,674,0,"$877,800 ",30-Jun-20,,,,,
48 Upper Skene Street,Newtown,5,3,1,468,0,"$656,000 ",22-Jun-19,,,,,
51 Upper Skene Street,Newtown,3,2,1,519,0,"$1,080,000 ",22-Jun-20,,,,,
24 Virginia Street,Newtown,4,3,1,515,0,"$1,875,000 ",3-Jan-19,,,,,
66 Virginia Street,Newtown,4,3,4,1142,0,"$1,820,000 ",9-Jul-19,,,,,
3 Vista Road,Newtown,4,0,0,831,0,"$763,000 ",18-May-20,,,,,
5 Vista Road,Newtown,3,1,6,831,0,"$871,000 ",6-Jul-19,,,,,
8 Vista Road,Newtown,4,1,1,741,0,"$830,000 ",12-Oct-19,,,,,
11 Vista Road,Newtown,2,1,1,1070,125,"$935,000 ",29-Feb-20,,,,,
4 Wallace Street,Newtown,4,3,2,1221,0,"$2,405,978 ",5-Dec-19,,,,,
5 Warwick Street,Newtown,3,1,1,554,0,"$510,000 ",23-Mar-19,,,,,
70 West Fyans Street,Newtown,3,1,4,277,0,"$610,000 ",8-Mar-20,,,,,
123 West Fyans Street,Newtown,4,0,0,582,0,"$580,000 ",11-Oct-19,,,,,
134 West Fyans Street,Newtown,3,1,1,331,0,"$612,000 ",13-Mar-19,,,,,
152 West Fyans Street,Newtown,3,1,2,653,0,"$642,000 ",19-Oct-19,,,,,
185 West Fyans Street,Newtown,3,2,1,758,0,"$640,000 ",14-Jun-19,,,,,
5 Whyte Court,Newtown,4,2,2,732,0,"$1,003,000 ",5-Nov-19,,,,,
6 Whyte Court,Newtown,4,2,2,870,217,"$1,050,000 ",27-May-20,,,,,
10 Whyte Court,Newtown,4,2,2,694,0,"$815,000 ",27-May-19,,,,,
25 William Street,Newtown,3,3,1,580,0,"$699,500 ",21-Mar-19,,,,,
2-4 Woodstock Street,Newtown,2,1,1,459,0,"$565,000 ",2-Nov-19,,,,,
8 Woodstock Street,Newtown,3,2,1,283,0,"$515,000 ",6-Jul-19,,,,,
