address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
351 Ryrie Street,Geelong,6,2,4,1030,0,"$1,800,000 ",26-Apr-20,,,,,
357 Ryrie Street,Geelong,2,1,4,600,0,"$905,000 ",28-Feb-20,,,,,
370 Ryrie Street,Geelong,3,1,2,506,0,"$837,000 ",14-Jan-19,,,,,
4 Smythe Place,Geelong,3,2,2,126,0,"$795,000 ",19-Feb-20,,,,,
10 Smythe Place,Geelong,3,2,2,128,0,"$830,000 ",26-Oct-19,,,,,
3 Storrer Street,Geelong,3,1,1,473,0,"$307,500 ",7-Dec-19,,,,,
50 Swanston Street,Geelong,3,2,2,377,0,"$1,050,000 ",1-Jun-19,,,,,
91 Swanston Street,Geelong,0,1,1,380,0,"$725,000 ",18-Jul-20,,,,,
111 Swanston Street,Geelong,2,1,1,216,0,"$602,500 ",6-Jul-19,,,,,
126 Swanston Street,Geelong,2,1,1,337,0,"$532,000 ",17-Aug-19,,,,,
38 Sydney Avenue,Geelong,5,3,3,1171,0,"$2,500,000 ",29-May-20,,,,,
56 Sydney Parade,Geelong,2,1,1,229,0,"$615,000 ",22-Feb-20,,,,,
86 Sydney Parade,Geelong,2,1,1,319,0,"$560,000 ",15-Aug-20,,,,,
19 The Esplanade  South,Geelong,3,2,1,295,0,"$720,000 ",25-May-19,,,,,
9 The Esplanade ,Geelong,4,2,2,892,0,"$2,375,000 ",29-Aug-20,,,,,
153 Verner Street,Geelong,3,1,2,670,0,"$640,500 ",11-Jun-19,,,,,
6 Vincent Avenue,Geelong,4,1,1,552,131,"$855,000 ",28-Mar-19,,,,,
8 Vincent Avenue,Geelong,3,2,2,552,0,"$1,050,000 ",16-Aug-19,,,,,
13 Vincent Avenue,Geelong,4,2,2,633,0,"$1,235,500 ",21-Mar-20,,,,,
24 Western Beach Road,Geelong,3,1,2,483,0,"$1,510,000 ",25-Apr-20,,,,,
168 Yarra Street,Geelong,5,2,1,665,0,"$905,000 ",5-Jul-19,,,,,
170 Yarra Street,Geelong,4,3,1,658,0,"$850,000 ",18-Jul-19,,,,,
