address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
111 Francis Street,Belmont,3,1,1,604,0,"$535,000 ",21-Jan-20,,,,,
112 Francis Street,Belmont,3,2,2,378,0,"$498,000 ",18-Jul-19,,,,,
125 Francis Street,Belmont,3,1,1,659,0,"$395,000 ",14-Jul-20,,,,,
175 Francis Street,Belmont,3,1,3,647,0,"$566,000 ",27-Mar-19,,,,,
196 Francis Street,Belmont,3,1,2,644,0,"$450,000 ",13-May-20,,,,,
1 George Street,Belmont,2,2,1,418,0,"$512,000 ",16-Nov-19,,,,,
3 George Street,Belmont,3,1,1,416,0,"$515,500 ",29-Nov-19,,,,,
7 George Street,Belmont,3,1,2,703,145,"$760,000 ",17-Aug-19,,,,,
28 George Street,Belmont,4,2,2,830,0,"$815,000 ",11-Sep-19,,,,,
5 Glenbrae Court,Belmont,3,1,1,649,0,"$485,000 ",24-Jun-20,,,,,
9 Glenys Court,Belmont,3,1,2,514,0,"$330,000 ",20-Jul-19,,,,,
11 Glenys Court,Belmont,4,2,2,526,0,"$520,000 ",16-Jul-19,,,,,
12 Glyn Street,Belmont,2,1,1,591,0,"$469,000 ",12-Oct-19,,,,,
16 Grayling Street,Belmont,7,3,0,655,0,"$580,000 ",30-Jun-19,,,,,
3 Hawthorn Avenue,Belmont,3,2,2,804,0,"$850,000 ",1-Apr-19,,,,,
2 Hazel Street,Belmont,3,2,0,501,0,"$505,000 ",2-Feb-19,,,,,
14 Henry Street,Belmont,3,1,4,728,0,"$558,000 ",26-Oct-19,,,,,
18 Henry Street,Belmont,4,2,2,728,0,"$510,000 ",12-May-20,,,,,
28 Henry Street,Belmont,3,1,1,729,0,"$561,000 ",6-Apr-19,,,,,
1A Herbert Street,Belmont,3,2,2,240,0,"$625,000 ",15-Jan-19,,,,,
12 Herd Road,Belmont,2,1,1,665,0,"$661,000 ",8-Feb-20,,,,,
25 Herd Road,Belmont,4,2,2,867,0,"$769,000 ",11-Jul-20,,,,,
35 Herd Road,Belmont,2,1,1,361,0,"$700,000 ",23-Jul-19,,,,,
12 Hereford Drive,Belmont,3,1,4,733,0,"$575,000 ",4-Mar-20,,,,,
16 Hereford Drive,Belmont,3,2,2,737,0,"$555,000 ",18-Jun-20,,,,,
28 Hereford Drive,Belmont,3,2,2,654,0,"$500,000 ",6-Mar-20,,,,,
36 Hereford Drive,Belmont,3,2,3,655,0,"$517,000 ",4-Nov-19,,,,,
74 High Street,Belmont,3,1,2,520,0,"$580,000 ",27-Jul-19,,,,,
84 High Street,Belmont,3,1,2,607,0,"$625,000 ",23-Nov-19,,,,,
92 High Street,Belmont,3,1,0,405,0,"$660,000 ",24-Mar-20,,,,,
239 High Street,Belmont,3,1,3,553,0,"$390,000 ",29-May-19,,,,,
247 High Street,Belmont,2,1,1,661,0,"$505,000 ",20-Jun-20,,,,,
253 High Street,Belmont,2,1,0,613,0,"$510,000 ",7-Apr-20,,,,,
259 High Street,Belmont,3,2,0,776,0,"$600,000 ",9-Mar-19,,,,,
262 High Street,Belmont,3,1,1,874,0,"$560,000 ",7-Dec-19,,,,,
268 High Street,Belmont,3,2,2,830,0,"$515,000 ",11-Dec-19,,,,,
292 High Street,Belmont,3,2,1,626,0,"$575,000 ",1-Mar-20,,,,,
304 High Street,Belmont,3,2,1,380,0,"$490,000 ",5-Aug-20,,,,,
306 High Street,Belmont,2,1,1,400,95,"$357,500 ",2-May-19,,,,,
317 High Street,Belmont,3,1,1,734,0,"$508,500 ",21-Nov-19,,,,,
325 High Street,Belmont,3,1,3,590,0,"$470,000 ",10-Feb-20,,,,,
359 High Street,Belmont,3,1,4,642,0,"$472,000 ",6-Feb-19,,,,,
7 Highmont Drive,Belmont,3,2,1,706,0,"$445,000 ",27-Dec-19,,,,,
17 Highmont Drive,Belmont,3,2,2,746,0,"$512,000 ",13-May-19,,,,,
34 Highmont Drive,Belmont,1,2,2,803,0,"$500,000 ",23-Mar-20,,,,,
7 Hill Street,Belmont,3,2,2,652,0,"$710,000 ",14-Mar-20,,,,,
18 Hill Street,Belmont,3,1,1,636,0,"$550,000 ",10-Jul-19,,,,,
19 Hill Street,Belmont,5,2,2,775,0,"$745,000 ",27-Nov-19,,,,,
20 Hill Street,Belmont,3,1,2,636,0,"$465,000 ",23-May-19,,,,,
24 Hill Street,Belmont,2,1,1,636,0,"$565,000 ",10-Aug-19,,,,,
31 Hill Street,Belmont,3,1,1,776,0,"$660,000 ",27-May-20,,,,,
4 Iona Avenue,Belmont,3,2,2,319,0,"$675,000 ",13-Mar-20,,,,,
6 Iona Avenue,Belmont,3,2,0,325,0,"$675,000 ",23-Mar-20,,,,,
34 Iona Avenue,Belmont,2,1,2,634,0,"$535,000 ",14-Sep-19,,,,,
35 Iona Avenue,Belmont,4,2,1,716,0,"$705,000 ",25-Nov-19,,,,,
36 Iona Avenue,Belmont,4,1,2,639,0,"$580,000 ",5-Oct-19,,,,,
40 Iona Avenue,Belmont,4,1,2,639,0,"$516,000 ",16-Nov-19,,,,,
63 Iona Avenue,Belmont,3,1,4,585,0,"$532,500 ",20-Feb-19,,,,,
6 Jacobs Street,Belmont,3,2,0,871,0,"$626,000 ",8-May-20,,,,,
20 James Street,Belmont,5,2,2,553,0,"$595,000 ",13-Jul-19,,,,,
21 James Street,Belmont,3,1,1,556,0,"$537,000 ",15-Feb-20,,,,,
53 James Street,Belmont,3,1,1,631,0,"$463,500 ",20-May-19,,,,,
70 James Street,Belmont,3,1,1,752,0,"$480,000 ",24-Sep-19,,,,,
71 James Street,Belmont,3,1,2,650,0,"$436,000 ",30-May-19,,,,,
75 James Street,Belmont,3,2,3,650,0,"$545,000 ",24-Mar-20,,,,,
8 Jersey Court,Belmont,3,0,0,697,0,"$280,000 ",5-Dec-19,,,,,
14 Johnson Street,Belmont,3,1,2,242,0,"$507,000 ",23-Jan-20,,,,,
43 Kardinia Street,Belmont,3,1,0,567,0,"$667,000 ",4-Mar-20,,,,,
11 Kenneth Street,Belmont,3,1,1,767,0,"$560,000 ",25-Jun-19,,,,,
22 Kidman Avenue,Belmont,4,1,1,639,0,"$470,000 ",28-Apr-20,,,,,
55 Kidman Avenue,Belmont,3,1,2,546,0,"$527,500 ",14-Nov-19,,,,,
8 Killara Court,Belmont,3,1,2,706,127,"$578,000 ",12-Apr-19,,,,,
16 Kinnon Avenue,Belmont,3,1,2,738,0,"$391,000 ",1-Jun-19,,,,,
3 Kinsley Court,Belmont,3,2,2,872,0,"$512,500 ",18-Oct-19,,,,,
4 Kinsley Court,Belmont,4,2,1,770,2,"$580,000 ",29-Mar-20,,,,,
4 Kiteroa Street,Belmont,2,1,1,576,0,"$518,000 ",8-May-19,,,,,
10 Kossecks Place,Belmont,3,2,4,692,0,"$510,000 ",28-Jun-19,,,,,
7 Kyle Avenue,Belmont,3,0,0,715,0,"$580,000 ",29-Oct-19,,,,,
27 Laura Avenue,Belmont,3,2,4,1028,159,"$250,000 ",13-Jun-19,,,,,
29 Laura Avenue,Belmont,3,1,0,771,0,"$586,000 ",21-Mar-20,,,,,
33 Laura Avenue,Belmont,4,1,2,771,0,"$540,000 ",13-Apr-19,,,,,
57 Laura Avenue,Belmont,3,1,2,663,0,"$535,000 ",2-Jan-20,,,,,
58 Laura Avenue,Belmont,3,1,2,624,0,"$510,000 ",23-Feb-19,,,,,
72 Laura Avenue,Belmont,3,1,2,464,0,"$528,000 ",17-Jan-19,,,,,
110B Laura Avenue,Belmont,3,0,0,354,0,"$730,000 ",4-Dec-19,,,,,
121 Laura Avenue,Belmont,3,1,1,474,99,"$520,000 ",28-Feb-20,,,,,
33 Learmouth Street,Belmont,3,1,1,673,0,"$550,000 ",26-Mar-19,,,,,
42 Learmouth Street,Belmont,3,2,0,585,0,"$480,000 ",8-Jul-19,,,,,
43 Learmouth Street,Belmont,3,2,2,686,0,"$495,000 ",16-Jan-19,,,,,
3A Leonard Street,Belmont,0,0,0,346,0,"$530,000 ",12-Sep-19,,,,,
4 Leonard Street,Belmont,4,1,3,1011,0,"$775,000 ",21-Aug-20,,,,,
13 Lloyd Street,Belmont,2,1,2,688,0,"$530,000 ",30-Aug-19,,,,,
18 Lloyd Street,Belmont,4,1,2,687,0,"$602,000 ",13-Jun-20,,,,,
3 Marjorie Avenue,Belmont,3,1,2,650,0,"$545,000 ",14-Mar-20,,,,,
6 Marjorie Avenue,Belmont,3,2,2,653,0,"$642,000 ",23-May-20,,,,,
14 Marjorie Avenue,Belmont,3,1,2,653,0,"$556,000 ",30-Nov-19,,,,,
34 Marjorie Avenue,Belmont,4,1,2,653,0,"$535,000 ",28-Apr-20,,,,,
55 Marjorie Avenue,Belmont,3,1,1,650,0,"$613,000 ",29-Feb-20,,,,,
4 Matilda Court,Belmont,2,1,1,300,0,"$400,000 ",1-Mar-19,,,,,
4A McKenzie Street,Belmont,2,1,6,1824,0,"$1,231,625 ",7-Mar-19,,,,,
3 Mernda Parade,Belmont,3,1,1,594,0,"$500,000 ",30-Apr-20,,,,,
19 Mernda Parade,Belmont,4,2,1,594,0,"$702,000 ",3-Aug-20,,,,,
21 Mernda Parade,Belmont,2,2,2,594,0,"$490,000 ",11-May-19,,,,,
32 Mernda Parade,Belmont,3,2,1,576,15,"$462,000 ",12-Oct-19,,,,,
36 Mernda Parade,Belmont,3,0,0,580,0,"$335,000 ",30-May-19,,,,,
4 Mitchell Street,Belmont,3,1,1,773,0,"$650,000 ",24-Aug-19,,,,,
8B Morris Street,Belmont,3,2,2,514,0,"$717,000 ",13-Jul-20,,,,,
11 Mount Pleasant Road,Belmont,4,2,1,729,0,"$742,000 ",22-Feb-20,,,,,
42 Mount Pleasant Road,Belmont,3,2,2,363,0,"$773,500 ",11-May-19,,,,,
61 Mount Pleasant Road,Belmont,3,1,2,1338,0,"$920,000 ",21-Mar-19,,,,,
68 Mount Pleasant Road,Belmont,3,1,1,690,0,"$600,000 ",30-Mar-20,,,,,
73 Mount Pleasant Road,Belmont,5,2,3,565,0,"$575,000 ",28-Feb-19,,,,,
80 Mount Pleasant Road,Belmont,4,1,1,753,0,"$745,000 ",25-Jun-20,,,,,
99 Mount Pleasant Road,Belmont,2,1,0,806,0,"$650,000 ",29-Oct-19,,,,,
126 Mount Pleasant Road,Belmont,2,1,3,687,0,"$500,000 ",14-Sep-19,,,,,
140 Mount Pleasant Road,Belmont,3,1,2,900,0,"$670,000 ",22-Jul-19,,,,,
9 Nagle Drive,Belmont,3,1,2,649,0,"$480,000 ",4-Nov-19,,,,,
15 Nagle Drive,Belmont,4,2,3,650,0,"$580,000 ",23-Feb-19,,,,,
20 Nagle Drive,Belmont,3,1,1,650,0,"$485,000 ",6-Apr-19,,,,,
28 Nagle Drive,Belmont,3,1,2,650,0,"$634,500 ",29-Feb-20,,,,,
50 Nagle Drive,Belmont,3,1,1,650,0,"$490,000 ",18-Aug-19,,,,,
3 Nicholson Court,Belmont,4,1,1,970,0,"$830,000 ",22-Apr-19,,,,,
2 North Avenue,Belmont,3,2,2,523,0,"$615,000 ",13-Jul-20,,,,,
17 Nott Street,Belmont,3,1,1,681,0,"$545,000 ",20-Oct-19,,,,,
4 Oberon Drive,Belmont,4,2,2,682,0,"$579,000 ",29-May-20,,,,,
25 Oberon Drive,Belmont,4,3,2,695,0,"$555,000 ",19-Jul-19,,,,,
54 Oberon Drive,Belmont,3,1,1,654,0,"$410,000 ",18-May-19,,,,,
62 Oberon Drive,Belmont,3,2,2,664,0,"$425,000 ",22-Aug-20,,,,,
75 Oberon Drive,Belmont,3,2,2,760,0,"$520,000 ",14-Mar-20,,,,,
3 Oxford Street,Belmont,3,2,3,596,0,"$890,000 ",14-Jan-20,,,,,
5 Oxford Street,Belmont,1,1,1,596,0,"$495,000 ",26-Aug-19,,,,,
24 Oxford Street,Belmont,2,1,1,596,0,"$482,500 ",10-Jul-19,,,,,
29 Oxford Street,Belmont,2,1,0,702,0,"$672,000 ",11-Aug-20,,,,,
4 Pavo Street,Belmont,4,2,5,663,0,"$740,000 ",29-Feb-20,,,,,
56 Pavo Street,Belmont,3,1,0,650,124,"$540,000 ",5-May-19,,,,,
60 Pavo Street,Belmont,3,1,1,650,0,"$560,000 ",1-Jul-20,,,,,
64 Pavo Street,Belmont,3,1,1,650,0,"$452,000 ",27-Apr-19,,,,,
11 Peary Street,Belmont,3,0,0,983,0,"$680,000 ",9-Jan-20,,,,,
12 Peary Street,Belmont,3,2,1,985,0,"$882,000 ",20-Feb-20,,,,,
1 Perth Street,Belmont,4,2,2,386,0,"$890,000 ",26-Sep-19,,,,,
5 Perth Street,Belmont,4,2,2,594,191,"$760,000 ",6-Dec-19,,,,,
11 Perth Street,Belmont,3,1,2,420,0,"$536,000 ",27-Apr-19,,,,,
12 Perth Street,Belmont,3,1,2,431,0,"$615,000 ",13-Aug-20,,,,,
15 Perth Street,Belmont,2,1,2,413,0,"$500,000 ",4-May-19,,,,,
10 Pickett Crescent,Belmont,4,2,0,657,0,"$485,000 ",29-Jun-19,,,,,
3 Pilbara Court,Belmont,4,2,2,718,0,"$662,500 ",3-Dec-19,,,,,
1 Polwarth Crescent,Belmont,3,1,2,715,0,"$420,000 ",16-Dec-19,,,,,
2 Polwarth Crescent,Belmont,4,2,3,736,0,"$482,500 ",1-Oct-19,,,,,
7 Polwarth Crescent,Belmont,4,2,2,670,0,"$545,000 ",27-Nov-19,,,,,
7 Poplar Court,Belmont,4,2,2,650,0,"$547,000 ",16-Nov-19,,,,,
1 Queen Street,Belmont,3,2,1,348,0,"$591,000 ",25-Aug-19,,,,,
2 Queen Street,Belmont,2,1,2,729,0,"$571,500 ",3-Sep-20,,,,,
6 Queen Street,Belmont,3,1,4,586,0,"$605,000 ",28-Apr-20,,,,,
17 Queen Street,Belmont,3,1,0,355,0,"$390,000 ",28-Mar-20,,,,,
29 Queen Street,Belmont,3,2,1,436,0,"$490,000 ",3-Feb-20,,,,,
41 Regent Street,Belmont,5,2,2,1006,0,"$725,000 ",29-Jun-20,,,,,
64 Regent Street,Belmont,4,2,2,881,0,"$950,000 ",15-Jun-19,,,,,
72B Regent Street,Belmont,3,2,2,346,0,"$595,000 ",21-Mar-20,,,,,
7 Rigo Street,Belmont,3,1,2,650,0,"$477,000 ",7-Sep-19,,,,,
8 Rigo Street,Belmont,3,1,1,620,0,"$467,500 ",29-May-19,,,,,
2 Riverglen Court,Belmont,3,1,2,817,0,"$658,000 ",6-May-20,,,,,
26-28 Riverview Terrace,Belmont,4,2,3,1040,0,"$921,000 ",13-Apr-19,,,,,
38 Riverview Terrace,Belmont,4,1,2,780,170,"$865,000 ",21-Sep-19,,,,,
51 Riverview Terrace,Belmont,4,2,2,858,0,"$1,200,000 ",30-May-19,,,,,
53 Riverview Terrace,Belmont,4,2,2,728,0,"$1,200,000 ",16-Jun-19,,,,,
55 Riverview Terrace,Belmont,4,2,1,726,0,"$1,050,000 ",11-Jul-19,,,,,
9 Roberts Road,Belmont,3,1,4,759,0,"$650,000 ",18-Jun-20,,,,,
24 Roberts Road,Belmont,3,1,3,808,0,"$715,000 ",26-Oct-19,,,,,
25 Roberts Road,Belmont,0,0,0,798,0,"$650,000 ",6-Jan-20,,,,,
50 Roberts Road,Belmont,3,1,2,372,0,"$520,000 ",21-Mar-19,,,,,
39-41 Roslyn Road,Belmont,4,2,8,1159,51,"$1,035,000 ",2-Aug-19,,,,,
62 Roslyn Road,Belmont,3,1,4,996,0,"$790,000 ",27-Nov-19,,,,,
69 Roslyn Road,Belmont,3,1,3,429,0,"$595,000 ",9-Mar-20,,,,,
136 Roslyn Road,Belmont,4,1,2,850,0,"$672,000 ",26-May-20,,,,,
144 Roslyn Road,Belmont,2,2,1,799,195,"$596,000 ",9-Nov-19,,,,,
171 Roslyn Road,Belmont,3,1,1,655,0,"$485,000 ",25-May-19,,,,,
