address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
58 Gurr Street,East Geelong,4,2,2,733,0,"$930,000 ",12-Nov-19,,,,,
3 Helen Street,East Geelong,2,1,1,355,0,"$465,000 ",28-Feb-20,,,,,
11 Helen Street,East Geelong,3,1,1,476,0,"$518,000 ",28-Feb-19,,,,,
30 Humble Street,East Geelong,3,2,0,293,0,"$640,000 ",7-Dec-19,,,,,
36 Humble Street,East Geelong,3,0,2,502,0,"$460,000 ",10-Jun-19,,,,,
5 Kernot Street,East Geelong,3,1,2,314,0,"$625,000 ",23-Nov-19,,,,,
231 Kilgour Street,East Geelong,4,1,2,505,0,"$895,000 ",20-Mar-19,,,,,
248 Kilgour Street,East Geelong,3,2,1,216,0,"$560,000 ",29-Aug-19,,,,,
3 Limeburners Road,East Geelong,3,2,2,726,0,"$1,020,000 ",28-Mar-20,,,,,
23 Loch Street,East Geelong,3,2,2,337,0,"$685,000 ",13-Aug-20,,,,,
24 Loch Street,East Geelong,3,2,2,399,0,"$910,000 ",27-Mar-20,,,,,
49 Loch Street,East Geelong,3,1,1,409,0,"$515,000 ",31-Aug-19,,,,,
8 Loftus Street,East Geelong,4,1,2,556,120.55,"$520,000 ",24-Sep-19,,,,,
17 Loftus Street,East Geelong,3,1,1,372,0,"$580,000 ",4-Apr-20,,,,,
22 Loftus Street,East Geelong,3,1,2,373,0,"$713,000 ",5-Oct-19,,,,,
23 Martin Street,East Geelong,3,1,1,683,0,"$640,000 ",17-Oct-19,,,,,
25 Martin Street,East Geelong,2,1,4,663,0,"$660,000 ",17-Sep-19,,,,,
40 McDonald Street,East Geelong,2,1,0,379,0,"$505,000 ",13-Apr-19,,,,,
185 McKillop Street,East Geelong,4,1,1,435,168,"$770,000 ",26-Oct-19,,,,,
197 McKillop Street,East Geelong,4,1,2,573,0,"$530,000 ",16-Mar-19,,,,,
203 McKillop Street,East Geelong,4,2,2,444,0,"$830,000 ",27-Apr-19,,,,,
218 McKillop Street,East Geelong,4,2,1,504,0,"$820,000 ",17-May-19,,,,,
223 McKillop Street,East Geelong,3,2,2,482,0,"$535,000 ",2-Oct-19,,,,,
268 McKillop Street,East Geelong,4,3,2,565,0,"$977,000 ",14-Dec-19,,,,,
270 McKillop Street,East Geelong,3,1,1,278,0,"$535,000 ",20-Aug-19,,,,,
274 McKillop Street,East Geelong,2,1,1,558,0,"$560,000 ",16-Apr-19,,,,,
281 McKillop Street,East Geelong,4,2,4,713,0,"$770,000 ",10-Mar-19,,,,,
313 McKillop Street,East Geelong,2,1,2,585,0,"$445,000 ",1-Oct-19,,,,,
21 McNeill Avenue,East Geelong,3,1,2,702,0,"$510,000 ",24-Aug-20,,,,,
28A McNeill Avenue,East Geelong,3,1,0,352,0,"$401,000 ",8-Aug-19,,,,,
12 Meakin Street,East Geelong,3,2,2,571,0,"$1,020,000 ",21-Oct-19,,,,,
305 Myers Street,East Geelong,3,2,2,620,0,"$820,000 ",1-Jul-19,,,,,
335 Myers Street,East Geelong,3,1,1,475,475,"$831,000 ",20-May-20,,,,,
356 Myers Street,East Geelong,3,1,2,930,0,"$1,186,750 ",8-May-20,,,,,
367 Myers Street,East Geelong,3,2,0,768,0,"$890,000 ",14-Mar-20,,,,,
406 Myers Street,East Geelong,4,2,1,693,0,"$725,000 ",25-Sep-19,,,,,
407 Myers Street,East Geelong,3,1,1,730,0,"$595,000 ",27-Nov-19,,,,,
409 Myers Street,East Geelong,2,1,1,244,0,"$498,500 ",7-Jul-20,,,,,
412 Myers Street,East Geelong,3,1,1,589,0,"$490,000 ",16-Mar-20,,,,,
416 Myers Street,East Geelong,3,2,1,601,0,"$525,000 ",24-May-19,,,,,
LOT 14 Normanby Street,East Geelong,1,0,0,621,0,"$290,000 ",21-Mar-19,,,,,
1A Normanby Street,East Geelong,2,1,1,153,0,"$590,000 ",21-Sep-19,,,,,
71 Normanby Street,East Geelong,4,2,1,460,0,"$815,000 ",13-Apr-19,,,,,
73 Normanby Street,East Geelong,4,1,2,453,129.4,"$788,000 ",16-Nov-19,,,,,
3 Orchard Street,East Geelong,2,1,0,333,0,"$445,000 ",7-Nov-19,,,,,
5 Orchard Street,East Geelong,4,3,2,364,239.46,"$970,000 ",5-Sep-19,,,,,
12 Orchard Street,East Geelong,4,1,1,394,0,"$710,000 ",6-Dec-19,,,,,
13 Orchard Street,East Geelong,4,2,2,415,0,"$910,000 ",14-Jun-19,,,,,
72 Ormond Road,East Geelong,3,1,6,612,0,"$695,000 ",10-Apr-19,,,,,
110 Ormond Road,East Geelong,2,1,1,652,0,"$460,000 ",19-Feb-19,,,,,
3 Paterson Street,East Geelong,3,0,0,668,0,"$650,000 ",19-Dec-19,,,,,
16 Paterson Street,East Geelong,3,2,4,585,0,"$630,000 ",8-Feb-20,,,,,
5 Philpott Street,East Geelong,4,2,1,563,0,"$965,000 ",19-Oct-19,,,,,
14 Philpott Street,East Geelong,3,2,1,566,0,"$1,148,000 ",23-Nov-19,,,,,
13 Powell Street,East Geelong,3,1,2,696,0,"$680,000 ",26-Jun-20,,,,,
27 Richmond Street,East Geelong,3,1,1,333,0,"$655,000 ",30-Mar-19,,,,,
38 Richmond Street,East Geelong,3,1,1,341,0,"$520,000 ",14-Sep-19,,,,,
452 Ryrie Street,East Geelong,4,2,2,429,0,"$1,075,000 ",18-May-20,,,,,
486 Ryrie Street,East Geelong,3,2,1,473,0,"$880,000 ",27-Feb-20,,,,,
492 Ryrie Street,East Geelong,4,2,3,705,0,"$750,000 ",27-Aug-19,,,,,
514 Ryrie Street,East Geelong,3,1,1,735,0,"$465,000 ",2-Feb-19,,,,,
7 St Albans Road,East Geelong,3,2,1,491,0,"$975,000 ",17-Aug-19,,,,,
8 St Albans Road,East Geelong,4,2,2,429,0,"$850,000 ",9-May-19,,,,,
16 St Albans Road,East Geelong,3,1,1,951,0,"$650,000 ",28-Jul-19,,,,,
34 St Albans Road,East Geelong,2,1,1,447,0,"$420,000 ",29-Oct-19,,,,,
36 St Albans Road,East Geelong,3,1,1,351,0,"$710,000 ",14-Sep-19,,,,,
41 St Albans Road,East Geelong,3,1,2,387,0,"$650,000 ",8-Jun-19,,,,,
8 Thear Street,East Geelong,3,1,2,563,0,"$790,000 ",4-Jul-20,,,,,
10 Thear Street,East Geelong,4,2,2,562,0,"$1,020,000 ",16-Nov-19,,,,,
1 Tully Street,East Geelong,2,1,2,221,0,"$475,000 ",12-Mar-19,,,,,
6 Tully Street,East Geelong,3,1,1,483,0,"$760,000 ",23-May-20,,,,,
11 Tully Street,East Geelong,3,1,2,333,108,"$695,000 ",4-May-19,,,,,
13 Tully Street,East Geelong,3,1,1,334,0,"$430,000 ",16-Mar-19,,,,,
171 Verner Street,East Geelong,5,3,2,675,0,"$850,000 ",14-Jan-20,,,,,
191 Verner Street,East Geelong,2,1,1,337,0,"$665,000 ",4-Jun-20,,,,,
213 Verner Street,East Geelong,3,1,1,409,0,"$527,500 ",19-Jan-19,,,,,
4D Walter Street,East Geelong,3,2,2,354,0,"$840,000 ",5-Aug-20,,,,,
14 Winter Street,East Geelong,2,1,2,353,0,"$530,000 ",1-Apr-19,,,,,
