address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
25 Beard Street,Armstrong Creek,3,2,2,556,0,"$580,000 ",3-May-19,,,,,
15 Beekeeper Road,Armstrong Creek,4,2,2,592,0,"$645,000 ",2-Jul-20,,,,,
19 Beekeeper Road,Armstrong Creek,3,2,2,541,193.98,"$658,000 ",16-Aug-19,,,,,
23 Beekeeper Road,Armstrong Creek,3,2,2,441,0,"$515,000 ",3-Sep-19,,,,,
16 Bolton Street,Armstrong Creek,4,2,2,448,195.0964,"$527,500 ",30-Dec-19,,,,,
14 Bondi Street,Armstrong Creek,4,2,3,448,0,"$550,000 ",30-Apr-19,,,,,
13 Booker Place,Armstrong Creek,4,2,2,280,0,"$525,000 ",4-Dec-19,,,,,
16 Booker Place,Armstrong Creek,4,2,2,414,176.5158,"$515,000 ",28-Jan-19,,,,,
6 Bridgewater Circuit,Armstrong Creek,4,2,2,512,0,"$548,000 ",3-Apr-19,,,,,
37 Bridgewater Circuit,Armstrong Creek,3,2,2,481,0,"$545,000 ",20-Mar-20,,,,,
13 Caitlin Chase,Armstrong Creek,4,2,2,528,0,"$680,000 ",12-Aug-19,,,,,
20 Caitlin Chase,Armstrong Creek,4,2,2,528,0,"$685,000 ",19-Jan-20,,,,,
21 Caitlin Chase,Armstrong Creek,4,2,2,528,0,"$700,000 ",25-Mar-19,,,,,
15 Canoe Street,Armstrong Creek,3,2,2,448,0,"$570,000 ",17-Jul-20,,,,,
12 Carisbrook Street,Armstrong Creek,3,2,0,400,0,"$510,000 ",11-Dec-19,,,,,
17 Carisbrook Street,Armstrong Creek,4,2,1,272,0,"$475,000 ",15-Sep-19,,,,,
19 Carisbrook Street,Armstrong Creek,3,2,1,272,0,"$478,000 ",30-Jul-19,,,,,
54 Carisbrook Street,Armstrong Creek,4,2,0,335,0,"$509,000 ",14-Feb-20,,,,,
7 Carter Road,Armstrong Creek,4,2,2,604,0,"$685,000 ",5-Feb-20,,,,,
18 Carter Road,Armstrong Creek,4,2,2,528,0,"$579,000 ",23-Apr-20,,,,,
15 Cassava Street,Armstrong Creek,3,2,2,335,157.9352,"$476,500 ",29-Jan-20,,,,,
307 Charlemont Road,Armstrong Creek,4,2,2,360,148.6449,"$460,000 ",18-Dec-19,,,,,
311 Charlemont Road,Armstrong Creek,4,2,2,420,0,"$520,000 ",24-Jun-19,,,,,
336 Charlemont Road,Armstrong Creek,4,2,2,528,204.3867,"$550,000 ",17-Dec-19,,,,,
6 Chucklecreek Lane,Armstrong Creek,4,2,3,352,0,"$456,000 ",10-May-19,,,,,
7 Chucklecreek Lane,Armstrong Creek,3,2,1,335,0,"$470,000 ",29-Oct-19,,,,,
27 Chucklecreek Lane,Armstrong Creek,0,2,2,365,0,"$485,000 ",18-May-20,,,,,
11 Cloudbreak Street,Armstrong Creek,4,2,2,441,0,"$560,000 ",20-Oct-19,,,,,
16 Cloudbreak Street,Armstrong Creek,3,2,2,400,0,"$510,000 ",28-May-19,,,,,
19 Cloudbreak Street,Armstrong Creek,3,2,2,414,0,"$520,000 ",14-Dec-19,,,,,
10 Coastal Drive,Armstrong Creek,4,2,2,528,210.11,"$632,000 ",5-Feb-19,,,,,
10 Coastside Drive,Armstrong Creek,4,2,2,498,232.25,"$620,000 ",11-Oct-19,,,,,
17 Coastside Drive,Armstrong Creek,4,2,2,447,211,"$670,000 ",17-Mar-20,,,,,
21 Coastside Drive,Armstrong Creek,4,2,2,395,167.2255,"$555,000 ",30-Oct-19,,,,,
44 Coastside Drive,Armstrong Creek,4,2,2,438,260.1285,"$502,000 ",13-Aug-19,,,,,
56 Coastside Drive,Armstrong Creek,4,2,2,581,0,"$570,000 ",22-Jan-20,,,,,
67 Coastside Drive,Armstrong Creek,4,2,2,496,269,"$586,000 ",22-Jul-19,,,,,
72 Coastside Drive,Armstrong Creek,4,2,2,512,0,"$665,000 ",22-Jan-19,,,,,
85 Coastside Drive,Armstrong Creek,4,2,0,400,0,"$500,000 ",12-May-20,,,,,
104 Coastside Drive,Armstrong Creek,4,2,2,501,250.83,"$590,000 ",7-May-19,,,,,
111 Coastside Drive,Armstrong Creek,4,2,2,448,176.5158,"$540,000 ",10-Oct-19,,,,,
119 Coastside Drive,Armstrong Creek,4,2,2,448,200,"$289,500 ",20-Jun-19,,,,,
165 Coastside Drive,Armstrong Creek,3,2,2,323,0,"$495,000 ",8-May-20,,,,,
5 Cootamundra Drive,Armstrong Creek,4,2,2,467,0,"$515,000 ",6-May-19,,,,,
9 Cootamundra Drive,Armstrong Creek,4,2,2,448,176.5158,"$630,000 ",6-Jan-20,,,,,
3 Corella Road,Armstrong Creek,3,2,1,226,0,"$396,000 ",7-Aug-20,,,,,
16 Corella Road,Armstrong Creek,4,2,2,400,0,"$520,000 ",1-Apr-19,,,,,
5 Creekward Drive,Armstrong Creek,4,2,2,640,0,"$542,000 ",9-Apr-20,,,,,
6 Creekward Drive,Armstrong Creek,4,2,2,447,0,"$550,000 ",6-Aug-19,,,,,
62 Creekward Drive,Armstrong Creek,4,2,2,499,0,"$510,000 ",25-Sep-19,,,,,
92 Creekward Drive,Armstrong Creek,4,2,2,501,0,"$522,500 ",28-Jun-19,,,,,
2 Daybreak Avenue,Armstrong Creek,4,2,2,584,0,"$570,000 ",15-Oct-19,,,,,
5 Daybreak Avenue,Armstrong Creek,4,2,2,618,618,"$540,000 ",1-Sep-19,,,,,
14 Daybreak Avenue,Armstrong Creek,4,2,2,489,0,"$625,000 ",31-Jul-20,,,,,
20 Daybreak Avenue,Armstrong Creek,4,2,2,385,0,"$497,500 ",1-Jun-19,,,,,
40 Daybreak Avenue,Armstrong Creek,4,2,2,499,0,"$572,500 ",11-Aug-20,,,,,
13 Decourcy Way,Armstrong Creek,3,2,2,381,0,"$525,000 ",7-Jan-20,,,,,
28 Dooliebeal Avenue,Armstrong Creek,4,2,2,456,0,"$620,000 ",20-Aug-20,,,,,
55 Edenhope Circuit,Armstrong Creek,0,0,2,448,0,"$283,000 ",3-Jul-20,,,,,
58 Edenhope Circuit,Armstrong Creek,4,2,2,400,0,"$220,000 ",19-Jan-19,,,,,
62 Edenhope Circuit,Armstrong Creek,4,2,2,448,0,"$600,000 ",16-Jun-20,,,,,
8 Element Circuit,Armstrong Creek,3,2,2,262,157.9352,"$477,000 ",4-Apr-19,,,,,
11 Element Circuit,Armstrong Creek,3,2,1,324,157.9352,"$239,000 ",22-Jun-20,,,,,
51-53 Element Circuit,Armstrong Creek,4,2,2,392,232.2576,"$519,000 ",30-Jun-20,,,,,
3 Falcon Street,Armstrong Creek,4,2,2,496,0,"$535,000 ",5-Feb-20,,,,,
9 Falcon Street,Armstrong Creek,3,2,2,269,0,"$441,000 ",2-Jul-19,,,,,
17 Falcon Street,Armstrong Creek,3,2,1,251,0,"$430,000 ",23-Mar-20,,,,,
5 Fistral Street,Armstrong Creek,3,2,2,400,0,"$530,000 ",19-Mar-20,,,,,
8 Fistral Street,Armstrong Creek,4,2,2,511,0,"$660,000 ",8-Jan-20,,,,,
9 Flanagan Close,Armstrong Creek,3,2,1,305,0,"$451,000 ",9-Feb-19,,,,,
10 Flanagan Close,Armstrong Creek,4,2,2,472,0,"$590,000 ",11-May-19,,,,,
11 Flanagan Close,Armstrong Creek,3,2,1,249,0,"$445,000 ",7-Jan-20,,,,,
12 Flanagan Close,Armstrong Creek,4,2,2,453,0,"$560,000 ",27-Feb-19,,,,,
14 Flanagan Close,Armstrong Creek,4,2,2,448,222.9673,"$547,500 ",10-Dec-19,,,,,
3 Forresters Way,Armstrong Creek,4,2,2,512,0,"$590,000 ",5-Sep-19,,,,,
5 Forresters Way,Armstrong Creek,4,2,2,511,222.9673,"$530,000 ",31-May-19,,,,,
19-21 Freshwater Drive,Armstrong Creek,4,2,2,581,0,"$537,000 ",17-Dec-19,,,,,
26 Freshwater Drive,Armstrong Creek,4,2,2,602,0,"$660,000 ",14-Jan-20,,,,,
4 Garganey Road,Armstrong Creek,3,2,1,256,130.0643,"$440,000 ",29-Nov-19,,,,,
5 Glide Way,Armstrong Creek,3,2,1,300,0,"$465,000 ",28-Feb-19,,,,,
17 Glide Way,Armstrong Creek,3,2,2,448,0,"$585,000 ",1-Jun-20,,,,,
2 Hammond Street,Armstrong Creek,3,2,2,290,0,"$480,000 ",11-Mar-20,,,,,
15 Hammond Street,Armstrong Creek,4,2,2,447,0,"$545,000 ",24-Jul-20,,,,,
17 Hammond Street,Armstrong Creek,4,2,2,400,0,"$515,000 ",15-May-20,,,,,
18 Hammond Street,Armstrong Creek,3,2,2,281,185.8,"$489,000 ",16-Feb-20,,,,,
1 Harvey Avenue,Armstrong Creek,3,2,2,525,0,"$585,000 ",20-Feb-20,,,,,
27 Hedge Street,Armstrong Creek,4,2,2,362,0,"$520,000 ",20-Jan-20,,,,,
34 Holbrook Drive,Armstrong Creek,4,2,2,512,0,"$580,000 ",3-Aug-19,,,,,
9 Honey Suckle Way,Armstrong Creek,3,2,2,399,0,"$510,000 ",31-Mar-20,,,,,
7 Hudson Street,Armstrong Creek,4,2,2,507,0,"$545,000 ",29-Jan-20,,,,,
20 Hudson Street,Armstrong Creek,4,2,2,515,0,"$590,000 ",30-Apr-19,,,,,
21 Hudson Street,Armstrong Creek,4,2,2,517,0,"$600,000 ",11-Apr-19,,,,,
35 Iris Loop,Armstrong Creek,0,0,2,448,0,"$300,000 ",28-Feb-19,,,,,
39 Iris Loop,Armstrong Creek,4,2,2,400,0,"$545,000 ",10-Oct-19,,,,,
46 Iris Loop,Armstrong Creek,0,0,2,512,0,"$310,000 ",22-Feb-19,,,,,
64 Iris Loop,Armstrong Creek,4,2,2,350,213.677,"$240,000 ",3-Sep-19,,,,,
85 Iris Loop,Armstrong Creek,3,2,2,312,0,"$490,000 ",19-Jan-19,,,,,
87 Iris Loop,Armstrong Creek,3,2,2,312,157.9352,"$495,000 ",15-Jan-19,,,,,
95 Iris Loop,Armstrong Creek,4,2,2,411,0,"$550,000 ",19-Mar-20,,,,,
101 Iris Loop,Armstrong Creek,4,2,2,503,0,"$637,000 ",29-Apr-20,,,,,
9 Jacana Way,Armstrong Creek,3,2,2,314,130.0643,"$465,000 ",29-Nov-19,,,,,
35 Jacana Way,Armstrong Creek,4,2,2,510,176.5158,"$288,000 ",3-Jan-20,,,,,
14 Jindabyne Street,Armstrong Creek,4,2,2,512,0,"$595,000 ",4-Sep-19,,,,,
5 Kingscliff Avenue,Armstrong Creek,4,2,2,528,0,"$600,000 ",14-Jan-19,,,,,
7 Kingscliff Avenue,Armstrong Creek,4,2,2,448,0,"$580,000 ",3-Mar-20,,,,,
4 Kookaburra Drive,Armstrong Creek,3,2,1,238,0,"$431,500 ",14-Sep-19,,,,,
5B Kookaburra Drive,Armstrong Creek,3,2,1,232,0,"$425,000 ",25-Feb-20,,,,,
19 Koslow Street,Armstrong Creek,4,2,2,447,213.677,"$619,000 ",7-Jul-20,,,,,
23 Lampard Street,Armstrong Creek,4,2,2,554,0,"$650,000 ",2-Jul-20,,,,,
36 Lampard Street,Armstrong Creek,4,2,2,448,0,"$550,000 ",10-Jun-20,,,,,
10 Lance Drive,Armstrong Creek,4,2,2,512,250,"$660,000 ",18-Mar-19,,,,,
17 Lance Drive,Armstrong Creek,4,2,2,448,0,"$555,000 ",3-Apr-20,,,,,
24 Lance Drive,Armstrong Creek,4,2,2,506,204.3867,"$650,000 ",28-Jul-20,,,,,
49 Lance Drive,Armstrong Creek,3,2,2,448,0,"$550,000 ",7-Jul-20,,,,,
50 Lance Drive,Armstrong Creek,4,2,2,419,0,"$542,000 ",13-Feb-20,,,,,
20 Langdon Street,Armstrong Creek,3,2,0,220,0,"$189,000 ",30-Jul-19,,,,,
7 Lismore Street,Armstrong Creek,4,2,2,499,186,"$530,000 ",17-Aug-19,,,,,
12 Lismore Street,Armstrong Creek,3,2,2,392,0,"$535,000 ",13-Mar-19,,,,,
25 Lismore Street,Armstrong Creek,4,2,2,370,176.5158,"$535,000 ",16-Jan-20,,,,,
7 Lodge Place,Armstrong Creek,4,2,2,448,0,"$555,000 ",4-Mar-19,,,,,
6 Lyall Street,Armstrong Creek,4,2,2,513,204.3867,"$580,000 ",21-Oct-19,,,,,
20 Macedon Street,Armstrong Creek,3,2,2,369,204.3867,"$520,000 ",24-Jan-20,,,,,
21 Macedon Street,Armstrong Creek,4,2,2,400,0,"$525,000 ",23-Dec-19,,,,,
3 Madeira Street,Armstrong Creek,3,0,0,271,0,"$470,000 ",6-Aug-19,,,,,
5 Madeira Street,Armstrong Creek,3,2,2,271,0,"$471,000 ",30-Jul-19,,,,,
43-45 Madeira Street,Armstrong Creek,3,2,2,320,0,"$531,000 ",27-Feb-20,,,,,
25 Mallacoota Crescent,Armstrong Creek,4,2,2,448,222.9673,"$620,000 ",28-Jul-20,,,,,
40 Mallacoota Crescent,Armstrong Creek,3,2,2,425,0,"$486,000 ",27-Jul-20,,,,,
45 Mallacoota Crescent,Armstrong Creek,3,2,2,405,185.8061,"$517,000 ",1-Apr-20,,,,,
30 Mandalay Avenue,Armstrong Creek,3,2,0,336,0,"$463,600 ",11-Feb-19,,,,,
32 Mandalay Avenue,Armstrong Creek,3,2,2,400,0,"$525,000 ",5-Dec-19,,,,,
10 Maroubra Street,Armstrong Creek,4,2,2,512,0,"$685,000 ",5-Dec-19,,,,,
11 Maroubra Street,Armstrong Creek,3,2,2,552,0,"$795,000 ",28-May-20,,,,,
19 Maroubra Street,Armstrong Creek,4,2,2,512,240,"$704,000 ",4-Jun-20,,,,,
13 McCormack Avenue,Armstrong Creek,2,2,2,262,157,"$462,000 ",13-Jul-20,,,,,
19 McCormack Avenue,Armstrong Creek,4,2,2,301,0,"$505,000 ",6-Feb-20,,,,,
10 McKinley Avenue,Armstrong Creek,3,2,2,400,0,"$500,000 ",24-Aug-20,,,,,
11 McKinley Avenue,Armstrong Creek,3,2,1,238,0,"$445,000 ",16-Jan-19,,,,,
13 McMahon Avenue,Armstrong Creek,3,2,2,444,0,"$490,000 ",25-May-19,,,,,
18 McMahon Avenue,Armstrong Creek,4,2,2,520,270,"$625,000 ",31-Dec-19,,,,,
20 McMahon Avenue,Armstrong Creek,3,2,2,456,0,"$485,000 ",3-Jul-19,,,,,
24 McMahon Avenue,Armstrong Creek,3,2,2,501,0,"$555,000 ",13-Aug-19,,,,,
49 Middleton Road,Armstrong Creek,3,2,2,455,0,"$580,000 ",21-Aug-20,,,,,
10 Milla Avenue,Armstrong Creek,4,2,2,400,222.9673,"$518,000 ",17-Dec-19,,,,,
11 Milla Avenue,Armstrong Creek,4,2,2,400,0,"$600,000 ",28-Feb-19,,,,,
19 Milla Avenue,Armstrong Creek,4,3,2,512,0,"$650,000 ",14-Jun-19,,,,,
13 Mistybrook Place,Armstrong Creek,4,2,2,595,0,"$555,000 ",5-Sep-19,,,,,
2 Mulberry Street,Armstrong Creek,3,2,0,209,0,"$478,324 ",30-Apr-19,,,,,
12 Mulberry Street,Armstrong Creek,3,0,0,167,0,"$467,515 ",31-Jan-20,,,,,
14 Mulberry Street,Armstrong Creek,4,3,0,166,0,"$462,801 ",30-Jul-19,,,,,
18 Mulberry Street,Armstrong Creek,3,0,0,163,0,"$455,250 ",28-May-20,,,,,
16 Neville Drive,Armstrong Creek,1,2,2,337,0,"$490,000 ",19-Jun-20,,,,,
16 Noosa Circuit,Armstrong Creek,3,2,2,336,0,"$497,500 ",27-Mar-20,,,,,
22 Noosa Circuit,Armstrong Creek,4,2,2,512,0,"$685,000 ",29-Jun-19,,,,,
44 Noosa Circuit,Armstrong Creek,3,2,2,336,0,"$500,000 ",25-Aug-20,,,,,
5 Ploughman Place,Armstrong Creek,4,2,2,520,0,"$558,000 ",31-Dec-19,,,,,
14-16 Ploughman Place,Armstrong Creek,4,2,2,464,0,"$510,000 ",2-Dec-19,,,,,
22 Portrush Loop,Armstrong Creek,4,2,2,400,0,"$510,000 ",22-Apr-20,,,,,
25-27 Portrush Loop,Armstrong Creek,4,2,2,421,0,"$561,000 ",5-Apr-19,,,,,
31 Portrush Loop,Armstrong Creek,3,2,2,351,0,"$507,500 ",28-Feb-19,,,,,
37 Portrush Loop,Armstrong Creek,3,2,2,364,134.12,"$507,000 ",29-Mar-19,,,,,
46 Portrush Loop,Armstrong Creek,0,2,2,448,222.9673,"$510,000 ",22-Apr-20,,,,,
15 Prevelly Circuit,Armstrong Creek,4,2,2,401,182,"$530,000 ",12-Jan-19,,,,,
41 Prevelly Circuit,Armstrong Creek,5,3,2,512,380.9025,"$695,000 ",1-May-19,,,,,
24 Prominence Boulevard,Armstrong Creek,3,2,2,400,156.3,"$525,000 ",7-Feb-20,,,,,
7 Rainford Place,Armstrong Creek,4,2,2,402,0,"$560,000 ",3-May-19,,,,,
11 Rainford Place,Armstrong Creek,4,2,2,521,0,"$590,000 ",28-Nov-19,,,,,
15 Rainford Place,Armstrong Creek,4,2,2,448,0,"$530,000 ",31-Jul-19,,,,,
16 Rainford Place,Armstrong Creek,4,3,2,475,0,"$640,000 ",31-May-20,,,,,
8 Restful Way,Armstrong Creek,0,2,2,448,0,"$590,000 ",22-Mar-20,,,,,
21 Restful Way,Armstrong Creek,4,2,2,544,269.4188,"$314,900 ",11-Jun-19,,,,,
5 Rise Avenue,Armstrong Creek,4,2,2,425,0,"$541,000 ",17-Jan-20,,,,,
9 Rise Avenue,Armstrong Creek,4,2,2,477,319,"$740,000 ",27-May-20,,,,,
11 Rise Avenue,Armstrong Creek,4,2,2,545,0,"$620,000 ",22-Mar-19,,,,,
7 Rochford Drive,Armstrong Creek,4,2,2,528,0,"$555,000 ",2-Jan-19,,,,,
15 Rochford Drive,Armstrong Creek,4,2,2,448,0,"$525,000 ",26-Jul-19,,,,,
23 Rochford Drive,Armstrong Creek,4,2,2,400,0,"$500,000 ",31-Jan-20,,,,,
13 Rockingham Street,Armstrong Creek,4,2,2,512,232.2576,"$540,000 ",26-Jul-19,,,,,
15 Rockingham Street,Armstrong Creek,4,2,2,513,0,"$530,000 ",28-Nov-19,,,,,
20 Rockingham Street,Armstrong Creek,4,2,2,447,185.8061,"$510,000 ",4-Dec-19,,,,,
22 Rockingham Street,Armstrong Creek,4,2,2,448,222.9673,"$545,000 ",13-Apr-19,,,,,
25 Rocky Point Road,Armstrong Creek,4,3,2,613,0,"$750,000 ",7-Jul-19,,,,,
15 Romley Avenue,Armstrong Creek,3,2,2,400,0,"$560,000 ",21-Apr-20,,,,,
12 Ross Street,Armstrong Creek,3,2,2,336,0,"$510,000 ",14-Feb-20,,,,,
20 Ross Street,Armstrong Creek,4,2,2,400,0,"$575,000 ",27-Jul-20,,,,,
8 Rottness Drive,Armstrong Creek,3,2,2,512,260.1285,"$570,000 ",21-Mar-19,,,,,
10 Rottness Drive,Armstrong Creek,4,2,2,448,250.8382,"$560,000 ",20-Jul-19,,,,,
16 Rottness Drive,Armstrong Creek,4,2,2,399,399,"$550,000 ",9-Aug-19,,,,,
18 Rottness Drive,Armstrong Creek,4,2,2,400,204.3867,"$540,000 ",15-Oct-19,,,,,
23 Rottness Drive,Armstrong Creek,4,2,2,512,222.9673,"$598,000 ",24-Aug-20,,,,,
2 Rutherford Grove,Armstrong Creek,4,2,2,588,0,"$570,000 ",1-Jun-20,,,,,
14 Saltbreeze Boulevard,Armstrong Creek,4,2,2,506,0,"$605,500 ",30-Jul-20,,,,,
30 Saltbreeze Boulevard,Armstrong Creek,3,2,2,561,0,"$645,000 ",9-Aug-19,,,,,
36 Sanctuary Boulevard,Armstrong Creek,4,3,2,576,0,"$787,000 ",5-Mar-20,,,,,
57 Sanctuary Boulevard,Armstrong Creek,4,2,2,448,269.4188,"$271,900 ",14-Apr-19,,,,,
59 Sanctuary Boulevard,Armstrong Creek,3,2,2,400,176.5158,"$251,900 ",11-Apr-19,,,,,
61 Sanctuary Boulevard,Armstrong Creek,3,2,2,400,176.5158,"$251,900 ",22-Feb-19,,,,,
62 Sanctuary Boulevard,Armstrong Creek,4,2,2,393,185.8061,"$250,900 ",3-Apr-19,,,,,
64 Sanctuary Boulevard,Armstrong Creek,4,2,2,443,232.2576,"$266,900 ",28-Oct-19,,,,,
10 Sanderling Avenue,Armstrong Creek,3,2,2,507,0,"$455,000 ",17-Jul-20,,,,,
34 Sanderling Avenue,Armstrong Creek,4,2,2,396,0,"$470,000 ",17-Apr-20,,,,,
5 Sandhill Street,Armstrong Creek,4,2,2,551,0,"$755,000 ",2-Mar-20,,,,,
15 Secluded Drive,Armstrong Creek,4,2,2,453,0,"$605,000 ",17-Jun-20,,,,,
5 Seifferts Street,Armstrong Creek,4,2,2,546,0,"$650,000 ",5-Aug-20,,,,,
12 Seifferts Street,Armstrong Creek,3,2,2,504,0,"$550,000 ",31-Aug-20,,,,,
30 Shearwater Drive,Armstrong Creek,3,2,3,589,0,"$615,000 ",23-Jul-19,,,,,
15 Silky Oak Lane,Armstrong Creek,3,2,2,512,26,"$550,000 ",19-Nov-19,,,,,
5-7 Silvercrest Way,Armstrong Creek,2,2,2,659,0,"$675,000 ",4-Feb-19,,,,,
13 Silvercrest Way,Armstrong Creek,4,2,2,637,202,"$637,000 ",28-May-20,,,,,
15 Silvercrest Way,Armstrong Creek,4,2,2,574,0,"$560,000 ",25-Jun-19,,,,,
12 Sirrom Crescent,Armstrong Creek,4,2,2,543,27.8709,"$585,000 ",6-Aug-19,,,,,
17 Sirrom Crescent,Armstrong Creek,4,2,2,400,0,"$645,000 ",12-Jun-20,,,,,
31-35 Sirrom Crescent,Armstrong Creek,5,3,6,702,0,"$765,000 ",20-Jul-20,,,,,
38 Sirrom Crescent,Armstrong Creek,3,2,1,336,0,"$486,000 ",16-Dec-19,,,,,
13 Snedden Street,Armstrong Creek,4,3,2,400,0,"$530,000 ",17-Jun-19,,,,,
15 Snedden Street,Armstrong Creek,4,2,2,400,0,"$247,500 ",26-Mar-19,,,,,
25 Snedden Street,Armstrong Creek,0,1,2,400,0,"$561,000 ",11-Feb-20,,,,,
36 Snedden Street,Armstrong Creek,4,2,2,476,0,"$540,000 ",9-Jan-20,,,,,
42 Snedden Street,Armstrong Creek,4,2,2,452,0,"$545,000 ",4-Nov-19,,,,,
18 Southwinds Road,Armstrong Creek,3,2,2,453,0,"$505,000 ",31-Oct-19,,,,,
26 Southwinds Road,Armstrong Creek,3,2,2,416,0,"$512,000 ",19-May-20,,,,,
56 Southwinds Road,Armstrong Creek,3,2,2,446,176.5158,"$530,000 ",16-Aug-19,,,,,
58 Southwinds Road,Armstrong Creek,4,2,2,401,0,"$528,000 ",7-Oct-19,,,,,
67 Southwinds Road,Armstrong Creek,3,2,2,300,122.12,"$480,000 ",24-Sep-19,,,,,
85 Southwinds Road,Armstrong Creek,3,2,2,300,0,"$430,000 ",13-Jan-20,,,,,
90 Southwinds Road,Armstrong Creek,4,2,2,451,166.28,"$495,000 ",30-Aug-19,,,,,
26 Spirit Crescent,Armstrong Creek,3,2,2,350,188,"$236,900 ",21-Aug-19,,,,,
28 Spirit Crescent,Armstrong Creek,4,2,2,294,185.8061,"$223,900 ",27-May-19,,,,,
34 Spirit Crescent,Armstrong Creek,4,2,2,350,238,"$236,900 ",1-Jul-19,,,,,
5 Spoonbill Drive,Armstrong Creek,4,2,2,445,0,"$230,000 ",22-Aug-19,,,,,
21 Stephenson Drive,Armstrong Creek,1,0,0,512,0,"$319,500 ",18-Dec-19,,,,,
20 Swaine Street,Armstrong Creek,4,2,0,476,0,"$515,000 ",4-Nov-19,,,,,
7 Teags Way,Armstrong Creek,3,2,1,315,0,"$480,000 ",16-Apr-19,,,,,
12 Teags Way,Armstrong Creek,3,2,2,400,0,"$485,000 ",11-Apr-19,,,,,
14 Tenneyson Close,Armstrong Creek,4,2,2,448,162.2,"$515,000 ",19-Nov-19,,,,,
9 Tipene Street,Armstrong Creek,4,2,2,484,0,"$540,000 ",30-Jul-19,,,,,
12 Torse Avenue,Armstrong Creek,4,2,2,441,0,"$529,000 ",17-Jun-19,,,,,
11 Trinity Way,Armstrong Creek,3,2,1,300,0,"$442,500 ",26-Sep-19,,,,,
24 Trundle Drive,Armstrong Creek,4,2,2,469,0,"$278,000 ",2-Oct-19,,,,,
10 Tumino Way,Armstrong Creek,3,2,2,340,0,"$510,000 ",7-Dec-19,,,,,
22 Vaughan Drive,Armstrong Creek,4,2,2,400,204,"$530,000 ",20-Sep-19,,,,,
27 Vaughan Drive,Armstrong Creek,4,2,2,400,0,"$507,000 ",19-Dec-19,,,,,
42 Vaughan Drive,Armstrong Creek,4,2,0,400,0,"$565,000 ",22-Feb-20,,,,,
14 Vienet Avenue,Armstrong Creek,3,2,0,262,0,"$465,000 ",17-Jan-20,,,,,
16 Vienet Avenue,Armstrong Creek,3,2,2,262,0,"$240,000 ",22-May-19,,,,,
19 Vienet Avenue,Armstrong Creek,4,2,2,448,0,"$290,000 ",9-Jan-19,,,,,
