address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
17 Gladstone Street,Hamlyn Heights,4,2,3,715,0,"$600,000 ",25-May-19,,,,,
24 Gladstone Street,Hamlyn Heights,3,1,4,690,0,"$556,000 ",29-Feb-20,,,,,
24 Glenfine Avenue,Hamlyn Heights,4,1,1,817,0,"$744,000 ",14-Mar-20,,,,,
8 Glenview Place,Hamlyn Heights,4,2,4,424,0,"$760,000 ",14-Nov-19,,,,,
3 Griffen Street,Hamlyn Heights,3,1,5,1008,0,"$680,000 ",1-Feb-19,,,,,
14 Griffen Street,Hamlyn Heights,4,2,2,767,0,"$883,000 ",17-Jul-20,,,,,
24 Griffen Street,Hamlyn Heights,3,1,2,766,0,"$575,000 ",11-Jul-20,,,,,
21 Hamlyn Avenue,Hamlyn Heights,4,1,1,602,0,"$525,000 ",17-Jun-19,,,,,
43 Hamlyn Avenue,Hamlyn Heights,3,1,1,362,0,"$540,000 ",24-Aug-20,,,,,
51 Hamlyn Avenue,Hamlyn Heights,3,1,2,610,0,"$495,000 ",15-Jun-19,,,,,
1 Heather Street,Hamlyn Heights,3,1,4,581,0,"$454,000 ",24-Jul-20,,,,,
5 Heather Street,Hamlyn Heights,2,1,2,650,0,"$445,000 ",30-Jan-19,,,,,
22 Heather Street,Hamlyn Heights,2,1,1,596,0,"$510,000 ",16-Apr-19,,,,,
24B Heather Street,Hamlyn Heights,4,2,2,459,0,"$666,000 ",28-Apr-20,,,,,
26 Heather Street,Hamlyn Heights,3,1,4,650,0,"$540,000 ",2-Mar-19,,,,,
43 Heather Street,Hamlyn Heights,3,1,3,650,0,"$490,000 ",17-Jul-20,,,,,
6 Heritage Drive,Hamlyn Heights,5,3,2,552,0,"$1,000,100 ",17-Jun-20,,,,,
15 Highview Parade,Hamlyn Heights,3,1,1,635,0,"$440,000 ",4-May-19,,,,,
26 Highview Parade,Hamlyn Heights,3,1,2,636,0,"$525,000 ",10-Aug-20,,,,,
27 Highview Parade,Hamlyn Heights,4,2,2,635,0,"$624,000 ",29-Feb-20,,,,,
32 Highview Parade,Hamlyn Heights,4,2,2,636,0,"$600,000 ",29-Apr-19,,,,,
7-9 Hillbank Close,Hamlyn Heights,4,2,2,1048,0,"$760,000 ",9-Dec-19,,,,,
23 June Avenue,Hamlyn Heights,3,1,2,731,0,"$610,000 ",9-Mar-19,,,,,
25A June Avenue,Hamlyn Heights,3,2,2,324,0,"$535,000 ",9-Nov-19,,,,,
29 June Avenue,Hamlyn Heights,3,2,1,462,0,"$564,000 ",7-Dec-19,,,,,
11 Karkalla Court,Hamlyn Heights,3,2,2,613,0,"$935,000 ",12-Apr-19,,,,,
44 Katoomba Court,Hamlyn Heights,4,2,4,730,0,"$595,000 ",31-Jul-19,,,,,
12 Kendall Close,Hamlyn Heights,2,1,0,464,0,"$505,000 ",21-Nov-19,,,,,
15 Langibanool Avenue,Hamlyn Heights,3,2,1,731,18.5806,"$579,000 ",3-Jun-20,,,,,
8 Lantana Avenue,Hamlyn Heights,4,1,2,1222,0,"$800,000 ",1-Jul-20,,,,,
7 Lily Street,Hamlyn Heights,2,1,3,609,0,"$600,000 ",26-Jul-19,,,,,
1 Little Avenue,Hamlyn Heights,3,1,2,667,0,"$585,000 ",27-Mar-19,,,,,
3 Little Avenue,Hamlyn Heights,3,1,2,668,0,"$573,000 ",2-Mar-19,,,,,
9 Little Avenue,Hamlyn Heights,3,1,2,560,0,"$685,000 ",27-Jun-20,,,,,
16 Little Avenue,Hamlyn Heights,3,1,2,548,0,"$515,000 ",19-Oct-19,,,,,
12B Logan Street,Hamlyn Heights,3,2,2,302,0,"$798,000 ",19-Jul-20,,,,,
1 Macarthur Avenue,Hamlyn Heights,3,1,3,659,0,"$500,000 ",31-Jan-19,,,,,
17 Macarthur Avenue,Hamlyn Heights,3,1,5,650,0,"$520,000 ",8-Oct-19,,,,,
18-19 Mackie Close,Hamlyn Heights,5,2,7,808,800,"$870,000 ",4-Feb-20,,,,,
22 Mackie Close,Hamlyn Heights,3,2,2,330,0,"$565,000 ",30-Jun-20,,,,,
4 Marlo Street,Hamlyn Heights,4,0,0,1222,0,"$800,000 ",1-Jul-20,,,,,
4 Mary Street,Hamlyn Heights,3,1,2,613,0,"$215,000 ",21-Sep-19,,,,,
4 Montgomery Avenue,Hamlyn Heights,2,1,1,598,0,"$503,000 ",9-Apr-20,,,,,
7 Montgomery Avenue,Hamlyn Heights,3,1,1,644,0,"$525,000 ",28-Jun-19,,,,,
1 Moulamein Court,Hamlyn Heights,4,2,2,590,0,"$530,000 ",1-Mar-19,,,,,
5 Moulamein Court,Hamlyn Heights,4,2,3,778,0,"$737,500 ",30-Oct-19,,,,,
7 Moulamein Court,Hamlyn Heights,2,2,5,680,0,"$538,000 ",31-May-19,,,,,
4 Murray Street,Hamlyn Heights,4,2,2,650,0,"$615,000 ",10-Jul-20,,,,,
7 Nalangil Avenue,Hamlyn Heights,4,2,1,552,0,"$550,000 ",21-Mar-20,,,,,
31 Parkland Drive,Hamlyn Heights,4,2,2,782,235.66,"$765,000 ",29-Aug-19,,,,,
11 Pride Avenue,Hamlyn Heights,3,1,2,784,0,"$717,000 ",14-Apr-19,,,,,
20 Pride Avenue,Hamlyn Heights,3,1,1,1140,0,"$800,000 ",16-Apr-20,,,,,
24A Pride Avenue,Hamlyn Heights,3,2,3,285,0,"$500,000 ",29-Jun-19,,,,,
24B Pride Avenue,Hamlyn Heights,3,2,3,285,0,"$510,000 ",20-Jun-19,,,,,
34 Pride Avenue,Hamlyn Heights,2,1,1,475,0,"$505,000 ",20-Jul-20,,,,,
3 Quamby Avenue,Hamlyn Heights,2,1,4,603,0,"$460,000 ",13-Jan-20,,,,,
5 Quamby Avenue,Hamlyn Heights,3,1,1,400,0,"$440,000 ",1-Jun-19,,,,,
38 Quamby Avenue,Hamlyn Heights,3,2,2,312,0,"$555,000 ",26-Jun-20,,,,,
3 Robb Avenue,Hamlyn Heights,3,1,5,650,0,"$420,000 ",26-Oct-19,,,,,
6 Robb Avenue,Hamlyn Heights,3,1,3,650,0,"$520,000 ",11-Feb-20,,,,,
10 Rowe Street,Hamlyn Heights,3,2,2,640,0,"$605,000 ",4-Jul-19,,,,,
26 Rowe Street,Hamlyn Heights,4,2,2,634,0,"$670,000 ",28-Feb-20,,,,,
31 Rowe Street,Hamlyn Heights,4,2,4,717,0,"$665,000 ",7-Jun-20,,,,,
2A Royal Crescent,Hamlyn Heights,3,1,2,421,19,"$485,000 ",15-Jul-20,,,,,
1 Shannon Avenue,Hamlyn Heights,3,1,1,423,0,"$505,000 ",13-Nov-19,,,,,
3 Shannon Avenue,Hamlyn Heights,4,1,5,676,0,"$631,000 ",26-Oct-19,,,,,
8 Shannon Avenue,Hamlyn Heights,3,1,1,502,0,"$555,000 ",29-Sep-19,,,,,
9 Sheridan Street,Hamlyn Heights,2,1,1,810,0,"$450,000 ",18-May-19,,,,,
11 Sheridan Street,Hamlyn Heights,3,1,4,810,0,"$567,500 ",8-Feb-20,,,,,
19 Sheridan Street,Hamlyn Heights,4,1,1,764,0,"$525,000 ",26-Aug-19,,,,,
4 Sladen Street,Hamlyn Heights,3,1,1,635,0,"$480,000 ",23-Jul-20,,,,,
14 Sladen Street,Hamlyn Heights,3,1,2,636,0,"$570,000 ",24-Aug-19,,,,,
18 Sladen Street,Hamlyn Heights,5,2,2,635,0,"$450,000 ",19-Apr-19,,,,,
28 Sladen Street,Hamlyn Heights,3,1,2,635,0,"$497,000 ",26-Aug-20,,,,,
43 Sladen Street,Hamlyn Heights,3,1,2,794,0,"$477,500 ",2-Aug-19,,,,,
82 Sladen Street,Hamlyn Heights,3,1,2,746,0,"$586,500 ",7-Oct-19,,,,,
107 Sladen Street,Hamlyn Heights,3,1,2,587,0,"$450,000 ",30-May-19,,,,,
120 Sladen Street,Hamlyn Heights,3,1,1,602,0,"$577,500 ",25-Jul-20,,,,,
21 Stoddart Street,Hamlyn Heights,3,1,2,794,0,"$550,500 ",16-Nov-19,,,,,
20 Strathire Gardens,Hamlyn Heights,4,2,5,610,0,"$535,000 ",10-Jan-19,,,,,
1 Sycamore Street,Hamlyn Heights,3,2,2,306,0,"$560,000 ",26-Feb-20,,,,,
17 Sycamore Street,Hamlyn Heights,3,1,2,623,0,"$440,000 ",5-Apr-20,,,,,
37 Sycamore Street,Hamlyn Heights,3,1,2,623,0,"$525,000 ",13-Jan-20,,,,,
24 Tahara Street,Hamlyn Heights,3,1,2,693,0,"$600,000 ",7-May-20,,,,,
35 Tahara Street,Hamlyn Heights,4,2,4,699,0,"$570,000 ",14-Feb-19,,,,,
37 Tahara Street,Hamlyn Heights,4,2,10,812,0,"$750,000 ",27-Feb-20,,,,,
1/39 Tahara Street,Hamlyn Heights,3,1,2,340,0,"$480,000 ",1-Jun-20,,,,,
45 Tahara Street,Hamlyn Heights,4,2,3,674,0,"$711,000 ",21-Mar-20,,,,,
53 Tahara Street,Hamlyn Heights,3,1,1,674,0,"$469,000 ",6-Jan-20,,,,,
4 Taliska Avenue,Hamlyn Heights,3,2,2,382,0,"$560,000 ",22-Jul-19,,,,,
13 Toyne Avenue,Hamlyn Heights,3,2,4,1012,0,"$685,000 ",23-May-19,,,,,
26 Toyne Avenue,Hamlyn Heights,2,1,1,728,0,"$596,000 ",22-Feb-20,,,,,
17 Vines Road,Hamlyn Heights,2,1,3,661,0,"$502,000 ",16-Oct-19,,,,,
31 Vines Road,Hamlyn Heights,3,1,0,680,0,"$576,000 ",13-Jun-20,,,,,
42 Vines Road,Hamlyn Heights,3,2,4,1012,0,"$700,000 ",11-Nov-19,,,,,
60 Vines Road,Hamlyn Heights,3,1,2,636,0,"$610,000 ",8-Feb-20,,,,,
114 Vines Road,Hamlyn Heights,2,2,2,149,0,"$510,000 ",28-Aug-20,,,,,
4 Waymouth Street,Hamlyn Heights,3,1,6,702,0,"$540,000 ",20-Mar-20,,,,,
10 Weeroona Avenue,Hamlyn Heights,4,2,1,731,0,"$620,000 ",23-Feb-19,,,,,
26 Weeroona Avenue,Hamlyn Heights,3,1,1,731,0,"$484,000 ",1-May-20,,,,,
7 Wilks Street,Hamlyn Heights,4,2,2,638,0,"$785,000 ",20-May-20,,,,,
25 Wilks Street,Hamlyn Heights,3,3,2,690,0,"$675,000 ",10-May-19,,,,,
9 Willana Avenue,Hamlyn Heights,3,1,1,650,0,"$242,500 ",14-Feb-20,,,,,
16 Willana Avenue,Hamlyn Heights,3,1,7,650,0,"$485,000 ",4-Jun-19,,,,,
37A Willana Avenue,Hamlyn Heights,3,2,2,276,0,"$545,000 ",13-May-20,,,,,
4 Woorayl Street,Hamlyn Heights,2,1,1,843,0,"$673,000 ",9-Feb-19,,,,,
