address,Suburb,Bedrooms,Toilets,Cars,Land Size SQM,Building Size SQM,Sell Price,Sell Date,Auction,Last Sell Price,Last Sell Date,Rent Amount PW,Rent Date
13 Collins Street,Geelong West,3,2,1,161,0,"$676,000 ",26-Feb-20,,,,,
42 Collins Street,Geelong West,4,2,1,301,0,"$705,000 ",17-Sep-19,,,,,
1/48 Collins Street,Geelong West,3,1,2,312,0,"$645,000 ",7-Mar-20,,,,,
12 Coquette Street,Geelong West,1,1,2,370,0,"$572,000 ",25-Mar-20,,,,,
13 Coquette Street,Geelong West,2,1,1,229,0,"$660,000 ",25-Apr-19,,,,,
21 Coquette Street,Geelong West,3,1,1,339,0,"$665,000 ",19-Jun-20,,,,,
26 Coquette Street,Geelong West,3,1,2,295,0,"$745,000 ",10-Jul-19,,,,,
30 Coquette Street,Geelong West,4,1,1,395,0,"$720,000 ",11-May-20,,,,,
31 Coquette Street,Geelong West,3,3,1,282,183,"$817,500 ",29-Jun-19,,,,,
13 Crofton Street,Geelong West,3,1,1,406,0,"$637,000 ",25-Apr-20,,,,,
17 Crofton Street,Geelong West,3,2,1,409,0,"$855,000 ",18-Jul-19,,,,,
20 Crofton Street,Geelong West,3,1,1,390,0,"$811,000 ",7-Dec-19,,,,,
2/2 Donaghy Street,Geelong West,4,2,2,261,0,"$790,000 ",14-Jun-20,,,,,
23B Elizabeth Street,Geelong West,3,2,4,510,0,"$1,410,000 ",5-May-20,,,,,
32B Elizabeth Street,Geelong West,3,1,1,313,0,"$560,000 ",1-Jul-20,,,,,
67 Elizabeth Street,Geelong West,3,2,1,358,0,"$750,000 ",20-Dec-19,,,,,
76 Elizabeth Street,Geelong West,3,2,1,526,0,"$576,000 ",4-May-20,,,,,
5/82 Elizabeth Street,Geelong West,3,1,0,276,0,"$500,000 ",14-Apr-20,,,,,
85 Elizabeth Street,Geelong West,3,1,1,642,0,"$775,000 ",4-Dec-19,,,,,
114 Elizabeth Street,Geelong West,3,1,3,453,0,"$671,000 ",15-Feb-20,,,,,
126 Elizabeth Street,Geelong West,4,1,0,468,0,"$700,000 ",2-Nov-19,,,,,
21 French Street,Geelong West,4,2,2,390,0,"$850,000 ",21-Mar-20,,,,,
43 French Street,Geelong West,3,1,1,390,0,"$652,000 ",4-Feb-20,,,,,
32 George Street,Geelong West,3,1,1,611,0,"$675,000 ",11-May-19,,,,,
9 Gertrude Street,Geelong West,4,2,2,549,0,"$1,170,500 ",3-Sep-19,,,,,
19 Gertrude Street,Geelong West,3,1,1,181,0,"$620,000 ",26-Apr-19,,,,,
35 Gertrude Street,Geelong West,3,1,1,446,0,"$685,000 ",22-Feb-20,,,,,
71 Gertrude Street,Geelong West,3,1,2,306,0,"$625,000 ",14-Sep-19,,,,,
74 Gertrude Street,Geelong West,3,1,1,412,0,"$711,000 ",2-Mar-19,,,,,
75 Gertrude Street,Geelong West,3,1,1,500,0,"$660,000 ",24-Apr-20,,,,,
82 Gertrude Street,Geelong West,0,2,1,409,0,"$850,000 ",25-May-19,,,,,
92 Gertrude Street,Geelong West,4,1,1,409,0,"$687,000 ",27-May-20,,,,,
1 Hector Street,Geelong West,3,1,2,303,0,"$620,000 ",5-Aug-19,,,,,
4 Hector Street,Geelong West,3,1,2,408,0,"$525,000 ",18-Apr-19,,,,,
8 Hector Street,Geelong West,3,2,1,376,0,"$490,000 ",25-Feb-19,,,,,
11 Hector Street,Geelong West,4,1,1,380,0,"$635,000 ",22-Jan-19,,,,,
14 Hector Street,Geelong West,3,1,1,522,0,"$650,000 ",26-Jun-20,,,,,
15 Hector Street,Geelong West,2,1,1,367,0,"$501,000 ",13-Apr-19,,,,,
17 Hector Street,Geelong West,3,1,1,367,0,"$445,000 ",9-Feb-19,,,,,
21 Hector Street,Geelong West,3,2,2,368,160.14,"$700,000 ",15-Jan-19,,,,,
33 Hope Street,Geelong West,3,2,0,319,0,"$644,000 ",25-Jul-20,,,,,
40 Hope Street,Geelong West,2,1,1,308,0,"$574,000 ",19-Mar-19,,,,,
101 Hope Street,Geelong West,3,1,1,355,0,"$660,500 ",12-Jun-20,,,,,
116 Hope Street,Geelong West,3,2,1,189,0,"$685,000 ",1-Jun-20,,,,,
141 Hope Street,Geelong West,3,2,1,247,0,"$855,000 ",8-Mar-20,,,,,
192 Hope Street,Geelong West,3,1,1,355,128,"$660,000 ",18-Dec-19,,,,,
28 Isabella Street,Geelong West,3,1,1,463,0,"$570,000 ",4-Nov-19,,,,,
66 Isabella Street,Geelong West,3,2,1,265,0,"$690,000 ",5-Oct-19,,,,,
76 Isabella Street,Geelong West,3,1,3,920,0,"$859,000 ",29-Jan-19,,,,,
79 Isabella Street,Geelong West,2,1,1,420,0,"$602,500 ",22-Aug-20,,,,,
80 Isabella Street,Geelong West,3,2,2,741,0,"$675,000 ",5-Jun-19,,,,,
87 Isabella Street,Geelong West,4,2,2,562,0,"$1,000,000 ",7-Aug-20,,,,,
93 Isabella Street,Geelong West,3,1,1,417,0,"$560,000 ",6-May-19,,,,,
130 Isabella Street,Geelong West,2,1,1,528,0,"$556,000 ",21-Sep-19,,,,,
12 Laira Street,Geelong West,2,2,2,245,0,"$597,500 ",28-Feb-19,,,,,
3 Lawton Avenue,Geelong West,3,1,2,509,0,"$1,400,000 ",14-Mar-20,,,,,
12 Lawton Avenue,Geelong West,3,2,3,405,0,"$1,200,000 ",23-Nov-19,,,,,
16 Lawton Avenue,Geelong West,3,2,3,405,0,"$1,350,000 ",9-Feb-19,,,,,
44 Lawton Avenue,Geelong West,3,1,2,687,0,"$934,500 ",27-Apr-20,,,,,
57 Lawton Avenue,Geelong West,4,2,1,405,0,"$965,000 ",12-Apr-19,,,,,
3 Lupton Street,Geelong West,2,1,1,197,0,"$507,000 ",10-Jan-19,,,,,
6 Lupton Street,Geelong West,3,1,1,384,0,"$635,000 ",15-Jun-19,,,,,
18 Lupton Street,Geelong West,4,2,2,505,0,"$935,000 ",14-Apr-19,,,,,
23 Lupton Street,Geelong West,4,2,2,581,0,"$1,210,000 ",12-Dec-19,,,,,
15 Maitland Street,Geelong West,3,1,1,332,0,"$605,000 ",11-Oct-19,,,,,
26 Maitland Street,Geelong West,3,1,1,574,0,"$721,600 ",27-Jun-19,,,,,
30 Maitland Street,Geelong West,3,2,2,473,0,"$1,250,000 ",27-Jul-20,,,,,
34 Maitland Street,Geelong West,3,2,1,327,0,"$867,000 ",27-Mar-20,,,,,
18 McDougall Street,Geelong West,2,0,0,288,0,"$467,000 ",4-Jun-19,,,,,
36 McDougall Street,Geelong West,2,1,1,285,0,"$499,000 ",17-Apr-19,,,,,
61 McDougall Street,Geelong West,2,1,1,288,0,"$595,000 ",17-Jul-20,,,,,
8A McNabb Avenue,Geelong West,0,0,0,0,0,"$475,000 ",7-May-20,,,,,
9 Oconnell Street,Geelong West,3,1,1,449,97,"$610,000 ",19-Dec-19,,,,,
13 Oconnell Street,Geelong West,3,1,1,477,0,"$550,000 ",26-Jun-19,,,,,
59 Oconnell Street,Geelong West,4,3,2,525,0,"$1,600,000 ",31-Jan-20,,,,,
61 Oconnell Street,Geelong West,3,1,1,513,0,"$730,000 ",30-Mar-20,,,,,
18 Petrel Street,Geelong West,3,1,2,554,122,"$675,000 ",24-Dec-19,,,,,
3 Picton Street,Geelong West,3,1,1,334,0,"$597,000 ",28-Sep-19,,,,,
7 Pineville Avenue,Geelong West,3,1,3,621,613.1601,"$807,500 ",12-Nov-19,,,,,
4 Pizer Street,Geelong West,3,1,1,283,0,"$615,000 ",10-Jun-19,,,,,
6 Pizer Street,Geelong West,3,1,2,283,0,"$720,000 ",15-May-20,,,,,
9 Pizer Street,Geelong West,2,1,1,243,0,"$620,000 ",25-Jan-19,,,,,
8 Plunkett Street,Geelong West,3,1,1,293,0,"$469,000 ",4-Mar-19,,,,,
40-42 Potter Street,Geelong West,4,2,2,420,0,"$1,155,000 ",16-Jun-20,,,,,
15 Preston Street,Geelong West,2,1,1,488,0,"$1,350,000 ",5-Dec-19,,,,,
32 Preston Street,Geelong West,3,1,1,451,0,"$705,300 ",18-Dec-19,,,,,
36 Preston Street,Geelong West,3,2,2,630,0,"$1,000,000 ",2-Mar-19,,,,,
43 Preston Street,Geelong West,3,1,2,367,0,"$845,000 ",22-Jan-20,,,,,
57 Preston Street,Geelong West,4,1,3,471,0,"$680,000 ",16-May-19,,,,,
5A Raven Street,Geelong West,3,2,2,223,0,"$675,000 ",18-Jul-19,,,,,
16 Raven Street,Geelong West,3,1,1,449,0,"$595,000 ",17-Feb-20,,,,,
2 Scarlett Street,Geelong West,3,1,2,476,0,"$641,000 ",1-Feb-20,,,,,
8 Scarlett Street,Geelong West,3,2,1,736,0,"$645,000 ",7-Sep-19,,,,,
70 Shannon Avenue,Geelong West,3,1,1,467,0,"$535,000 ",16-Mar-19,,,,,
202 Shannon Avenue,Geelong West,2,1,1,321,0,"$520,000 ",24-Jun-20,,,,,
240 Shannon Avenue,Geelong West,2,1,1,468,0,"$490,000 ",14-Jun-19,,,,,
250 Shannon Avenue,Geelong West,2,1,3,504,0,"$610,000 ",17-Jun-19,,,,,
31 Spring Street,Geelong West,3,0,0,534,0,"$610,000 ",16-Jul-19,,,,,
3 St James Street,Geelong West,3,1,2,284,0,"$720,000 ",19-Nov-19,,,,,
5 St James Street,Geelong West,3,1,2,594,0,"$750,000 ",27-Mar-20,,,,,
9 Stanhope Street,Geelong West,3,2,2,214,0,"$685,000 ",27-Aug-19,,,,,
3 Tayler Street,Geelong West,4,2,1,474,0,"$662,000 ",2-Feb-19,,,,,
6 Timms Lane,Geelong West,3,3,2,181,0,"$900,000 ",6-Feb-20,,,,,
3 Trigg Street,Geelong West,3,1,1,733,0,"$628,000 ",27-Apr-19,,,,,
15 Trigg Street,Geelong West,4,2,3,555,0,"$830,000 ",18-May-19,,,,,
50 Trigg Street,Geelong West,4,2,2,551,0,"$942,000 ",17-Aug-19,,,,,
3 Villamanta Street,Geelong West,4,2,2,493,0,"$1,100,000 ",18-Apr-19,,,,,
27 Villamanta Street,Geelong West,3,1,2,376,0,"$650,000 ",14-Dec-19,,,,,
30 Villamanta Street,Geelong West,3,1,2,362,0,"$480,000 ",14-Feb-19,,,,,
4 Waratah Street,Geelong West,3,1,2,923,0,"$815,000 ",20-Jul-20,,,,,
17 Waratah Street,Geelong West,3,1,1,397,0,"$970,000 ",28-Nov-19,,,,,
2/40 Waratah Street,Geelong West,2,1,2,195,0,"$545,000 ",22-Sep-19,,,,,
45 Waratah Street,Geelong West,3,2,2,377,0,"$915,000 ",7-Dec-19,,,,,
47 Waratah Street,Geelong West,2,1,1,377,0,"$676,000 ",1-Jun-20,,,,,
67 Waratah Street,Geelong West,4,2,1,446,0,"$1,210,000 ",8-Jun-20,,,,,
69 Waratah Street,Geelong West,3,1,1,284,0,"$685,000 ",1-Jun-19,,,,,
92 Waratah Street,Geelong West,3,1,1,248,0,"$640,000 ",27-Oct-19,,,,,
103 Waratah Street,Geelong West,2,1,1,291,0,"$530,000 ",25-May-19,,,,,
13 Waterloo Street,Geelong West,0,1,2,322,0,"$585,000 ",6-Jul-19,,,,,
20 Waterloo Street,Geelong West,3,1,1,475,0,"$520,000 ",31-Jul-19,,,,,
1 Weller Street,Geelong West,2,0,2,307,74,"$650,000 ",22-Feb-20,,,,,
9 Weller Street,Geelong West,3,1,1,333,0,"$805,000 ",3-Jul-20,,,,,
26 Weller Street,Geelong West,4,2,1,313,0,"$950,000 ",9-Nov-19,,,,,
35 Weller Street,Geelong West,3,2,2,216,0,"$520,000 ",25-Oct-19,,,,,
39 Weller Street,Geelong West,3,1,0,314,0,"$625,000 ",2-Jun-19,,,,,
62 Weller Street,Geelong West,3,2,1,299,0,"$750,000 ",18-Jan-19,,,,,
116 Weller Street,Geelong West,3,1,4,453,0,"$1,020,000 ",27-Mar-20,,,,,
131B Weller Street,Geelong West,3,1,1,384,0,"$550,000 ",11-Dec-19,,,,,
150 Weller Street,Geelong West,5,2,4,560,0,"$1,238,000 ",30-May-19,,,,,
154 Weller Street,Geelong West,3,1,1,561,0,"$700,000 ",14-Dec-19,,,,,
23 Wellington Street,Geelong West,4,2,2,587,0,"$1,050,000 ",14-Aug-19,,,,,
49 Wellington Street,Geelong West,2,1,1,498,0,"$667,000 ",14-Dec-19,,,,,
59 Yuille Street,Geelong West,3,2,2,352,0,"$637,500 ",18-Sep-19,,,,,
