,address,sold,last sold,rent,house_info,land_size
71,2 Neiley Street,"Sold $902,000 in Dec 2019", , ,House: 3  1  1 ,Land size: 760 sqm
72,16 Russell Street,"Sold $695,000 in Dec 2019","Last Sold $510,000 in Jul 2015",Rent $450pw in Apr 2019,House: 3  1  1 ,Land size: 326 sqm
73,7 Clarke Street,"Sold $1,530,000 in Dec 2019","Last Sold $936,000 in Sep 2015", ,House: 4  3  1 ,Land size: 672 sqm
74,37 Fairview Avenue,"Sold $910,000 in 14 Dec 2019(Auction)","Last Sold $79,500 in Jul 1997", ,House: 3  1  1 ,Land size: 321 sqm
75,27 Cumberland Street,"Sold $685,000 in Dec 2019","Last Sold $158,500 in Feb 2000", ,House: 2  2  2 ,Land size: 261 sqm
76,2A Neiley Street,"Sold $765,000 in 07 Dec 2019(Auction)", ,Rent $440pw in Apr 2015,House: 3  2  1 ,Land size: 305 sqm
77,48 Clarendon Street,"Sold $600,000 in 07 Dec 2019(Auction)","Last Sold $417,500 in Jun 2016",Rent $430pw in Nov 2018,House: 2  1  1 ,Land size: 204 sqm
78,330 Shannon Avenue,"Sold $965,000 in Dec 2019","Last Sold $112,000 in Aug 1988", ,House: 4  2  1 ,Land size: 926 sqm | Building size: 193 sqm
79,3/94 Aphrasia Street,"Sold $230,000 in Nov 2019","Last Sold $195,000 in Oct 2017",Rent $240pw in Feb 2019, ,Land size: 29 sqm
80,16 Elderslie Terrace,"Sold $1,180,000 in Nov 2019","Last Sold $651,000 in Nov 2012",Rent $530pw in Sep 2014,House: 4  2  2 ,Land size: 520 sqm | Building size: 219 sqm
81,1/94 Aphrasia Street,"Sold $407,000 in 23 Nov 2019(Auction)","Last Sold $205,000 in Aug 2009",Rent $320pw in Feb 2012, ,Land size: 64 sqm
82,2/71 Clarke Street,"Sold $810,000 in Nov 2019","Last Sold $220,000 in May 2010", ,House: 3  2  2 ,Land size: 727 sqm | Building size: 162 sqm
83,4/11 Elcho Street,"Sold $220,000 in Nov 2019","Last Sold $105,000 in Dec 2005",Rent $220pw in Sep 2019, ,Land size: 57 sqm
84,4 Woodstock Street,"Sold $565,000 in Nov 2019", , ,House: 2  1  2 , 
85,49 Bond Street,"Sold $1,350,000 in 10 Nov 2019(Auction)","Last Sold $540,000 in Sep 2011(Auction)",Rent $400pw in Sep 2011,House: 5  2  3 ,Land size: 490 sqm
86,11 Grant Street,"Sold $832,000 in 09 Nov 2019(Auction)", ,Rent $350pw in Jan 2017,House: 2  1  1 ,Land size: 677 sqm
87,4/199 Noble Street,"Sold $383,000 in Nov 2019","Last Sold $310,000 in Oct 2015",Rent $280pw in Dec 2015, ,Land size: 99 sqm
88,1/67 Nicholas Street,"Sold $730,000 in Nov 2019","Last Sold $550,000 in Jul 2013", ,Townhouse: 3  2  ,Land size: 270 sqm
89,250 Scarsdale-Pitfield Road,"Sold $370,000 in Nov 2019", , ,House: 3  ,"Land size: 2,022 sqm"
90,13b Craigie Road,"Sold $585,000 in Oct 2019","Last Sold $481,000 in Dec 2012", ,House: 3  2  2 ,Land size: 292 sqm
91,7/2 Aphrasia Street,"Sold $261,000 in Oct 2019","Last Sold $166,000 in Aug 2007",Rent $260pw in Nov 2019, ,Land size: 878 sqm
92,12 Churchill Avenue,"Sold $612,500 in 26 Oct 2019(Auction)","Last Sold $225,000 in Apr 2006", ,House: 3  1  1 ,Land size: 392 sqm
93,82 Noble Street,"Sold $1,165,000 in 26 Oct 2019(Auction)","Last Sold $525,000 in Aug 2006", ,House: 4  2  2 ,Land size: 603 sqm
94,2/96 West Fyans Street,"Sold $612,000 in Oct 2019","Last Sold $460,000 in Nov 2014",Rent $440pw in Oct 2014,Townhouse: 2  2  1 ,Land size: 141 sqm
95,2A Huntingdon Street,"Sold $1,200,000 in Oct 2019","Last Sold $1,050,000 in Aug 2014",Rent $780pw in Nov 2019,House: 4  3  2 ,Land size: 266 sqm | Building size: 240 sqm
96,45 Retreat Road,"Sold $1,550,000 in Oct 2019","Last Sold $810,000 in Apr 2005", ,House: 5  3  2 ,Land size: 704 sqm
97,3/154 Skene Street,"Sold $390,000 in Oct 2019","Last Sold $305,000 in Sep 2012(Auction)",Rent $330pw in Nov 2019, ,Land size: 99 sqm
98,1/8-10 Elcho Street,"Sold $310,000 in Oct 2019","Last Sold $173,000 in Apr 2010",Rent $250pw in Mar 2019, ,"Land size: 1,494 sqm"
99,152 West Fyans Street,"Sold $642,000 in 19 Oct 2019(Auction)","Last Sold $60,790 in Mar 1984", ,House: 3  2  2 ,Land size: 653 sqm
100,139 Skene Street,"Sold $1,125,000 in 12 Oct 2019(Auction)", , ,House: 3  1  2 ,"Land size: 1,322 sqm"
101,4/69A Camden Road,"Sold $350,000 in Oct 2019","Last Sold $127,000 in Nov 2015", , ,Land size: 111 sqm
102,8 Vista Road,"Sold $830,000 in 12 Oct 2019(Auction)","Last Sold $86,000 in Apr 1997", ,House: 3  1  1 ,Land size: 741 sqm
103,3/33 Clarendon Street,"Sold $315,000 in Oct 2019","Last Sold $180,000 in Aug 2007", ,Townhouse: 1  1  1 ,Land size: 634 sqm
104,12 Elcho Street,"Sold $770,000 in Oct 2019","Last Sold $155,000 in Jan 2002",Rent $310pw in Jan 2016,House: 3  1  4 ,Land size: 698 sqm | Building size: 140 sqm
105,137 Skene Street,"Sold $671,000 in 05 Oct 2019(Auction)", , ,House: 3  1  ,Land size: 543 sqm
106,18 Ballater Avenue,"Sold $590,000 in 05 Oct 2019(Auction)","Last Sold $257,500 in Mar 2006", ,House: 2  1  1 ,Land size: 623 sqm | Building size: 102 sqm
107,402 Shannon Avenue,"Sold $780,000 in Sep 2019","Last Sold $80,000 in Aug 1997", ,House: 4  1  1 ,Land size: 697 sqm
108,35 Camden Road,"Sold $873,000 in 21 Sep 2019(Auction)", , ,House: 3  2  1 ,Land size: 784 sqm
109,38 Sandringham Parade,"Sold $648,000 in Sep 2019","Last Sold $610,000 in Dec 2017",Rent $350pw in May 2012,House: 3  2  2 ,Land size: 816 sqm
110,5 Louis Court,"Sold $590,000 in Sep 2019","Last Sold $585,000 in Feb 2018", , ,Land size: 743 sqm
111,4 Cumberland Street,"Sold $940,000 in Sep 2019","Last Sold $575,000 in Nov 2012",Rent $390pw in Aug 2009,House: 3  1  2 ,Land size: 521 sqm
112,14 Chester Street,"Sold $736,000 in 07 Sep 2019(Auction)", , , ,Land size: 603 sqm
113,35 Sharp Street,"Sold $900,000 in 07 Sep 2019(Auction)","Last Sold $535,000 in Nov 2013",Rent $520pw in Mar 2020,House: 3  2  3 ,Land size: 551 sqm
114,6/199 Noble Street,"Sold $410,000 in Sep 2019","Last Sold $358,500 in Dec 2017",Rent $360pw in Dec 2019, ,Land size: 97 sqm
115,68 Bond Street,"Sold $586,000 in 31 Aug 2019(Auction)", ,Rent $300pw in Nov 2019,House: 2  1  ,Land size: 263 sqm
116,2/71 Marshall Street,"Sold $985,000 in Aug 2019", , ,Townhouse: 3  2  2 ,Land size: 271 sqm
117,15 Blessington Street,"Sold $940,000 in Aug 2019","Last Sold $465,000 in Apr 2015",Rent $600pw in Oct 2018,House: 3  2  1 ,Land size: 324 sqm | Building size: 101 sqm
118,74 Sandringham Parade,"Sold $650,000 in Aug 2019", , ,House: 3  1  1 ,Land size: 689 sqm
119,2/304 Pakington Street,"Sold $640,000 in Aug 2019","Last Sold $152,500 in Nov 1995", ,Townhouse: 2  1  1 ,Land size: 288 sqm
120,23 Hermitage Road,"Sold $1,365,000 in Aug 2019","Last Sold $120,000 in May 1979",Rent $750pw in Nov 2019,House: 4  2  2 ,Land size: 660 sqm
121,1/7 Churchill Avenue,"Sold $365,000 in Aug 2019","Last Sold $255,000 in Mar 2015",Rent $350pw in Jul 2017,House: 3  1  1 ,Land size: 234 sqm
122,114b Aphrasia Street,"Sold $522,000 in Aug 2019", , , , 
123,7 Bosanquet Avenue,"Sold $621,750 in Aug 2019", , ,House: 3  2  1 ,Land size: 369 sqm
124,39 Saffron Street,"Sold $1,000,000 in Jul 2019","Last Sold $501,000 in Sep 2015(Auction)",Rent $340pw in Oct 2013,House: 3  2  2 ,Land size: 420 sqm
125,73B Noble Street,"Sold $630,000 in Jul 2019", ,Rent $550pw in Apr 2019,Townhouse: 3  2  1 ,Land size: 209 sqm
126,28/12-14 Balcombe Road,"Sold $825,000 in 27 Jul 2019(Auction)", ,Rent $500pw in Mar 2017,Townhouse: 3  2  2 , 
127,4 John Place,"Sold $610,000 in 27 Jul 2019(Auction)", , ,Townhouse: 2  1  ,Land size: 147 sqm
128,309 Autumn Street,"Sold $720,000 in 27 Jul 2019(Auction)","Last Sold $415,000 in May 2012", ,House: 3  1  2 ,Land size: 665 sqm
129,66 Virginia Street,"Sold $1,820,000 in Jul 2019","Last Sold $1,425,000 in Oct 2013", ,House: 4  3  4 ,"Land size: 1,142 sqm"
130,2/73 Marshall Street,"Sold $500,000 in Jul 2019","Last Sold $372,500 in Jul 2010",Rent $345pw in Nov 2015,Townhouse: 3  2  2 ,Land size: 123 sqm
131,317 Autumn Street,"Sold $535,000 in Jul 2019","Last Sold $393,500 in Feb 2011",Rent $380pw in May 2018,House: 3  1  1 ,Land size: 325 sqm | Building size: 107 sqm
132,76 Saffron Street,"Sold $715,000 in Jul 2019","Last Sold $165,000 in Mar 2008",Rent $340pw in Nov 2018,House: 3  1  1 ,Land size: 390 sqm | Building size: 95 sqm
133,40 George Street,"Sold $1,315,000 in 10 Jul 2019(Auction)","Last Sold $1,125,000 in Jul 2013", ,House: 4  2  1 ,Land size: 638 sqm
134,5 Vista Road,"Sold $871,000 in 06 Jul 2019(Auction)","Last Sold $288,000 in Dec 2001",Rent $340pw in Apr 2014,House: 3  1  6 ,Land size: 831 sqm | Building size: 163 sqm
135,5/155-157 Minerva Road,"Sold $269,000 in Jul 2019","Last Sold $205,000 in Mar 2015", , ,Land size: 68 sqm
136,185 West Fyans Street,"Sold $640,000 in Jun 2019", , ,House: 3  2  3 ,Land size: 757 sqm
137,48 Upper Skene Street,"Sold $656,000 in 22 Jun 2019(Auction)", , ,House: 3  1  ,Land size: 468 sqm
138,118 Skene Street,"Sold $800,000 in 22 Jun 2019(Auction)", , ,House: 3  2  2 ,Land size: 575 sqm
139,1/6 Huntingdon Street,"Sold $725,000 in 22 Jun 2019(Auction)","Last Sold $350,000 in Dec 2012",Rent $490pw in Aug 2019,House: 3  2  2 ,Land size: 346 sqm
140,5/41-43 Buckingham Road,"Sold $280,000 in Jun 2019","Last Sold $191,500 in Feb 2008",Rent $245pw in Sep 2012, ,Land size: 84 sqm
141,159 Minerva Road,"Sold $669,000 in Jun 2019","Last Sold $447,000 in Sep 2014",Rent $650pw in Nov 2019,House: 3  2  1 ,Land size: 374 sqm
142,21 Roebuck Street,"Sold $845,000 in 08 Jun 2019(Auction)","Last Sold $80,000 in Nov 1984", ,House: 4  2  2 ,Land size: 517 sqm
143,20 Manning Street,"Sold $680,000 in Jun 2019","Last Sold $450,000 in Apr 2002", ,House: 3  2  1 ,Land size: 556 sqm
144,82 Balcombe Road,"Sold $840,000 in Jun 2019","Last Sold $620,000 in Aug 2013", ,House: 3  2  1 ,Land size: 645 sqm | Building size: 176 sqm
145,2/57 Fairview Avenue,"Sold $571,000 in Jun 2019","Last Sold $71,000 in May 1985", , ,Land size: 130 sqm
146,44 Clarendon Street,"Sold $1,000,000 in May 2019", , ,Townhouse: 3  3  2 ,Land size: 245 sqm
147,10 Whyte Court,"Sold $815,000 in May 2019","Last Sold $800,000 in Oct 2015",Rent $620pw in Dec 2011,House: 4  2  3 ,Land size: 694 sqm
148,27 Gairloch Grove,"Sold $820,000 in 25 May 2019(Auction)","Last Sold $327,500 in Jul 2003",Rent $270pw in Oct 2009,House: 2  1  1 ,Land size: 690 sqm
149,11 Marshall Street,"Sold $689,000 in May 2019","Last Sold $515,000 in Feb 2015(Auction)",Rent $290pw in Jun 2009,House: 3  1  2 ,Land size: 575 sqm | Building size: 105 sqm
150,18 Buckland Avenue,"Sold $1,310,000 in May 2019","Last Sold $640,000 in Feb 2007",Rent $850pw in Jul 2019,House: 4  3  1 ,Land size: 766 sqm | Building size: 212 sqm
151,12B Ballater Avenue,"Sold $1,064,000 in May 2019", ,Rent $650pw in Jan 2017,House: 3  2  2 ,Land size: 303 sqm
152,34 Skene Street,"Sold $800,000 in May 2019", , , ,Land size: 604 sqm
153,2/83 Camden Road,"Sold $230,000 in May 2019","Last Sold $177,000 in Nov 2013",Rent $225pw in Jan 2018, ,Land size: 852 sqm | Building size: 52 sqm
154,2/377 Autumn Street,"Sold $625,000 in May 2019","Last Sold $400,000 in Oct 2013",Rent $540pw in May 2019, ,Land size: 259 sqm | Building size: 175 sqm
155,13/12 Balcombe Road,"Sold $800,000 in Apr 2019","Last Sold $679,000 in Jan 2015", ,House: 3  2  2 ,"Land size: 9,857 sqm | Building size: 191 sqm"
156,13 Pleasant Street,"Sold $755,000 in Apr 2019", , ,House: 4  1  1 ,Land size: 382 sqm
157,47 Clarke Street,"Sold $823,000 in Apr 2019", ,Rent $370pw in Jun 2016,House: 3  1  1 ,Land size: 699 sqm
158,1/1 Holyrood Avenue,"Sold $338,000 in Apr 2019","Last Sold $235,000 in Nov 2010",Rent $250pw in Apr 2015, ,Land size: 65 sqm
159,10 Cumberland Street,"Sold $1,175,000 in Apr 2019","Last Sold $295,000 in Apr 1997", ,House: 4  2  3 ,Land size: 695 sqm | Building size: 200 sqm
160,95 Camden Road,"Sold $792,250 in Mar 2019","Last Sold $190,000 in Jul 1990", ,House: 4  2  2 ,Land size: 780 sqm
161,2A Stinton Avenue,"Sold $385,000 in Mar 2019","Last Sold $349,000 in Jan 2016",Rent $285pw in Jul 2017, ,Land size: 897 sqm
162,22/12 Balcombe Road,"Sold $700,000 in Mar 2019","Last Sold $230,000 in Dec 2013",Rent $480pw in Jul 2017,Townhouse: 3  2  1 ,Land size: 320 sqm | Building size: 167 sqm
163,6 Carmichael Avenue,"Sold $862,000 in Mar 2019", ,Rent $580pw in May 2019,Townhouse: 3  2  2 ,Land size: 271 sqm
164,5 Warwick Street,"Sold $510,000 in 23 Mar 2019(Auction)", ,Rent $320pw in Feb 2017,House: 3  1  ,Land size: 552 sqm
165,9 Camden Road,"Sold $900,000 in Mar 2019", ,Rent $700pw in Nov 2019,House: 3  2  5 ,Land size: 373 sqm
166,355 Autumn Street,"Sold $755,000 in Mar 2019","Last Sold $655,000 in Jul 2013",Rent $650pw in Jan 2019,House: 4  2  3 ,Land size: 602 sqm
167,25 Nantes Street,"Sold $1,750,000 in Mar 2019","Last Sold $905,000 in Feb 2015(Auction)", ,House: 5  2  3 ,"Land size: 1,036 sqm | Building size: 310 sqm"
168,21 Blessington Street,"Sold $678,000 in 16 Mar 2019(Auction)","Last Sold $415,250 in Mar 2013",Rent $400pw in Mar 2019,House: 3  1  1 ,Land size: 366 sqm
169,1C Carmichael Avenue,"Sold $660,000 in Mar 2019","Last Sold $120,000 in Apr 2001",Rent $370pw in May 2019,House: 4  1  2 ,Land size: 818 sqm
170,134 West Fyans Street,"Sold $612,000 in Mar 2019","Last Sold $306,000 in Jul 2008", ,House: 3  1  ,Land size: 340 sqm | Building size: 117 sqm
171,2/2A BALLATER Avenue,"Sold $370,000 in Mar 2019","Last Sold $74,000 in Dec 1988", , ,Land size: 544 sqm
172,369 Shannon Avenue,"Sold $803,500 in Mar 2019","Last Sold $115,000 in Nov 1993", ,House: 4  1  2 ,Land size: 505 sqm
173,2/4 Belfast Street,"Sold $562,000 in 09 Mar 2019(Auction)","Last Sold $400,000 in Apr 2010",Rent $350pw in Jul 2014, ,Land size: 213 sqm
174,27 Chadwick Street,"Sold $682,000 in Mar 2019","Last Sold $390,000 in Jul 2004",Rent $580pw in Mar 2019,House: 3  2  1 ,Land size: 215 sqm
175,63 Saffron Street,"Sold $650,000 in 02 Mar 2019(Auction)","Last Sold $399,000 in Jun 2013", ,House: 3  1  ,Land size: 225 sqm
176,6 Bond Street,"Sold $666,000 in Feb 2019","Last Sold $450,000 in Dec 2009",Rent $500pw in Jun 2019,House: 3  2  1 ,Land size: 419 sqm
177,2/33 Buckingham Road,"Sold $545,000 in Feb 2019","Last Sold $367,000 in Aug 2012",Rent $440pw in May 2017,Townhouse: 3  2  2 ,Land size: 415 sqm | Building size: 12 sqm
178,4 Pinaroo Street,"Sold $605,000 in Feb 2019","Last Sold $445,000 in May 2015(Auction)",Rent $450pw in Jun 2019,House: 4  1  1 ,Land size: 409 sqm
179,3/299 Autumn Street,"Sold $372,000 in Feb 2019","Last Sold $245,000 in Jan 2012",Rent $330pw in Oct 2019, ,Land size: 101 sqm | Building size: 83 sqm
180,40 Nantes Street,"Sold $950,000 in 16 Feb 2019(Auction)","Last Sold $148,000 in May 1991",Rent $475pw in Jul 2019,House: 3  2  2 ,Land size: 763 sqm
181,8 Austin Terrace,"Sold $525,000 in Feb 2019","Last Sold $74,500 in Jul 1995",Rent $315pw in Feb 2013,House: 2  1  ,Land size: 206 sqm | Building size: 72 sqm
182,34 Stinton Avenue,"Sold $740,000 in Feb 2019","Last Sold $690,000 in May 2016(Auction)",Rent $490pw in Jun 2017,Townhouse: 3  2  2 ,Land size: 438 sqm
183,23 Craigie Road,"Sold $585,000 in Feb 2019","Last Sold $248,000 in May 2005",Rent $380pw in Jun 2016,House: 3  1  1 ,Land size: 689 sqm
184,15 Clarendon Street,"Sold $740,000 in Jan 2019","Last Sold $366,000 in Nov 2007",Rent $370pw in Jan 2016,House: 3  1  2 ,Land size: 420 sqm
185,3/16-18 West Fyans Street,"Sold $330,330 in Jan 2019","Last Sold $225,000 in Aug 2015",Rent $330pw in Apr 2019, ,Land size: 77 sqm
