,address,sold,last sold,rent,house_info,land_size
49,15 Scarlett Grove,"Sold $865,000 in Jun 2020", , ,House: 5  2  4 ,Land size: 997 sqm
50,55-65 Blackbird Circuit,"Sold $1,275,000 in Jun 2020", , ,House: 4  2  1 ,"Land size: 16,445 sqm"
51,29 Pelican Way,"Sold $580,000 in Jun 2020", , ,House: 4  2  2 ,Land size: 626 sqm
52,19 Cromwell Drive,"Sold $530,000 in Jun 2020","Last Sold $340,000 in Nov 2014",Rent $330pw in Dec 2014,House: 3  2  1 ,Land size: 678 sqm | Building size: 143 sqm
53,28 Henderson Drive,"Sold $550,000 in Jun 2020", , ,House: ,Land size: 601 sqm
54,4 Musk Duck Court,"Sold $600,000 in Jun 2020","Last Sold $160,000 in Aug 2011", , ,Land size: 521 sqm | Building size: 203 sqm
55,13 Quail Drive,"Sold $720,000 in 18 Jun 2020(Auction)", , ,House: ,Land size: 508 sqm
56,115-117 Flinders Avenue,"Sold $270,000 in Jun 2020","Last Sold $142,000 in Jul 2009", , ,Land size: 697 sqm
57,Lot 1123 Manzeene Village Estate,"Sold $285,000 in Jun 2020", , , , 
58,31 Benjamin Drive,"Sold $450,000 in Jun 2020","Last Sold $357,000 in Oct 2016",Rent $420pw in Jul 2018,House: 4  2  3 ,Land size: 651 sqm | Building size: 140 sqm
59,7 Celesta Road,"Sold $575,000 in Jun 2020", , , ,Land size: 447 sqm
60,45 Darcy Street,"Sold $582,000 in Jun 2020","Last Sold $330,000 in Oct 2008", ,House: 3  2  2 ,Land size: 853 sqm | Building size: 145 sqm
61,10 Shelduck Court,"Sold $555,000 in Jun 2020","Last Sold $161,000 in Aug 2011", , ,Land size: 464 sqm
62,10 Rigel Road,"Sold $390,000 in Jun 2020","Last Sold $260,000 in Nov 2011",Rent $250pw in Aug 2009,House: 3  2  2 ,Land size: 613 sqm | Building size: 205 sqm
63,3 Celesta Road,"Sold $563,000 in Jun 2020", , ,House: 3  2  2 ,Land size: 492 sqm
64,2/22 Brownlow Court,"Sold $387,000 in Jun 2020","Last Sold $295,000 in Mar 2012",Rent $275pw in Apr 2011, ,Land size: 341 sqm | Building size: 112 sqm
65,12 Kyema Drive,"Sold $452,500 in Jun 2020","Last Sold $61,000 in Feb 2000", ,House: 3  1  1 ,Land size: 658 sqm
66,5 Sonia Court,"Sold $525,000 in 06 Jun 2020(Auction)","Last Sold $335,000 in Apr 2015",Rent $420pw in Oct 2018,House: 3  2  1 ,Land size: 588 sqm
67,125 Farrars Road,"Sold $799,900 in Jun 2020","Last Sold $52,500 in Aug 1984", ,House: ,"Land size: 21,517 sqm"
68,3/20-22 Cameron Crescent,"Sold $335,000 in May 2020","Last Sold $243,000 in Jun 2011",Rent $250pw in Mar 2016, ,Land size: 227 sqm
69,11 Carina Street,"Sold $523,000 in May 2020", , ,House: 3  2  2 ,Land size: 417 sqm
70,11 Mark Street,"Sold $475,000 in May 2020","Last Sold $101,000 in Aug 1997", ,House: 3  2  1 ,Land size: 654 sqm
71,5 Balagundi Drive,"Sold $545,000 in May 2020","Last Sold $170,000 in Sep 1999", ,House: 4  ,Land size: 586 sqm
72,14 Marina Court,"Sold $707,000 in May 2020", , ,House: 3  2  4 ,Land size: 502 sqm
73,2/7 St Anthony Court,"Sold $500,000 in May 2020", , , , 
74,10 Buckingham Street,"Sold $425,000 in 23 May 2020(Auction)", , ,House: ,Land size: 759 sqm
75,8-9 Marconi Place,"Sold $541,000 in May 2020", , , ,Land size: 763 sqm
76,6 Mill Road,"Sold $1,500,000 in May 2020", , , ,"Land size: 2,723 sqm"
77,23 Mathieson Place,"Sold $580,000 in May 2020","Last Sold $435,000 in Feb 2012", ,House: 4  2  2 ,Land size: 613 sqm
78,101 Flinders Avenue,"Sold $450,000 in May 2020","Last Sold $310,000 in Sep 2014",Rent $410pw in Jun 2020,House: 3  1  2 ,Land size: 712 sqm | Building size: 115 sqm
79,3 Honeyeater Court,"Sold $518,000 in May 2020","Last Sold $345,000 in Aug 2010",Rent $360pw in Sep 2014,House: 3  2  3 ,Land size: 593 sqm | Building size: 160 sqm
80,3/20 Cameron Crescent,"Sold $335,000 in May 2020","Last Sold $243,000 in Jun 2011",Rent $250pw in Apr 2016,House: 2  1  1 ,Land size: 227 sqm | Building size: 100 sqm
81,8 Mungari Court,"Sold $775,000 in May 2020","Last Sold $366,000 in Mar 2006", ,House: 3  2  2 ,Land size: 907 sqm
82,87 Cedar Road,"Sold $545,000 in May 2020", , ,House: 3  2  2 ,Land size: 399 sqm
83,24 Mill Road,"Sold $386,500 in May 2020","Last Sold $89,500 in Feb 2000", ,House: ,Land size: 605 sqm
84,6 Cromwell Drive,"Sold $475,000 in May 2020","Last Sold $113,000 in Jan 1997", ,House: 3  1  2 ,Land size: 670 sqm
85,2 Dixon Court,"Sold $352,500 in May 2020", , ,House: 3  1  2 ,Land size: 653 sqm
86,2-4 Marina Court,"Sold $520,000 in Apr 2020", , ,House: ,Land size: 639 sqm
87,27 Canterbury Road West,"Sold $620,000 in Apr 2020","Last Sold $300,000 in Sep 2018", , , 
88,7 CADDYS Road,"Sold $600,000 in Apr 2020","Last Sold $189,000 in Sep 2015", ,House: 3  2  2 ,Land size: 515 sqm
89,14 Weerana Way,"Sold $730,000 in Apr 2020","Last Sold $182,000 in Jul 2011", , ,Land size: 756 sqm
90,11 Richard Drive,"Sold $510,000 in Apr 2020","Last Sold $275,000 in Feb 2008",Rent $280pw in Jan 2009,House: 3  1  1 ,Land size: 678 sqm | Building size: 145 sqm
91,8 Therese Court,"Sold $350,000 in Apr 2020", , , , 
92,114 Mcclelland Avenue,"Sold $430,000 in Apr 2020", , ,House: 3  1  1 , 
93,24 Jania Street,"Sold $505,000 in Apr 2020","Last Sold $310,000 in May 2008",Rent $310pw in Apr 2008,House: 3  2  2 ,Land size: 945 sqm
94,39 Station Lake Road,"Sold $520,000 in Apr 2020","Last Sold $335,000 in Jun 2014", ,House: 3  1  2 ,Land size: 649 sqm | Building size: 139 sqm
95,25 Barnong Way,"Sold $570,000 in Apr 2020","Last Sold $450,000 in Sep 2013", ,House: 4  2  2 ,Land size: 587 sqm | Building size: 180 sqm
96,2/50 Cameron Crescent,"Sold $380,000 in Apr 2020","Last Sold $250,000 in Mar 2016",Rent $330pw in Feb 2020,House: 2  1  1 ,Land size: 206 sqm | Building size: 62 sqm
97,20 Melissa Drive,"Sold $600,000 in Apr 2020","Last Sold $157,000 in May 2009", , ,Land size: 693 sqm | Building size: 156 sqm
98,36 Brolga Way,"Sold $580,000 in Apr 2020", , ,House: 4  2  4 ,Land size: 510 sqm
99,1B Saintfield Street,"Sold $425,000 in Apr 2020","Last Sold $375,000 in Sep 2017",Rent $390pw in Dec 2018,House: 3  2  2 ,Land size: 253 sqm
100,5 Waliki Court,"Sold $470,000 in Mar 2020","Last Sold $270,000 in Aug 2009", ,House: 3  1  6 ,Land size: 623 sqm | Building size: 104 sqm
101,42 Canterbury Road West,"Sold $580,000 in Mar 2020", , , , 
102,18 Gaunt Street,"Sold $525,000 in Mar 2020","Last Sold $250,000 in May 2006",Rent $350pw in Jun 2015,House: 3  1  2 ,Land size: 858 sqm
103,15 Cumberland Drive,"Sold $445,000 in Mar 2020","Last Sold $257,750 in Dec 2004", ,House: 3  1  2 ,Land size: 435 sqm
104,41 Lavender Drive,"Sold $555,000 in Mar 2020", ,Rent $490pw in Sep 2019,House: 4  2  2 ,Land size: 460 sqm
105,93 Patullos Road,"Sold $440,000 in Mar 2020", , ,House: 3  2  1 ,Land size: 653 sqm
106,3/89 Flinders Avenue,"Sold $347,500 in Mar 2020","Last Sold $237,000 in Feb 2010",Rent $320pw in Nov 2019,House: 2  1  1 ,Land size: 190 sqm
107,52 Bates Road,"Sold $550,000 in Mar 2020","Last Sold $322,000 in Aug 2009",Rent $330pw in Oct 2012,House: 3  2  1 ,Land size: 661 sqm
108,1 Bloom Place,"Sold $265,000 in Mar 2020", , , ,Land size: 447 sqm
109,49 Country Gardens Drive,"Sold $677,000 in Mar 2020","Last Sold $392,500 in Oct 2008", ,House: 4  2  2 ,Land size: 887 sqm | Building size: 237 sqm
110,91b McClelland Avenue,"Sold $410,000 in Feb 2020", , , , 
111,11 Florence Street,"Sold $745,000 in Feb 2020","Last Sold $282,000 in Jul 2014", ,House: 3  1  2 ,Land size: 693 sqm
112,91A McClelland Avenue,"Sold $200,000 in Feb 2020", , , , 
113,91B McClleland Avenue,"Sold $410,000 in Feb 2020", , ,House: 3  1  1 , 
114,9 Haydn Street,"Sold $830,000 in Feb 2020","Last Sold $168,000 in May 1990",Rent $345pw in May 2014,House: 4  1  2 ,"Land size: 3,060 sqm"
115,5 Rennie Street,"Sold $605,000 in 25 Feb 2020(Auction)","Last Sold $115,000 in Dec 2001", ,House: 3  2  1 ,Land size: 598 sqm | Building size: 156 sqm
116,40 Moorhen Drive,"Sold $566,500 in 25 Feb 2020(Auction)","Last Sold $155,000 in Jul 2009",Rent $395pw in May 2014,House: 4  2  2 ,Land size: 643 sqm
117,26 Stephenson Street,"Sold $580,000 in Feb 2020","Last Sold $322,000 in Jun 2007", ,House: 3  2  2 ,Land size: 688 sqm
118,64-66 Blackbird Circuit,"Sold $650,000 in 22 Feb 2020(Auction)","Last Sold $453,500 in Dec 2011", ,House: 4  2  2 ,Land size: 953 sqm
119,25 Westlakes Boulevard,"Sold $895,000 in 22 Feb 2020(Auction)","Last Sold $252,000 in Feb 2012", , ,Land size: 713 sqm
120,8 Wheat Court,"Sold $535,000 in Feb 2020","Last Sold $340,000 in May 2012",Rent $420pw in Feb 2019,House: 3  2  3 ,Land size: 524 sqm
121,6 Newcomen Court,"Sold $487,800 in Feb 2020","Last Sold $105,000 in Jun 1998",Rent $440pw in Apr 2020,House: 3  2  1 ,Land size: 647 sqm
122,8 Veedale Court,"Sold $560,000 in Feb 2020","Last Sold $429,000 in Nov 2012(Auction)", ,House: 3  2  2 ,Land size: 758 sqm
123,4 Corvi Court,"Sold $405,000 in Feb 2020","Last Sold $109,000 in Jul 2001", ,House: 3  1  1 ,Land size: 588 sqm
124,60 Berice Drive,"Sold $950,000 in Feb 2020", , ,House: 4  3  6 ,"Land size: 14,074 sqm"
125,1/7 St Anthony Court,"Sold $500,000 in Feb 2020", , ,House: 3  2  2 , 
126,16 Windsor Court,"Sold $528,000 in Feb 2020","Last Sold $238,000 in Jul 2003", ,House: 3  2  2 ,Land size: 671 sqm
127,100 Stephenson Street,"Sold $480,000 in Feb 2020","Last Sold $312,000 in Mar 2016",Rent $300pw in Feb 2011,House: 3  1  2 ,Land size: 820 sqm
128,40 Cape Barron Drive,"Sold $645,000 in Feb 2020","Last Sold $600,000 in Jan 2018",Rent $470pw in Mar 2018,House: 4  3  2 ,Land size: 639 sqm
129,49A Station Lake Road,"Sold $355,000 in Feb 2020", , , ,Land size: 678 sqm
130,89 Westlakes Boulevard,"Sold $860,000 in Feb 2020", , ,House: 4  2  4 ,Land size: 836 sqm
131,53 Turnstyle Court,"Sold $850,000 in Feb 2020", , ,House: 3  2  6 ,"Land size: 15,806 sqm"
132,145 Farrars Road,"Sold $835,000 in Feb 2020", , , ,"Land size: 21,476 sqm"
133,7 Benetti Drive,"Sold $567,000 in Jan 2020","Last Sold $416,000 in Apr 2011", ,House: 4  2  2 ,Land size: 604 sqm | Building size: 168 sqm
134,2/20 Station Lake Road,"Sold $510,000 in Jan 2020","Last Sold $360,000 in Jun 2015",Rent $370pw in Sep 2014, ,Land size: 474 sqm
135,3/16 Martain Avenue,"Sold $480,000 in Jan 2020","Last Sold $123,500 in May 2012", , ,Land size: 420 sqm
136,7 Norseman Court,"Sold $535,000 in Jan 2020","Last Sold $265,000 in Dec 2006", ,House: 3  2  2 ,Land size: 831 sqm
137,42 Smeaton Close,"Sold $555,000 in Jan 2020","Last Sold $67,000 in May 1985", ,House: 4  1  2 ,Land size: 862 sqm
138,21 Quail Drive,"Sold $593,000 in Jan 2020", , ,House: 4  2  2 ,Land size: 587 sqm
139,8 Musk Duck Court,"Sold $657,000 in Jan 2020","Last Sold $570,000 in Dec 2016", ,House: 4  2  2 ,Land size: 678 sqm | Building size: 236 sqm
140,7 Reliance Avenue,"Sold $549,000 in Jan 2020","Last Sold $158,000 in Dec 1999", ,House: 4  ,Land size: 666 sqm
141,45 Thornton Road,"Sold $850,000 in Jan 2020","Last Sold $180,000 in Dec 2000", ,House: ,"Land size: 20,244 sqm"
142,1 Young Street,"Sold $545,000 in Jan 2020","Last Sold $293,000 in Sep 2009", ,House: 4  2  1 ,Land size: 827 sqm
143,13 Bursaria Street,"Sold $249,000 in Jan 2020", , , , 
144,18 Bluebill Court,"Sold $555,000 in Jan 2020","Last Sold $158,000 in Jan 2012", , ,Land size: 571 sqm
145,10 Redleaf Close,"Sold $430,000 in Jan 2020","Last Sold $285,000 in Jan 2010", ,House: 3  1  2 ,Land size: 375 sqm
146,10 Dixon Court,"Sold $495,000 in Jan 2020","Last Sold $287,000 in Jan 2011",Rent $350pw in Jul 2013,House: 4  2  4 ,Land size: 881 sqm
147,2 Wheat Court,"Sold $545,000 in Jan 2020","Last Sold $395,000 in Sep 2011", ,House: 3  2  3 ,Land size: 491 sqm
148,38 Cameron Crescent,"Sold $525,000 in Jan 2020","Last Sold $267,500 in Mar 2008",Rent $390pw in Aug 2017,House: 3  2  5 ,Land size: 644 sqm | Building size: 110 sqm
149,3/23 Flinders Avenue,"Sold $265,000 in Jan 2020","Last Sold $225,000 in Jul 2010", , ,Land size: 138 sqm | Building size: 70 sqm
150,30 Brunel Close,"Sold $403,000 in Jan 2020","Last Sold $262,500 in Sep 2012", ,House: 3  1  4 ,Land size: 664 sqm
151,6 Windsor Court,"Sold $497,000 in Dec 2019", , ,House: 3  2  1 ,Land size: 702 sqm
152,21B Swan Street,"Sold $505,000 in Dec 2019","Last Sold $439,000 in Oct 2017", ,House: 4  2  2 ,Land size: 581 sqm
153,74 Quail Drive,"Sold $587,000 in Dec 2019", ,Rent $470pw in May 2019,House: 4  2  2 ,Land size: 570 sqm
154,54 Grandlakes Way,"Sold $570,000 in Dec 2019", , ,House: , 
155,28 Grand Lakes Way,"Sold $560,000 in Dec 2019","Last Sold $152,000 in Apr 2009", , ,Land size: 538 sqm | Building size: 160 sqm
156,19 Lakeside Boulevard,"Sold $605,000 in Dec 2019","Last Sold $470,000 in Jan 2012", ,House: 4  2  2 ,Land size: 685 sqm | Building size: 209 sqm
157,10 Loretta Close,"Sold $509,000 in Dec 2019","Last Sold $277,000 in Oct 2006", ,House: 3  2  2 ,Land size: 785 sqm
158,49B Station Lake Road,"Sold $485,000 in 14 Dec 2019(Auction)", , ,House: ,Land size: 783 sqm
159,45 McClelland Avenue,"Sold $530,000 in 14 Dec 2019(Auction)","Last Sold $273,000 in Jan 2009",Rent $350pw in Sep 2013,House: 3  1  2 ,Land size: 845 sqm
160,36 Stephenson Street,"Sold $1,150,000 in Dec 2019","Last Sold $76,000 in Jul 1997", , ,"Land size: 5,676 sqm | Building size: 208 sqm"
161,2/29 Balagundi Drive,"Sold $375,000 in Dec 2019","Last Sold $125,000 in Apr 2001", , ,Land size: 411 sqm
162,22 Kyema Drive,"Sold $489,000 in Dec 2019","Last Sold $270,000 in Dec 2012", ,House: 3  2  1 ,Land size: 655 sqm | Building size: 115 sqm
163,37 Rigel Road,"Sold $415,000 in Dec 2019","Last Sold $175,000 in Nov 2003",Rent $340pw in Oct 2018,House: 3  1  1 ,Land size: 579 sqm
164,3 Anna Court,"Sold $490,000 in Dec 2019","Last Sold $90,000 in Jul 1988", ,House: 3  2  2 ,Land size: 719 sqm
165,53 Benjamin Drive,"Sold $470,000 in Dec 2019","Last Sold $245,000 in Aug 2006", ,House: 3  ,Land size: 694 sqm | Building size: 132 sqm
166,2/6 St Anthony Court,"Sold $390,000 in Dec 2019","Last Sold $330,000 in Aug 2018(Auction)", , ,Land size: 264 sqm
167,99 Buckingham Street,"Sold $590,000 in Dec 2019","Last Sold $385,000 in Jun 2010", ,House: 4  2  2 ,Land size: 481 sqm
168,6 Ingrid Place,"Sold $620,000 in 03 Dec 2019(Auction)", , ,House: ,Land size: 921 sqm
169,41 Young Street,"Sold $590,000 in Dec 2019", ,Rent $350pw in May 2013,House: 3  2  1 ,Land size: 745 sqm
170,8 Hailar Lane,"Sold $535,000 in 03 Dec 2019(Auction)","Last Sold $431,500 in Feb 2014", ,House: 3  2  2 ,Land size: 450 sqm
171,8 Austin Street,"Sold $430,000 in 30 Nov 2019(Auction)","Last Sold $248,000 in Sep 2008",Rent $295pw in Oct 2010,House: 2  1  1 ,Land size: 254 sqm
172,10 Gaunt Street,"Sold $550,000 in Nov 2019","Last Sold $154,000 in Dec 1998", ,House: 4  2  1 ,Land size: 664 sqm
173,4 Norseman Court,"Sold $490,000 in Nov 2019","Last Sold $375,000 in Jun 2015", ,House: 4  2  2 ,Land size: 657 sqm | Building size: 148 sqm
174,15 Nankeen Avenue,"Sold $590,000 in Nov 2019","Last Sold $165,000 in Jun 2011", , ,Land size: 610 sqm | Building size: 221 sqm
175,47 Rennie Street,"Sold $640,000 in Nov 2019","Last Sold $451,000 in Mar 2017(Auction)", ,House: 3  1  ,"Land size: 1,545 sqm"
176,64 Lara Boulevard,"Sold $585,000 in Nov 2019","Last Sold $153,000 in Jul 1997", ,House: 4  2  2 ,Land size: 614 sqm
177,5 Turner Avenue,"Sold $555,000 in Nov 2019","Last Sold $475,000 in Feb 2017", ,House: 4  2  4 ,Land size: 781 sqm | Building size: 196 sqm
178,22 Clover Street,"Sold $480,000 in Nov 2019","Last Sold $330,000 in Sep 2014",Rent $350pw in Aug 2016,House: 3  2  2 ,Land size: 494 sqm
179,6 Honeyeater Court,"Sold $555,000 in Nov 2019","Last Sold $340,000 in May 2005",Rent $470pw in Sep 2019,House: 3  2  2 ,Land size: 678 sqm | Building size: 167 sqm
180,1/2 Selwyn Street,"Sold $371,000 in 16 Nov 2019(Auction)", ,Rent $280pw in Aug 2015, ,Land size: 225 sqm
181,22 Stilt Court,"Sold $565,000 in Nov 2019","Last Sold $189,000 in May 2011",Rent $425pw in Feb 2018,House: 4  2  2 ,Land size: 637 sqm
182,8 Saintfield Street,"Sold $480,000 in 09 Nov 2019(Auction)","Last Sold $302,000 in Jan 2012",Rent $420pw in Sep 2018,House: 3  2  2 ,Land size: 700 sqm
183,11 Therese Court,"Sold $566,500 in Nov 2019", ,Rent $390pw in Jan 2013,House: 4  2  2 ,Land size: 702 sqm
184,43 Canopus Crescent,"Sold $545,000 in Nov 2019", ,Rent $385pw in Feb 2014,House: 4  2  3 ,Land size: 591 sqm
185,Lot 722 70 Botanical Drive,"Sold $261,500 in Nov 2019", , , , 
186,18 Cape Barron Drive,"Sold $470,000 in Nov 2019","Last Sold $360,000 in Jun 2013", ,House: 4  2  2 ,Land size: 432 sqm | Building size: 135 sqm
187,10 Duncan Drive,"Sold $580,000 in Nov 2019","Last Sold $405,000 in Sep 2014", ,House: 3  2  2 ,Land size: 737 sqm | Building size: 184 sqm
188,14 Rigel Road,"Sold $455,000 in Nov 2019","Last Sold $310,000 in Jan 2016",Rent $260pw in Apr 2012,House: 3  1  4 ,Land size: 576 sqm | Building size: 98 sqm
189,6 Kanowna Place,"Sold $655,000 in Oct 2019", , ,House: 4  2  2 ,Land size: 770 sqm
190,6/28-30 McClelland Avenue,"Sold $355,000 in Oct 2019","Last Sold $260,000 in Sep 2012",Rent $270pw in Oct 2013,House: 2  1  1 ,Land size: 185 sqm
191,19 Maria Court,"Sold $510,000 in Oct 2019","Last Sold $306,000 in Apr 2006", ,House: 3  2  2 ,Land size: 439 sqm
192,21 Stilt Court,"Sold $715,000 in Oct 2019","Last Sold $530,000 in Dec 2014", ,House: 4  2  2 ,Land size: 702 sqm
193,24 Maria Court,"Sold $415,000 in 30 Oct 2019(Auction)","Last Sold $291,000 in Mar 2011",Rent $265pw in Jul 2009,House: 2  1  1 ,Land size: 276 sqm | Building size: 112 sqm
194,24 Bridge Street,"Sold $747,000 in 26 Oct 2019(Auction)","Last Sold $440,000 in Nov 2006",Rent $460pw in Dec 2011,House: 3  2  5 ,"Land size: 1,740 sqm | Building size: 190 sqm"
195,1 Magnolia Court,"Sold $542,500 in Oct 2019","Last Sold $361,500 in Jun 2010",Rent $350pw in Apr 2009,House: 4  2  2 ,Land size: 663 sqm
196,110 Tillys Road,"Sold $1,050,000 in Oct 2019","Last Sold $247,500 in Jul 2002", , ,"Land size: 20,638 sqm | Building size: 116 sqm"
197,4 Menzies Close,"Sold $525,000 in Oct 2019", ,Rent $380pw in Oct 2011,House: 4  2  2 ,Land size: 627 sqm
198,103 Buckingham Street,"Sold $539,000 in Oct 2019","Last Sold $146,000 in Jul 2009",Rent $415pw in Dec 2017,House: 3  2  2 ,Land size: 557 sqm | Building size: 163 sqm
199,19 Westlakes Boulevard,"Sold $610,000 in Oct 2019","Last Sold $468,000 in Mar 2016", ,House: 4  2  2 ,Land size: 565 sqm | Building size: 250 sqm
200,24 Lake Road,"Sold $463,000 in Oct 2019","Last Sold $272,000 in May 2005", ,House: 3  2  2 ,Land size: 644 sqm
201,82 Benjamin Drive,"Sold $490,000 in Oct 2019","Last Sold $320,000 in Aug 2011",Rent $260pw in May 2008,House: 3  1  1 ,Land size: 650 sqm
