,address,sold,last sold,rent,house_info,land_size
25,3 Clova Avenue,"Sold $725,000 in May 2020","Last Sold $400,000 in Oct 2005", ,House: 4  2  2 ,Land size: 700 sqm | Building size: 224 sqm
26,37a Willana Avenue,"Sold $545,000 in May 2020", , ,Townhouse: 3  2  2 ,Land size: 275 sqm
27,24B Heather Street,"Sold $666,000 in 02 May 2020(Auction)", , ,Townhouse: ,Land size: 459 sqm
28,6 Kirriemuir Street,"Sold $700,000 in Apr 2020", , ,House: 4  ,Land size: 701 sqm
29,7 Forfar Road,"Sold $465,000 in Apr 2020", , , ,Land size: 701 sqm
30,3/110 Vines Road,"Sold $421,000 in Apr 2020", , , ,Land size: 159 sqm
31,4 Montgomery Avenue,"Sold $503,000 in Apr 2020","Last Sold $416,000 in Mar 2017(Auction)", ,House: 2  1  1 ,Land size: 598 sqm
32,1/18 June Avenue,"Sold $421,000 in Apr 2020", ,Rent $360pw in Apr 2020,Townhouse: 3  1  2 ,Land size: 360 sqm
33,17 Sycamore Street,"Sold $440,000 in Apr 2020", ,Rent $350pw in Jul 2020,House: 3  1  2 ,Land size: 623 sqm
34,4 Waymouth Street,"Sold $540,000 in Mar 2020", , ,House: ,Land size: 701 sqm
35,7 Nalangil Avenue,"Sold $550,000 in Mar 2020","Last Sold $60,000 in Feb 1979", ,House: 4  3  3 ,Land size: 553 sqm
36,45 Tahara Street,"Sold $711,000 in 21 Mar 2020(Auction)","Last Sold $76,500 in Feb 2000", ,House: 4  2  2 ,Land size: 674 sqm | Building size: 165 sqm
37,1 Sycamore Street,"Sold $560,000 in Mar 2020","Last Sold $500,000 in Apr 2018", ,Townhouse: 3  2  2 ,Land size: 305 sqm
38,24 Glenfine Avenue,"Sold $744,000 in 14 Mar 2020(Auction)","Last Sold $490,000 in Sep 2016", ,House: 3  1  1 ,Land size: 817 sqm | Building size: 178 sqm
39,2/16 Glenfine Avenue,"Sold $480,000 in Mar 2020", , ,Townhouse: , 
40,24 Gladstone Street,"Sold $556,000 in 29 Feb 2020(Auction)", , ,House: ,Land size: 690 sqm
41,18-19 Mackie Close,"Sold $870,000 in Feb 2020", , , ,Land size: 808 sqm
42,2/87 Tahara Street,"Sold $428,000 in 29 Feb 2020(Auction)","Last Sold $316,000 in Dec 2017", , ,Land size: 241 sqm
43,26 Rowe Street,"Sold $670,000 in 29 Feb 2020(Auction)","Last Sold $400,000 in Sep 2009", ,House: 3  2  2 ,Land size: 634 sqm
44,27 Highview Parade,"Sold $624,000 in Feb 2020","Last Sold $261,000 in May 2009", ,House: 3  2  2 ,Land size: 635 sqm | Building size: 137 sqm
45,13 Belcher Street,"Sold $562,000 in Feb 2020", , ,House: 5  2  1 ,Land size: 764 sqm
46,19 Mackie Close,"Sold $870,000 in Feb 2020", , ,House: 5  2  7 , 
47,26 Toyne Avenue,"Sold $596,000 in 22 Feb 2020(Auction)", , ,House: ,Land size: 728 sqm
48,2/160 Church Street,"Sold $415,000 in Feb 2020","Last Sold $272,000 in Nov 2012", , ,Land size: 156 sqm
49,160 Ballarat Road,"Sold $570,000 in Feb 2020","Last Sold $107,000 in Sep 1988", ,House: ,Land size: 725 sqm
50,6 Robb Avenue,"Sold $520,000 in Feb 2020","Last Sold $347,500 in Jun 2012", ,House: 3  1  1 ,Land size: 650 sqm | Building size: 117 sqm
51,5 Chaucer Street,"Sold $757,500 in Feb 2020","Last Sold $271,000 in Aug 2014", ,House: 2  1  5 ,Land size: 587 sqm
52,11 Sheridan Street,"Sold $567,500 in 08 Feb 2020(Auction)", , ,House: ,Land size: 811 sqm
53,60 Vines Road,"Sold $610,000 in 08 Feb 2020(Auction)","Last Sold $225,000 in Jun 2014", ,House: 3  1  1 ,Land size: 685 sqm | Building size: 103 sqm
54,33 Glengate Street,"Sold $420,000 in Jan 2020","Last Sold $327,000 in Nov 2009", ,House: 2  1  2 ,Land size: 152 sqm
55,3 Quamby Avenue,"Sold $460,000 in Jan 2020","Last Sold $123,000 in Jun 2002", ,House: 2  1  2 ,Land size: 664 sqm | Building size: 110 sqm
56,37 Sycamore Street,"Sold $525,000 in Jan 2020","Last Sold $480,000 in Mar 2018", ,House: 3  1  1 ,Land size: 624 sqm
57,7-9 Hillbank Close,"Sold $760,000 in Jan 2020","Last Sold $660,000 in Jan 2015", ,House: 3  2  2 ,"Land size: 1,048 sqm"
58,2a Belcher Street,"Sold $495,000 in Jan 2020", ,Rent $350pw in Oct 2015,Townhouse: 2  1  1 ,Land size: 230 sqm
59,2/7 Thrums Court,"Sold $475,000 in Dec 2019", , ,Townhouse: 2  2  1 ,Land size: 337 sqm
60,14 Lantana Avenue,"Sold $250,222 in Dec 2019","Last Sold $168,000 in Dec 2015", , ,Land size: 193 sqm
61,41 Sycamore Street,"Sold $470,000 in Dec 2019","Last Sold $249,000 in Dec 2002", ,House: ,Land size: 335 sqm
62,10 Ebden Street,"Sold $475,000 in Dec 2019","Last Sold $410,000 in Dec 2017(Auction)", ,House: 3  1  1 ,Land size: 551 sqm
63,6/1 Kinnordy Court,"Sold $230,000 in Dec 2019","Last Sold $142,000 in Apr 2008", ,House: 1  1  2 ,Land size: 108 sqm | Building size: 46 sqm
64,15 Arthur Street,"Sold $535,000 in 07 Dec 2019(Auction)", , ,House: ,Land size: 674 sqm
65,29 June Avenue,"Sold $564,000 in 07 Dec 2019(Auction)","Last Sold $193,000 in Feb 2009", ,House: 3  1  1 ,Land size: 462 sqm | Building size: 146 sqm
66,130 Ballarat Road,"Sold $420,000 in Dec 2019","Last Sold $225,000 in Nov 2013", ,House: 2  1  1 ,Land size: 549 sqm
67,170 Ballarat Road,"Sold $600,000 in Nov 2019","Last Sold $345,000 in Aug 2013", ,House: 3  1  2 ,Land size: 664 sqm
68,8 Glenview Place,"Sold $760,000 in Nov 2019","Last Sold $280,000 in May 2012", , ,Land size: 424 sqm | Building size: 282 sqm
69,12 Kendall Close,"Sold $505,000 in Nov 2019","Last Sold $239,000 in Sep 2007", ,House: 3  1  ,Land size: 399 sqm
70,1 Shannon Avenue,"Sold $505,000 in Nov 2019","Last Sold $290,000 in Aug 2010", ,House: 3  1  2 ,Land size: 423 sqm | Building size: 140 sqm
71,21 Stoddart Street,"Sold $550,500 in 16 Nov 2019(Auction)", , ,House: 3  1  3 ,Land size: 794 sqm
72,14 Calvert Street,"Sold $700,000 in 16 Nov 2019(Auction)","Last Sold $315,002 in Feb 2000", ,House: 5  1  ,Land size: 809 sqm
73,25A June Avenue,"Sold $535,000 in 09 Nov 2019(Auction)", , ,House: 3  2  2 ,Land size: 323 sqm
74,7/38-40 Pride Avenue,"Sold $280,000 in Nov 2019", , , ,"Land size: 1,905 sqm"
75,40 Drysdale Avenue,"Sold $580,000 in Nov 2019","Last Sold $395,000 in May 2011(Auction)", ,House: 3  1  2 ,Land size: 623 sqm | Building size: 120 sqm
76,17 MacArthur Avenue,"Sold $520,000 in Oct 2019","Last Sold $300,000 in Apr 2014", ,House: 3  1  5 ,Land size: 650 sqm | Building size: 151 sqm
77,3 Robb Avenue,"Sold $420,000 in 26 Oct 2019(Auction)", , ,House: 3  1  5 ,Land size: 651 sqm
78,1/48 Vines Road,"Sold $518,000 in Oct 2019", ,Rent $395pw in Dec 2018,Townhouse: 3  2  4 ,Land size: 349 sqm
79,3 Shannon Avenue,"Sold $631,000 in 26 Oct 2019(Auction)","Last Sold $355,000 in May 2009", ,House: 4  1  5 ,Land size: 676 sqm
80,16 Little Avenue,"Sold $515,000 in 19 Oct 2019(Auction)", , , ,Land size: 548 sqm
81,2/21 Toyne Avenue,"Sold $523,500 in Oct 2019", ,Rent $450pw in Nov 2019, ,Land size: 234 sqm
82,17 Vines Road,"Sold $502,000 in Oct 2019","Last Sold $457,000 in Apr 2018(Auction)", ,House: 2  1  3 ,Land size: 661 sqm
83,3/13 Griffen Street,"Sold $560,000 in Oct 2019","Last Sold $370,000 in May 2009", ,Townhouse: 3  2  2 ,Land size: 232 sqm
84,7/38 Pride Avenue,"Sold $280,000 in Oct 2019","Last Sold $239,000 in Jul 2010(Auction)", , ,"Land size: 1,905 sqm"
85,82 Sladen Street,"Sold $586,500 in Oct 2019", , ,House: 3  1  2 ,Land size: 746 sqm
86,121 Vines Road,"Sold $495,000 in Oct 2019","Last Sold $490,000 in Nov 2017", ,House: 3  1  1 ,Land size: 246 sqm | Building size: 108 sqm
87,13C Bayview Parade,"Sold $465,000 in Oct 2019","Last Sold $420,000 in Apr 2014", ,House: 3  2  1 ,Land size: 860 sqm
88,2 Chisholm Court,"Sold $650,000 in Sep 2019", , ,House: 4  2  2 ,Land size: 785 sqm
89,19 Sheridan Street,"Sold $525,000 in Sep 2019","Last Sold $110,000 in Jul 1994", ,House: 4  1  3 ,Land size: 764 sqm
90,2/28 Willana Avenue,"Sold $527,500 in Sep 2019", ,Rent $400pw in Oct 2017,Townhouse: 3  2  2 ,Land size: 199 sqm
91,302 Church Street,"Sold $505,000 in Sep 2019","Last Sold $265,000 in Oct 2007", ,House: 3  2  2 ,Land size: 731 sqm
92,31 Parkland Drive,"Sold $765,000 in Sep 2019","Last Sold $53,500 in Jan 1998", ,House: 4  2  2 ,Land size: 782 sqm | Building size: 235 sqm
93,14 Sladen Street,"Sold $570,000 in 24 Aug 2019(Auction)","Last Sold $229,000 in Apr 2008", ,House: 3  1  2 ,Land size: 636 sqm | Building size: 95 sqm
94,4/168 Church Street,"Sold $371,000 in Aug 2019","Last Sold $175,000 in Feb 2000", , ,Land size: 107 sqm
95,1/25 Willana Avenue,"Sold $475,000 in Aug 2019","Last Sold $307,000 in May 2011", ,House: 3  1  2 ,Land size: 289 sqm
96,3/112 Vines Road,"Sold $420,000 in Aug 2019", ,Rent $360pw in Aug 2018, ,Land size: 163 sqm
97,74 Ballarat Road,"Sold $467,500 in Aug 2019","Last Sold $285,000 in Jan 2014", ,House: 3  1  2 ,Land size: 632 sqm
98,4 Taliska Avenue,"Sold $560,000 in Aug 2019", ,Rent $440pw in Sep 2019,House: 3  2  2 ,Land size: 382 sqm
99,37 Drysdale Avenue,"Sold $660,000 in 10 Aug 2019(Auction)","Last Sold $325,000 in Jun 2012", ,House: 1  1  2 ,Land size: 613 sqm | Building size: 144 sqm
100,7/3 Kinnordy Court,"Sold $210,000 in Aug 2019","Last Sold $157,500 in Aug 2015", , ,Land size: 578 sqm
101,2/12 Sheridan Street,"Sold $415,000 in Aug 2019","Last Sold $345,000 in Apr 2017", ,Townhouse: 2  1  1 ,Land size: 219 sqm | Building size: 106 sqm
102,2/42 Glenfine Avenue,"Sold $535,000 in Aug 2019", , ,House: 3  2  2 ,Land size: 201 sqm
103,7 Lily Street,"Sold $600,000 in 26 Jul 2019(Auction)","Last Sold $550,000 in Feb 2018", ,House: 2  1  3 ,Land size: 608 sqm
104,294 Church Street,"Sold $436,000 in Jul 2019","Last Sold $70,000 in Jan 1995", ,House: 3  1  2 ,Land size: 422 sqm
105,310 Church Street,"Sold $550,000 in Jul 2019","Last Sold $320,000 in Apr 2014", ,House: 4  1  2 ,Land size: 731 sqm | Building size: 161 sqm
106,21 Glengate Street,"Sold $635,000 in Jul 2019","Last Sold $380,000 in Feb 2016", ,House: 4  2  2 ,Land size: 361 sqm
107,27 Calvert Street,"Sold $460,000 in 20 Jul 2019(Auction)", , ,House: 2  1  1 ,Land size: 790 sqm
108,4/34 Weeroona Avenue,"Sold $407,000 in Jul 2019","Last Sold $363,000 in Jul 2011", , ,Land size: 221 sqm
109,2/29 Waiora Avenue,"Sold $525,000 in Jul 2019", ,Rent $420pw in May 2019,House: 3  2  3 ,Land size: 305 sqm
110,24a Pride Avenue,"Sold $520,000 in Jul 2019", , ,House: 3  2  3 ,Land size: 284 sqm
111,10 Rowe Street,"Sold $605,000 in Jul 2019","Last Sold $370,000 in Jun 2013", ,House: 3  2  2 ,Land size: 639 sqm | Building size: 175 sqm
112,1 Edgecombe Street,"Sold $642,000 in 29 Jun 2019(Auction)","Last Sold $158,000 in Sep 1999", ,House: 4  2  2 ,Land size: 249 sqm
113,7 Montgomery Avenue,"Sold $525,000 in Jun 2019","Last Sold $327,000 in Oct 2013", ,House: 3  1  2 ,Land size: 643 sqm
114,51 Hamlyn Avenue,"Sold $495,000 in Jun 2019", , ,House: 3  1  2 ,Land size: 611 sqm
115,25 Bayview Parade,"Sold $580,000 in Jun 2019","Last Sold $375,000 in Jan 2016", ,House: 3  1  2 ,Land size: 674 sqm
116,75 Calvert Street,"Sold $457,000 in 15 Jun 2019(Auction)","Last Sold $306,000 in Oct 2015(Auction)", ,House: 3  1  4 ,Land size: 552 sqm | Building size: 118 sqm
117,5 Downie Crescent,"Sold $495,000 in Jun 2019","Last Sold $242,000 in Feb 2009", ,House: 3  2  2 ,Land size: 697 sqm
118,7 Moulamein Court,"Sold $538,000 in Jun 2019","Last Sold $395,000 in Jun 2013", ,House: 2  2  5 ,Land size: 681 sqm | Building size: 165 sqm
119,107 Sladen Street,"Sold $450,000 in Jun 2019", ,Rent $350pw in Jun 2019,House: 3  1  1 ,Land size: 587 sqm
120,136a Vines Road,"Sold $515,000 in Jun 2019","Last Sold $392,500 in Mar 2014", ,Townhouse: 3  2  1 ,Land size: 347 sqm | Building size: 138 sqm
121,16 Willana Avenue,"Sold $485,000 in Jun 2019","Last Sold $310,000 in Sep 2012(Auction)", ,House: 3  1  2 ,Land size: 650 sqm | Building size: 107 sqm
122,17 Gladstone Street,"Sold $600,000 in Jun 2019","Last Sold $325,000 in Oct 2007", ,House: 3  2  1 ,Land size: 715 sqm | Building size: 181 sqm
123,334 Church Street,"Sold $950,000 in May 2019", , ,House: 3  1  2 ,"Land size: 1,493 sqm"
124,38 Quamby Avenue,"Sold $486,200 in May 2019","Last Sold $300,000 in Oct 2007", ,House: 3  2  2 ,Land size: 312 sqm | Building size: 150 sqm
125,11 Edgecombe Street,"Sold $600,000 in 25 May 2019(Auction)","Last Sold $388,000 in Aug 2014", ,House: 3  1  4 ,Land size: 664 sqm | Building size: 139 sqm
126,15 Highview Parade,"Sold $440,000 in May 2019","Last Sold $280,000 in Jul 2012(Auction)", ,House: 3  1  1 ,Land size: 635 sqm | Building size: 101 sqm
127,9 Sheridan Street,"Sold $450,000 in 18 May 2019(Auction)", , ,House: 2  1  1 ,Land size: 811 sqm
128,18 Sladen Street,"Sold $450,000 in May 2019","Last Sold $347,200 in Feb 2016", ,House: 5  2  2 ,Land size: 635 sqm
129,25 Wilks Street,"Sold $675,000 in May 2019","Last Sold $51,000 in May 1994", ,House: 4  3  2 ,Land size: 690 sqm
130,1/12 Sheridan Street,"Sold $490,000 in May 2019","Last Sold $359,900 in Mar 2011", ,House: 3  2  2 ,Land size: 365 sqm
131,32 Highview Parade,"Sold $600,000 in May 2019","Last Sold $270,000 in Nov 2008", ,House: 4  2  2 ,Land size: 636 sqm
132,2/38-40 Pride Avenue,"Sold $230,000 in May 2019","Last Sold $161,000 in Feb 2013", , ,Land size: 100 sqm | Building size: 75 sqm
133,124 Church Street,"Sold $950,000 in Apr 2019","Last Sold $327,000 in Apr 2015(Auction)", ,House: 3  2  3 ,Land size: 465 sqm
134,2/1 Marathon Avenue,"Sold $445,000 in Apr 2019","Last Sold $315,000 in Apr 2010", ,House: 2  1  1 ,Land size: 353 sqm
135,1/176 Church Street,"Sold $465,000 in Apr 2019","Last Sold $328,000 in May 2017", ,House: 2  1  1 ,Land size: 354 sqm
136,22 Heather Street,"Sold $510,000 in Apr 2019","Last Sold $417,000 in Jul 2017", ,House: 2  1  1 ,Land size: 595 sqm
137,1 Little Avenue,"Sold $585,000 in Apr 2019","Last Sold $227,002 in Jan 2007", ,House: 3  1  2 ,Land size: 668 sqm
138,2/14 Belcher Street,"Sold $485,000 in Apr 2019", , ,Townhouse: 3  2  2 ,Land size: 195 sqm
139,1/32 Marlo Street,"Sold $415,000 in Mar 2019","Last Sold $355,000 in Nov 2017", , ,Land size: 188 sqm
140,312 Church Street,"Sold $570,000 in Mar 2019","Last Sold $340,000 in Mar 2017", ,House: 3  1  1 ,Land size: 503 sqm
141,23 June Avenue,"Sold $600,000 in 09 Mar 2019(Auction)","Last Sold $290,000 in Dec 2009", ,House: 3  1  2 ,Land size: 750 sqm
142,26 Heather Street,"Sold $540,000 in Mar 2019","Last Sold $280,000 in Mar 2009", ,House: 3  1  2 ,Land size: 642 sqm | Building size: 96 sqm
143,3 Little Avenue,"Sold $573,000 in 02 Mar 2019(Auction)","Last Sold $370,000 in Mar 2012", ,House: 3  1  2 ,Land size: 668 sqm
144,1 Moulamein Court,"Sold $530,000 in Mar 2019","Last Sold $300,000 in Sep 2008", ,House: 4  2  4 ,Land size: 587 sqm
145,10 Weeroona Avenue,"Sold $620,000 in 23 Feb 2019(Auction)","Last Sold $70,500 in Jan 1994", ,House: 4  2  1 ,Land size: 731 sqm
146,9 Belcher Street,"Sold $497,500 in Feb 2019","Last Sold $89,000 in Aug 1991", ,House: 3  1  7 ,Land size: 764 sqm | Building size: 96 sqm
147,2/5 Mary Street,"Sold $625,000 in Feb 2019","Last Sold $452,500 in May 2012", ,Townhouse: 3  2  2 ,Land size: 233 sqm
148,35 Tahara Street,"Sold $570,000 in 20 Feb 2019(Auction)", , ,House: 4  2  4 ,Land size: 700 sqm
149,4 Woorayl Street,"Sold $673,000 in 09 Feb 2019(Auction)","Last Sold $60,500 in Jun 1987", ,House: 2  1  1 ,Land size: 843 sqm
150,16 Acacia Street,"Sold $515,000 in Feb 2019", , ,House: 3  1  2 ,Land size: 707 sqm
151,4/41 Sladen Street,"Sold $292,000 in Feb 2019","Last Sold $212,000 in Feb 2011", , ,Land size: 273 sqm | Building size: 70 sqm
152,1 Macarthur Avenue,"Sold $500,000 in Jan 2019","Last Sold $80,000 in May 1989", ,House: 3  1  3 ,Land size: 659 sqm
153,5 Heather Street,"Sold $445,000 in Jan 2019","Last Sold $92,000 in Feb 2000", ,House: 1  1  1 ,Land size: 650 sqm
154,1/34 Glenfine Avenue,"Sold $488,000 in Jan 2019","Last Sold $420,000 in Jan 2012", ,House: 3  2  2 ,Land size: 358 sqm
155,20 Strathire Gardens,"Sold $535,000 in Jan 2019", , ,House: 4  2  5 ,Land size: 610 sqm
156,15 Gladstone Street,"Sold $640,000 in Jan 2019", , ,House: 3  1  3 ,"Land size: 1,177 sqm"
157,26 Parkland Drive,"Sold $449,000 in Jan 2019","Last Sold $136,000 in Feb 2000", ,House: 2  1  2 ,Land size: 360 sqm
158,27 Beulah Street,"Sold $530,000 in Jan 2019","Last Sold $365,000 in Feb 2012", ,House: 3  1  2 ,Land size: 707 sqm
159,3 Sheridan Street,"Sold $900,000 in Jan 2019","Last Sold $386,000 in Mar 2013", ,House: 4  2  2 ,"Land size: 1,008 sqm | Building size: 138 sqm"
160,2/34 Glenfine Avenue,"Sold $477,500 in Dec 2018","Last Sold $420,000 in Apr 2011", ,Townhouse: 3  2  2 ,Land size: 337 sqm | Building size: 147 sqm
161,12 Ballarat Road,"Sold $437,500 in Dec 2018","Last Sold $85,000 in Jan 2000", ,House: 2  1  2 ,Land size: 511 sqm | Building size: 118 sqm
162,20 Logan Street,"Sold $660,000 in Dec 2018", , ,House: 3  1  2 ,"Land size: 1,012 sqm"
163,1/156 Church Street,"Sold $500,000 in Dec 2018","Last Sold $340,000 in Feb 2008", , ,Land size: 366 sqm
164,98 Ballarat Road,"Sold $370,000 in Dec 2018", , ,House: 3  1  1 ,Land size: 811 sqm
165,2/6 Calvert Street,"Sold $530,000 in Dec 2018", ,Rent $360pw in Oct 2014,House: 3  2  1 ,Land size: 434 sqm
166,256 Church Street,"Sold $565,000 in 08 Dec 2018(Auction)","Last Sold $276,000 in May 2009", ,House: 2  1  1 ,Land size: 809 sqm | Building size: 168 sqm
167,47 Hamlyn Avenue,"Sold $556,250 in Dec 2018","Last Sold $280,000 in Aug 2012", ,House: 3  1  1 ,Land size: 610 sqm | Building size: 128 sqm
168,15 Marathon Avenue,"Sold $530,000 in Dec 2018","Last Sold $165,000 in Sep 2001", ,House: 4  2  2 ,Land size: 634 sqm
169,65 Lily Street,"Sold $420,000 in Dec 2018","Last Sold $160,000 in Oct 2001", ,Townhouse: 2  1  1 ,Land size: 248 sqm
170,6 Woorayl Street,"Sold $380,000 in Nov 2018","Last Sold $317,500 in Apr 2010", ,House: 2  1  1 ,Land size: 235 sqm | Building size: 90 sqm
171,1 Kalimna Street,"Sold $810,000 in Nov 2018", , ,House: 3  1  2 ,"Land size: 1,172 sqm"
172,1A Weeroona Avenue,"Sold $515,000 in Nov 2018", , ,House: 3  2  1 ,Land size: 333 sqm
173,7 Kendall Close,"Sold $423,000 in 24 Nov 2018(Auction)","Last Sold $210,000 in Aug 2002", ,Townhouse: 2  1  1 ,Land size: 271 sqm
174,2a Dunmow Crescent,"Sold $408,000 in Nov 2018","Last Sold $275,000 in Apr 2014", ,House: 2  1  1 ,Land size: 320 sqm | Building size: 86 sqm
175,1/2 Glengate Street,"Sold $405,000 in Nov 2018","Last Sold $265,000 in Aug 2006", , ,Land size: 239 sqm
176,2 Little Avenue,"Sold $520,000 in 22 Nov 2018(Auction)","Last Sold $160,000 in Dec 2013", ,House: 3  1  2 ,Land size: 553 sqm | Building size: 100 sqm
177,1/2 Glengate Strete,"Sold $405,000 in Nov 2018", , , , 
178,6 Macarthur Avenue,"Sold $565,000 in 17 Nov 2018(Auction)","Last Sold $345,100 in Oct 2010", ,House: 3  1  2 ,Land size: 588 sqm
179,3/34 Logan Street,"Sold $415,000 in Nov 2018", ,Rent $315pw in May 2014, ,Land size: 240 sqm
180,2 Marathon Avenue,"Sold $565,000 in 14 Nov 2018(Auction)","Last Sold $268,000 in Feb 2004", ,House: 3  1  2 ,Land size: 591 sqm | Building size: 147 sqm
181,18 MacArthur Avenue,"Sold $557,000 in 10 Nov 2018(Auction)", , ,House: 3  1  2 ,Land size: 624 sqm
182,40 Beulah Street,"Sold $535,000 in Nov 2018", , ,House: 3  1  1 ,Land size: 609 sqm
183,7 Weeroona Avenue,"Sold $560,000 in Nov 2018", , ,House: 3  1  2 ,Land size: 730 sqm
184,80 Calvert Street,"Sold $600,000 in 31 Oct 2018(Auction)","Last Sold $86,000 in May 1997", ,House: 3  2  1 ,Land size: 763 sqm
185,2/14 Mary Street,"Sold $575,000 in Oct 2018","Last Sold $400,000 in Mar 2010", ,House: 3  2  1 ,Land size: 253 sqm
186,4 Tahara Street,"Sold $555,000 in Oct 2018","Last Sold $380,000 in Jun 2016(Auction)", ,House: 3  2  3 ,Land size: 693 sqm
187,104 Tahara Street,"Sold $620,000 in 27 Oct 2018(Auction)", , ,House: 3  2  2 ,Land size: 697 sqm
188,61 Drysdale Avenue,"Sold $620,000 in Oct 2018","Last Sold $89,999 in Apr 1996", ,House: 3  2  3 ,Land size: 674 sqm
189,3/19 Stoddart Street,"Sold $380,000 in Oct 2018","Last Sold $130,000 in Sep 2001", , ,Land size: 252 sqm
190,2/37 Logan Street,"Sold $405,000 in Oct 2018","Last Sold $385,000 in Feb 2000", ,Townhouse: 2  1  1 ,"Land size: 1,015 sqm"
191,5 Edgecombe Street,"Sold $606,000 in 20 Oct 2018(Auction)","Last Sold $395,000 in Mar 2015", ,House: 3  1  1 ,Land size: 809 sqm | Building size: 121 sqm
192,21A Vines Road,"Sold $550,000 in Oct 2018", , , ,Land size: 355 sqm
193,14 Wilks Street,"Sold $500,000 in Oct 2018","Last Sold $270,000 in Mar 2014", ,House: 3  2  2 ,Land size: 569 sqm
194,21 Drysdale Avenue,"Sold $495,000 in Oct 2018","Last Sold $276,000 in Dec 2011", ,House: 3  1  2 ,Land size: 613 sqm | Building size: 112 sqm
195,21B Vines Road,"Sold $545,000 in Sep 2018", , , ,Land size: 303 sqm
196,1/64 Sladen Street,"Sold $483,123 in Sep 2018","Last Sold $365,000 in Mar 2013", ,House: 3  1  2 ,Land size: 516 sqm | Building size: 137 sqm
197,8 Gladstone Street,"Sold $540,000 in Sep 2018", , ,House: 3  1  4 ,Land size: 709 sqm
198,2/22 Vines Road,"Sold $392,500 in Sep 2018","Last Sold $335,000 in Jul 2009", ,Townhouse: 2  1  1 ,Land size: 152 sqm | Building size: 96 sqm
199,45 Chaucer Street,"Sold $535,000 in 15 Sep 2018(Auction)", , ,House: 3  1  2 ,Land size: 551 sqm
200,2/110 Church Street,"Sold $385,000 in Sep 2018","Last Sold $250,000 in Dec 2014", , ,Land size: 265 sqm | Building size: 92 sqm
