,address,sold,last sold,rent,house_info,land_size
147,3 George Street,"Sold $515,500 in Dec 2019","Last Sold $51,000 in Jul 1987", ,House: 3  ,Land size: 416 sqm
148,67 Settlement Road,"Sold $490,000 in Dec 2019","Last Sold $323,500 in Nov 2018(Auction)", ,House: 3  1  ,Land size: 611 sqm
149,12 Brocka Avenue,"Sold $697,000 in 14 Dec 2019(Auction)","Last Sold $408,000 in Mar 2014(Auction)",Rent $430pw in Jul 2018,House: 4  1  1 ,Land size: 635 sqm
150,33 Shackleton Street,"Sold $555,000 in Dec 2019","Last Sold $120,000 in Oct 1996",Rent $350pw in Jul 2018,House: 3  1  1 ,Land size: 228 sqm
151,5 Ursa Street,"Sold $700,000 in Dec 2019", , , ,Land size: 256 sqm
152,268 High Street,"Sold $515,000 in Dec 2019", , ,House: ,Land size: 831 sqm
153,18 Waurn Park Court,"Sold $670,000 in Dec 2019","Last Sold $482,000 in Aug 2015", ,House: 4  2  2 ,Land size: 648 sqm
154,7 Polwarth Crescent,"Sold $545,000 in Dec 2019","Last Sold $330,000 in Jan 2015", ,House: 4  1  1 ,Land size: 670 sqm | Building size: 151 sqm
155,27 Francis Street,"Sold $624,000 in Dec 2019", ,Rent $320pw in Feb 2020,House: 2  1  2 ,Land size: 775 sqm
156,1/18 Summit Avenue,"Sold $573,000 in Dec 2019","Last Sold $420,000 in Nov 2015", ,House: 3  2  1 ,Land size: 384 sqm
157,262 High Street,"Sold $560,000 in 07 Dec 2019(Auction)","Last Sold $64,500 in Feb 2000",Rent $380pw in Feb 2020,House: 1  1  1 ,Land size: 874 sqm
158,2/221 Roslyn Road,"Sold $580,000 in Dec 2019","Last Sold $378,500 in Sep 2003", , ,Land size: 207 sqm
159,182 Roslyn Road,"Sold $540,000 in Dec 2019", , ,House: 3  1  1 ,Land size: 783 sqm
160,3/22 George Street,"Sold $460,000 in Dec 2019", ,Rent $400pw in Feb 2019,House: 3  2  1 ,Land size: 163 sqm
161,2/1 Elizabeth Street,"Sold $430,000 in Dec 2019","Last Sold $232,000 in Jun 2003",Rent $375pw in Jan 2020, ,Land size: 184 sqm
162,3 Pilbara Court,"Sold $662,500 in Dec 2019","Last Sold $83,500 in Sep 1988", ,House: 1  1  2 ,Land size: 718 sqm
163,27 Stork Avenue,"Sold $567,500 in Dec 2019","Last Sold $120,000 in Nov 2000", ,House: 3  1  1 ,Land size: 669 sqm
164,55 Kidman Avenue,"Sold $527,500 in Nov 2019", , , ,Land size: 546 sqm
165,24 Corio Street,"Sold $514,500 in 30 Nov 2019(Auction)","Last Sold $335,000 in Apr 2016",Rent $270pw in Dec 2015,House: 3  1  1 ,Land size: 602 sqm
166,21 Woolvet Avenue,"Sold $478,000 in Nov 2019","Last Sold $270,000 in Apr 2008", ,House: 3  1  1 ,Land size: 651 sqm | Building size: 13 sqm
167,14 Marjorie Avenue,"Sold $556,000 in 30 Nov 2019(Auction)","Last Sold $309,000 in Apr 2012",Rent $340pw in Oct 2015,House: 2  1  2 ,Land size: 653 sqm | Building size: 115 sqm
168,18 Albert Terrace,"Sold $650,000 in 29 Nov 2019(Auction)","Last Sold $75,000 in Aug 1996", ,House: ,Land size: 672 sqm
169,15 Fairbrae Avenue,"Sold $720,000 in Nov 2019","Last Sold $451,500 in Jun 2011", ,House: 3  1  2 ,Land size: 714 sqm
170,62 Roslyn Road,"Sold $790,000 in Nov 2019","Last Sold $135,000 in Dec 1991", ,House: 4  ,Land size: 996 sqm
171,19 Hill Street,"Sold $745,000 in Nov 2019","Last Sold $136,500 in Feb 2000", ,House: 3  2  2 ,Land size: 776 sqm
172,6 Englewood Court,"Sold $470,000 in Nov 2019", , ,House: ,Land size: 550 sqm
173,35 Iona Avenue,"Sold $705,000 in Nov 2019","Last Sold $453,500 in May 2015(Auction)",Rent $420pw in Feb 2017,House: 4  2  1 ,Land size: 716 sqm
174,A/8-9 Arbour Grove,"Sold $215,000 in Nov 2019", , , , 
175,34 Colac Grove,"Sold $562,000 in 23 Nov 2019(Auction)","Last Sold $336,000 in Jan 2016",Rent $320pw in Dec 2014,House: 3  1  2 ,Land size: 679 sqm
176,6 Victoria Terrace,"Sold $1,400,000 in 23 Nov 2019(Auction)","Last Sold $387,000 in Oct 2012", ,House: 5  2  4 ,Land size: 653 sqm | Building size: 292 sqm
177,9 Southdown Crescent,"Sold $510,000 in Nov 2019","Last Sold $237,500 in Jan 2007",Rent $125pw in May 2019,House: 3  2  1 ,Land size: 732 sqm | Building size: 141 sqm
178,29 Digby Avenue,"Sold $500,000 in 23 Nov 2019(Auction)","Last Sold $187,000 in Jul 2003",Rent $270pw in Nov 2014,House: 3  1  1 ,Land size: 717 sqm
179,84 High Street,"Sold $625,000 in 23 Nov 2019(Auction)","Last Sold $364,000 in Jun 2014",Rent $320pw in May 2013,House: 3  1  1 ,Land size: 202 sqm | Building size: 127 sqm
180,317 High Street,"Sold $508,500 in Nov 2019","Last Sold $310,000 in Oct 2012",Rent $450pw in May 2020,House: 3  1  2 ,Land size: 734 sqm
181,a/8 Arbour Grove,"Sold $215,000 in Nov 2019", , , , 
182,1 George Street,"Sold $512,000 in Nov 2019", , ,House: 2  2  1 ,Land size: 418 sqm
183,5 Findlay Grove,"Sold $755,500 in 16 Nov 2019(Auction)", , , ,Land size: 947 sqm
184,40 Francis Street,"Sold $636,000 in Nov 2019","Last Sold $541,000 in Mar 2017(Auction)", ,House: 3  2  3 ,Land size: 820 sqm
185,7 Poplar Court,"Sold $547,000 in Nov 2019","Last Sold $362,000 in Jul 2015",Rent $470pw in Sep 2019,House: 4  2  2 ,Land size: 650 sqm
186,5/36-40 Sanglen Terrace,"Sold $585,000 in Nov 2019","Last Sold $417,500 in Jul 2016",Rent $340pw in Sep 2014, ,Land size: 409 sqm
187,24 Roslyn Road,"Sold $585,000 in Nov 2019","Last Sold $317,000 in Aug 2008",Rent $330pw in Mar 2008,House: 3  2  1 ,Land size: 342 sqm
188,35A The Avenue,"Sold $705,000 in 09 Nov 2019(Auction)", , ,House: 3  1  1 ,Land size: 503 sqm
189,2/129 Roslyn Road,"Sold $590,000 in Nov 2019","Last Sold $446,000 in Sep 2013", , ,Land size: 320 sqm | Building size: 150 sqm
190,9 Nagle Drive,"Sold $480,000 in Nov 2019","Last Sold $242,500 in Dec 2008",Rent $315pw in May 2018,House: 3  1  2 ,Land size: 654 sqm
191,36 Hereford Drive,"Sold $517,000 in Nov 2019","Last Sold $102,000 in Jan 1993", ,House: 1  ,Land size: 655 sqm
192,6 Collins Street,"Sold $672,500 in 30 Oct 2019(Auction)","Last Sold $572,000 in Apr 2016",Rent $240pw in Dec 2004,House: 3  2  1 ,Land size: 495 sqm
193,5/26 Autumn Street,"Sold $339,000 in Oct 2019","Last Sold $205,000 in Dec 2011",Rent $270pw in Aug 2015, ,Land size: 191 sqm
194,48 Francis Street,"Sold $529,000 in Oct 2019","Last Sold $347,000 in Dec 2014",Rent $260pw in Oct 2013,House: 3  1  2 ,Land size: 395 sqm | Building size: 128 sqm
