,address,sold,last sold,rent,house_info,land_size
20,58 Gloucester Street,"Sold $470,000 in 11 Jul 2020(Auction)","Last Sold $51,000 in Aug 1978", ,House: 3  2  2 ,Land size: 737 sqm | Building size: 150 sqm
21,2 Torres Court,"Sold $617,000 in Jul 2020","Last Sold $349,000 in May 2015", ,House: 3  2  4 ,Land size: 676 sqm
22,17 Hollows Court,"Sold $657,500 in Jul 2020","Last Sold $357,000 in Sep 2007", ,House: 4  2  2 ,Land size: 658 sqm | Building size: 222 sqm
23,149 ROSSACK Drive,"Sold $291,000 in Jul 2020","Last Sold $180,000 in Dec 2015", , ,Land size: 400 sqm
24,134 Burdoo Drive,"Sold $460,000 in Jul 2020","Last Sold $225,000 in Mar 2007", ,House: 3  1  2 ,Land size: 602 sqm | Building size: 145 sqm
25,135 Rossack Drive,"Sold $655,000 in Jul 2020", , , ,Land size: 447 sqm
26,208 Grove Road,"Sold $637,655 in Jul 2020","Last Sold $64,000 in Mar 2001", ,House: 1  ,Land size: 648 sqm
27,192 Barwarre Road,"Sold $510,000 in Jul 2020","Last Sold $110,000 in Aug 2005", ,House: 3  2  2 ,Land size: 531 sqm | Building size: 143 sqm
28,6 Lansdowne Court,"Sold $520,000 in Jul 2020","Last Sold $67,720 in Jul 1984", ,House: ,Land size: 661 sqm
29,10 Patonga Crescent,"Sold $480,000 in Jul 2020","Last Sold $260,000 in Oct 2009", ,House: 3  2  2 ,Land size: 576 sqm
30,40 Diaz Drive,"Sold $600,000 in Jun 2020","Last Sold $449,000 in Feb 2015", ,House: 4  2  2 ,Land size: 571 sqm | Building size: 168 sqm
31,14 Camira Court,"Sold $600,000 in 28 Jun 2020(Auction)","Last Sold $379,000 in Jun 2010", ,House: 3  2  2 ,Land size: 698 sqm
32,68 Greenville Drive,"Sold $469,000 in Jun 2020","Last Sold $150,000 in Dec 2001", ,House: 3  2  2 ,Land size: 605 sqm | Building size: 129 sqm
33,30 Manet Avenue,"Sold $570,000 in Jun 2020","Last Sold $330,000 in Dec 2008", ,House: 3  2  2 ,Land size: 665 sqm | Building size: 140 sqm
34,1/19 Bieske Road,"Sold $356,000 in Jun 2020","Last Sold $139,000 in Feb 2002", , ,Land size: 139 sqm
35,13 Bieske Road,"Sold $600,000 in Jun 2020","Last Sold $71,000 in Jul 1984", ,House: 4  1  1 ,Land size: 665 sqm
36,103 Burdoo Drive,"Sold $465,000 in Jun 2020","Last Sold $320,000 in Jul 2011", ,House: 3  2  1 ,Land size: 600 sqm | Building size: 170 sqm
37,1/17 Babra Court,"Sold $410,000 in Jun 2020","Last Sold $300,000 in Jul 2016", ,Townhouse: 2  1  1 ,Land size: 346 sqm | Building size: 96 sqm
38,189 Heyers Road,"Sold $632,500 in Jun 2020","Last Sold $487,000 in Feb 2012", ,House: 4  2  2 ,Land size: 708 sqm
39,11 Portsmouth Crescent,"Sold $440,000 in Jun 2020","Last Sold $149,000 in Oct 2002", ,House: 3  1  1 ,Land size: 578 sqm | Building size: 108 sqm
40,153 Rossack Drive,"Sold $640,000 in Jun 2020", , ,House: 4  2  2 ,Land size: 400 sqm
41,2 Longueville Lane,"Sold $530,000 in Jun 2020","Last Sold $82,000 in Oct 1984", ,House: ,Land size: 654 sqm
42,13 Coolalie Court,"Sold $375,000 in Jun 2020","Last Sold $325,000 in Jan 2004", ,House: 5  2  2 ,Land size: 674 sqm | Building size: 270 sqm
43,7 Jackson Court,"Sold $455,000 in Jun 2020","Last Sold $257,000 in Sep 2004", ,House: 3  2  2 ,Land size: 395 sqm | Building size: 135 sqm
44,4 Ellett Court,"Sold $665,000 in Jun 2020","Last Sold $510,000 in Jul 2015", ,House: 4  2  2 ,Land size: 650 sqm
45,1 Waratah Place,"Sold $442,500 in May 2020","Last Sold $280,000 in Sep 2015", ,House: 3  1  ,Land size: 412 sqm
46,24 Perrett Street,"Sold $555,000 in May 2020","Last Sold $460,000 in Jan 2016", ,House: 4  2  2 ,Land size: 763 sqm
47,2 Parkview Court,"Sold $494,000 in May 2020","Last Sold $330,000 in Dec 2016", ,House: 3  1  2 ,Land size: 677 sqm
48,9 Jenolan Avenue,"Sold $552,000 in May 2020","Last Sold $345,000 in Oct 2011(Auction)", ,House: 4  2  2 ,Land size: 796 sqm
49,4B Corowa Court,"Sold $440,000 in May 2020", , ,Townhouse: 3  2  1 , 
50,2 Tathra Court,"Sold $725,000 in May 2020","Last Sold $361,000 in Feb 2011", ,House: 4  2  2 ,Land size: 754 sqm | Building size: 164 sqm
51,48 Burdoo Drive,"Sold $527,500 in May 2020","Last Sold $270,000 in Aug 2005", ,House: 3  2  2 ,Land size: 618 sqm
52,202 Heyers Road,"Sold $728,000 in May 2020","Last Sold $156,000 in May 2007", , ,Land size: 700 sqm | Building size: 227 sqm
53,12 Salford Court,"Sold $527,000 in Apr 2020","Last Sold $480,000 in May 2018", ,House: 4  2  3 ,Land size: 650 sqm
54,1/25 Heyers Road,"Sold $445,000 in Apr 2020","Last Sold $312,000 in Sep 2015", ,Townhouse: 2  1  1 ,Land size: 312 sqm | Building size: 102 sqm
55,1/163 Heyers Road,"Sold $375,000 in Apr 2020","Last Sold $215,000 in Dec 2007", , ,Land size: 267 sqm
56,12 Michael Court,"Sold $500,000 in Apr 2020","Last Sold $405,000 in May 2016", ,House: 4  2  2 ,Land size: 512 sqm | Building size: 163 sqm
57,17 Birkenhead Drive,"Sold $507,000 in Apr 2020","Last Sold $301,000 in Jul 2011", ,House: 3  2  1 ,Land size: 599 sqm | Building size: 132 sqm
58,1/56 Moruya Drive,"Sold $460,000 in Mar 2020", ,Rent $410pw in Apr 2020, , 
59,3 Nevett Court,"Sold $560,000 in Mar 2020", , ,House: 3  2  2 ,Land size: 699 sqm
60,2/82 Church Street,"Sold $382,500 in Mar 2020","Last Sold $82,000 in Jan 1992", , ,Land size: 181 sqm
61,2/1 Holbein Court,"Sold $410,000 in Mar 2020","Last Sold $234,900 in Aug 2003", , ,Land size: 340 sqm
62,5 Corowa Court,"Sold $602,500 in 25 Mar 2020(Auction)","Last Sold $320,000 in May 2008", ,House: 4  2  1 ,Land size: 998 sqm
63,16 Highfield Drive,"Sold $500,000 in Mar 2020", , ,House: ,Land size: 589 sqm
64,133 Heyers Road,"Sold $545,000 in Mar 2020","Last Sold $159,000 in Jul 1998", ,House: 4  2  2 ,Land size: 649 sqm
65,5 Janmar Court,"Sold $723,000 in Mar 2020","Last Sold $114,000 in May 2003", , ,Land size: 658 sqm
66,17 Kana Street,"Sold $475,000 in Mar 2020", , , ,Land size: 543 sqm
67,2/1-2 Verdal Court,"Sold $385,000 in Mar 2020","Last Sold $170,000 in Oct 2002", , ,Land size: 176 sqm
68,1 Suffolk Court,"Sold $538,000 in Mar 2020", , ,House: ,Land size: 686 sqm
69,3 Killarney Avenue,"Sold $582,000 in Mar 2020","Last Sold $380,000 in Jul 2016", ,House: 3  2  2 ,Land size: 500 sqm
70,2/11 Matthews Street,"Sold $479,000 in Mar 2020","Last Sold $320,000 in Sep 2011", , ,Land size: 414 sqm
71,5 Timbarra Court,"Sold $630,000 in 14 Mar 2020(Auction)","Last Sold $548,500 in Mar 2019", ,House: 4  2  ,Land size: 729 sqm | Building size: 154 sqm
72,24 Fontaine Street,"Sold $590,000 in Mar 2020","Last Sold $238,000 in Feb 2000", ,House: 4  2  2 ,Land size: 730 sqm
73,6 Torres Court,"Sold $542,000 in Mar 2020","Last Sold $50,000 in Jan 1985", ,House: 3  1  1 ,Land size: 708 sqm
74,35 Moruya Drive,"Sold $547,000 in Mar 2020","Last Sold $280,000 in Jun 2008", ,House: 4  2  2 ,Land size: 640 sqm
75,3/142 Church Street,"Sold $435,000 in Mar 2020","Last Sold $275,000 in Feb 2016", , ,"Land size: 1,309 sqm"
76,154 Church Street,"Sold $590,000 in Mar 2020","Last Sold $395,000 in May 2012", ,House: 4  2  3 ,Land size: 656 sqm | Building size: 182 sqm
77,194 Bailey Street,"Sold $565,000 in 29 Feb 2020(Auction)","Last Sold $52,500 in Dec 2001", , ,Land size: 665 sqm
78,34 Peter Street,"Sold $505,000 in Feb 2020","Last Sold $120,000 in Mar 2000", ,House: 3  1  1 ,Land size: 650 sqm
79,6 Hovell Court,"Sold $650,000 in 22 Feb 2020(Auction)","Last Sold $365,000 in Feb 2000", ,House: 1  2  2 ,Land size: 987 sqm
80,80 Bickford Road,"Sold $560,000 in Feb 2020","Last Sold $275,000 in Aug 2003", , ,Land size: 653 sqm
81,2/31 Moruya Drive,"Sold $420,000 in Feb 2020","Last Sold $285,000 in Jan 2015", , ,Land size: 234 sqm | Building size: 138 sqm
82,20 Felix Street,"Sold $429,000 in Feb 2020","Last Sold $295,000 in Dec 2011", ,House: 3  1  2 ,Land size: 626 sqm
83,9 Sheringa Crescent,"Sold $555,000 in Feb 2020","Last Sold $450,000 in Sep 2017", ,House: 3  2  2 ,Land size: 633 sqm
84,2 Langham Court,"Sold $545,000 in Feb 2020","Last Sold $102,000 in Dec 1997", ,House: 1  1  1 ,Land size: 651 sqm
85,20 Illouera Avenue,"Sold $565,000 in Feb 2020","Last Sold $379,000 in Aug 2010", ,House: 4  2  2 ,Land size: 708 sqm
86,21 Pethajohn Parade,"Sold $635,000 in Feb 2020","Last Sold $78,000 in Nov 2001", , ,Land size: 689 sqm
87,23 Killarney Avenue,"Sold $496,000 in Feb 2020","Last Sold $109,000 in Feb 2000", , ,Land size: 449 sqm
88,11 Burke Court,"Sold $525,000 in Feb 2020","Last Sold $280,000 in Dec 2009", ,House: 3  2  2 ,Land size: 652 sqm | Building size: 120 sqm
89,6 Erindale Court,"Sold $535,000 in Feb 2020","Last Sold $365,000 in Nov 2011", ,House: 3  1  2 ,Land size: 851 sqm
90,67 Wingarra Drive,"Sold $702,000 in Feb 2020","Last Sold $189,000 in Mar 2014", , ,Land size: 650 sqm | Building size: 228 sqm
91,3A Jutland Court,"Sold $397,000 in Jan 2020", ,Rent $330pw in Apr 2020,Townhouse: 2  1  1 ,Land size: 320 sqm
92,8 Raphael Court,"Sold $585,000 in Jan 2020","Last Sold $351,000 in Mar 2010", ,House: 3  2  2 ,Land size: 921 sqm
93,13-14 Annies Lane,"Sold $560,000 in Jan 2020","Last Sold $420,000 in Mar 2015", ,House: 4  2  2 ,Land size: 518 sqm
94,7 Wyong Court,"Sold $570,000 in Jan 2020","Last Sold $340,000 in Jun 2011", ,House: 3  2  3 ,Land size: 682 sqm
95,7 Felix Street,"Sold $483,000 in Jan 2020","Last Sold $315,000 in Sep 2014", ,House: 3  1  1 ,Land size: 557 sqm | Building size: 122 sqm
96,12 Ellesby Court,"Sold $570,000 in Jan 2020","Last Sold $130,002 in Jun 2006", ,House: 4  2  1 ,Land size: 581 sqm
97,4 Rimbool Road,"Sold $484,000 in Jan 2020","Last Sold $233,000 in Nov 2006", ,House: 3  1  3 ,Land size: 837 sqm
98,4 Pit Street,"Sold $515,000 in Jan 2020","Last Sold $290,000 in Nov 2005", ,House: 3  2  2 ,Land size: 357 sqm
99,1 Allambee Avenue,"Sold $522,500 in Jan 2020","Last Sold $296,100 in Apr 2013", ,House: 3  1  1 ,Land size: 613 sqm | Building size: 144 sqm
100,33A Hindle Street,"Sold $425,000 in Jan 2020", , , , 
101,23 Michael Court,"Sold $555,000 in Dec 2019","Last Sold $342,000 in Nov 2009", ,House: 4  2  2 ,Land size: 566 sqm | Building size: 190 sqm
102,58 Moruya Drive,"Sold $520,000 in Dec 2019","Last Sold $253,000 in Aug 2003", ,House: 4  2  2 ,Land size: 761 sqm
103,15/31 Meadowvale Drive,"Sold $440,000 in Dec 2019", ,Rent $430pw in Jan 2020, ,Land size: 199 sqm
104,20 Edna Way,"Sold $590,000 in Dec 2019","Last Sold $385,000 in Oct 2010", ,House: 3  2  2 ,Land size: 642 sqm
105,123 Heyers Road,"Sold $460,000 in Dec 2019","Last Sold $350,000 in Feb 2015", ,House: 4  2  1 ,Land size: 591 sqm | Building size: 183 sqm
106,4 Mandama Avenue,"Sold $495,000 in Dec 2019","Last Sold $304,000 in Feb 2013", ,House: 3  1  2 ,Land size: 576 sqm | Building size: 127 sqm
107,4/46 Killarney Avenue,"Sold $450,000 in Dec 2019", , , ,Land size: 224 sqm
108,40 Riatta Avenue,"Sold $505,000 in Dec 2019","Last Sold $255,000 in Jul 2004", ,House: 4  1  1 ,"Land size: 1,096 sqm"
109,16 Brettim Boulevard,"Sold $540,000 in Dec 2019", , ,House: ,Land size: 342 sqm
110,1 Hartwick Court,"Sold $582,000 in Dec 2019","Last Sold $290,000 in May 2006", ,House: 3  2  2 ,Land size: 733 sqm
111,8/31 Meadowvale Drive,"Sold $415,000 in Dec 2019", ,Rent $430pw in Dec 2019,Townhouse: 3  2  1 ,Land size: 202 sqm
112,23 Mulholland Crescent,"Sold $385,000 in 14 Dec 2019(Auction)","Last Sold $263,000 in Mar 2008", ,House: 3  2  1 ,Land size: 605 sqm | Building size: 147 sqm
113,8 Allambee Avenue,"Sold $627,500 in Dec 2019","Last Sold $357,000 in Sep 2008", ,House: 4  2  2 ,Land size: 668 sqm
114,31 Burleigh Drive,"Sold $525,000 in Dec 2019","Last Sold $420,000 in Apr 2017", ,House: 3  2  2 ,Land size: 667 sqm | Building size: 149 sqm
115,21 Perennial Rise,"Sold $675,000 in Dec 2019","Last Sold $605,000 in Nov 2017", ,House: 3  2  3 ,Land size: 695 sqm
116,78 Pioneer Road,"Sold $485,000 in Dec 2019","Last Sold $282,500 in Mar 2010", ,House: 3  2  1 ,Land size: 582 sqm
117,53 Wingarra Drive,"Sold $505,000 in Dec 2019","Last Sold $350,000 in Sep 2011", ,House: 4  2  4 ,Land size: 671 sqm | Building size: 161 sqm
118,5/1 Perrett Street,"Sold $290,000 in Dec 2019","Last Sold $230,000 in Sep 2014", ,House: 2  1  1 ,Land size: 134 sqm | Building size: 74 sqm
119,10 Petkell Parade,"Sold $775,000 in Dec 2019", , ,House: 5  3  2 ,Land size: 666 sqm
120,8 Moona Court,"Sold $525,000 in Dec 2019","Last Sold $315,000 in Nov 2013", ,House: 3  1  1 ,Land size: 653 sqm
121,30 Param Street,"Sold $545,000 in Nov 2019","Last Sold $231,000 in Mar 2003", ,House: 1  ,Land size: 651 sqm
122,18 Griffith Street,"Sold $550,000 in Nov 2019","Last Sold $340,000 in Aug 2017(Auction)", ,House: 4  2  2 ,Land size: 733 sqm
123,90 Heyers Road,"Sold $408,000 in Nov 2019","Last Sold $182,500 in Sep 2005", ,House: 2  2  1 ,Land size: 696 sqm
124,31 Smith Street,"Sold $610,000 in Nov 2019","Last Sold $383,000 in Jul 2011", ,House: 3  2  2 ,Land size: 570 sqm | Building size: 178 sqm
125,17 Mulholland Crescent,"Sold $472,500 in Nov 2019","Last Sold $340,000 in Sep 2015", ,House: 3  1  2 ,Land size: 601 sqm | Building size: 102 sqm
126,76 Moruya Drive,"Sold $553,000 in Nov 2019","Last Sold $390,000 in Feb 2014", ,House: 3  2  2 ,Land size: 634 sqm | Building size: 182 sqm
127,11 Balblair Drive,"Sold $605,000 in Nov 2019","Last Sold $140,000 in Jun 2007", ,House: 4  2  2 ,Land size: 667 sqm
128,19 Killarney Avenue,"Sold $480,000 in Nov 2019","Last Sold $355,000 in Feb 2016", ,House: 3  2  1 ,Land size: 421 sqm
129,38 Param Street,"Sold $580,000 in Nov 2019","Last Sold $195,000 in Nov 2000", , ,Land size: 654 sqm
130,6 Kerger Court,"Sold $497,000 in Nov 2019", ,Rent $250pw in Apr 2007,House: 3  1  ,Land size: 933 sqm
131,1/49 Bieske Road,"Sold $425,000 in Nov 2019", ,Rent $380pw in Nov 2019,House: 3  1  2 ,Land size: 289 sqm
132,29 Banksia Place,"Sold $630,000 in Nov 2019","Last Sold $216,000 in Nov 2001", ,House: 4  2  2 ,Land size: 738 sqm
133,3/197 Torquay Road,"Sold $285,000 in Nov 2019","Last Sold $154,000 in Apr 2004", , ,Land size: 107 sqm | Building size: 71 sqm
134,5 Pethajohn Parade,"Sold $665,000 in Nov 2019","Last Sold $325,000 in Nov 2005", ,House: 4  2  2 ,Land size: 689 sqm
135,15 Pioneer Road,"Sold $470,000 in Nov 2019","Last Sold $315,000 in Nov 2014", ,House: 3  1  2 ,Land size: 779 sqm | Building size: 779 sqm
136,13 Dalyston Street,"Sold $520,000 in Nov 2019","Last Sold $126,100 in Oct 1996", ,House: 3  2  2 ,Land size: 725 sqm
137,48 Greenville Drive,"Sold $508,500 in Nov 2019","Last Sold $350,000 in Mar 2014", ,House: 3  1  1 ,Land size: 613 sqm | Building size: 112 sqm
138,10 Timbarra Court,"Sold $568,000 in Nov 2019","Last Sold $347,000 in Nov 2015(Auction)", ,House: 3  1  2 ,Land size: 748 sqm | Building size: 160 sqm
139,2/142 Church Street,"Sold $375,000 in Nov 2019","Last Sold $345,000 in Feb 2018", , ,Land size: 184 sqm | Building size: 78 sqm
140,2 Wesona Place,"Sold $505,000 in 06 Nov 2019(Auction)","Last Sold $350,000 in Feb 2011", ,House: 3  2  2 ,Land size: 909 sqm | Building size: 135 sqm
141,7/199-201 Bailey Street,"Sold $380,000 in Nov 2019", , , ,Land size: 210 sqm
142,10/26-28 Bieske Road,"Sold $367,000 in Nov 2019","Last Sold $285,000 in Jul 2017", , ,Land size: 131 sqm
143,50 Greenville Drive,"Sold $440,000 in Nov 2019","Last Sold $280,000 in Jan 2004", ,House: 5  2  1 ,Land size: 613 sqm
144,1 Abbey Court,"Sold $392,000 in Nov 2019","Last Sold $206,500 in Feb 2000", ,House: 3  2  1 ,Land size: 400 sqm | Building size: 97 sqm
145,173 Bailey Street,"Sold $642,500 in Nov 2019","Last Sold $492,000 in May 2014", ,House: 4  2  2 ,Land size: 790 sqm | Building size: 244 sqm
146,60 Pethajohn Parade,"Sold $556,000 in Oct 2019","Last Sold $143,000 in May 2007", ,House: 3  2  2 ,Land size: 625 sqm
147,7/199 Bailey Street,"Sold $380,000 in Oct 2019","Last Sold $256,990 in Dec 2007", , ,Land size: 210 sqm
148,40 42 44 Waratah Place,"Sold $300,000 in Oct 2019", , ,Townhouse: 3  2  1 , 
149,4/119 Torquay Road,"Sold $330,000 in Oct 2019","Last Sold $242,000 in May 2015", , ,Land size: 217 sqm
150,5 Bradley Place,"Sold $620,000 in Oct 2019","Last Sold $95,000 in Aug 2003", ,House: 4  2  2 ,Land size: 812 sqm
151,32 Riatta Avenue,"Sold $505,000 in Oct 2019","Last Sold $355,000 in Jun 2017", ,House: 3  2  1 ,Land size: 698 sqm | Building size: 131 sqm
152,20 Manet Avenue,"Sold $645,000 in Oct 2019","Last Sold $490,000 in May 2015", ,House: 4  2  3 ,Land size: 664 sqm
153,4/46 Peter Street,"Sold $365,000 in Oct 2019","Last Sold $310,000 in Mar 2017", , ,Land size: 204 sqm | Building size: 93 sqm
154,8 Camira Court,"Sold $535,000 in Oct 2019","Last Sold $431,000 in Aug 2014", ,House: 3  2  2 ,Land size: 861 sqm
155,7 Manet Avenue,"Sold $672,500 in Oct 2019", , ,House: ,Land size: 698 sqm
156,1-2 Barry Court,"Sold $635,000 in Oct 2019","Last Sold $430,000 in Nov 2012", ,House: 4  2  2 ,Land size: 503 sqm
157,14 Brettim Boulevard,"Sold $545,000 in Oct 2019", ,Rent $430pw in Oct 2019,House: 3  2  2 ,Land size: 425 sqm
158,2/7 Param Street,"Sold $415,500 in Oct 2019","Last Sold $216,000 in Jun 2006", , ,Land size: 247 sqm
159,1/1 Emmy Court,"Sold $492,500 in Oct 2019", , ,House: 3  1  1 , 
160,5 Burdoo Drive,"Sold $410,000 in Sep 2019", ,Rent $310pw in Mar 2016,Townhouse: 2  2  1 ,Land size: 256 sqm
161,4/42 Greenville Drive,"Sold $342,500 in Sep 2019","Last Sold $84,000 in Oct 1989", , ,Land size: 615 sqm
162,6/31 Meadowvale Drive,"Sold $430,000 in Sep 2019", , , ,Land size: 259 sqm
163,79 Moruya Drive,"Sold $472,500 in Sep 2019","Last Sold $418,000 in Oct 2017", ,House: 2  1  1 ,Land size: 697 sqm
164,6 Villea Avenue,"Sold $680,000 in Sep 2019","Last Sold $420,000 in Oct 2011", ,House: 4  2  4 ,Land size: 795 sqm
165,28 Carstairs Close,"Sold $435,000 in Sep 2019","Last Sold $315,000 in May 2013", ,House: 3  1  1 ,Land size: 416 sqm | Building size: 108 sqm
166,30 Greenville Drive,"Sold $515,000 in Sep 2019","Last Sold $108,700 in Nov 1988", ,House: 3  1  3 ,Land size: 626 sqm
167,78 Peter Street,"Sold $435,000 in Sep 2019","Last Sold $314,000 in Dec 2013", ,House: 3  1  2 ,Land size: 532 sqm | Building size: 126 sqm
168,5 Moira Lane,"Sold $505,000 in Sep 2019","Last Sold $277,000 in Aug 2007", ,House: 3  2  2 ,Land size: 531 sqm | Building size: 108 sqm
169,21 Beltana Street,"Sold $440,000 in Sep 2019","Last Sold $270,000 in Aug 2006", ,House: 4  2  1 ,Land size: 635 sqm
170,24 Temt Terrace,"Sold $630,000 in Sep 2019", , ,House: 4  2  2 ,Land size: 575 sqm
171,15 Karana Avenue,"Sold $433,000 in Sep 2019","Last Sold $297,000 in Oct 2014", ,House: 3  1  2 ,Land size: 591 sqm | Building size: 12 sqm
172,6 Wesona Place,"Sold $600,000 in Sep 2019", , ,House: 4  2  2 ,Land size: 978 sqm
173,1 Hume Street,"Sold $398,500 in Aug 2019", , , ,Land size: 712 sqm
174,73B Moruya Drive,"Sold $455,000 in Aug 2019", , ,House: 3  2  2 ,Land size: 398 sqm
175,1/119 Pioneer Road,"Sold $345,000 in Aug 2019", ,Rent $270pw in Aug 2017, ,Land size: 107 sqm
176,18 Fontaine Street,"Sold $556,500 in Aug 2019","Last Sold $315,000 in Oct 2007(Auction)", ,House: 3  2  2 ,Land size: 680 sqm
177,5 Marlee Court,"Sold $552,500 in Aug 2019","Last Sold $407,000 in Oct 2015", ,House: 4  2  2 ,"Land size: 1,007 sqm | Building size: 156 sqm"
178,178 Bailey Street,"Sold $437,000 in Aug 2019","Last Sold $283,500 in Feb 2000", ,House: 3  2  1 ,Land size: 412 sqm | Building size: 123 sqm
179,28 Beltana Street,"Sold $392,000 in Aug 2019", , ,House: 3  1  4 ,Land size: 568 sqm
180,16 Matthews Street,"Sold $422,000 in Aug 2019","Last Sold $232,000 in Dec 2004", ,House: 3  1  1 ,Land size: 313 sqm
181,16 Carnarvon Drive,"Sold $455,000 in Aug 2019", , ,House: 3  1  2 ,Land size: 583 sqm
182,48 Pioneer Road,"Sold $375,000 in Aug 2019","Last Sold $65,000 in Dec 1986", ,House: 3  1  1 ,Land size: 580 sqm
183,30 Muscovy Drive,"Sold $590,000 in Aug 2019","Last Sold $150,000 in Jul 2008", ,House: 4  2  2 ,Land size: 541 sqm | Building size: 541 sqm
184,1/47 Rossack Drive,"Sold $402,000 in Aug 2019","Last Sold $305,000 in Jul 2016", , ,Land size: 241 sqm
185,18 Diaz Drive,"Sold $575,000 in Aug 2019","Last Sold $180,000 in Oct 2011", ,House: 3  2  3 ,Land size: 563 sqm
186,23 Burleigh Drive,"Sold $415,000 in Aug 2019", , ,House: 3  2  2 ,Land size: 668 sqm
187,6 Fulham Court,"Sold $505,000 in Aug 2019","Last Sold $335,000 in Dec 2009", ,House: 3  2  3 ,Land size: 659 sqm | Building size: 173 sqm
188,51 Bickford Road,"Sold $467,000 in Jul 2019","Last Sold $305,000 in Oct 2011", ,House: 4  1  1 ,Land size: 653 sqm
189,36 Kana Street,"Sold $425,000 in Jul 2019","Last Sold $230,000 in Aug 2008", ,House: 3  1  1 ,Land size: 581 sqm
190,13 Perennial Rise,"Sold $590,000 in Jul 2019","Last Sold $360,000 in Aug 2010", ,House: 4  3  1 ,Land size: 659 sqm
191,9 Clementine Court,"Sold $535,000 in Jul 2019","Last Sold $150,000 in Apr 2009", ,House: 3  2  2 ,Land size: 480 sqm | Building size: 151 sqm
192,4/199-201 Bailey Street,"Sold $387,500 in Jul 2019", , ,House: 2  1  1 ,Land size: 204 sqm
193,94 Heyers Road,"Sold $500,000 in Jul 2019","Last Sold $300,000 in Oct 2012", ,House: 3  1  4 ,Land size: 640 sqm
194,12 Tabulam Court,"Sold $605,000 in Jul 2019","Last Sold $446,000 in Dec 2016", ,House: 4  2  4 ,Land size: 777 sqm
195,287 Torquay Road,"Sold $465,000 in Jul 2019","Last Sold $360,000 in Dec 2017(Auction)", ,House: 4  1  2 ,Land size: 406 sqm
196,22 Diaz Drive,"Sold $587,000 in Jul 2019","Last Sold $182,000 in Sep 2011", ,House: 4  2  2 ,Land size: 563 sqm | Building size: 176 sqm
197,2/6 Loris Close,"Sold $407,000 in Jul 2019", , ,Townhouse: 3  2  1 , 
198,200 Heyers Road,"Sold $405,000 in Jul 2019","Last Sold $335,000 in Sep 2014", ,House: 2  1  1 ,Land size: 215 sqm | Building size: 101 sqm
